GEN.1.1	太初，上帝创造了天地。 
2CH.30.9	你们若归向祂，你们的弟兄和儿女必蒙掳走他们之人的怜悯，得以回归此地，因为你们的上帝耶和华有恩典，好怜悯。你们若归向祂，祂必不会转脸不顾你们。”
2CH.30.10	信差将这通告逐城传遍
2CH.30.11	然而，有些
2CH.30.12	耶和华上帝感动
2CH.30.13	二月，大群的人聚到
2CH.30.14	他们除去
2CH.30.15	二月十四日，他们宰了逾越节的羊羔。祭司和
2CH.30.16	然后照上帝的仆人
2CH.30.17	因为会众中间有许多人没有洁净自己，
2CH.30.18+2CH.30.19	有许多
2CH.30.20	耶和华垂听
2CH.30.21	在
2CH.30.22	慰劳所有善于事奉耶和华的
2CH.30.23	全体会众商议要再守节期七天，于是大家又欢欢喜喜地守节期七天。 
2CH.30.24	王
2CH.30.25	全体会众、祭司、
2CH.30.26	全
2CH.30.27	祭司起来为民众祝福，他们的祷告得蒙垂听，达到天上的圣所。
2CH.31.1	当一切都办妥后，所有在场的
2CH.31.3	王又从自己的产业中划分出一部分作为早晚的燔祭，以及安息日、朔日及耶和华律法规定的其他节期的燔祭。
2CH.31.4	他又吩咐
2CH.31.5	谕旨一出，
2CH.31.6	住在
2CH.31.7	他们从三月开始堆积，到七月才结束。 
2CH.31.8	与众官员来了，看见堆积起来的供物，就称颂耶和华，又为耶和华的以色列子民祝福。 
2CH.31.9	向祭司和
2CH.31.10	家族的
2CH.31.11	于是，
2CH.31.12	便忠心地把供物、十一奉献和圣物放进库房。
2CH.31.13	、
2CH.31.14	看守东门的
2CH.31.15	、
2CH.31.16	此外，他们还分给三岁及三岁以上、姓名记在家谱上、每天在耶和华的殿中按班次供职的男子， 
2CH.31.17	并分给按宗族登记在家谱上的祭司，按班次和职任分给二十岁及二十岁以上的
2CH.31.18	也按照家谱分给他们的妻子儿女，因为他们诚心洁净自己。 
2CH.31.19	至于住在各城郊野做祭司的
2CH.31.21	无论是在上帝的殿中事奉，还是遵行律法和诫命，他都寻求他的上帝，尽心去做。因此，他行事顺利。
2CH.32.1	在
2CH.32.2	见
2CH.32.3	就与众官员和将领商议，决定截断城外的水源，众人也都赞成。 
2CH.32.4	于是，他们召集大批民众，截断所有的水源和过境的溪流，不让
2CH.32.5	发愤图强，修筑所有被毁坏的城墙，在上面建造城楼，在城外加建一道墙，并在
2CH.32.6	他委任将领管理民众，将他们全部召集在城门的广场上，训勉他们说： 
2CH.32.7	“你们要刚强勇敢，不要在
2CH.32.8	那与他同在的只是血肉之躯，与我们同在的却是我们的上帝耶和华，祂必帮助我们，为我们作战。”众人因
2CH.32.9	之后，
2CH.32.10	“
2CH.32.11	说你们的上帝耶和华会从
2CH.32.12	这
2CH.32.13	难道你们不知道我和我的祖先怎样对付列国吗？列国的神明哪个能从我手中救自己的国家呢？ 
2CH.32.14	我祖先所灭的列国中，有哪国的神明能从我手中救自己的国民呢？难道你们的上帝能从我手中救你们吗？ 
2CH.32.15	所以，不要让
2CH.32.17	还写信侮辱
2CH.32.18	王的使者用
2CH.32.19	他把
2CH.32.20	于是，
2CH.32.21	耶和华就差遣一个天使进入
2CH.32.22	这样，耶和华从
2CH.32.23	许多人带着祭物到
2CH.32.24	那时，
2CH.32.25	却没有为他所蒙的恩典而感谢上帝，因为他心中骄傲。因此，上帝的烈怒临到他、
2CH.32.26	后来
2CH.32.28	又建造仓库来贮藏谷物、新酒和新油，并为各类牲畜盖棚立圏。 
2CH.32.29	他为自己建造城邑，并且拥有大批的牛羊，因为上帝赐他极多的财富。 
2CH.32.30	他截断
2CH.32.31	然而，当
2CH.32.33	与祖先同眠后，葬在
2CH.33.2	他做耶和华视为恶的事，效法耶和华在
2CH.33.3	他重建他父亲
2CH.33.4	耶和华曾指着祂的殿说：“我的名必永远在
2CH.33.5	他在耶和华殿的两个院子里建造祭拜天上万象的祭坛。 
2CH.33.6	他还在
2CH.33.7	他雕刻偶像，放在上帝的殿中。关于这殿，上帝曾经对
2CH.33.8	只要
2CH.33.9	诱使
2CH.33.10	耶和华警告
2CH.33.11	所以，耶和华就差遣
2CH.33.12	在困苦中，
2CH.33.13	耶和华应允他的祷告，垂听他的恳求，使他返回
2CH.33.14	这事以后，
2CH.33.15	将偶像和外族人的神像从耶和华的殿中除去，又把他在圣殿山和
2CH.33.16	他重建耶和华的祭坛，在上面献平安祭和感恩祭，又吩咐
2CH.33.17	然而，众人仍然在丘坛献祭，只是献给他们的上帝耶和华。
2CH.33.19	他的祷告，上帝的答复，他在谦卑下来之前的罪恶和不忠，他在哪里修筑丘坛以及设立
2CH.33.20	与祖先同眠后，葬在宫内，他儿子
2CH.33.22	效法他父亲
2CH.33.23	可是，
2CH.33.24	他的臣仆谋反，在王宫里杀了他。 
2CH.33.25	民众杀死那些背叛
2CH.34.2	他做耶和华视为正的事，效法他祖先
2CH.34.3	他执政第八年，虽然还年幼，却开始寻求他祖先
2CH.34.4	众人在他面前拆毁
2CH.34.5	把它们祭司的骸骨放在它们的坛上焚烧。这样，他洁净了
2CH.34.6	还在
2CH.34.7	他拆毁祭坛和
2CH.34.9	他们到
2CH.34.10	他们把银子交给负责管理耶和华殿的督工，由他们转交给整修耶和华殿的工人， 
2CH.34.11	也就是木匠和石匠，让他们用来购买凿好的石头、木架和栋梁，整修
2CH.34.12	工人都忠诚地工作。他们的督工是
2CH.34.13	负责监督搬运工人，还有一些做书记、官员和殿门守卫。
2CH.34.14	他们把奉献到耶和华殿里的银子拿出来的时候，
2CH.34.15	就对
2CH.34.16	把书卷带到王那里，向王禀告说：“凡交给仆人们办的事，都已办妥。 
2CH.34.17	耶和华殿里的银子已被取出来交给督工和工人。” 
2CH.34.18	书记又对王说：“
2CH.34.19	王听了律法书上的话，就撕裂衣服， 
2CH.34.20	吩咐
2CH.34.21	“你们去为我、为
2CH.34.22	于是，王派去的人跟着
2CH.34.23	她对他们说：“
2CH.34.24	耶和华说，‘我要照在
2CH.34.25	因为他们背弃我，给别的神明烧香，制造偶像惹我发怒，所以我的怒火要在这地方燃烧，绝不止息。’ 
2CH.34.26	你们告诉差你们来求问耶和华的
2CH.34.27	因为你听到我对这地方及这里居民的警告，便悔改，在我面前谦卑、撕裂衣服，向我哭泣，我垂听了你的祷告。这是我耶和华说的。 
2CH.34.28	我会让你平安入土，你不会看到我要降给这地方及这里居民的一切灾难。’”他们便回去禀告王。
2CH.34.29	于是，王召集
2CH.34.30	与
2CH.34.31	王站在自己的位置上，在耶和华面前立约，要全心全意地跟随耶和华，遵从祂的一切诫命、法度和律例，履行约书上的规定。 
2CH.34.32	他使
2CH.34.33	除去
2CH.35.2	他指派祭司各尽其职，鼓励他们在耶和华的殿里事奉， 
2CH.35.3	又对将自己献给耶和华、负责教导
2CH.35.4	你们要按宗族和班次，依照
2CH.35.5	你们要按你们弟兄所在宗族的班次，侍立在圣所，每个班次中要有几个
2CH.35.6	你们要宰杀逾越节的羊羔，洁净自己，为你们的弟兄做好准备，依照耶和华借
2CH.35.8	他的众官员也自愿为民众、祭司和
2CH.35.9	人的首领
2CH.35.10	一切都准备好后，依照王的吩咐，祭司站在自己的地方，
2CH.35.11	人宰杀逾越节的羊羔，祭司从他们手中接过血，洒在坛上，又剥去祭牲的皮。 
2CH.35.12	他们按照宗族把燔祭分给众人，好使他们按照
2CH.35.13	他们按规定用火烤逾越节的羊羔，在锅里、罐里和盆里煮圣物，然后迅速分给民众。 
2CH.35.14	之后，
2CH.35.15	负责歌乐的
2CH.35.16	当天，一切事奉的事都办好了，他们就按
2CH.35.17	所有在场的
2CH.35.18	自
2CH.35.19	这次逾越节是在
2CH.35.21	派使者对
2CH.35.22	却不听上帝借
2CH.35.23	王在战场上中箭受伤，就对仆人说：“我受了重伤，带我离开吧。” 
2CH.35.24	他的仆人就扶他下战车，上另一辆战车，送到
2CH.35.25	为
2CH.35.27	自始至终都记在《以色列和犹大的列王史》上。
2CH.36.2	二十三岁登基，在
2CH.36.3	王在
2CH.36.4	王另立
2CH.36.6	王
2CH.36.7	把耶和华殿里的一些器皿带到
2CH.36.8	其他的事及可憎行径和恶迹都记在
2CH.36.10	那年春天，
2CH.36.12	他做他的上帝耶和华视为恶的事，
2CH.36.14	所有祭司长和民众也都仿效外族人的一切可憎行径，犯了大罪，玷污了耶和华在
2CH.36.15	他们祖先的上帝耶和华因为怜爱祂的子民和祂的居所，就不断派使者来劝告他们。 
2CH.36.16	他们却嘲弄耶和华上帝的使者，藐视祂的话，嘲笑祂的先知，以致祂的愤怒临到祂的子民身上，无可挽救。
2CH.36.17	耶和华使
2CH.36.18	上帝殿里的大小器皿，以及耶和华殿里、王宫里和众官员的所有珍宝，都被他带到
2CH.36.19	人焚烧上帝的殿，拆毁
2CH.36.20	没有被杀戮的人都被掳往
2CH.36.21	这就应验了耶和华借
2CH.36.23	“
EZR.1.2	“
EZR.1.3	你们当中凡是耶和华的子民，都可以去
EZR.1.4	凡留下不回国的人，无论住在哪里，都要用金银、财物和牲畜帮助同区那些将要回国的人，此外还要为
EZR.1.5	于是，
EZR.1.6	他们周围的人除了献上自愿献的礼物外，还拿出银器、金子、财物、牲畜和珍宝来支持他们。 
EZR.1.7	王
EZR.1.8	派财政大臣
EZR.1.9	三十个金盘、一千个银盘、二十九把刀、 
EZR.1.10	三十个金碗、四百一十个次等银碗及一千件其他器皿， 
EZR.1.11	共有五千四百件金银器皿。被掳者从
EZR.2.2	他们是与
EZR.2.2	以下是返回的
EZR.2.4	的子孙三百七十二人； 
EZR.2.5	的子孙七百七十五人； 
EZR.2.6	的子孙，
EZR.2.7	的子孙一千二百五十四人； 
EZR.2.8	的子孙九百四十五人； 
EZR.2.9	的子孙七百六十人； 
EZR.2.10	的子孙六百四十二人； 
EZR.2.11	的子孙六百二十三人； 
EZR.2.12	的子孙一千二百二十二人； 
EZR.2.13	的子孙六百六十六人； 
EZR.2.14	的子孙两千零五十六人； 
EZR.2.15	的子孙四百五十四人； 
EZR.2.16	的子孙，即
EZR.2.17	的子孙三百二十三人； 
EZR.2.18	的子孙一百一十二人； 
EZR.2.19	的子孙二百二十三人； 
EZR.2.20	的子孙九十五人。
EZR.2.22	人五十六名； 
EZR.2.23	人一百二十八名； 
EZR.2.24	人四十二名； 
EZR.2.25	人、
EZR.2.26	人和
EZR.2.27	人一百二十二名； 
EZR.2.28	人和
EZR.2.29	人五十二名； 
EZR.2.30	人一百五十六名； 
EZR.2.31	另一个
EZR.2.32	人三百二十名； 
EZR.2.33	人、
EZR.2.34	人三百四十五名； 
EZR.2.35	人三千六百三十名。
EZR.2.36	祭司有
EZR.2.37	的子孙一千零五十二人； 
EZR.2.38	的子孙一千二百四十七人； 
EZR.2.39	的子孙一千零一十七人。
EZR.2.41	负责歌乐的
EZR.2.42	负责守卫殿门的
EZR.2.43	殿役有
EZR.2.44	的子孙、
EZR.2.45	的子孙、
EZR.2.46	的子孙、
EZR.2.47	的子孙、
EZR.2.48	的子孙、
EZR.2.49	的子孙、
EZR.2.50	的子孙、
EZR.2.51	的子孙、
EZR.2.52	的子孙、
EZR.2.53	的子孙、
EZR.2.54	的子孙和
EZR.2.56	的子孙、
EZR.2.57	的子孙、
EZR.2.58	殿役和
EZR.2.59	以下这些人来自
EZR.2.60	的子孙、
EZR.2.61+EZR.2.62	祭司中的
EZR.2.63	省长吩咐他们，要等到用乌陵和土明求问上帝的祭司出现后，才可以吃至圣之物。
EZR.2.64	回到
EZR.2.65	此外还有他们的七千三百三十七名男女仆婢，二百名男女歌乐手， 
EZR.2.66	七百三十六匹马，二百四十五匹骡子， 
EZR.2.67	四百三十五头骆驼和六千七百二十头驴。
EZR.2.68	有些族长来到
EZR.2.69	他们尽自己的能力为这工程捐献了五百公斤金子，三吨银子，以及一百件祭司礼服。
EZR.2.70	祭司、
EZR.3.1	到了七月，
EZR.3.2	的儿子
EZR.3.3	他们虽然惧怕当地的居民，还是在原来的根基上重建祭坛，并早晚在上面向耶和华献燔祭。 
EZR.3.4	他们照律法书的记载守住棚节，每天按规定的数目献上燔祭。 
EZR.3.5	之后，他们献上日常的燔祭，并在朔日
EZR.3.6	尽管耶和华殿的根基还没有立好，从七月一日起，他们就开始向耶和华献燔祭。 
EZR.3.7	他们付给石匠和木匠银子，并经
EZR.3.8	在回到
EZR.3.9	的后裔，即
EZR.3.10	工人立耶和华殿的根基时，祭司身穿礼服拿着号角，
EZR.3.11	他们彼此唱和，赞美、称谢耶和华，说：
EZR.3.11	“祂是美善的，
EZR.3.11	因为祂向
EZR.3.11	所有人都高声欢呼赞美耶和华，因为耶和华殿的根基已经立好。 
EZR.3.12	许多曾见过旧殿的年长的祭司、
EZR.3.13	人们无法分辨是痛哭声还是欢呼声，因为众人都大声呼喊，声音传到远处。
EZR.4.2	就去见
EZR.4.3	、
EZR.4.4	于是，当地人阻挠
EZR.4.5	从
EZR.4.8	省长和
EZR.4.9	“
EZR.4.10	以及伟大尊贵的
EZR.4.11	上奏
EZR.4.11	“‘
EZR.4.12	王该知道，从王那里到我们这里来的
EZR.4.13	王该知道，如果这城建好，城墙完工，他们将不再进贡、交赋、纳税，王的税收必受亏损。 
EZR.4.14	我们既食王禄，就不能坐视王遭受损失，因此上奏于王。 
EZR.4.15	请王查看先王的记录，必从中获悉这城是叛逆之城，危害列王和各省。自古以来，城中叛乱不断，因此才被毁灭。 
EZR.4.16	我们愿王知道，这城一旦建好，城墙完工，
EZR.4.17	王回复
EZR.4.18	你们呈上的奏章，经过翻译已奏报给我。 
EZR.4.19	我已命人查考，发现这城自古以来屡屡背叛列王，是悖逆和叛乱之地。 
EZR.4.20	强大的君王曾经统管
EZR.4.21	现在你们要下令让这些人停止建造这城，等候我的谕旨。 
EZR.4.22	要认真办理这事，不可迟延，何必容事情恶化，使王受亏损呢？”
EZR.4.24	于是，
EZR.5.1	那时，先知
EZR.5.2	于是，
EZR.5.3	当时，河西总督
EZR.5.4	又问道：“建造这殿的人们叫什么名字。” 
EZR.5.5	然而，上帝看顾
EZR.5.6	河西的官员们——河西总督
EZR.5.7	奏章如下：
EZR.5.7	“愿
EZR.5.8	王该知道，我们去了
EZR.5.9	我们问那些长老，‘谁批准你们重建这殿、修复这墙的？’ 
EZR.5.10	我们又问他们的名字，好记下他们首领的名字禀告王。
EZR.5.11	“他们回答说，‘我们是天地之上帝的仆人，我们正在重建这座多年前由
EZR.5.12	但因为我们的祖先触怒了天上的上帝，上帝把他们交在
EZR.5.13	然而，
EZR.5.14	王曾掳去
EZR.5.15	吩咐他把这些器皿带去，重新陈设在
EZR.5.16	于是，这位
EZR.5.17	“现在，王若愿意，请查阅
EZR.6.1	于是，
EZR.6.2	在
EZR.6.3	“
EZR.6.4	每三层巨石加铺一层木料，经费由国库支付。 
EZR.6.5	从
EZR.6.6	于是，
EZR.6.6	“河西总督
EZR.6.7	不要干涉上帝殿的建造，要让
EZR.6.8	另外，我降旨命你们帮助
EZR.6.9	他们向天上的上帝献燔祭时所需的公牛犊、公绵羊、绵羊羔、小麦、盐、酒和油，都要照
EZR.6.10	好让他们向天上的上帝献上蒙悦纳的祭物，并为王和众王子求寿。 
EZR.6.11	我再降旨，若有人更改这谕旨，必从他的房屋抽掉一根大梁，把他钉在梁上挂起来，他的房屋也要沦为粪堆。 
EZR.6.12	无论君王还是百姓，若有人擅自更改这命令或毁坏
EZR.6.13	于是，河西总督
EZR.6.14	在
EZR.6.15	王第六年亚达月
EZR.6.17	他们为此献上一百头公牛犊，二百只公绵羊和四百只绵羊羔，又照
EZR.6.18	他们依照
EZR.6.19	一月十四日，流亡归来的人守逾越节。 
EZR.6.20	祭司和
EZR.6.21	从流亡之地归回的
EZR.6.22	他们欢欢喜喜地守除酵节七天，因为耶和华使
EZR.7.1	这些事以后，
EZR.7.2	是
EZR.7.3	是
EZR.7.4	是
EZR.7.5	是
EZR.7.6	这
EZR.7.8+EZR.7.9	这年一月一日，
EZR.7.10	定意研读、遵行耶和华的律法，并在
EZR.7.12	“王中之王
EZR.7.13	“我现在降旨，我国中的
EZR.7.14	我和七位谋士派你去按照你手中上帝的律法察看
EZR.7.15	并带去我和谋士们自愿献的金银，献给住在
EZR.7.16	还要带去你在
EZR.7.17	你一定要用这些金银购买公牛、公绵羊和绵羊羔，以及素祭和奠祭用品，把这一切献在
EZR.7.18	至于余下的金银，你和你的弟兄可以按你们上帝的心意妥善使用。 
EZR.7.19	那些交托给你、用来在你上帝的殿里敬拜的器皿，你要带到
EZR.7.20	如果你们上帝的殿还需要什么，你可以从国库支取费用。
EZR.7.21	“我
EZR.7.22	可以给他银子三点四吨、麦子两万二千升、酒两千二百升、油两千二百升，盐可以随意取用。 
EZR.7.23	不论天上的上帝为祂的殿有何要求，都要认真办理，以免祂的烈怒临到王及众王子的国。 
EZR.7.24	我们也通知你们不可向这座上帝殿的祭司、
EZR.7.25	“你
EZR.7.26	凡不遵行你上帝的律法和王法的，要对他严加治罪，或处死，或发配，或抄家，或监禁。”
EZR.7.27	“我们祖先的上帝耶和华当受赞美！因为祂使王有这样的心意尊崇
EZR.7.28	祂又在王及其谋士和所有权贵面前施恩于我。因为我的上帝耶和华帮助我，我便有勇气召集
EZR.8.2	的子孙有
EZR.8.3	的后裔、
EZR.8.4	的子孙有
EZR.8.5	的子孙有
EZR.8.6	的子孙有
EZR.8.7	的子孙有
EZR.8.8	的子孙有
EZR.8.9	的子孙有
EZR.8.10	的后裔、
EZR.8.11	的后裔有
EZR.8.12	的后裔有
EZR.8.13	稍后归回的
EZR.8.14	的子孙有
EZR.8.15	我把他们召集在流向
EZR.8.16	于是，我派人叫来首领
EZR.8.17	我派他们去见
EZR.8.18	我们的上帝施恩帮助我们，他们给我们带来一位能干的人
EZR.8.19	他们还带来
EZR.8.20	此外还有二百二十名殿役，他们都是被点名指派的。从前
EZR.8.21	然后，我在
EZR.8.22	我羞于求王派步兵和骑兵沿途帮助我们御敌，因为我们曾经告诉王：“我们的上帝会施恩帮助寻求祂的人，但会向背弃祂的人发烈怒。” 
EZR.8.23	因此，我们为这事禁食、寻求我们的上帝，祂应允了我们。
EZR.8.24	我选出十二位祭司长：
EZR.8.25	王及其谋士和将领，以及所有在场的
EZR.8.26	我交给他们的有二十二吨银子、三点四吨银器、三点四吨金子、 
EZR.8.27	共重八公斤半的二十个金碗和两件贵重如金子的上等精铜器皿。 
EZR.8.28	我对他们说：“你们和这些器皿是献给耶和华的，金银是自愿献给你们祖先的上帝耶和华的礼物。 
EZR.8.29	你们要好好保管，护送到
EZR.8.30	于是，祭司和
EZR.8.31	一月十二日，我们从
EZR.8.32	到
EZR.8.33	第四天，我们在我们上帝的殿里把金银和器皿过秤，交给
EZR.8.34	每样东西都被数过、称过，其重量都被记录下来。
EZR.8.35	从流亡之地归回的人又献燔祭给
EZR.8.36	他们将王的谕旨交给王的总督和
EZR.9.1	这些事以后，众首领来告诉我说：“
EZR.9.2	他们为自己和自己的儿子娶这些人的女儿为妻，使圣洁的民族与当地的人混杂。首领和官员是这种不忠之事的罪魁。” 
EZR.9.3	一听到这些，我便撕裂衣服和外袍，拔掉头发和胡须，惊惧地坐下。 
EZR.9.4	听了
EZR.9.5	献晚祭的时候，我满怀忧伤地起来，穿着那撕裂的衣服和外袍，双膝跪下，向我的上帝耶和华伸出双手， 
EZR.9.6	说：“我的上帝啊，我羞愧难当，不敢抬头看你，因为我们的恶行灭顶，我们的罪恶滔天。 
EZR.9.7	从我们的祖先开始到现在，我们罪恶深重。由于我们的罪恶，我们、我们的君王和祭司都落在外邦君王的手中，被他们杀害、俘虏、抢掠和羞辱，如同今天的光景。 
EZR.9.8	但如今我们的上帝耶和华暂且施恩于我们，为我们存留一些余民，使我们安然住在这圣洁之地。你使我们眼睛明亮，在我们受奴役时赐给我们一点生机。 
EZR.9.9	虽然我们是奴隶，我们的上帝却没有离弃受奴役的我们，祂在
EZR.9.10	“如今，我们的上帝啊，事已至此，我们还能说什么呢？因为我们背弃了你的诫命， 
EZR.9.11	就是你借着你的仆人——众先知给我们的吩咐，‘你们将要占领的那片土地被当地人的污秽玷污，他们的可憎行径使那里充满污秽。 
EZR.9.12	所以不要让你们的女儿嫁给他们的儿子，也不要让你们的儿子娶他们的女儿。永不可为他们谋求平安和好处。这样，你们就可强盛，吃那里的美好出产，也可将那地方留给你们的子孙作为永久的产业。’
EZR.9.13	“虽然因为我们的恶行和大罪，这一切事情临到我们，但我们的上帝啊，你给我们的惩罚比我们该受的轻多了，你还施恩给我们留下这些余民。 
EZR.9.14	我们岂能再违背你的诫命，与这些行为可憎的人通婚？若我们这样行，你岂不发怒毁灭我们，使我们无一幸免吗？ 
EZR.9.15	的上帝耶和华啊，你是公义的，所以我们这些余民今天才得以幸存。看啊，我们在你面前身负罪恶，因而无人能在你面前站立得住。”
EZR.10.2	宗族
EZR.10.3	现在，我们来与我们的上帝立约，听从你和那些敬畏我们上帝诫命之人的指示，遵照律法而行，送走这些妻子和她们的儿女。 
EZR.10.4	起来吧！这事由你处理，我们支持你，放胆去做吧！”
EZR.10.5	于是，
EZR.10.6	从上帝的殿前起来，进了
EZR.10.7	他们在
EZR.10.8	按照众首领和长老的决定，三天之内未到者，其财产会被没收，他本人也要被逐出流亡归来者的会。
EZR.10.9	三天内，所有的
EZR.10.11	现在，你们要向你们祖先的上帝耶和华认罪，遵行祂的旨意，与这地方的人和你们的外族妻子断绝关系。”
EZR.10.12	会众都高声回答说：“你说的对，我们必照你的话做。 
EZR.10.13	可是，人这么多，又逢大雨季节，我们不能总站在外面，并且这事一两天也解决不了，因为我们在这事上犯了大罪。 
EZR.10.14	不如让我们的首领为全体会众处理这事，让那些娶了外族女子为妻的人在指定的时间与本城的长老和审判官一起来找首领解决，直到我们的上帝因这事而发的烈怒离开我们。”
EZR.10.15	只有
EZR.10.16	流亡归来的人都遵照建议而行。
EZR.10.17	到次年一月一日才查清娶外族女子为妻的人。
EZR.10.18	祭司中娶外族女子为妻的有
EZR.10.19	他们答应休掉自己的妻子，并从羊群中献上一只公绵羊为自己赎罪。 
EZR.10.20	的子孙中有
EZR.10.21	的子孙中有
EZR.10.22	的子孙中有
EZR.10.24	歌乐手中有
EZR.10.25	其他
EZR.10.26	的子孙中有
EZR.10.27	的子孙中有
EZR.10.28	的子孙中有
EZR.10.29	的子孙中有
EZR.10.30	的子孙中有
EZR.10.31	的子孙中有
EZR.10.32	、
EZR.10.33	的子孙中有
EZR.10.34	的子孙中有
EZR.10.35	、
EZR.10.36	、
EZR.10.37	、
EZR.10.38	的子孙中有
EZR.10.39	、
EZR.10.40	、
EZR.10.41	、
EZR.10.42	、
EZR.10.43	的子孙中有
EZR.10.44	以上这些人都娶了外族女子为妻，其中有些还生了子女。
NEH.1.1	以下是
NEH.1.2	从
NEH.1.3	他们回答说：“那些从流亡之地归回
NEH.1.4	我一听见这消息，就坐下痛哭，悲伤了好几天。我在天上的上帝面前禁食祷告，说：
NEH.1.5	“天上的上帝耶和华啊，你是伟大而可畏的上帝，你向爱你、守你诫命的人守约，施慈爱。 
NEH.1.6	仆人在你面前昼夜为你的众仆人
NEH.1.7	我们行事败坏，没有遵守你赐给你仆人
NEH.1.8	求你顾念你对你仆人
NEH.1.9	但如果你们转向我，谨遵我的诫命，即使你们流落天涯，我也必从那里把你们召集到我选为我名所在之地。’ 
NEH.1.10	我们是你的仆人、你的子民，是你用大能大力救赎的。 
NEH.1.11	主啊，求你侧耳听你仆人的祷告，垂听那些喜爱敬畏你名的众仆人的祈求，使你仆人今天亨通，在王面前蒙恩。”
NEH.1.11	我是王的侍酒总管。
NEH.2.2	王问我：“你没有病，为什么面带愁容？一定是心中烦恼。”我非常害怕。 
NEH.2.3	我对王说：“愿王万岁！我祖坟所在的城邑已成废墟，城门也被烧毁，我怎能不面带愁容？” 
NEH.2.4	王问我：“你有什么要求？”我向天上的上帝祷告后， 
NEH.2.5	回答说：“如果王认为好，如果仆人在王面前蒙恩，请王派我到
NEH.2.6	当时王后坐在王的旁边，王问我：“你要去多久？什么时候回来？”我告诉王一个日期，王欣然批准。 
NEH.2.7	我又说：“如果王认为好，求王赐我诏书，通知河西省长准我经过前往
NEH.2.8	求王再发一道诏书，通知管理王室园林的
NEH.2.9	王派将领率骑兵沿途护送我。到了河西省长那里，我把王的诏书交给他们。 
NEH.2.10	人
NEH.2.11	我到了
NEH.2.12	然后在夜间起来，带着几个人出去。上帝感动我要为
NEH.2.13	我穿过谷门，朝龙泉的方向走到粪厂门，在那里察看
NEH.2.14	我又往前走到泉门和王池，我骑的牲口无法通过那里， 
NEH.2.15	我就乘夜沿溪而上，察看城墙，然后转身取道谷门回城。 
NEH.2.16	官员不知道我到过哪里，做过何事，因为我还没有向
NEH.2.17	后来我对他们说：“你们都看到了我们的困境。
NEH.2.18	然后，我把我的上帝怎样施恩帮助我以及王对我说的话都告诉了他们。他们就说：“我们起来重建城墙吧！”于是他们开始做这善工。 
NEH.2.19	但
NEH.2.20	我回答他们说：“天上的上帝必使我们亨通，我们身为祂仆人，要起来重建这城墙，但你们在
NEH.3.1	于是，大祭司
NEH.3.2	下一段由
NEH.3.2	再下一段由
NEH.3.4	再下一段由
NEH.3.4	再下一段由
NEH.3.4	再下一段由
NEH.3.5	再下一段由
NEH.3.7	再下一段由
NEH.3.8	再下一段由
NEH.3.8	再下一段由制造香料的
NEH.3.9	再下一段由管理半个
NEH.3.10	接下来，
NEH.3.10	再下一段由
NEH.3.12	再下一段由
NEH.3.16	再下一段由
NEH.3.17	再下一段由
NEH.3.17	接下来，管理半个
NEH.3.18	再下一段由他的同族兄弟、管理另一半
NEH.3.19	再下一段由
NEH.3.20	再下一段由
NEH.3.21	再下一段由
NEH.3.22	再下一段由住在周围郊区的祭司修筑。
NEH.3.23	接下来，
NEH.3.23	再接下来，
NEH.3.24	再下一段由
NEH.3.25+NEH.3.26	再接下来，
NEH.3.25+NEH.3.26	再下一段由
NEH.3.27	再下一段由
NEH.3.28	接下来，祭司修筑了马门以北的城墙，他们各自修筑自家对面的部分。
NEH.3.29	再接下来，
NEH.3.29	再下一段由看守东门的、
NEH.3.30	再下一段由
NEH.3.30	接下来，
NEH.3.31	再下一段由金匠
NEH.3.32	金匠和商人修筑从城的角楼到羊门的那一段。
NEH.4.2	当着他的同僚和
NEH.4.3	他身旁的
NEH.4.4	我祷告说：“我们的上帝啊，求你垂听，因为我们正在被人耻笑。求你使他们对我们的凌辱归到他们自己头上，使他们被掳到外邦。 
NEH.4.5	不要遮掩他们的恶行，也不要从你面前涂抹他们的罪恶，因为他们在这些建造的人面前惹你发怒。”
NEH.4.6	众人全心做工，把整个城墙连接起来，高达原来的一半。
NEH.4.8	便一起图谋袭击
NEH.4.9	但我们向我们的上帝祷告，并设立守卫昼夜防备他们。
NEH.4.11	我们的敌人说：“我们要趁他们不知不觉，进入他们中间杀死他们，阻止他们的工作。” 
NEH.4.12	靠近敌人居住的
NEH.4.13	于是，我按宗族派人手持刀剑、长矛和弓箭守卫在城墙后面低洼的空地上。 
NEH.4.14	我察看形势后，起来对贵族、官员和其他民众说：“不要怕他们！要记住，主伟大而可畏。要为你们的兄弟、儿女、妻子和家园而战。”
NEH.4.15	敌人听说我们知道了他们的阴谋，上帝已破坏他们的诡计，就没有来。我们回到城墙那里，继续各人的工作。 
NEH.4.16	从那时起，我的仆人一半继续修筑城墙，一半身穿盔甲，手持长矛、盾牌和弓箭负责守卫。官长都站在修筑城墙的所有
NEH.4.17	搬运工人一手工作，一手拿兵器。 
NEH.4.18	修筑城墙的人工作的时候都腰间配剑。吹号的人在我旁边， 
NEH.4.19	我对贵族、官员和其余的民众说：“这工程浩大，范围广阔，我们在城墙上相隔很远， 
NEH.4.20	因此你们一听见号角声，就要聚到我那里。我们的上帝必为我们争战！”
