PRO.10.22	БетӀергьаллила баркатли бечед бовагьца,
PRO.10.22	баркат гаьгьийа сукӀол ургъелна къарилъина йикъаъас.
PRO.10.23	Аьбдал чикейа аьмалликьа цӀилӀос,
PRO.10.23	аᵸкъил цӀодорлъилакьа рази ахъца.
PRO.10.24	Лъаькъейа сукӀокьа гьичӀеголцас жо гьинкьазу кьодо йоᵸкъос,
PRO.10.24	муъмин-сукӀол йатӀийосинаб йиᵸхъос.
PRO.10.25	Йукъо залӀо йикьелъ, лъаькъейо сукӀо гьолълъо окчина эжеш,
PRO.10.25	муъмин-сукӀолӀо нисода илӀакъона эчеш.
PRO.10.26	Сила̄л къанцӀалъийо, гьаьйда̄л хъолъийо жо гей
PRO.10.26	кӀаъаб сукӀо сийоди жойлагъой муьгъалӀ э̄ᵸйолъи.
PRO.10.27	БетӀергьаллихъа гьичӀейас оьмро бихалолъца,
PRO.10.27	лъаькъейа сукӀоба̄с оьмро маьшелъца.
PRO.10.28	Муъмин-сукӀос кул бахъийоназу рохел-разилъи йоᵸкъос,
PRO.10.28	лъаькъейа сукӀос кул аьдада бахъца.
PRO.10.29	БетӀергьаллис гьино – гьули гей йакӀо йаᵸцова сукӀос билӀа̄ хъала,
PRO.10.29	кешлъи йогьцалас гьули чӀодан гей.
PRO.10.30	Муъмин-сукӀо гьаᵸкъкъана хих тӀотӀна экаъас,
PRO.10.30	лъаькъейо сукӀона мицакьа кьодо гьихлъаъас.
PRO.10.31	Муъмин-сукӀола сикӀаъас аᵸкъиллъи гӯс,
PRO.10.31	йатӀеэш жо нисоцас миц буьчӀна тӀуцца.
PRO.10.32	Муъмиллила сикӀал йикъеш йакӀил йаццас йаьже нисал,
PRO.10.32	лъаькъейа сукӀола сикӀа къацӀцӀо къаьмлӀийода̄ гулца.
PRO.11.1	Гьилла-макролас сайцӀорийа БетӀергьаллил рихарабла гей,
PRO.11.1	ахо йаᵸсалабацас гирийа Гьолцол йа̄цца.
PRO.11.2	Букъа аьмаллил инжитлъи-гьаькъирлъи йиᵸхъос,
PRO.11.2	гьеренлъи-гьаьлимлъилал аᵸкъиллъи йоᵸкъос.
PRO.11.3	Гьидела йакӀо йаᵸцо̄лъила ритӀухъабла сукӀоба кӀетӀа гьид бейажеш,
PRO.11.3	боважал ба̄хъаъцала̄ла хийанатлъила жуво̄лзу гьалаг бовагьца.
PRO.11.4	БетӀергьаллис симо бӣйа водиъ, бечелъила комак боваъас,
PRO.11.4	ритӀухълъила хеллиъис тиса уьᵸхолча.
PRO.11.5	ЙакӀо йаᵸцова сукӀос ритӀухълъила гьино биджи йо̄с,
PRO.11.5	лъаькъейа̄ аьдамлана гьидела кешлъила бувагъолца.
PRO.11.6	Муъмин-сукӀола ритӀухълъила гьули хъосар о̄с,
PRO.11.6	хиянатабла аьдамла йакӀиъ гаьгьийа гьавали гьалаг бовагьца.
PRO.11.7	Лъаькъейо сукӀо угъолъ, гьолцос зукъойо кул-къас аьдада бахъца,
PRO.11.7	гьинила къуват-жанлиъкьа̄ йиᵸхъал йакӀкьа гаьгьийо жо йолъона йеᵸкьеш.
PRO.11.8	Муъмин-сукӀо балагьлиъис тиса уьᵸхош,
PRO.11.8	лъаькъейо сукӀо гьолцола мицаъ балагьлиъ кези ахъца.
PRO.11.9	Капураблила сикӀа мадугьал угъолца,
PRO.11.9	Аллагь икъелцала илмола муъмин-сукӀо хъосар о̄с.
PRO.11.10	Муъмин-сукӀокьа гьарзалъи-баркат кьодо йоᵸкъолъ,
PRO.11.10	шагьарзу рази бахъца, лъаькъейо сукӀо угъолъ, рохел бахъна, илӀелабас.
PRO.11.11	Муъмилла̄ла баркатликьалакьа̄ шагьар машгьур бахъца,
PRO.11.11	лъаькъейа сукӀоба̄ла сикӀа̄ гьоло бугъолца.
PRO.11.12	Аᵸкъло гаьччо сукӀо мадугьалликьа лъоᵸвас,
PRO.11.12	аᵸкъил сикӀо йиᵸцонна эчеш.
PRO.11.13	Мицахъалли сукӀола аьдамла̄ш божилъи йугъолца,
PRO.11.13	божилъи гагьийа сукӀо балъголъи гьиниъ йохца.
PRO.11.14	Насигьатла зовагъаъда халкъ пасад бахъца,
PRO.11.14	аᵸкъилла дӣсбалъийодола тушмалла̄кьас мокъоцас гьинкъи даьгьаб гей.
PRO.11.15	СукӀоллабза гьинкьа кьодо сукӀос жо йохда гьолцо гьинилзу кешлъи йо̄с,
PRO.11.15	ко̄ йохна йаьже нилӀийолъи йатӀеэшлал гьинкъи гаьъа.
PRO.11.16	ЙакӀо кӀетӀа ийодда̄ла аьдамлил кӀетӀо ца̄ᵸ-рец йиᵸхъос,
PRO.11.16	йакӀо чикейа бикинчийал гьоᵸс бечелъи йиᵸхъос.
PRO.11.17	ЙакӀо кӀетӀа сукӀо гьинил пайда-хайир насиб бо̄с,
PRO.11.17	йакӀо чикейа сукӀо гьинкьа кьодо балагь кьисас.
PRO.11.18	Кешлъилаъкьа̄ михъойо гьаьрамаб хайир божи гаьччо бахъца,
PRO.11.18	ритӀухълъи йиᵸжецала̄с муькъо тели йахъцалакьа божал ахъца.
PRO.11.19	ЙакӀо йоᵸкъойо ритӀухъаб сукӀо чӀаго гьихлъос,
PRO.11.19	кешлъилагъой муьгъалӀ эᵸкьейал хел кьодо мокъос.
PRO.11.20	ЙакӀиъ гьилла-макро гаьгьийо сукӀо БетӀергьаллил цӀодоло эгас,
PRO.11.20	йакӀо йаᵸцона уьᵸхо-аьᵸхейакьа Гьули рази ахъца.
PRO.11.21	ЙакӀо йоᵸкъонна нисона йахъца чикейо сукӀо тамбигьлиъис эᵸццакаъаслӀо нисона,
PRO.11.21	амма муъмин-сукӀо хъосар ахъца.
PRO.11.22	Кьухъийо, амма аᵸкъло-пикро гаьччо ийодда̄с аьдам, йеᵸлъейо йахъца
PRO.11.22	булӀила ма̄ᵸлъ мехелла меседлила кӀоьййалъ.
PRO.11.23	Муъмилла̄ гьаьракат багъос гьоᵸс кӀетӀослъи йовал,
PRO.11.23	лъаькъейа сукӀоба̄ла бикье-баькьейолъила БетӀергьаллис симо бийиллис.
PRO.11.24	Сид сукӀо ко̄ йеᵸцакӀна нилӀца садакъалил ниццас жо,
PRO.11.24	гьула̄зу гьолцос бечелъи жена телилъца,
PRO.11.24	бацосола ко̄ йилӀакъонна йохца – гьинил мискинлъилал.
PRO.11.25	Сахаватаб сукӀос кӀетӀо оьмро бахъца,
PRO.11.25	бадлос оᵸх йоцӀилла сукӀосна оᵸх йоцца.
PRO.11.26	Букъо багьа бахъаллъид баьба муьгъатта̄ цӀуми бо̄ва сукӀол халкъила наьъана ницца,
PRO.11.26	амма гьоло мисоцала сукӀола матӀакьа баркатлис мугьро бахъца.
PRO.11.27	КӀетӀослъи йовал икье-аькьецас сукӀо ахъца Аллагьлиъкьа̄ баркат мизцас сукӀо,
PRO.11.27	амма кешлъи йиᵸзцала сукӀокьа кьодо кешлъи йоᵸкъос.
PRO.11.28	Бечелъилал михъа̄ тил тухъилло сукӀо лӀийода̄ экца,
PRO.11.28	муъмин-сукӀола мицалъ боцӀийо кьоᵸва бахъца.
PRO.11.29	Гьинис хъизан бугъоллал залӀо насиб йахъца,
PRO.11.29	аьбдаллилӀо нисода аᵸкъиллил лагълъи йовас.
PRO.11.30	Муъмин-сукӀос аьмал оьмролаш хоьхо гей,
PRO.11.30	аᵸкъилабли сукӀо аьдамла̄ш йакӀода гьиндойда̄ кьисабас.
PRO.11.31	Муъмин-сукӀол дунналликьа шапакъат михъос,
PRO.11.31	лъаькъейа сукӀоба̄нна мунагьла йовагьцала̄нна гьидел мехейо азаб-акъуба михъос.
PRO.12.1	Насигьат баццалал илмо-лъайна бацца,
PRO.12.1	кантӀизи о̄йолъи йатӀеэшна аьбдал гей.
PRO.12.2	КӀетӀа сукӀокьа БетӀергьан рази ахъца,
PRO.12.2	симо-шайтӀан гаьгьийал Гьолцо тамбигь бо̄с.
PRO.12.3	Лъаькъейа сукӀола хоьхи хемуха йеᵸйагьаъас,
PRO.12.3	муъмилла̄ла хоьхиш хемуха йилӀа̄ йа̄хъца.
PRO.12.4	Аьмал кӀетӀо гаьгьийо ахъо гьинила бетӀергьаллила къаьмкьа гулцас таж йахъца,
PRO.12.4	йаьгь-ламус гаьччо ахъо гьолцос лӀоьᵸва̄ кӀовакӀолцас унти бахъца.
PRO.12.5	Муъмин-сукӀос къас-ният ритӀухълъилаъ муьхойо бахъца,
PRO.12.5	лъаькъейа̄ ишла̄ъ гьилла-макро бахъца.
PRO.12.6	Лъаькъейа сукӀола сикӀас калам аьдамла̄ш гьеᵸ къе̄ мегьцас жо гей,
PRO.12.6	муъмилла̄ла сикӀа аьдамла хъосар бо̄с.
PRO.12.7	Лъаькъейо сукӀо къаьм лӀийода̄ экца,
PRO.12.7	гьолцос иш болъос, муъмин-сукӀола билӀос бигъа билӀа̄ бахъца.
PRO.12.8	Инсан кӀетӀо гейлӀо нисос гьолцос цӀодорлъи йегана,
PRO.12.8	йакӀиъ гьилла-макрона, хиянатлъина гаьгьийо халкъилаъ нуькучӀ ахъца.
PRO.12.9	Гьинилзу жу лӀийода̄на эгана,
PRO.12.9	гьинизу жу лагълъилаъ икъеллолъи ахо гей,
PRO.12.9	баьбалаш лукӀмана гаьчӀел букъо аьмал бо̄вагъалгъа.
PRO.12.10	Муъмин-сукӀол йикъеш гьинила саконелийал йаццас жо,
PRO.12.10	лъаькъейа сукӀос йакӀо цӀоцӀойо йахъца.
PRO.12.11	Гьинис маьче богьдагулцалал оᵸх йоцӀлал оьлло баьба михъос,
PRO.12.11	йочӀчӀа̄ хиялла̄кьа оьмро богьцас сукӀо аᵸкъло гаьччо сукӀо гей.
PRO.12.12	Лъаькъейа сукӀоба̄с хъала мосона гугьцас мисо гей,
PRO.12.12	муъмилла̄ла хоьхис хемух билӀа̄ мизаъ бахъца.
PRO.12.13	Лъаькъейа сукӀол гьинила мунагьла гаьгьийа сикӀа къор гулца,
PRO.12.13	муъмин-сукӀо балагьлис тиса уьᵸхош.
PRO.12.14	Ко̄да йикье-йаькье гуванна михъоваъцой,
PRO.12.14	сикӀала каламлиъкьа̄ михъос инсаллил боцӀи-ризкъи.
PRO.12.15	Аьбдаллил гьинис гьино гицца йаᵸкъойцӀойо гейлӀона,
PRO.12.15	цӀодораб сукӀо бацола аᵸкълолахъа энекзи ахъца.
PRO.12.16	Аьбдалли йаьже нисослаъзу йегалца жу рази ахъеэшлъи,
PRO.12.16	аᵸкъилли жу нукучӀ о̄вал жавабна нилӀаъас.
PRO.12.17	РитӀухъабли нуьъли битӀараб нисос,
PRO.12.17	оᵸтӀолаги нуьъ оᵸтӀолас.
PRO.12.18	Ургъизи ахъечӀе нисова йаьжи, балъай йаькьеллаъцой, лъукъзи о̄с,
PRO.12.18	аᵸкъилабла̄ла сикӀаъас дару гӯс.
PRO.12.19	КӀетӀо йаьже нитоназу гьихлъос,
PRO.12.19	оᵸтӀола̄лъи гьоᵸс лагьзатлиъ йикъеш.
PRO.12.20	Кешлъилал иᵸгьолдабаца̄ла гьиделзу гьилла-макро бо̄с,
PRO.12.20	маслаъатлъи йогьцала сукӀоба̄ла йакӀиъ рохел бахъца.
PRO.12.21	Муъмин-сукӀокьа балагь мокъаъас,
PRO.12.21	лъаькъейа̄ сукӀоба балагьлиъ багъойба̄цӀна ба̄хъца.
PRO.12.22	ЙоᵸтӀолацас сикӀо БетӀергьаллил йатӀаъас,
PRO.12.22	ритӀухъабла сукӀоба̄кьа Гьули рази ахъца.
PRO.12.23	ЦӀодорабли гьинис илмо-лъай муцос,
PRO.12.23	аьбдаллила йакӀи аьнтлъи гиса чӀалӀеш.
PRO.12.24	Йикье-йаькьецас ко̄ ханлъилаъ йахъца,
PRO.12.24	кӀаълъила лагълъилаъ кези бовагьца.
PRO.12.25	Ургъеллихъа аьдамли къаьм йохолца,
PRO.12.25	кӀетӀа йаьжи гьули рази о̄с.
PRO.12.26	Муъмин-сукӀо мадугьаллил гьино йегалца,
PRO.12.26	лъаькъейа сукӀоба̄ла аьмал-хасиятли жуво̄лзу къосси бовагьца.
PRO.12.27	КӀаъаб сукӀо гьинила билъолис хо зиза̄ъас,
PRO.12.27	кӀаълъи гаьччал боцӀи-ризкъи ками бахъаъас.
PRO.12.28	РитӀухълъилас гьино чӀаголъилас гьино гей,
PRO.12.28	чикейа гьиноли хеллиъ бейажеш.
PRO.13.1	Аᵸкъилабли оьжди або нисойо йо̄с,
PRO.13.1	йаьгь-ламус гаьччо сукӀо кантӀизи огьдана нисо̄ йохаъас.
PRO.13.2	Гьинила кӀетӀа каламлиъкьа̄ инсаллил кӀетӀослъи йиᵸхъос,
PRO.13.2	хиянат-сукӀола йакӀиъ кешлъи йахъца.
PRO.13.3	СикӀо цӀуми йо̄ва руьгьна цӀуми бо̄с,
PRO.13.3	ургъизи ахъечӀе икълашейо пасад ахъца.
PRO.13.4	КӀаъаблила йакӀил тели жо йацца, амма гьоьшшона йиᵸхъаъас,
PRO.13.4	кӀаълъи гаьчча йакӀил йатӀийо жо йиᵸхъос.
PRO.13.5	Муъмин-сукӀол оᵸтӀола̄лъи йатӀаъас,
PRO.13.5	лъаькъейо сукӀо инжитлъилаъна къабигьлъилаъна эᵸкье-го̄с.
PRO.13.6	ЙакӀо йаᵸцойо инсан ималли сапарлиъна цӀуми о̄с,
PRO.13.6	лъаькъейо сукӀо мунагьли лӀийода̄ экилца.
PRO.13.7	Гьоᵸс сукӀо жу бечедаб гейлӀо нисона эчеш,
PRO.13.7	гьинис гьоьшшона йахъаъдана,
PRO.13.7	бадисо ласо йукъо бечелъи гьинис йахъдана,
PRO.13.7	гьоьшшона гаьъалӀо нисона эчеш.
PRO.13.8	Инсаллис бечелъи гьолцола оьмролахъаш багъоцас магъало гей,
PRO.13.8	мискин-сукӀол гьолълъос гьинкъи йахъаъас.
PRO.13.9	Муъмин-сукӀокьа кьодо нур йечена йахъца,
PRO.13.9	лъаькъейа сукӀос канлъи йедна йолъос.
PRO.13.10	Букъа аьмаллидда̄ла даьъба-йаьже йахъца,
PRO.13.10	аᵸкълова йовахийо аᵸкъилаб ахъца.
PRO.13.11	Бигьа йиᵸхъойо бечелъи гьех йолъос,
PRO.13.11	гьаьтеэчена йокӀолло бечелъи – телилъца.
PRO.13.12	Кул бахъийо жо йиᵸхъаъда йакӀо кӀокӀос,
PRO.13.12	йакӀкьа гаьгьийо жо йиᵸхъойолъи оьмролаш мокӀлъилаъ йикъелца.
PRO.13.13	Насигьат аьᵸдалаъ мейэшлал азаб михъос,
PRO.13.13	амрова тӀубази йовагьийал кири чахча.
PRO.13.14	Аᵸкъилаблис насигьат – маулхӀаятлис мокӀ гей,
PRO.13.14	хеллила кӀицлиъисна гьолълъо тиса ба̄гъос!
PRO.13.15	Аᵸкъло камилаб бахъийодола, къимат кьодда̄кца,
PRO.13.15	хиянат-сукӀос гьино йилӀа загьматаб йахъца.
PRO.13.16	ЦӀодораб сукӀо илмо-лъайлигъой муьгъалӀ эᵸкьеш,
PRO.13.16	аьбдалли гьинис аьнтлъи гиса йагъос.
PRO.13.17	Лъаькъейа чапарли балагьлиъ бейажеш,
PRO.13.17	божи гаьгьийо вакил унтилал даруцой ахъца.
PRO.13.18	Насигьатла йовахаъцала̄кьа кьодо мискинлъина инжитлъина йоᵸкъос,
PRO.13.18	нисойо йохна эᵸкье-гогьцалас гьуьрмат бо̄с.
PRO.13.19	Мурадлиъ оᵸкъолъ йакӀо рази йахъца,
PRO.13.19	аьбдалла̄ нуькучӀаб жолъилаъ йикъелца жуво̄л кантӀизи бовал муьхобалъийолъи.
PRO.13.20	Аᵸкъиллигъой къацӀо эчейал аᵸкъло мокъос,
PRO.13.20	аьбдаллигъой ваццалъи йо̄вал зарал бахъца.
PRO.13.21	Мунагь бо̄вал муьгъалӀ балагьна мокъос,
PRO.13.21	муъмин-сукӀол шапакъатлил бечелъи йиᵸхъос.
PRO.13.22	КӀетӀа сукӀо къовала къовал муьгъатта̄ ирс бечанне̄ш,
PRO.13.22	мунагьабли сукӀо боцӀи-ризкъи муъмилла̄л гьихлъал бокӀолца.
PRO.13.23	Мискиллис муькъо-бох йоцӀийо йахъца,
PRO.13.23	гьилла-макроли мицалъ йахъийо муькъо-бох залӀиъ йе̄ᵸш.
PRO.13.24	ЦӀицӀакьа йакӀо йугъоцас сукӀо – гьинис оьжо атӀаъцас сукӀо ахъца,
PRO.13.24	оьжо аццала – гьули цӀицӀолилъ агъечӀе эчаннейаъас.
PRO.13.25	Муъмилла оᵸха йоваццал бейасца,
PRO.13.25	апаракӀла̄с оᵸх нукона гьихлъос.
PRO.14.1	Аᵸкъилабли ахъа билӀо йо̄с,
PRO.14.1	аьнтабли гьули гьинила ко̄да̄д йугъолца.
PRO.14.2	КӀетӀа гьидкьа̄ эᵸкьецас сукӀо БетӀергьаллихъа гьичӀеш,
PRO.14.2	чӀикӀ-чӀекӀдийа гьидкьа̄ эᵸкьецала Гьули эᵸлъана оваъас.
PRO.14.3	Аьбдаллила сикӀа гьинила михъа̄ъ баькьелал цӀицӀо михъолца,
PRO.14.3	аькъилаблила сикӀа жу цӀуми о̄с.
PRO.14.4	Оᵸсо гаьчча̄с гьиᵸсо йоьчӀчӀо йахъца, оᵸсо йогьдабагулцала̄с –
PRO.14.4	муькъо-бохас йоцӀийо йахъца.
PRO.14.5	БитӀараб нуьъ оᵸтӀола̄ъас,
PRO.14.5	оᵸтӀолацала нуьъли сидилъ гьоᵸсо йеᵸхенна гьереси нисос.
PRO.14.6	Йаьгь-ламус гаьчча сукӀо аᵸкъиллъи йиᵸзца, амма йиᵸхъаъас,
PRO.14.6	цӀодораблил илмо-лъай бигьазу михъос.
PRO.14.7	Аьнтаб сукӀодойс ата̄к,
PRO.14.7	гьолцола йаьжиъ аᵸкъиллъи йиᵸхъаъцаслъи йикъе дул.
PRO.14.8	Суд аᵸкъилла цӀодорабла гей?
PRO.14.8	СудлӀо нисода гьоллол гьидеш гьино йикъеш.
PRO.14.8	Суд аьбдалла̄ш аᵸкъло гаьъа?
PRO.14.8	СудлӀо нисода гьолло гьилла-макролас гьино йиᵸзца.
PRO.14.9	Аьбдалла, мунагьла̄дойс бовачоцала аьдамла̄кьа лъоᵸвабас,
PRO.14.9	кӀетӀа̄ аьдамла̄ла билӀокьа баркат гулца.
PRO.14.10	ЙакӀилзу йикъеш гьиниъ гаьгьийо пашманлъи-къарилъи,
PRO.14.10	йакӀиъ гаьгьийа рохеллиъ сукӀос сукӀо алӀо эᵸкьаъас.
PRO.14.11	Лъаькъейа сукӀос билӀо йугъос,
PRO.14.11	муъмин-сукӀос къай кӀетӀлъис.
PRO.14.12	Гей гьино инсаллил йаᵸкъойцӀо̄лӀо гиццас,
PRO.14.12	амма ахирна гьолълъо хеллиъ бейажеш.
PRO.14.13	Лъоᵸваслаъна кӀокӀал йахъца аьдамлис йакӀо,
PRO.14.13	рохелна пашманлъилаъ йуьᵸхал йахъца.
PRO.14.14	Капурабла̄ла ишла̄л тамбигь насиб бахъца,
PRO.14.14	кӀетӀа̄ сукӀоба̄ла ишла̄л кири бахъца.
PRO.14.15	Аᵸкъло-лъай гаьччо сукӀо лъинкьаназу божча,
PRO.14.15	цӀодорабли сукӀо шибаб хаьба масана багъос.
PRO.14.16	Аᵸкъил, кешлъилахъа гьичӀена, гьолълъодойс ата̄ эчеш,
PRO.14.16	аьбдал сидхъана гьицӀаъас,
PRO.14.16	гьула̄зу гьоᵸссидихъана йахъаъас гьолцол йогъо йеᵸхенна.
PRO.14.17	Симахъоцала сукӀо аьнтаб жо йо̄с,
PRO.14.17	кешлъилал иᵸгьолдацас халкъилал атӀаъас.
PRO.14.18	Кьолла̄ аьдамла̄л аьнтлъи насиб йахъца,
PRO.14.18	цӀодорабла̄л илмо-лъайлис таж йиᵸхъос.
PRO.14.19	Чикейа̄ аьдамла̄, кӀетӀа̄ сукӀоба̄дой аьᵸйда̄ ахирна къаьм йуьᵸкъолча;
PRO.14.19	лъаькъейа̄ сукӀоба̄на муъмилла̄ла кавлидой къаьм йуьᵸкъолча.
PRO.14.20	Мискиллидойс мадугьанна очош,
PRO.14.20	бечедаблис вацца̄на тели ба̄хъца.
PRO.14.21	Мискинаб мадугьал охаъцалал мунагь бахъца,
PRO.14.21	гьардараб гаьъад мискилла̄кьа йакӀо йугъоцас сукӀо!
PRO.14.22	Кешлъилал иᵸгьолдабацас сукӀоба къосси ба̄хъна гаьъад?
PRO.14.22	Амма кӀетӀослъи йогьцас сукӀо аьдамла̄л ацца,
PRO.14.22	гьула̄зу гьолцокьа божилъина йо̄с.
PRO.14.23	Шибаб гьаьлтӀи-пишалис пайда-хайир бахъца,
PRO.14.23	наьгьакъда йикълашецала сикӀа гьоᵸс мискинлъи йоᵸкъолца.
PRO.14.24	Аᵸкъилабла̄с бечелъи – гьидела къаьмкьа гулцас таж йахъца,
PRO.14.24	аᵸкъло гаьчча̄ла муьхо-маьхейолъила жуьво̄л гьоᵸс аьнтлъилаъ бейажеш.
PRO.14.25	ОᵸтӀолаъца̄ла нуьъли аьдамла хъосар бовагьца,
PRO.14.25	оᵸтӀолацала нуьъли ми иᵸсос.
PRO.14.26	БетӀергьан Аллагьлихъа гьичӀецас инсан эᵸлъейо ахъца тушмаллихъа багъона бахъаъцала хъалалилъ,
PRO.14.26	гьолцола къованна гьолълъо хъалалиъ гьичӀейолъи гаьъа.
PRO.14.27	БетӀергьан Аллагьлихъа гьичӀейолъи – маулхӀаятлис мокӀ гей,
PRO.14.27	хеллила кӀицлиъисна тиса ба̄гъос.
PRO.14.28	Халкъ телилъда – халлис къимат кьодда̄кца,
PRO.14.28	аьдамла даьгьбалъда – гьули пасад ахъца.
PRO.14.29	Сабру букъо гаьгьийо гьинила аᵸкълола кьодда̄кӀца,
PRO.14.29	симо гьех бигьцала гьинис аьнтлъи гиса йагъос.
PRO.14.30	ЙакӀила сабрула магъол чӀаголъи ницца,
PRO.14.30	сукӀол йахъийа жойлакьа йакӀо йагъола̄лъи лӀоьᵸйш унти гей.
PRO.14.31	Мискилла̄л зулмо богьцала̄ гьолло̄л ба̄хъилло Аллагь какзи о̄с,
PRO.14.31	пакъирла̄кьа йакӀо йугъоцала̄ Гьолцос ца̄ᵸ кьодда̄кӀца.
PRO.14.32	Лъаькъейа сукӀоба гьидела кешлъила лӀуьвабахолча,
PRO.14.32	муъмилла гьидела кӀетӀослъила хъосар бовагьца.
PRO.14.33	Аᵸкъиллъи аᵸкъилабла сукӀоба̄ъ гей,
PRO.14.33	гьоᵸсолаъ гьули аьбдалла̄ъна йиᵸхъос.
PRO.14.34	РитӀухълъила халкъ кьоддаба̄кӀца,
PRO.14.34	мунагьли шибаб къавмалил рогьо-ниц бо̄с.
PRO.14.35	ЦӀодорабли лагъли хан рази о̄с,
PRO.14.35	йаьгь-ламус гаьчча лагъли гьолцос симо бийиллис.
PRO.15.1	Гьеренаб жавабли симо болъолца,
PRO.15.1	хъачӀабли йаьжи симо йилӀа бийиллис.
PRO.15.2	Аᵸкъилабла̄ла сикӀаъкьа̄ илмо-лъай гӯс,
PRO.15.2	аьбдалла̄ла сикӀаъкьа̄ аьнтаб йаьже гӯс.
PRO.15.3	БетӀергьаллис гьаьй йоᵸкъаъцас маьче гаьъа:
PRO.15.3	чикейа̄на бегабас, кӀетӀа̄на бегабас.
PRO.15.4	СикӀас гьеренлъи – чӀаголъилас хоьхо гей,
PRO.15.4	йоᵸтӀолацала сикӀа пасад бо̄с.
PRO.15.5	Аьбдалли абос малъи-хъай гьица мейаъас,
PRO.15.5	кантӀизи о̄йолъи йохийал аᵸкъло мокъос.
PRO.15.6	Муъмин-сукӀос билӀо хазиналис йоцӀна йахъца,
PRO.15.6	лъаькъейа сукӀоба̄ла боцӀи-ризкъила балагь кьодо мокъолца.
PRO.15.7	ЦӀодораблила сикӀа илмо-лъай мите ме̄ш,
PRO.15.7	аьбдалла̄с йакӀода гьолълъодойс ата̄ йовачош.
PRO.15.8	Лъаькъейа сукӀоба̄с къурбан БетӀергьаллил батӀаъас,
PRO.15.8	муъмилла̄ла гьари-доьъалкьа Гьули рази ахъца.
PRO.15.9	Лъаькъейа сукӀос гьино БетӀергьаллил йатӀаъас,
PRO.15.9	ритӀухълъи тӀалаб йогьцас сукӀо Гьолцол ацца.
PRO.15.10	Гьинолкьас тарзи ахъийа сукӀол тамбигь букъо бахъца,
PRO.15.10	нисойо йоваъцас сукӀона хеллиъ эᵸкьеш.
PRO.15.11	Журжагьна Жагьандаманна БетӀергьаллидой гьаьгъа аьᵸйда̄ гей,
PRO.15.11	аьдамла̄ла йакӀиъ гаьгьийо жо Гьолцол йилӀазу ахо йикъаъасди!
PRO.15.12	Йаьгь-ламус гаьчча сукӀол йатӀаъас жу кантӀизи ахълал,
PRO.15.12	аькъилабла̄дой гьицана эᵸкьаъас гьули.
PRO.15.13	ЙакӀиъ рохел зогъда мотӀо цӀилӀона бахъца,
PRO.15.13	йакӀкьа мокъова ургъелли йакӀо йугъолца.
PRO.15.14	ЦӀодораблила йакӀи илмо-лъай тӀалаб бо̄с,
PRO.15.14	аьбдалла̄ла сикӀа йуьᵸхъчаш жо – аьнтлъи йахъца.
PRO.15.15	Мискин-пакъирлил къацӀцӀа̄ водбо чикейа̄ йа̄хъца,
PRO.15.15	йакӀо цӀилӀова̄л нитоназу бейтен йахъца.
PRO.15.16	Йоькькьана йахъна БетӀергьаллихъа гьичӀейолъи ахо гей,
PRO.15.16	тели бечелъина йиᵸхъона, гьолълъола ургъеллиъ ахъийагъа.
PRO.15.17	Дул атӀийа сукӀогъой йуьᵸхъийо чӀагьбаш кен ахо гей,
PRO.15.17	йакӀиъ симона бахъна мухал бегъакӀийа оᵸсис хо йуьᵸхъийагъа.
PRO.15.18	Симо гьех бигьцала тушманлъилас цӀо лъишелца,
PRO.15.18	сабру гаьгьийасола даьъба-йаьже йолъолца.
PRO.15.19	КӀаъаблис гьино зазлис йоцӀийо йахъца,
PRO.15.19	муъмиллис гьино йаᵸкъойцӀойо йахъца.
PRO.15.20	ЦӀодорабли оьжди або рази о̄с,
PRO.15.20	аьнтабли – ийо нуькучӀ йо̄с.
PRO.15.21	Аьнтаб гьинила аьнтлъилакьа рази ахъца,
PRO.15.21	цӀодораб сукӀо йаᵸкъойцӀойо гьидлакьа̄ эᵸкьеш.
PRO.15.22	Аᵸкъло-насигьат зогъаъда мурадлиъ оᵸкъаъас,
PRO.15.22	аᵸкъло ниццас телибалъда мурад гикьа мокъос.
PRO.15.23	Гьинила сикӀала кӀетӀа жавабли инсан рази о̄с,
PRO.15.23	нисал нуцӀа̄цо, нисойо йаьже ахо гаьъад!
PRO.15.24	ЦӀодорабли сукӀола гьиноли кьодда̄ бейажеш,
PRO.15.24	гигъа гаьгьийа журжагьлиъис гьули хъосар ахъца.
PRO.15.25	Йукъо йакӀо гаьгьийа сукӀос билӀо БетӀергьалли къаьм лӀийода̄ йекилца,
PRO.15.25	къоролайлила маче-бохас оьрхъи Гьолцо гаьлълъа̄чо йечанне̄ш.
PRO.15.26	Чикейа сукӀоба̄с ният-къас БетӀергьаллил батӀаъас,
PRO.15.26	кӀетӀа сукӀола каламликьа Гьули рази ахъца.
PRO.15.27	Гьаьрамаб боцӀи-ризкъи йакӀо йоцӀечӀе бокӀоллас билӀо йугъолца,
PRO.15.27	ришват батӀеэшла̄с – чӀаго гьихлъолца.
PRO.15.28	Муъмилли йаьже пикро богьна нисос,
PRO.15.28	лъаькъейа сукӀола сикӀа кешлъи чӀалӀеш.
PRO.15.29	Лъаькъейа сукӀодойс БетӀергьан ата̄ эчеш,
PRO.15.29	муъмиллис гьари-доьъа Гьолцол тухъца.
