GEN.1.1	Na počiatku stvoril Boh nebo a zem.
1SA.13.11	Samuel mu povedal: Čo si to urobil? Saul odpovedal: Keď som videl, že sa ľud rozchádza odo mňa a že ty si neprichádzal v určený čas, ale Filištínci sa zhromaždili v Michmáse,
1SA.13.12	pomyslel som si: Teraz pritiahnu na mňa do Gilgálu, a ja som ešte neuprosil Hospodina, nuž odvážil som sa obetovať spaľovanú obeť.
1SA.13.13	Nato Samuel povedal Saulovi: Nerozumne si konal, lebo si nezachoval prikázanie Hospodina, svojho Boha, ktoré ti dal. Už teraz by bol Hospodin potvrdil tvoje kráľovstvo nad Izraelom na večné veky.
1SA.13.14	No teraz tvoje kráľovstvo neobstojí, Hospodin si už vyhľadal muža podľa svojho srdca a určil ho za vodcu svojho ľudu, pretože si nezachoval, čo ti prikázal Hospodin.
1SA.13.15	Nato Samuel vstal a vystúpil z Gilgálu do Gibey Benjamínovej. Saul napočítal ľudu, ktorý ostal pri ňom, okolo šesťsto mužov.
1SA.13.16	Saul, jeho syn Jonatán a ľud, ktorý ostal pri nich, bývali v Benjamínovej Gibei a Filištínci táborili v Michmáse.
1SA.13.17	I vyšli záškodníci z filištínskeho vojska v troch húfoch. Jeden húf sa dal cestou na Ofru do kraja Šúál,
1SA.13.18	druhý sa dal cestou na Bét-Chórón a tretí sa dal cestou k pomedziu, ktorá sa zvažuje k údoliu Cebóím, smerom na púšť.
1SA.13.19	V celej izraelskej krajine nebolo ani jedného kováča, lebo Filištínci povedali: Nech si Hebrejci nerobia ani meče ani kopije.
1SA.13.20	Preto všetci Izraelci chodievali k Filištíncom naostriť si pluh, motyku, sekeru a kosu.
1SA.13.21	Cena za pluh a motyky bola jeden pím a za naostrenie sekier a nasadenie poriska tretina šekela.
1SA.13.22	"Tak sa stalo, že v deň boja vôbec nebolo meča ani kopije v rukách ľudu, ktorý ostal so Saulom a Jonatánom; Saul a jeho syn Jonatán však mali meč."
1SA.13.23	Hliadka Filištíncov vyšla k michmaskému priechodu.
1SA.14.1	Ktoréhosi dňa Saulov syn Jonatán povedal svojmu zbrojnošovi: Poď, prejdeme k hliadke Filištíncov, ktorá je na druhej strane. Svojmu otcovi to však neoznámil.
1SA.14.2	Saul sa zdržoval na konci Gibey, pod granátovou jabloňou, ktorá bola v Migróne. Ľudí, ktorí boli s ním, bolo okolo šesťsto mužov.
1SA.14.3	Achijá, syn Achitúba, brata Ikabódovho, syna Pinchásovho, syna Éliho, Hospodinovho kňaza v Šíle, nosil efód. Ľud však nevedel, že Jonatán odišiel.
1SA.14.4	V priesmyku, ktorým sa Jonatán pokúšal prejsť ku hliadke Filištíncov, bol z jednej i z druhej strany končitý skalný výbežok.
1SA.14.5	Jeden sa volal Bócéc a druhý Sene. Jeden výbežok vyčnieval od severu oproti Michmásu a druhý od juhu oproti Gebe.
1SA.14.6	Jonatán povedal svojmu zbrojnošovi: Poď, prejdeme k hliadke tých neobrezaných, azda Hospodin urobí niečo pre nás, veď Hospodinovi nič neprekáža zachraňovať veľkým alebo malým počtom.
1SA.14.7	"Zbrojnoš mu odpovedal: Urob všetko, čo máš na mysli; odhodlaj sa, ajhľa, ja som s tebou podľa tvojej vôle."
1SA.14.8	Jonatán povedal: Prejdime teda k tým mužom a ukážeme sa im.
1SA.14.9	Ak nám povedia: Stojte, kým prídeme k vám, vtedy zastaneme na svojom mieste a nepôjdeme k nim.
1SA.14.10	Ale ak by povedali: Poďte hore k nám, pôjdeme, lebo ich Hospodin vydal do našich rúk. To nám bude znamením.
1SA.14.11	Vtedy sa obaja ukázali filištínskej hliadke. Filištínci povedali: Hľa, Hebrejci vychádzajú z dier, do ktorých sa poskrývali.
1SA.14.12	I volali mužovia hliadky na Jonatána a na jeho zbrojnoša: Poďte hore k nám, chceme vám niečo povedať. Vtedy povedal Jonatán svojmu zbrojnošovi: Poď so mnou, lebo Hospodin ich vydal do rúk Izraela.
1SA.14.13	Jonatán vyliezol štvornožky a jeho zbrojnoš za ním. Hneď padali pred Jonatánom a jeho zbrojnoš ich zabíjal za ním.
1SA.14.14	To bola prvá porážka, v ktorej Jonatán a jeho zbrojnoš zabili okolo dvadsať mužov na pol hone oráčiny.
1SA.14.15	Nato nastal zmätok v tábore i na poli, i v celom ľude. Hliadka i záškodníci sa zdesili, lebo sa im zem triasla, a to bol zmätok od Boha.
1SA.14.16	Keď Saulove predné hliadky v Benjamínskej Gibei videli, že množstvo sa sem-tam hýbe,
1SA.14.17	vtedy Saul povedal ľudu, ktorý bol s ním: Nože spočítajte a pozrite, kto odišiel od nás. Keď spočítali, nebolo tam Jonatána a jeho zbrojnoša.
1SA.14.18	Tu povedal Saul Achijovi: Prines sem truhlu Božiu. Truhla Božia bola totiž v ten deň medzi Izraelcami.
1SA.14.19	Kým ešte Saul hovoril kňazom, hluk v tábore Filištíncov sa stále zväčšoval. Preto povedal Saul kňazovi: Daj ruky preč (od veštby)!
1SA.14.20	Vtedy sa Saul a všetok ľud, ktorý bol s ním, zhromaždil a vstúpil do boja, kde meč jedného bojoval proti druhému vo veľkom zmätku.
1SA.14.21	Aj Hebrejci, ktorí sa dávnejšie pridali k Filištíncom a teraz tiahli s nimi do tábora, sa vrátili, aby boli s tými izraelskými, ktorí držali so Saulom a Jonatánom.
1SA.14.22	Všetci izraelskí mužovia, ktorí sa skrývali na Efrajimskom pohorí a dopočuli sa, že Filištínci utekajú, stíhali ich v boji.
1SA.14.23	Takto Hospodin vyslobodil v ten deň Izrael a boj sa preniesol až za Bét-Áven.
1SA.14.24	Hoci Izraelci boli v ten deň unavení, Saul predsa zaviazal ľud prísahou: Zlorečený muž, ktorý by jedol chlieb pred večerom, prv, než sa pomstíme na svojich nepriateľoch. A nikto z ľudu neokúsil chlieb.
1SA.14.25	Potom vošiel všetok ľud do lesa, kde bol med na povrchu zeme.
1SA.14.26	Keď ľud vošiel do lesa, med pretekal, ale nikto nezdvihol ruku k ústam, lebo ľud sa bál tej prísahy.
1SA.14.27	Jonatán však nepočul, keď jeho otec zaväzoval ľud prísahou, a koniec palice, ktorú mal v ruke, namočil do plásta medu, obrátil si ruku k ústam a oči mu zažiarili.
1SA.14.28	"Nato niekto z ľudu povedal: Tvoj otec zaviazal ľud veľkou prísahou a povedal: Zlorečený muž, ktorý by dnes jedol chlieb; ľud však bol unavený."
1SA.14.29	"Jonatán povedal: Môj otec priviedol krajinu do nešťastia; pozrite, ako mi zažiarili oči, keď som ochutnal trochu medu."
1SA.14.30	Či by porážka Filištíncov nebola bývala väčšia, keby bol ľud dnes čím viac jedol z koristi svojich nepriateľov, ktorú našiel?
1SA.14.31	Bili v ten deň Filištíncov od Michmásu až po Ajjalón. Ale ľud bol veľmi unavený.
1SA.14.32	"Preto sa ľud vrhol na korisť, nabrali si oviec, volov a teliat, zabíjali ich na zemi; ľud jedol i s krvou."
1SA.14.33	Potom oznámili Saulovi: Hľa, ľud hreší proti Hospodinovi, lebo je s krvou. On odpovedal: Spreneverili ste sa! Privaľte ku mne ihneď veľký kameň.
1SA.14.34	"Saul pokračoval: Rozíďte sa medzi ľudí a povedzte im: Nech každý privedie ku mne svojho vola a svoju ovcu; zabíjajte ich na tomto kameni a jedzte! Neprehrešujte sa proti Hospodinovi jediac s krvou! Vtedy každý z ľudu priviedol svojho vola a až do noci ich tam zabíjali."
1SA.14.35	"A Saul postavil oltár Hospodinovi; bol to prvý oltár, ktorý postavil Hospodinovi."
1SA.14.36	Vtedy Saul povedal: Prepadnime Filištíncov v noci, rabujme až do svitania a neponechajme z nich nikoho. Povedali: Urob všetko, čo sa ti páči. Kňaz však povedal: Pristúpme sem k Bohu.
1SA.14.37	Dopytoval sa Saul Boha: Mám sa spustiť za Filištíncami? Vydáš ich Izraelu do rúk? Ale v ten deň mu neodpovedal.
1SA.14.38	"Vtedy povedal Saul: Pristúpte sem všetci náčelníci ľudu a dozvedajte sa; zistite, čím sa dnes spáchal tento hriech."
1SA.14.39	Lebo, ako je živý Hospodin, záchranca Izraela, keby sa to dokázalo i na vlastnom mojom synovi Jonatánovi, i ten musí zomrieť! A z celého ľudu nikto mu neodpovedal.
1SA.14.40	Povedal teda celému Izraelu: Vy buďte na jednej strane, ja a môj syn Jonatán budeme na druhej strane. Nato ľud odpovedal Saulovi: Urob, čo sa ti páči!
1SA.14.41	Saul povedal Hospodinovi: Bože Izraela, daj poznať pravdu! I padol lós na Jonatána a Saula, ale ľud sa z toho dostal.
1SA.14.42	Saul povedal: Hoďte lós medzi mnou a mojím synom Jonatánom. Lós padol na Jonatána.
1SA.14.43	Vtedy sa spýtal Saul Jonatána: Povedz mi, čo si urobil! Nato mu Jonatán odpovedal: Na konci palice, ktorú som mal v ruke, okúsil som trochu medu. Nech teda zomriem.
1SA.14.44	Saul povedal: Toto nech mi učiní Boh a toto nech mi pridá: Jonatán, ty musíš zomrieť!
1SA.14.45	Vtedy ľud povedal Saulovi: Tak teda má zomrieť Jonatán, ktorý spôsobil toto veľké vyslobodenie v Izraeli! To sa nestane! Akože žije Hospodin, nespadne ani vlas z jeho hlavy na zem. Veď dnes konal s Bohom. Tak ľud vyslobodil Jonatána a nemusel zomrieť.
1SA.14.46	Vtedy upustil Saul od prenasledovania Filištíncov a Filištínci sa navrátili domov.
1SA.14.47	"Keď sa Saul zmocnil vlády nad Izraelom, bojoval proti všetkým svojim okolitým nepriateľom, proti Moábcom, Ammóncom, proti Edómu, proti kráľom Coby aj proti Filištíncom; kamkoľvek sa obrátil, robil im čo najhoršie."
1SA.14.48	Počínal si udatne, porazil Amálékovcov a vyslobodil Izrael z moci tých, ktorí ho pustošili.
1SA.14.49	"Saul mal synov Jonatána, Jišvího, Malkíšuu; jeho dve dcéry sa volali: staršia Mérab a mladšia Míkal."
1SA.14.50	Saulova žena bola Achínóam, dcéra Achímaacova. Veliteľ jeho vojska sa volal Abner, syn Saulovho strýka Néra.
1SA.14.51	Kíš bol otcom Saulovým a Nér bol otcom Abnerovým a synom Abíélovým.
1SA.14.52	"Boj proti Filištíncom bol tvrdý po celý Saulov život; keď Saul videl akéhokoľvek udatného muža alebo bojovníka, pripojil ho k sebe."
1SA.15.1	Samuel povedal Saulovi: Hospodin ma poslal, aby som ťa pomazal za kráľa nad Jeho ľudom, nad Izraelom, preto teraz počúvaj slová Hospodinove.
1SA.15.2	Takto hovorí Hospodin mocností: Všímal som si, čo učinil Amálék Izraelu, ako sa mu postavil do cesty, keď vychádzal z Egypta.
1SA.15.3	Preto teraz choď a poraz Amáléka. Vykonajte kliatbu nad všetkým, čo je jeho. Nešetri nikoho, ale usmrť všetkých: mužov i ženy, deti i dojčence, voly i ovce, ťavy i osly.
1SA.15.4	Vtedy Saul zvolal ľud a spočítal ho v Teláíme: dvestotisíc pešiakov a desaťtisíc mužov z Judska.
1SA.15.5	Takto prišiel Saul až k mestu Amáléka a postavil sa do strehu v doline.
1SA.15.6	Saul povedal Kenijcom: Choďte, vzdiaľte sa, vyjdite spomedzi Amálékovcov, aby som vás nezmietol s nimi, lebo vy ste preukázali láskavosť všetkým Izraelcom, keď vyšli z Egypta.
1SA.15.7	Tak sa Kenijci vzdialili spomedzi Amálékovcov. Saul bil Amálékovcov od Chavíly, až ako sa ide do Šúru, ktorý je východne od Egypta.
1SA.15.8	A amálékovského kráľa Agaga chytil živého, a na celom ľude vykonal kliatbu ostrím meča.
1SA.15.9	"Ale Saul a ľud ušetrili Agaga i najlepšie stádo oviec, dobytka, vykŕmeného dobytka a baranov; a nič, čo bolo dobré, nechceli vyhubiť. Ale kliatbu vykonali na všetkom, čo bolo ničomné a bezcenné.
1SA.15.9	"
1SA.15.10	Preto Samuelovi zaznelo slovo Hospodinovo:
1SA.15.11	Ľutujem, že som Saula urobil kráľom, lebo sa odvrátil odo mňa a moje slová nesplnil. I rozhorčil sa Samuel a celú noc volal k Hospodinovi o pomoc.
1SA.15.12	"Včasráno Samuel vstal a pobral sa v ústrety Saulovi; vtom oznámili Samuelovi, že Saul šiel na Karmel a tam si postavil pamätník, potom sa obrátil, šiel ďalej a zišiel do Gilgálu."
1SA.15.13	Keď prišiel Samuel k Saulovi, povedal Saul: Ty si požehnaný Hospodinov: splnil som príkaz Hospodinov.
1SA.15.14	Samuel na to odpovedal: Čo je to za bľakot oviec, ktorý mi dolieha do uší, a ručanie dobytka, ktoré počujem?
1SA.15.15	"Saul povedal: Od Amálékovcov ich prihnali, lebo ľud ušetril, čo bolo z oviec a dobytka lepšie, aby to obetoval Hospodinovi, tvojmu Bohu; ale naostatku sme vykonali kliatbu."
1SA.15.16	Samuel však povedal Saulovi: Dovoľ mi, aby som ti oznámil, čo mi Hospodin v noci hovoril! Povedal mu: Hovor!
1SA.15.17	Nato povedal Samuel: Hoci si bol malým vo vlastných očiach, si hlavou izraelských kmeňov. A Hospodin ťa pomazal za kráľa nad Izraelom.
1SA.15.18	Navyše Hospodin ťa poslal na cestu a povedal ti: Choď a vykonaj kliatbu nad hriešnikmi amálékovskými a bojuj proti nim až do ich zničenia.
1SA.15.19	Prečo si neposlúchol hlas Hospodinov, ale si sa vrhol na korisť? Tým si sa dopustil zla pred očami Hospodinovými.
1SA.15.20	"Nato Saul odpovedal Samuelovi: Veď som poslúchol hlas Hospodinov a šiel som cestou, ktorou ma poslal Hospodin; priviedol som Agaga, kráľa Amálékovcov, ale na Amálékovi som vykonal kliatbu."
1SA.15.21	Ľud však vzal z koristi ovce a dobytok, ktoré boli určené na kliatbu, aby ich obetoval Hospodinovi, svojmu Bohu, v Gilgále.
1SA.15.22	I odpovedal Samuel:
1SA.15.22	Má vari Hospodin takú záľubu v zápaloch a zábitkoch
1SA.15.22	ako v poslušnosti voči hlasu Hospodina?
1SA.15.22	Hľa, poslušnosť je lepšia ako obeť
1SA.15.22	a počúvanie lepšie ako tuk baranov.
1SA.15.23	Veď vzbura je hriechom
1SA.15.23	ako čarodejníctvo
1SA.15.23	a kúzlo teráfov sa rovná odbojnosti.
1SA.15.23	Lebo si zavrhol slovo Hospodina,
1SA.15.23	On zavrhol teba, aby si nebol kráľom.
1SA.15.24	Nato Saul povedal Samuelovi: Zhrešil som, lebo som prestúpil rozkaz Hospodinov i tvoje slová, keď som sa bál ľudu a poslúchol som jeho hlas.
1SA.15.25	Preto teraz odpusť, prosím, odpusť môj hriech, vráť sa so mnou a budem sa klaňať Hospodinovi.
1SA.15.26	Ale Samuel povedal Saulovi: Nevrátim sa s tebou, lebo si zavrhol slovo Hospodinovo a teba zavrhol Hospodin, takže nemôžeš byť kráľom v Izraeli.
1SA.15.27	Keď sa Samuel obrátil a odchádzal, zachytil kraj jeho plášťa a ten sa odtrhol.
1SA.15.28	Samuel povedal: Dnes odtrhol Hospodin od teba kráľovstvo Izraela a dal ho tvojmu blížnemu, lepšiemu než si ty.
1SA.15.29	Sláva Izraela nebude klamať ani želieť, lebo nie je človekom, aby niečo musel oželieť.
1SA.15.30	On odpovedal: Zhrešil som, ale preukáž mi ešte úctu pred staršími môjho ľudu a pred Izraelom, vráť sa so mnou, a budem sa klaňať Hospodinovi, tvojmu Bohu.
1SA.15.31	Vrátil sa Samuel so Saulom a Saul sa klaňal Hospodinovi.
1SA.15.32	Potom povedal Samuel: Priveďte ku mne Agaga, kráľa amálékovského. Agag šiel k nemu vzdorovito, lebo si povedal: Iste ma už obišla horkosť smrti.
1SA.15.33	Ale Samuel povedal: Ako tvoj meč pozbavil ženy ich detí, tak bude i tvoja matka medzi ženami bez detí. Rozsekal Samuel Agaga v Gilgále pred Hospodinom.
1SA.15.34	Potom odišiel Samuel do Rámy a Saul sa vrátil domov, do Saulovej Gibey.
1SA.15.35	A Samuel už viac nevidel Saula až do dňa svojej smrti. Samuel však smútil za Saulom, a Hospodin ľutoval, že urobil Saula kráľom na Izraelom.
1SA.16.1	"Hospodin riekol Samuelovi: Dokedy budeš smútiť za Saulom? Veď ja som ho zavrhol, aby nebol kráľom nad Izraelom. Naplň si roh olejom a choď; posielam ťa k Izajovi Betlehemskému, lebo spomedzi jeho synov som si vyhľadal kráľa."
1SA.16.2	Samuel odpovedal: Ako ta pôjdem? Dopočuje sa o tom Saul a zabije ma. Ale Hospodin riekol: Vezmi si zo stáda jalovicu a povedz: Prišiel som obetovať Hospodinovi.
1SA.16.3	"Povoláš Izaja k obeti a ja ti dám vedieť, čo máš robiť; potom mi pomažeš toho, ktorého ti poviem."
1SA.16.4	Samuel učinil, ako mu povedal Hospodin. Keď prišiel do Betlehema, preľaknutí starší mesta mu vyšli v ústrety. Pýtali sa: Znamená tvoj príchod pokoj?
1SA.16.5	On odpovedal: Pokoj! Prišiel som obetovať Hospodinovi. Posväťte sa a poďte so mnou. Posvätil aj Izaja a jeho synov a povolal ich k obeti.
1SA.16.6	Keď prišli, uvidel Elíába a pomyslel si: Iste pred Hospodinom stojí Jeho pomazaný!
1SA.16.7	"Hospodin riekol Samuelovi: Nehľaď na jeho výzor a na výšku jeho postavy; tohto som zavrhol, lebo nepozerám na to, na čo pozerá človek. Človek totiž hľadí na to, čo je pred očami, Hospodin však hľadí na srdce."
1SA.16.8	Potom povolal Izaj Abínádába a priviedol ho pred Samuela. Ale tento povedal: Ani tohto si nevyvolil Hospodin.
1SA.16.9	Ďalej Izaj priviedol Šammu. Zasa povedal: Ani tohto si nevyvolil Hospodin.
1SA.16.10	Takto priviedol Izaj svojich sedem synov pred Samuela. Ale Samuel povedal Izajovi: Ani jedného z nich si nevyvolil Hospodin.
1SA.16.11	Potom sa Samuel spýtal Izaja: Sú tu už všetci tvoji synovia? On odpovedal: Ešte ostáva najmladší, ten pasie ovce. Samuel povedal Izajovi: Pošli poňho a priveď ho, lebo dovtedy si nesadneme, kým on sem nepríde.
1SA.16.12	Vtedy poslal pre neho a priviedol ho. Bol červenolíci, s peknými očami a milého vzhľadu. Hospodin riekol: Vstaň, pomaž ho, lebo to je on.
1SA.16.13	Vtedy Samuel vzal roh s olejom a pomazal ho v kruhu jeho bratov. I zostúpil Duch Hospodinov na Dávida a zostával na ňom od tohto dňa. Samuel vstal a odišiel do Rámy.
1SA.16.14	Keď sa Duch Hospodinov vzdialil od Saula, posadol ho zlý duch od Hospodina.
1SA.16.15	Vtedy mu vraveli jeho služobníci: Hľa, zlý duch od Boha ťa posadol.
1SA.16.16	"Nech rozkáže náš pán a tvoji služobníci, ktorí stoja pred tebou, ti vyhľadajú muža, ktorý vie hrať na harfe; keď príde na teba zlý duch od Boha, bude hrať a uľaví sa ti."
1SA.16.17	Saul povedal svojim služobníkom: Nože mi vyhľadajte muža, ktorý vie dobre hrať, a priveďte ho ku mne.
1SA.16.18	Vtedy jeden zo sluhov povedal: Videl som syna Izaja Betlehemského, ktorý vie hrať, udatného hrdinu, bojovníka, výrečného a driečneho. A Hospodin je s ním!
1SA.16.19	Preto Saul poslal poslov k Izajovi s odkazom: Pošli mi svojho syna Dávida, ktorý je pri ovciach.
1SA.16.20	Tu vzal Izaj osla, chlieb, kožený mech vína a jedno kozliatko a poslal to Saulovi po svojom synovi Dávidovi.
1SA.16.21	Keď Dávid prišiel k Saulovi a zastal pred ním, ten si ho tak veľmi obľúbil, že sa stal jeho zbrojnošom.
1SA.16.22	Preto poslal Saul Izajovi odkaz: Nech ostane Dávid pred mojou tvárou, lebo našiel priazeň v mojich očiach.
1SA.16.23	Kedykoľvek zlý duch od Boha napadol Saula, Dávid bral harfu a hrával. Takto sa Saulovi uľavilo a bývalo mu lepšie, lebo zlý duch odstupoval od neho.
1SA.17.1	Filištínci zobrali svoje vojská do boja a zhromaždili sa pri Sóchu, ktoré je v Judsku, a táborili medzi Sóchom a Azekou pri Efes-Dammíme.
1SA.17.2	Ale Saul a izraelskí mužovia sa zhromaždili a táborili v údolí Élá a zoradili sa do boja proti Filištíncom.
1SA.17.3	Filištínci stáli na vrchu z tamtej strany a Izraelci stáli na vrchu z tejto strany, medzi nimi bolo údolie.
1SA.17.4	Z vojska Filištíncov vystupoval predbojovník, ktorého meno bolo Goliáš z Gatu, vysoký šesť lakťov a jednu piaď.
1SA.17.5	Na hlave mal bronzovú prilbu a oblečený bol do šupinatého panciera, ktorý vážil päťtisíc šekelov bronzu.
1SA.17.6	Na nohách mal kovové holene a na pleciach bronzový oštep.
1SA.17.7	Rukoväť jeho kopije bola ako tkáčsky návoj a hrot jeho kopije vážil šesťsto šekelov železa. Nosič jeho štítu kráčal pred ním.
1SA.17.8	Zastal si a vykrikoval na izraelské šíky: Načo ste vyšli a nastupujete do boja? Či som ja nie Filištínec a vy služobníci Saulovi! Vyberte si muža, ktorý by zostúpil ku mne.
1SA.17.9	Ak bude vládať bojovať so mnou a zabije ma, tak budeme vašimi sluhami, ale ak ja premôžem jeho a zabijem ho, vy nám budete poddaní a budete nám slúžiť.
1SA.17.10	Filištínec pokračoval: Dnes som tupil izraelské šíky. Dajte mi muža, aby sme spolu zápasili.
1SA.17.11	Keď Saul a celý Izrael počul tieto slová Filištínca, zľakli sa a náramne sa báli.
1SA.17.12	Dávid bol synom Efratejca z Betlehema Júdovho, ktorý sa volal Izaj a mal osem synov. Za čias Saula bol už pristarý, aby nastúpil s mužstvom.
1SA.17.13	Traja najstarší synovia Izajovi odišli so Saulom do boja. Mená týchto troch synov, ktorí odišli do boja, boli: prvorodený Elíáb, druhý Abínádáb a tretí Šammá.
1SA.17.14	Dávid bol však najmladší, traja najstarší šli teda za Saulom.
1SA.17.15	Dávid z času na čas odchádzal od Saula pásť v Betleheme ovce svojho otca.
1SA.17.16	I vychádzal onen Filištínec a stával tam ráno a večer štyridsať dní.
1SA.17.17	Vtedy povedal Izaj svojmu synovi Dávidovi: Nože vezmi svojim bratom éfu praženej pšenice a týchto desať chlebov a bež s tým do tábora k svojim bratom.
1SA.17.18	Týchto desať hrudiek syra zanes veliteľovi tisíciny, pozri sa za svojimi bratmi, či sa im dobre vodí. Prines o nich správu.
1SA.17.19	Medzitým Saul, oni a všetci mužovia Izraela bojovali v údolí Élá s Filištíncami.
1SA.17.20	Dávid vstal včasráno a ovce zveril strážnemu, zbalil sa a šiel, ako mu prikázal Izaj. Keď prišiel k vozovým hradbám, vojsko, ktoré sa zoraďovalo do šíku, prepuklo v bojový krik.
1SA.17.21	Zoradil sa Izrael aj Filištínci do boja: šík proti šíku.
1SA.17.22	Vtedy Dávid zveril svoj výstroj strážcovi a bežal k bojovému šíku. Keď k nemu prišiel, pýtal sa svojich bratov, ako sa majú.
1SA.17.23	Keď hovoril s nimi, práve vystúpil z bojového šíku Filištíncov predbojovník Filištínec menom Goliáš z Gatu. Vykrikoval tie isté slová ako predtým, takže to Dávid počul.
1SA.17.24	Keď všetci izraelskí mužovia uvideli tohto muža, utekali pred ním, veľmi sa báli.
1SA.17.25	Nato izraelskí mužovia vraveli medzi sebou: Či ste videli toho muža, ktorý vystupoval? Vystupoval preto, aby hanil Izrael. Preto muža, ktorý by ho zabil, kráľ obsype veľkým bohatstvom, dá mu svoju dcéru a dom jeho otca urobí slobodným v Izraeli.
1SA.17.26	Nato sa Dávid opýtal mužov, ktorí stáli pri ňom: Čo dostane muž, ktorý zabije toho Filištínca a sníme pohanenie z Izraela? Veď kto je ten neobrezaný Filištínec, čo potupoval šíky živého Boha?
1SA.17.27	Ľud mu odpovedal tými istými slovami: To a to dostane muž, ktorý ho zabije.
1SA.17.28	Keď však jeho najstarší brat Elíáb počul, ako sa zhovára s tými mužmi, nahneval sa na Dávida a povedal: Načo si sem prišiel? Na koho si nechal tých niekoľko oviec na púšti? Poznám tvoju pýchu i zlobu tvojho srdca. Nato si prišiel, aby si videl bitku!
1SA.17.29	Ale Dávid odpovedal: Čože som urobil? Veď som sa len pýtal.
1SA.17.30	Obrátil sa od neho k inému a opýtal sa to isté. Ľud mu odpovedal tak ako predtým.
1SA.17.31	Keď počuli Dávidove slová, oznámili ich Saulovi a ten si ho predvolal.
1SA.17.32	"Dávid povedal Saulovi: Nech z neho nikto nemá strach; tvoj služobník pôjde a bude bojovať s tým Filištíncom."
1SA.17.33	Saul odpovedal Dávidovi: Nemôžeš ísť proti tomu Filištíncovi a bojovať s ním, veď ty si chlapec, ale on je bojovníkom od svojej mladosti.
1SA.17.34	"Ale Dávid povedal Saulovi: Tvoj služobník bol pastierom pri stáde svojho otca; keď prišiel lev alebo medveď a odvliekol ovcu zo stáda,"
1SA.17.35	pustil som sa za ním, zrazil som ho a vytrhol som mu ju z tlamy. Keď sa oboril na mňa, chytil som ho za bradu a bil som ho, kým som ho nezabil.
1SA.17.36	Aj leva a medveďa zabil tvoj služobník, a tento neobrezaný Filištínec bude ako jeden z nich, pretože hanil šíky Boha živého.
1SA.17.37	Ďalej Dávid hovoril: Hospodin, ktorý ma vytrhol z moci leva a z pazúrov medveďa, vytrhne ma i z ruky toho Filištínca. Vtedy povedal Saul Dávidovi: Choď, a Hospodin bude s tebou!
1SA.17.38	Potom Saul obliekol Dávida do svojich šiat, dal mu na hlavu bronzovú prilbu a navliekol mu pancier.
1SA.17.39	Dávid si pripásal i meč na šaty a chcel pokročiť, ale nebol na to navyknutý, a tak povedal Saulovi: Nevládzem v tom chodiť, lebo nie som na to navyknutý. I zložil to Dávid zo seba.
1SA.17.40	Vzal si do ruky palicu, vybral z potoka päť hladkých kameňov, vložil ich do kapsy medzi pastierske náčinie, ktoré mal, vzal si do ruky prak, a tak sa približoval k Filištíncovi.
1SA.17.41	"Filištínec sa stále viac a viac približoval k Dávidovi; muž, ktorý niesol jeho štít, kráčal pred ním."
1SA.17.42	Keď Filištínec pozrel a videl Dávida, pohrdol ním, lebo bol len mladíkom červenolícim a pekným na vzhľad.
1SA.17.43	Filištínec povedal Dávidovi: Či som ja pes, že ideš proti mne s palicou? Filištínec preklínal Dávida svojimi bohmi.
1SA.17.44	Ďalej Filištínec hovoril Dávidovi takto: Len poď ku mne, nech dám tvoje telo nebeskému vtáctvu a poľnej zveri!
1SA.17.45	Nato Dávid odpovedal Filištíncovi: Ty prichádzaš ku mne s mečom, s kopijou a so štítom, ale ja idem k tebe v mene Hospodina moc nos tí, Boha izraelských šíkov, ktorého ty si potupoval.
1SA.17.46	Dnes ťa Hospodin vydá do mojich rúk, zrazím ťa a zotnem ti hlavu. Dnes vydám mŕtvoly filištínskeho vojska nebeskému vtáctvu a zemským šelmám, aby celá zem poznala, že je Boh v Izraeli.
1SA.17.47	"A aby sa celé toto zhromaždenie dozvedelo, že Hospodin nevyslobodzuje mečom a kopijou, lebo toto je Hospodinov boj; On vás vydá do našich rúk.
1SA.17.47	"
1SA.17.48	Keď Filištínec vstal a približoval sa k Dávidovi, Dávid sa poponáhľal a vybehol zo šíku proti Filištíncovi.
1SA.17.49	"Vtom Dávid siahol rukou do kapsy, vybral kameň, hodil ním z praku a udrel Filištínca do čela; kameň sa mu vrazil do čela, takže padol tvárou na zem."
1SA.17.50	Tak premohol Dávid Filištínca prakom a kameňom, zrazil Filištínca a usmrtil ho, i keď nemal v ruke meč.
1SA.17.51	Dávid pribehol, postavil sa nad Filištínca, vzal jeho vlastný meč, vytiahol ho z pošvy a zabil ho. Odťal mu ním hlavu. Keď Filištínci videli, že silák zomrel, dali sa na útek.
1SA.17.52	Vtedy povstali izraelskí a judskí mužovia, kričali a prenasledovali Filištíncov až po Gát, ba až k bránam Ekrónu. Smrteľne ranení Filištínci padali po ceste od Šaarajimu až po Gát a Ekrón.
1SA.17.53	Keď sa Izraelci vracali z prenasledovania Filištíncov, vyrabovali ich tábor.
1SA.17.54	Potom vzal Dávid hlavu Filištínca, doniesol ju do Jeruzalema, jeho zbrane však uložil vo svojom stane.
1SA.17.55	Keď Saul videl Dávida vychádzať proti onomu Filištíncovi, povedal veliteľovi vojska Abnérovi: Abnér, čí syn je tamten mladík? Abnér odpovedal: Na tvoj život, kráľ, neviem!
