GEN.1.1	In the beginning God created the heavens and the earth. 
2KI.19.26	They were as the vegetation of the field and as the green herb,
2KI.19.26	As grass on the housetops is scorched before it is grown up.
2KI.19.27	But I know your sitting down,
2KI.19.27	And your going out and your coming in,
2KI.19.27	And your raging against Me.
2KI.19.28	Because of your raging against Me,
2KI.19.28	And because your arrogance has come up to My ears,
2KI.19.28	Therefore I will put My hook in your nose,
2KI.19.28	And My bridle in your lips,
2KI.19.28	And I will turn you back by the way which you came.
2KI.19.29	‘Then this shall be the sign for you: you will eat this year what grows of itself, in the second year what springs from the same, and in the third year sow, reap, plant vineyards, and eat their fruit. 
2KI.19.30	The surviving remnant of the house of Judah will again take root downward and bear fruit upward. 
2KI.19.31	For out of Jerusalem will go forth a remnant, and out of Mount Zion survivors. The zeal of 
2KI.19.32	‘Therefore thus says the L
2KI.19.33	By the way that he came, by the same he will return, and he shall not come to this city,” ’ declares the L
2KI.19.34	‘For I will defend this city to save it for My own sake and for My servant David’s sake.’ ”
2KI.19.35	Then it happened that night that the angel of the L
2KI.19.36	So Sennacherib king of Assyria departed and returned 
2KI.19.37	It came about as he was worshiping in the house of Nisroch his god, that Adrammelech and Sharezer killed him with the sword; and they escaped into the land of Ararat. And Esarhaddon his son became king in his place.
2KI.20.1	In those days Hezekiah became mortally ill. And Isaiah the prophet the son of Amoz came to him and said to him, “Thus says the L
2KI.20.2	Then he turned his face to the wall and prayed to the L
2KI.20.3	“Remember now, O L
2KI.20.4	Before Isaiah had gone out of the middle court, the word of the L
2KI.20.5	“Return and say to Hezekiah the leader of My people, ‘Thus says the L
2KI.20.6	I will add fifteen years to your life, and I will deliver you and this city from the hand of the king of Assyria; and I will defend this city for My own sake and for My servant David’s sake.” ’ ” 
2KI.20.7	Then Isaiah said, “Take a cake of figs.” And they took and laid 
2KI.20.8	Now Hezekiah said to Isaiah, “What will be the sign that the L
2KI.20.9	Isaiah said, “This shall be the sign to you from the L
2KI.20.10	So Hezekiah answered, “It is easy for the shadow to decline ten steps; no, but let the shadow turn backward ten steps.” 
2KI.20.11	Isaiah the prophet cried to the L
2KI.20.12	At that time Berodach-baladan a son of Baladan, king of Babylon, sent letters and a present to Hezekiah, for he heard that Hezekiah had been sick. 
2KI.20.13	Hezekiah listened to them, and showed them all his treasure house, the silver and the gold and the spices and the precious oil and the house of his armor and all that was found in his treasuries. There was nothing in his house nor in all his dominion that Hezekiah did not show them. 
2KI.20.14	Then Isaiah the prophet came to King Hezekiah and said to him, “What did these men say, and from where have they come to you?” And Hezekiah said, “They have come from a far country, from Babylon.” 
2KI.20.15	He said, “What have they seen in your house?” So Hezekiah answered, “They have seen all that is in my house; there is nothing among my treasuries that I have not shown them.”
2KI.20.16	Then Isaiah said to Hezekiah, “Hear the word of the L
2KI.20.17	‘Behold, the days are coming when all that is in your house, and all that your fathers have laid up in store to this day will be carried to Babylon; nothing shall be left,’ says the L
2KI.20.18	‘Some of your sons who shall issue from you, whom you will beget, will be taken away; and they will become officials in the palace of the king of Babylon.’ ” 
2KI.20.19	Then Hezekiah said to Isaiah, “The word of the L
2KI.20.20	Now the rest of the acts of Hezekiah and all his might, and how he made the pool and the conduit and brought water into the city, are they not written in the Book of the Chronicles of the Kings of Judah? 
2KI.20.21	So Hezekiah slept with his fathers, and Manasseh his son became king in his place.
2KI.21.1	Manasseh was twelve years old when he became king, and he reigned fifty-five years in Jerusalem; and his mother’s name was Hephzibah. 
2KI.21.2	He did evil in the sight of the L
2KI.21.3	For he rebuilt the high places which Hezekiah his father had destroyed; and he erected altars for Baal and made an Asherah, as Ahab king of Israel had done, and worshiped all the host of heaven and served them. 
2KI.21.4	He built altars in the house of the L
2KI.21.5	For he built altars for all the host of heaven in the two courts of the house of the L
2KI.21.6	He made his son pass through the fire, practiced witchcraft and used divination, and dealt with mediums and spiritists. He did much evil in the sight of the L
2KI.21.7	Then he set the carved image of Asherah that he had made, in the house of which the L
2KI.21.8	And I will not make the feet of Israel wander anymore from the land which I gave their fathers, if only they will observe to do according to all that I have commanded them, and according to all the law that My servant Moses commanded them.” 
2KI.21.9	But they did not listen, and Manasseh seduced them to do evil more than the nations whom the L
2KI.21.10	Now the L
2KI.21.11	“Because Manasseh king of Judah has done these abominations, having done wickedly more than all the Amorites did who 
2KI.21.12	therefore thus says the L
2KI.21.13	I will stretch over Jerusalem the line of Samaria and the plummet of the house of Ahab, and I will wipe Jerusalem as one wipes a dish, wiping it and turning it upside down. 
2KI.21.14	I will abandon the remnant of My inheritance and deliver them into the hand of their enemies, and they will become as plunder and spoil to all their enemies; 
2KI.21.15	because they have done evil in My sight, and have been provoking Me to anger since the day their fathers came from Egypt, even to this day.’ ”
2KI.21.16	Moreover, Manasseh shed very much innocent blood until he had filled Jerusalem from one end to another; besides his sin with which he made Judah sin, in doing evil in the sight of the L
2KI.21.17	Now the rest of the acts of Manasseh and all that he did and his sin which he committed, are they not written in the Book of the Chronicles of the Kings of Judah? 
2KI.21.18	And Manasseh slept with his fathers and was buried in the garden of his own house, in the garden of Uzza, and Amon his son became king in his place.
2KI.21.19	Amon was twenty-two years old when he became king, and he reigned two years in Jerusalem; and his mother’s name 
2KI.21.20	He did evil in the sight of the L
2KI.21.21	For he walked in all the way that his father had walked, and served the idols that his father had served and worshiped them. 
2KI.21.22	So he forsook the L
2KI.21.23	The servants of Amon conspired against him and killed the king in his own house. 
2KI.21.24	Then the people of the land killed all those who had conspired against King Amon, and the people of the land made Josiah his son king in his place. 
2KI.21.25	Now the rest of the acts of Amon which he did, are they not written in the Book of the Chronicles of the Kings of Judah? 
2KI.21.26	He was buried in his grave in the garden of Uzza, and Josiah his son became king in his place.
2KI.22.1	Josiah was eight years old when he became king, and he reigned thirty-one years in Jerusalem; and his mother’s name 
2KI.22.2	He did right in the sight of the L
2KI.22.3	Now in the eighteenth year of King Josiah, the king sent Shaphan, the son of Azaliah the son of Meshullam the scribe, to the house of the L
2KI.22.4	“Go up to Hilkiah the high priest that he may count the money brought in to the house of the L
2KI.22.5	Let them deliver it into the hand of the workmen who have the oversight of the house of the L
2KI.22.6	to the carpenters and the builders and the masons and for buying timber and hewn stone to repair the house. 
2KI.22.7	Only no accounting shall be made with them for the money delivered into their hands, for they deal faithfully.”
2KI.22.8	Then Hilkiah the high priest said to Shaphan the scribe, “I have found the book of the law in the house of the L
2KI.22.9	Shaphan the scribe came to the king and brought back word to the king and said, “Your servants have emptied out the money that was found in the house, and have delivered it into the hand of the workmen who have the oversight of the house of the L
2KI.22.10	Moreover, Shaphan the scribe told the king saying, “Hilkiah the priest has given me a book.” And Shaphan read it in the presence of the king.
2KI.22.11	When the king heard the words of the book of the law, he tore his clothes. 
2KI.22.12	Then the king commanded Hilkiah the priest, Ahikam the son of Shaphan, Achbor the son of Micaiah, Shaphan the scribe, and Asaiah the king’s servant saying, 
2KI.22.13	“Go, inquire of the L
2KI.22.14	So Hilkiah the priest, Ahikam, Achbor, Shaphan, and Asaiah went to Huldah the prophetess, the wife of Shallum the son of Tikvah, the son of Harhas, keeper of the wardrobe (now she lived in Jerusalem in the Second Quarter); and they spoke to her. 
2KI.22.15	She said to them, “Thus says the L
2KI.22.16	thus says the L
2KI.22.17	Because they have forsaken Me and have burned incense to other gods that they might provoke Me to anger with all the work of their hands, therefore My wrath burns against this place, and it shall not be quenched.” ’ 
2KI.22.18	But to the king of Judah who sent you to inquire of the L
2KI.22.19	because your heart was tender and you humbled yourself before the L
2KI.22.20	“Therefore, behold, I will gather you to your fathers, and you will be gathered to your grave in peace, and your eyes will not see all the evil which I will bring on this place.” ’ ” So they brought back word to the king.
2KI.23.1	Then the king sent, and they gathered to him all the elders of Judah and of Jerusalem. 
2KI.23.2	The king went up to the house of the L
2KI.23.3	The king stood by the pillar and made a covenant before the L
2KI.23.4	Then the king commanded Hilkiah the high priest and the priests of the second order and the doorkeepers, to bring out of the temple of the L
2KI.23.5	He did away with the idolatrous priests whom the kings of Judah had appointed to burn incense in the high places in the cities of Judah and in the surrounding area of Jerusalem, also those who burned incense to Baal, to the sun and to the moon and to the constellations and to all the host of heaven. 
2KI.23.6	He brought out the Asherah from the house of the L
2KI.23.7	He also broke down the houses of the 
2KI.23.8	Then he brought all the priests from the cities of Judah, and defiled the high places where the priests had burned incense, from Geba to Beersheba; and he broke down the high places of the gates which 
2KI.23.9	Nevertheless the priests of the high places did not go up to the altar of the L
2KI.23.10	He also defiled 
2KI.23.11	He did away with the horses which the kings of Judah had given to the sun, at the entrance of the house of the L
2KI.23.12	The altars which 
2KI.23.13	The high places which 
2KI.23.14	He broke in pieces the 
2KI.23.15	Furthermore, the altar that 
2KI.23.16	Now when Josiah turned, he saw the graves that 
2KI.23.17	Then he said, “What is this monument that I see?” And the men of the city told him, “It is the grave of the man of God who came from Judah and proclaimed these things which you have done against the altar of Bethel.” 
2KI.23.18	He said, “Let him alone; let no one disturb his bones.” So they left his bones undisturbed with the bones of the prophet who came from Samaria. 
2KI.23.19	Josiah also removed all the houses of the high places which 
2KI.23.20	All the priests of the high places who 
2KI.23.21	Then the king commanded all the people saying, “Celebrate the Passover to the L
2KI.23.22	Surely such a Passover had not been celebrated from the days of the judges who judged Israel, nor in all the days of the kings of Israel and of the kings of Judah. 
2KI.23.23	But in the eighteenth year of King Josiah, this Passover was observed to the L
2KI.23.24	Moreover, Josiah removed the mediums and the spiritists and the teraphim and the idols and all the abominations that were seen in the land of Judah and in Jerusalem, that he might confirm the words of the law which were written in the book that Hilkiah the priest found in the house of the L
2KI.23.25	Before him there was no king like him who turned to the L
2KI.23.26	However, the L
2KI.23.27	The L
2KI.23.28	Now the rest of the acts of Josiah and all that he did, are they not written in the Book of the Chronicles of the Kings of Judah? 
2KI.23.29	In his days Pharaoh Neco king of Egypt went up to the king of Assyria to the river Euphrates. And King Josiah went to meet him, and when 
2KI.23.30	His servants drove his body in a chariot from Megiddo, and brought him to Jerusalem and buried him in his own tomb. Then the people of the land took Jehoahaz the son of Josiah and anointed him and made him king in place of his father.
2KI.23.31	Jehoahaz was twenty-three years old when he became king, and he reigned three months in Jerusalem; and his mother’s name was Hamutal the daughter of Jeremiah of Libnah. 
2KI.23.32	He did evil in the sight of the L
2KI.23.33	Pharaoh Neco imprisoned him at Riblah in the land of Hamath, that he might not reign in Jerusalem; and he imposed on the land a fine of one hundred talents of silver and a talent of gold.
2KI.23.34	Pharaoh Neco made Eliakim the son of Josiah king in the place of Josiah his father, and changed his name to Jehoiakim. But he took Jehoahaz away and brought 
2KI.23.35	So Jehoiakim gave the silver and gold to Pharaoh, but he taxed the land in order to give the money at the command of Pharaoh. He exacted the silver and gold from the people of the land, each according to his valuation, to give it to Pharaoh Neco.
2KI.23.36	Jehoiakim was twenty-five years old when he became king, and he reigned eleven years in Jerusalem; and his mother’s name 
2KI.23.37	He did evil in the sight of the L
2KI.24.1	In his days Nebuchadnezzar king of Babylon came up, and Jehoiakim became his servant 
2KI.24.2	The L
2KI.24.3	Surely at the command of the L
2KI.24.4	and also for the innocent blood which he shed, for he filled Jerusalem with innocent blood; and the L
2KI.24.5	Now the rest of the acts of Jehoiakim and all that he did, are they not written in the Book of the Chronicles of the Kings of Judah?
2KI.24.6	So Jehoiakim slept with his fathers, and Jehoiachin his son became king in his place. 
2KI.24.7	The king of Egypt did not come out of his land again, for the king of Babylon had taken all that belonged to the king of Egypt from the brook of Egypt to the river Euphrates.
2KI.24.8	Jehoiachin was eighteen years old when he became king, and he reigned three months in Jerusalem; and his mother’s name 
2KI.24.9	He did evil in the sight of the L
2KI.24.10	At that time the servants of Nebuchadnezzar king of Babylon went up to Jerusalem, and the city came under siege. 
2KI.24.11	And Nebuchadnezzar the king of Babylon came to the city, while his servants were besieging it. 
2KI.24.12	Jehoiachin the king of Judah went out to the king of Babylon, he and his mother and his servants and his captains and his officials. So the king of Babylon took him captive in the eighth year of his reign. 
2KI.24.13	He carried out from there all the treasures of the house of the L
2KI.24.14	Then he led away into exile all Jerusalem and all the captains and all the mighty men of valor, ten thousand captives, and all the craftsmen and the smiths. None remained except the poorest people of the land.
2KI.24.15	So he led Jehoiachin away into exile to Babylon; also the king’s mother and the king’s wives and his officials and the leading men of the land, he led away into exile from Jerusalem to Babylon. 
2KI.24.16	All the men of valor, seven thousand, and the craftsmen and the smiths, one thousand, all strong and fit for war, and these the king of Babylon brought into exile to Babylon.
2KI.24.17	Then the king of Babylon made his uncle Mattaniah king in his place, and changed his name to Zedekiah.
2KI.24.18	Zedekiah was twenty-one years old when he became king, and he reigned eleven years in Jerusalem; and his mother’s name was Hamutal the daughter of Jeremiah of Libnah. 
2KI.24.19	He did evil in the sight of the L
2KI.24.20	For through the anger of the L
2KI.25.1	Now in the ninth year of his reign, on the tenth day of the tenth month, Nebuchadnezzar king of Babylon came, he and all his army, against Jerusalem, camped against it and built a siege wall all around it. 
2KI.25.2	So the city was under siege until the eleventh year of King Zedekiah. 
2KI.25.3	On the ninth day of the 
2KI.25.4	Then the city was broken into, and all the men of war 
2KI.25.5	But the army of the Chaldeans pursued the king and overtook him in the plains of Jericho and all his army was scattered from him. 
2KI.25.6	Then they captured the king and brought him to the king of Babylon at Riblah, and he passed sentence on him. 
2KI.25.7	They slaughtered the sons of Zedekiah before his eyes, then put out the eyes of Zedekiah and bound him with bronze fetters and brought him to Babylon.
2KI.25.8	Now on the seventh day of the fifth month, which was the nineteenth year of King Nebuchadnezzar, king of Babylon, Nebuzaradan the captain of the guard, a servant of the king of Babylon, came to Jerusalem. 
2KI.25.9	He burned the house of the L
2KI.25.10	So all the army of the Chaldeans who 
2KI.25.11	Then the rest of the people who were left in the city and the deserters who had deserted to the king of Babylon and the rest of the people, Nebuzaradan the captain of the guard carried away into exile. 
2KI.25.12	But the captain of the guard left some of the poorest of the land to be vinedressers and plowmen.
2KI.25.13	Now the bronze pillars which were in the house of the L
2KI.25.14	They took away the pots, the shovels, the snuffers, the spoons, and all the bronze vessels which were used in 
2KI.25.15	The captain of the guard also took away the firepans and the basins, what was fine gold and what was fine silver. 
2KI.25.16	The two pillars, the one sea, and the stands which Solomon had made for the house of the L
2KI.25.17	The height of the one pillar was eighteen cubits, and a bronze capital was on it; the height of the capital was three cubits, with a network and pomegranates on the capital all around, all of bronze. And the second pillar was like these with network.
2KI.25.18	Then the captain of the guard took Seraiah the chief priest and Zephaniah the second priest, with the three officers of the temple. 
2KI.25.19	From the city he took one official who was overseer of the men of war, and five of the king’s advisers who were found in the city; and the scribe of the captain of the army who mustered the people of the land; and sixty men of the people of the land who were found in the city. 
2KI.25.20	Nebuzaradan the captain of the guard took them and brought them to the king of Babylon at Riblah. 
2KI.25.21	Then the king of Babylon struck them down and put them to death at Riblah in the land of Hamath. So Judah was led away into exile from its land.
2KI.25.22	Now 
2KI.25.23	When all the captains of the forces, they and 
2KI.25.24	Gedaliah swore to them and their men and said to them, “Do not be afraid of the servants of the Chaldeans; live in the land and serve the king of Babylon, and it will be well with you.”
2KI.25.25	But it came about in the seventh month, that Ishmael the son of Nethaniah, the son of Elishama, of the royal family, came with ten men and struck Gedaliah down so that he died along with the Jews and the Chaldeans who were with him at Mizpah. 
2KI.25.26	Then all the people, both small and great, and the captains of the forces arose and went to Egypt; for they were afraid of the Chaldeans.
2KI.25.27	Now it came about in the thirty-seventh year of the exile of Jehoiachin king of Judah, in the twelfth month, on the twenty-seventh 
2KI.25.28	and he spoke kindly to him and set his throne above the throne of the kings who 
2KI.25.29	Jehoiachin changed his prison clothes and had his meals in the king’s presence regularly all the days of his life; 
2KI.25.30	and for his allowance, a regular allowance was given him by the king, a portion for each day, all the days of his life.
1CH.1.1	Adam, Seth, Enosh, 
1CH.1.2	Kenan, Mahalalel, Jared, 
1CH.1.3	Enoch, Methuselah, Lamech, 
1CH.1.4	Noah, Shem, Ham and Japheth.
1CH.1.5	The sons of Japheth 
1CH.1.6	The sons of Gomer 
1CH.1.7	The sons of Javan 
1CH.1.8	The sons of Ham 
1CH.1.9	The sons of Cush 
1CH.1.10	Cush became the father of Nimrod; he began to be a mighty one in the earth.
1CH.1.11	Mizraim became the father of the people of Lud, Anam, Lehab, Naphtuh, 
1CH.1.12	Pathrus, Casluh, from which the Philistines came, and Caphtor.
1CH.1.13	Canaan became the father of Sidon, his firstborn, Heth, 
1CH.1.14	and the Jebusites, the Amorites, the Girgashites, 
1CH.1.15	the Hivites, the Arkites, the Sinites, 
1CH.1.16	the Arvadites, the Zemarites and the Hamathites.
1CH.1.17	The sons of Shem 
1CH.1.18	Arpachshad became the father of Shelah and Shelah became the father of Eber. 
1CH.1.19	Two sons were born to Eber, the name of the one was Peleg, for in his days the earth was divided, and his brother’s name was Joktan. 
1CH.1.20	Joktan became the father of Almodad, Sheleph, Hazarmaveth, Jerah, 
1CH.1.21	Hadoram, Uzal, Diklah, 
1CH.1.22	Ebal, Abimael, Sheba, 
1CH.1.23	Ophir, Havilah and Jobab; all these 
1CH.1.24	Shem, Arpachshad, Shelah, 
1CH.1.25	Eber, Peleg, Reu, 
1CH.1.26	Serug, Nahor, Terah, 
1CH.1.27	Abram, that is Abraham.
1CH.1.28	The sons of Abraham 
1CH.1.29	These are their genealogies: the firstborn of Ishmael 
1CH.1.30	Mishma, Dumah, Massa, Hadad, Tema, 
1CH.1.31	Jetur, Naphish and Kedemah; these 
1CH.1.32	The sons of Keturah, Abraham’s concubine, 
1CH.1.33	The sons of Midian were Ephah, Epher, Hanoch, Abida and Eldaah. All these were the sons of Keturah.
1CH.1.34	Abraham became the father of Isaac. The sons of Isaac 
1CH.1.35	The sons of Esau 
1CH.1.36	The sons of Eliphaz 
1CH.1.37	The sons of Reuel 
1CH.1.38	The sons of Seir 
1CH.1.39	The sons of Lotan 
1CH.1.40	The sons of Shobal 
1CH.1.41	The son of Anah 
1CH.1.42	The sons of Ezer 
1CH.1.43	Now these are the kings who reigned in the land of Edom before any king of the sons of Israel reigned. Bela was the son of Beor, and the name of his city was Dinhabah. 
1CH.1.44	When Bela died, Jobab the son of Zerah of Bozrah became king in his place. 
1CH.1.45	When Jobab died, Husham of the land of the Temanites became king in his place. 
1CH.1.46	When Husham died, Hadad the son of Bedad, who defeated Midian in the field of Moab, became king in his place; and the name of his city 
1CH.1.47	When Hadad died, Samlah of Masrekah became king in his place. 
1CH.1.48	When Samlah died, Shaul of Rehoboth by the River became king in his place. 
1CH.1.49	When Shaul died, Baal-hanan the son of Achbor became king in his place. 
1CH.1.50	When Baal-hanan died, Hadad became king in his place; and the name of his city was Pai, and his wife’s name was Mehetabel, the daughter of Matred, the daughter of Mezahab. 
1CH.1.51	Then Hadad died.
1CH.1.52	chief Oholibamah, chief Elah, chief Pinon, 
1CH.1.53	chief Kenaz, chief Teman, chief Mibzar, 
1CH.1.54	chief Magdiel, chief Iram. These 
1CH.2.1	These are the sons of Israel: Reuben, Simeon, Levi, Judah, Issachar, Zebulun, 
1CH.2.2	Dan, Joseph, Benjamin, Naphtali, Gad and Asher.
1CH.2.3	The sons of Judah 
1CH.2.4	Tamar his daughter-in-law bore him Perez and Zerah. Judah had five sons in all.
1CH.2.5	The sons of Perez 
1CH.2.6	The sons of Zerah 
1CH.2.7	The son of Carmi 
1CH.2.8	The son of Ethan 
1CH.2.9	Now the sons of Hezron, who were born to him 
1CH.2.10	Ram became the father of Amminadab, and Amminadab became the father of Nahshon, leader of the sons of Judah; 
1CH.2.11	Nahshon became the father of Salma, Salma became the father of Boaz, 
1CH.2.12	Boaz became the father of Obed, and Obed became the father of Jesse; 
1CH.2.13	and Jesse became the father of Eliab his firstborn, then Abinadab the second, Shimea the third, 
1CH.2.14	Nethanel the fourth, Raddai the fifth, 
1CH.2.15	Ozem the sixth, David the seventh; 
1CH.2.16	and their sisters 
1CH.2.17	Abigail bore Amasa, and the father of Amasa was Jether the Ishmaelite.
1CH.2.18	Now Caleb the son of Hezron had sons by Azubah 
1CH.2.19	When Azubah died, Caleb married Ephrath, who bore him Hur. 
1CH.2.20	Hur became the father of Uri, and Uri became the father of Bezalel.
1CH.2.21	Afterward Hezron went in to the daughter of Machir the father of Gilead, whom he married when he was sixty years old; and she bore him Segub. 
1CH.2.22	Segub became the father of Jair, who had twenty-three cities in the land of Gilead. 
1CH.2.23	But Geshur and Aram took the towns of Jair from them, with Kenath and its villages, 
1CH.2.24	After the death of Hezron in Caleb-ephrathah, Abijah, Hezron’s wife, bore him Ashhur the father of Tekoa.
1CH.2.25	Now the sons of Jerahmeel the firstborn of Hezron 
1CH.2.26	Jerahmeel had another wife, whose name was Atarah; she was the mother of Onam. 
1CH.2.27	The sons of Ram, the firstborn of Jerahmeel, were Maaz, Jamin and Eker. 
1CH.2.28	The sons of Onam were Shammai and Jada. And the sons of Shammai 
1CH.2.29	The name of Abishur’s wife 
1CH.2.30	The sons of Nadab 
1CH.2.31	The son of Appaim 
1CH.2.32	The sons of Jada the brother of Shammai 
1CH.2.33	The sons of Jonathan 
1CH.2.34	Now Sheshan had no sons, only daughters. And Sheshan had an Egyptian servant whose name was Jarha. 
1CH.2.35	Sheshan gave his daughter to Jarha his servant in marriage, and she bore him Attai. 
1CH.2.36	Attai became the father of Nathan, and Nathan became the father of Zabad, 
1CH.2.37	and Zabad became the father of Ephlal, and Ephlal became the father of Obed, 
1CH.2.38	and Obed became the father of Jehu, and Jehu became the father of Azariah, 
1CH.2.39	and Azariah became the father of Helez, and Helez became the father of Eleasah, 
1CH.2.40	and Eleasah became the father of Sismai, and Sismai became the father of Shallum, 
1CH.2.41	and Shallum became the father of Jekamiah, and Jekamiah became the father of Elishama.
1CH.2.42	Now the sons of Caleb, the brother of Jerahmeel, 
1CH.2.43	The sons of Hebron 
1CH.2.44	Shema became the father of Raham, the father of Jorkeam; and Rekem became the father of Shammai. 
1CH.2.45	The son of Shammai was Maon, and Maon 
1CH.2.46	Ephah, Caleb’s concubine, bore Haran, Moza and Gazez; and Haran became the father of Gazez. 
1CH.2.47	The sons of Jahdai 
1CH.2.48	Maacah, Caleb’s concubine, bore Sheber and Tirhanah. 
1CH.2.49	She also bore Shaaph the father of Madmannah, Sheva the father of Machbena and the father of Gibea; and the daughter of Caleb 
1CH.2.50	These were the sons of Caleb.
1CH.2.51	Salma the father of Bethlehem 
1CH.2.52	Shobal the father of Kiriath-jearim had sons: Haroeh, half of the Manahathites, 
1CH.2.53	and the families of Kiriath-jearim: the Ithrites, the Puthites, the Shumathites and the Mishraites; from these came the Zorathites and the Eshtaolites. 
1CH.2.54	The sons of Salma 
1CH.2.55	The families of scribes who lived at Jabez 
1CH.3.1	Now these were the sons of David who were born to him in Hebron: the firstborn 
1CH.3.2	the third 
1CH.3.3	the fifth 
1CH.3.4	Six were born to him in Hebron, and there he reigned seven years and six months. And in Jerusalem he reigned thirty-three years. 
1CH.3.5	These were born to him in Jerusalem: Shimea, Shobab, Nathan and Solomon, four, by Bath-shua the daughter of Ammiel; 
1CH.3.6	and Ibhar, Elishama, Eliphelet, 
1CH.3.7	Nogah, Nepheg and Japhia, 
1CH.3.8	Elishama, Eliada and Eliphelet, nine. 
1CH.3.9	All 
1CH.3.10	Now Solomon’s son 
1CH.3.11	Joram his son, Ahaziah his son, Joash his son, 
1CH.3.12	Amaziah his son, Azariah his son, Jotham his son, 
1CH.3.13	Ahaz his son, Hezekiah his son, Manasseh his son, 
1CH.3.14	Amon his son, Josiah his son. 
1CH.3.15	The sons of Josiah 
1CH.3.16	The sons of Jehoiakim 
1CH.3.17	The sons of Jeconiah, the prisoner, 
1CH.3.18	and Malchiram, Pedaiah, Shenazzar, Jekamiah, Hoshama and Nedabiah. 
1CH.3.19	The sons of Pedaiah 
1CH.3.20	and Hashubah, Ohel, Berechiah, Hasadiah and Jushab-hesed, five. 
1CH.3.21	The sons of Hananiah 
1CH.3.22	The 
1CH.3.23	The sons of Neariah 
1CH.3.24	The sons of Elioenai 
1CH.4.1	The sons of Judah 
1CH.4.2	Reaiah the son of Shobal became the father of Jahath, and Jahath became the father of Ahumai and Lahad. These 
1CH.4.3	These 
1CH.4.4	Penuel 
1CH.4.5	Ashhur, the father of Tekoa, had two wives, Helah and Naarah. 
1CH.4.6	Naarah bore him Ahuzzam, Hepher, Temeni and Haahashtari. These were the sons of Naarah. 
1CH.4.7	The sons of Helah 
1CH.4.8	Koz became the father of Anub and Zobebah, and the families of Aharhel the son of Harum. 
1CH.4.9	Jabez was more honorable than his brothers, and his mother named him Jabez saying, “Because I bore 
1CH.4.10	Now Jabez called on the God of Israel, saying, “Oh that You would bless me indeed and enlarge my border, and that Your hand might be with me, and that You would keep 
1CH.4.11	Chelub the brother of Shuhah became the father of Mehir, who was the father of Eshton. 
1CH.4.12	Eshton became the father of Beth-rapha and Paseah, and Tehinnah the father of Ir-nahash. These are the men of Recah.
1CH.4.13	Now the sons of Kenaz 
1CH.4.14	Meonothai became the father of Ophrah, and Seraiah became the father of Joab the father of Ge-harashim, for they were craftsmen. 
1CH.4.15	The sons of Caleb the son of Jephunneh 
1CH.4.16	The sons of Jehallelel 
1CH.4.17	The sons of Ezrah 
1CH.4.18	His Jewish wife bore Jered the father of Gedor, and Heber the father of Soco, and Jekuthiel the father of Zanoah. 
1CH.4.19	The sons of the wife of Hodiah, the sister of Naham, 
1CH.4.20	The sons of Shimon 
1CH.4.21	The sons of Shelah the son of Judah 
1CH.4.22	and Jokim, the men of Cozeba, Joash, Saraph, who ruled in Moab, and Jashubi-lehem. And the records are ancient. 
1CH.4.23	These were the potters and the inhabitants of Netaim and Gederah; they lived there with the king for his work.
1CH.4.24	The sons of Simeon 
1CH.4.25	Shallum his son, Mibsam his son, Mishma his son. 
1CH.4.26	The sons of Mishma 
1CH.4.27	Now Shimei had sixteen sons and six daughters; but his brothers did not have many sons, nor did all their family multiply like the sons of Judah. 
1CH.4.28	They lived at Beersheba, Moladah and Hazar-shual, 
1CH.4.29	at Bilhah, Ezem, Tolad, 
1CH.4.30	Bethuel, Hormah, Ziklag, 
1CH.4.31	Beth-marcaboth, Hazar-susim, Beth-biri and Shaaraim. These 
1CH.4.32	Their villages 
1CH.4.33	and all their villages that 
1CH.4.34	Meshobab and Jamlech and Joshah the son of Amaziah, 
1CH.4.35	and Joel and Jehu the son of Joshibiah, the son of Seraiah, the son of Asiel, 
1CH.4.36	and Elioenai, Jaakobah, Jeshohaiah, Asaiah, Adiel, Jesimiel, Benaiah, 
1CH.4.37	Ziza the son of Shiphi, the son of Allon, the son of Jedaiah, the son of Shimri, the son of Shemaiah; 
1CH.4.38	these mentioned by name 
1CH.4.39	They went to the entrance of Gedor, even to the east side of the valley, to seek pasture for their flocks. 
1CH.4.40	They found rich and good pasture, and the land was broad and quiet and peaceful; for those who lived there formerly 
1CH.4.41	These, recorded by name, came in the days of Hezekiah king of Judah, and attacked their tents and the Meunites who were found there, and destroyed them utterly to this day, and lived in their place, because there was pasture there for their flocks. 
1CH.4.42	From them, from the sons of Simeon, five hundred men went to Mount Seir, with Pelatiah, Neariah, Rephaiah and Uzziel, the sons of Ishi, as their leaders. 
1CH.4.43	They destroyed the remnant of the Amalekites who escaped, and have lived there to this day.
1CH.5.1	Now the sons of Reuben the firstborn of Israel (for he was the firstborn, but because he defiled his father’s bed, his birthright was given to the sons of Joseph the son of Israel; so that he is not enrolled in the genealogy according to the birthright. 
1CH.5.2	Though Judah prevailed over his brothers, and from him 
1CH.5.3	the sons of Reuben the firstborn of Israel 
1CH.5.4	The sons of Joel 
1CH.5.5	Micah his son, Reaiah his son, Baal his son, 
1CH.5.6	Beerah his son, whom Tilgath-pilneser king of Assyria carried away into exile; he was leader of the Reubenites. 
1CH.5.7	His kinsmen by their families, in the genealogy of their generations, 
1CH.5.8	and Bela the son of Azaz, the son of Shema, the son of Joel, who lived in Aroer, even to Nebo and Baal-meon. 
