GEN.1.1	In the beginning God created the heavens and the earth. 
LEV.14.4	then the 
LEV.14.5	The 
LEV.14.6	As for the living bird, he is to take it, the cedar wood, the scarlet and the hyssop, and dip them with the living bird into the blood of the bird that was killed over the living water. 
LEV.14.7	He is to sprinkle on the one being cleansed from the 
LEV.14.8	“The one to be cleansed must wash his clothes, shave off all his hair, and bathe himself in water. Then he shall be clean. After that he may come into the camp, but is to dwell outside his tent for seven days. 
LEV.14.9	Then on the seventh day, he is to shave all his hair from his head, his beard, and his eyebrows—he must shave off all his hair. He is to wash his clothes, and bathe his body in water. Then he will be clean. 
LEV.14.10	“On the eighth day he is to take two male lambs without blemish, a one-year-old ewe lamb without blemish, three tenths of a pint of fine flour as a grain offering, mingled with oil, and a pint of oil. 
LEV.14.11	The 
LEV.14.12	The 
LEV.14.13	“Then he is to slaughter the male lamb in the place where they slaughter the sin offering and the burnt offering, in the Sanctuary area. For the sin offering like the trespass offering belongs to the 
LEV.14.14	Then the 
LEV.14.15	The 
LEV.14.16	He is to dip his right finger in the oil that is in his left hand and sprinkle some of the oil with his finger seven times before 
LEV.14.17	Then the 
LEV.14.18	From what remains of the oil that is in his hand, the 
LEV.14.19	“The 
LEV.14.20	Then the 
LEV.14.21	“If he is poor and cannot afford so much, then he shall take one male lamb for a trespass offering to be waved, to make atonement for him, plus one tenth of an ephah of fine flour mingled with oil for a grain offering, a pint of oil, 
LEV.14.22	two turtledoves or two young pigeons, such as he is able to afford. The one shall be a sin offering and the other a burnt offering. 
LEV.14.23	“On the eighth day he is to bring them to the 
LEV.14.24	The 
LEV.14.25	He is to slaughter the lamb of the trespass offering. The 
LEV.14.26	The 
LEV.14.27	He is to sprinkle with his right finger some of the oil that is in his left hand seven times before 
LEV.14.28	Then the 
LEV.14.29	The rest of the oil that is in his hand the 
LEV.14.30	He is to offer one of the turtledoves or the young pigeons, from what his hand can afford, 
LEV.14.31	the one for a sin offering, and the other for a burnt offering, with the grain offering. The 
LEV.14.32	This is the 
LEV.14.33	 spoke to Moses and to Aaron, saying: 
LEV.14.34	“Suppose you have come into the land of Canaan, which I give to you for a possession, and I put a mark of 
LEV.14.35	Then the one who owns the house shall come and tell the 
LEV.14.36	The 
LEV.14.37	He is to examine the mark, and behold, if the mark is in the walls of the house with hollow streaks, greenish or reddish, and appears deeper than the wall, 
LEV.14.38	then the 
LEV.14.39	Then the 
LEV.14.40	then the 
LEV.14.41	He shall also have the inside of the house scraped all throughout, and they are to dump the mortar that they scraped off outside of the city into an unclean place. 
LEV.14.42	They may then take other stones and put them in the place of those stones. Likewise he can take other mortar, and plaster the house. 
LEV.14.43	“But suppose the contamination returns, breaking out in the house, after he has pulled out the stones and after he has scraped the house, and it has been re-plastered. 
LEV.14.44	Then the 
LEV.14.45	He is to break down the house, its stones, its timber, along with all the house’s mortar, and carry them out of the city into an unclean place. 
LEV.14.46	“Moreover, whoever goes into the house while it is shut up will be unclean until the evening. 
LEV.14.47	The one who lies down in the house must wash his clothes, and he who eats in the house must wash his clothes too. 
LEV.14.48	“But if the 
LEV.14.49	In order to cleanse the house he is to take two birds, cedar wood, scarlet and hyssop. 
LEV.14.50	He is to kill one of the birds in a clay pot over living water. 
LEV.14.51	Then he is to take the cedar wood, the hyssop, the scarlet and the living bird, and dip them into the blood of the slain bird as well as the living water, and sprinkle the house seven times. 
LEV.14.52	He shall cleanse the house with the blood of the bird, with the living water, with the living bird, the cedar wood, the hyssop and the scarlet. 
LEV.14.53	But he is to let the living bird go out of the city into the open field. So he is to make atonement for the house, and it will be clean.” 
LEV.14.54	This is the 
LEV.14.55	or the 
LEV.14.56	or for a swelling, a scab, or a bright spot— 
LEV.14.57	to teach when it is unclean, and when it is clean. This is the 
LEV.15.1	 spoke to Moses and to Aaron, saying: 
LEV.15.2	“Speak to 
LEV.15.3	This is to be his uncleanness in his discharge. Whether his body flows with his discharge or his body obstructs his discharge, it is his uncleanness. 
LEV.15.4	“Every bed on which he who has the discharge lies will become unclean, and everything he sits on will be unclean. 
LEV.15.5	Whoever touches his bed is to wash his clothes and bathe himself in water, and be unclean until the evening. 
LEV.15.6	Whoever sits on anything on which the man who has the discharge sat is to wash his clothes and bathe himself in water, and be unclean until the evening. 
LEV.15.7	Whoever touches the body of the one who has the discharge is to wash his clothes and bathe himself in water, and be unclean until the evening. 
LEV.15.8	Or if the one who has the discharge spits on someone who is clean, then he also is to wash his clothes and bathe himself in water, and be unclean until the evening. 
LEV.15.9	“Any saddle the one who has the discharge rides on will be unclean. 
LEV.15.10	Whoever touches anything that was under him will be unclean until the evening. Whoever carries them is to wash his clothes and bathe himself in water, and be unclean until the evening. 
LEV.15.11	“Also anyone the person with the discharge touches without rinsing his hands in water shall wash his clothes and bathe himself in water, and be unclean until the evening. 
LEV.15.12	“A clay pot that one with the discharge touches shall be broken, and every wooden vessel shall be rinsed in water. 
LEV.15.13	“When the one who has a fluid discharge is cleansed of his issue, then he is to count for himself seven days for his purification and wash his clothes. Then he is to bathe his body in running water, and he will be clean. 
LEV.15.14	On the eighth day he is to take two turtledoves or two young pigeons, and come before 
LEV.15.15	The 
LEV.15.16	“If any man has an emission of semen, then he is to bathe his whole body in water and be unclean until the evening. 
LEV.15.17	Every garment and all leather with semen on it are to be washed with water, and will be unclean until the evening. 
LEV.15.18	If a man lies with a woman and there is an emission of semen, they shall both bathe themselves in water, and be unclean until the evening. 
LEV.15.19	“If a woman has a discharge, and her discharge from her body is blood, she shall be in her 
LEV.15.20	Everything that she lies on in her 
LEV.15.21	Whoever touches her bed is to wash his clothes and bathe himself in water, and be unclean until the evening. 
LEV.15.22	Whoever touches anything that she sits on is to wash his clothes and bathe himself in water, and be unclean until the evening. 
LEV.15.23	If it is on the bed or on anything where she sits, when he touches it, he will be unclean until the evening. 
LEV.15.24	If any man lies with her, so that her 
LEV.15.25	“Now if a woman has a discharge of her blood for many days not during her 
LEV.15.26	Every bed where she lies all the days of her discharge will be like her bed during her 
LEV.15.27	Whoever touches these things will become unclean and is to wash his clothes and bathe himself in water, and be unclean until the evening. 
LEV.15.28	“But if she is cleansed of her discharge, then she is to count off seven days for herself, and after that she will be clean. 
LEV.15.29	On the eighth day she is to take two turtledoves or two young pigeons, and bring them to the 
LEV.15.30	The 
LEV.15.31	“So you are to keep 
LEV.15.32	This is the 
LEV.15.33	as well as for her who has her period of 
LEV.16.1	Then 
LEV.16.2	 said to Moses, “Tell Aaron your brother not to come at just any time into the Holiest Place behind the curtain —before the atonement cover which is on the Ark—so that he would not die. For I will be appearing in the cloud over the atonement cover. 
LEV.16.3	“In this way shall Aaron come into the Sanctuary: with a young bull for a sin offering and a ram for a burnt offering. 
LEV.16.4	He is to put on the holy linen garment, have the linen undergarments on his body, put on the linen sash, and wear the linen turban—they are the holy garments. He shall bathe his body in water, and put them on. 
LEV.16.5	“Then he is to take from the congregation of 
LEV.16.6	Then Aaron is to offer the bull for the sin offering which is for himself and make atonement for himself and his house. 
LEV.16.7	Then he is take the two goats and present them before 
LEV.16.8	Aaron will then cast lots for the two goats—one lot for 
LEV.16.9	Aaron is to present the goat on which the lot for 
LEV.16.10	But the goat upon which the lot for the scapegoat fell is to be presented alive before 
LEV.16.11	“Also Aaron is to present the bull of the sin offering which is for himself and so make atonement for himself and his house. He is to slaughter the bull of the sin offering which is for himself. 
LEV.16.12	He is to take a firepan full of coals of fire from off the altar before 
LEV.16.13	Then he is to put the incense on the fire before 
LEV.16.14	He is then to take some of the blood of the bull and sprinkle it with his finger on the atonement cover, on the east side. Before the atonement cover he is to sprinkle some of the blood with his finger seven times. 
LEV.16.15	“Then he is to slaughter the goat of the sin offering which is for the people, bring its blood behind the curtain, and do with it as he did with the blood of the bull—sprinkle it upon the atonement cover, and before the atonement cover. 
LEV.16.16	So he is to make atonement for the Holy Place, because of the ­uncleanness of 
LEV.16.17	No one is to be in the Tent of Meeting when he enters to make atonement in the Holy Place until he comes out, and has made atonement for himself and for his household, and for all the assembly of Israel. 
LEV.16.18	“Then he is to go out to the altar that is before 
LEV.16.19	He is to sprinkle some of the blood on it with his finger seven times, and cleanse it, and consecrate it from the uncleanness of 
LEV.16.20	“When he has finished atoning for the Holy Place, the Tent of Meeting and the altar, then he is to present the live goat. 
LEV.16.21	Aaron should lay both his hands on the head of the live goat and confess over it all the iniquities of 
LEV.16.22	The goat will carry all their iniquities by itself into a solitary land and he is to leave the goat in the wilderness. 
LEV.16.23	“Then Aaron is to come into the Tent of Meeting, take off the linen garments that he put on when he went into the Holy Place, and leave them there. 
LEV.16.24	He is to bathe himself with water in a holy place, put on his garments, and come out to offer his burnt offering and the burnt offering of the people, to make atonement for himself and for the people. 
LEV.16.25	“Then he is to burn up fat of the sin offering in smoke on the altar. 
LEV.16.26	The man who leaves the goat as a scapegoat is to wash his clothes and bathe his body in water. Afterward he may come into the camp. 
LEV.16.27	“The bull for the sin offering and the goat for the sin offering, whose blood was brought in to make atonement in the Holy Place, shall be carried outside the camp, and their hides, their flesh, and their dung burned with fire. 
LEV.16.28	The one who burns them is to wash his clothes and bathe his body in water. Then afterward he may come into the camp. 
LEV.16.29	“It is to be a statute to you forever, that in the seventh month, on the tenth day of the month, you are to afflict your souls, and do no kind of work—both the native-born and the outsider dwelling among you. 
LEV.16.30	For on this day atonement will be made for you, to cleanse you. From all your sins you will be clean before 
LEV.16.31	It is a 
LEV.16.32	The 
LEV.16.33	He is to make atonement for the Holy Sanctuary, for the Tent of Meeting, for the altar, for the 
LEV.16.34	“This will be an everlasting statute for you, to make atonement for 
LEV.17.1	Then 
LEV.17.2	“Speak to Aaron, to his sons, and to all 
LEV.17.3	Anyone from the house of Israel who slaughters a bull, a lamb or a goat in the camp or outside the camp, 
LEV.17.4	but has not brought it to the entrance of the Tent of Meeting to offer it as a sacrifice to 
LEV.17.5	Thus 
LEV.17.6	The 
LEV.17.7	They are no longer to offer their sacrifices to the goat-demons after which they play the prostitute. This will be a statute forever to them throughout their generations. 
LEV.17.8	“Then you are to say to them: Anyone from the house of Israel, or from the outsiders dwelling among them, who offers a burnt offering or sacrifice, 
LEV.17.9	but does not bring it to the entrance of the Tent of Meeting to sacrifice it to 
LEV.17.10	“Anyone from the house of Israel, or from the outsiders dwelling among them, who eats any kind of blood, I will set my face against that soul—the one who eats blood—and will cut him off from among his people. 
LEV.17.11	For the life of the creature is in the blood, and I have given it to you on the altar to make atonement for your lives—for it is the blood that makes atonement because of the life. 
LEV.17.12	Therefore I have said to 
LEV.17.13	“Any person from 
LEV.17.14	For the life of every creature, its blood is in its life. Therefore I said to 
LEV.17.15	“Everyone who eats what dies naturally or is torn by animals—whether he is native-born or a foreigner—is to wash his clothes and bathe himself in water. He will be unclean until the evening, then he will be clean. 
LEV.17.16	But if he does not wash them or bathe his body, then he will bear his iniquity.”
LEV.18.1	 said to Moses: 
LEV.18.2	“Speak to 
LEV.18.3	You are not to act as they do in the land of Egypt, where you used to live. Nor are you to act as they do in the land of Canaan, where I am bringing you, nor are you to walk in their customs. 
LEV.18.4	You are to obey My ordinances and keep My statutes and walk in them—I am 
LEV.18.5	So you are to keep My statutes and My ordinances. The one who does them will live by them. I am 
LEV.18.6	“None of you is to come near anyone who is his close relatives to uncover their nakedness. I am 
LEV.18.7	“You are not to uncover the nakedness of your father or your mother. She is your mother. You should not uncover her nakedness. 
LEV.18.8	You are not to uncover the nakedness of your father’s wife, for it is your father’s nakedness. 
LEV.18.9	You are not to uncover the nakedness of your sister, the daughter of your father or the daughter of your mother, whether born at home or elsewhere. 
LEV.18.10	You are not to uncover the nakedness of your son’s daughter, or of your daughter’s daughter, for theirs is your own nakedness. 
LEV.18.11	You are not to uncover the nakedness of the daughter of your father’s wife, conceived by your father, since she is your sister. 
LEV.18.12	You are not to uncover the nakedness of your father’s sister, for she is your father’s direct relative. 
LEV.18.13	You are not to uncover the nakedness of your mother’s sister, for she is your mother’s direct relative. 
LEV.18.14	You are not to uncover the nakedness of your father’s brother by approaching his wife, for she is your aunt. 
LEV.18.15	You are not to uncover the nakedness of your daughter-in-law, for she is your son’s wife. You are not to uncover her nakedness. 
LEV.18.16	You are not to uncover the nakedness of your brother’s wife, because that is your brother’s nakedness. 
LEV.18.17	You are not to uncover the nakedness of both a woman and her daughter. You are not to take her son’s daughter, or her daughter’s daughter, to uncover her nakedness, for they are direct relatives. That is wickedness. 
LEV.18.18	You are not to marry your wife’s sister, to be a rival, uncovering her nakedness, while her sister is still alive. 
LEV.18.19	“You are not to approach a woman to uncover her nakedness while she is in the impurity of her 
LEV.18.20	You are not to lie sexually with your neighbor’s wife and defile yourself with her. 
LEV.18.21	“You are not to give any of your children in sacrifice to Molech, and defile the Name of your God. I am 
LEV.18.22	“You are not to lie with a man, as with a woman—that is an abomination. 
LEV.18.23	You are not to lie with any animal to defile yourself with it, nor is any woman to give herself to an animal, to lie down with it—that is a perversion. 
LEV.18.24	“Do not defile yourselves in any of these things, for in all of these ways the nations which I am casting out before you were defiled. 
LEV.18.25	The land has become defiled, so I will punish its iniquity, and the land will vomit out its inhabitants. 
LEV.18.26	You, however, are to keep My statutes and My ordinances, and do none of these abominations, neither the native-born, nor the outsider dwelling among you. 
LEV.18.27	“For all these abominations were done by the men of the land who were before you, and the land became defiled. 
LEV.18.28	If you defile it, the land will vomit you out as it vomited out the nation that was before you. 
LEV.18.29	For whoever does any of these detestable things, the souls that do them are to be cut off from the midst of their people. 
LEV.18.30	Therefore you are to keep My charge, so that you do not practice any of these detestable customs that were practiced before you, so that you do not defile yourselves by them. I am 
LEV.19.1	 spoke to Moses saying: 
LEV.19.2	“Speak to all the congregation of 
LEV.19.3	“Each one of you is to respect his mother and his father, and keep My 
LEV.19.4	“Do not turn to idols, or make molten gods for yourselves. I am 
LEV.19.5	“When you bring a sacrifice of fellowship offerings to 
LEV.19.6	It is to be eaten the same day you offer it, and the next day. But if anything remains until the third day, it is to be burned with fire. 
LEV.19.7	If it is eaten at all on the third day, it is disgusting. It will not be accepted. 
LEV.19.8	Rather, anyone who eats it will bear his iniquity, since he has profaned what is holy to 
LEV.19.9	“When you reap the harvest of your land, you are not to reap to the very corners of your field, nor are you to gather the gleanings of your harvest. 
LEV.19.10	You are not to pick the remnants of your vineyard, nor are you to gather the fallen grapes of your vineyard. Instead, you are to leave them for the poor and for the outsider. I am 
LEV.19.11	“You are not to steal. You are not to lie. You are not to deceive one another. 
LEV.19.12	“You are not to swear by My Name falsely, and so profane the Name of your God. I am 
LEV.19.13	“You are not to oppress your neighbor, nor rob him. The wages of a hired servant are not to remain with you all night until the morning. 
LEV.19.14	“You are not to curse the deaf, nor put a stumbling block before the blind, but you shall fear your God. I am 
LEV.19.15	“You are to do no injustice in judgment. You are not to be partial toward the poor nor show favoritism toward the great, but you are to judge your neighbor with fairness. 
LEV.19.16	“You are not to go up and down as a talebearer among your people. You are not to endanger the life of your neighbor. I am 
LEV.19.17	“You are not to hate your brother in your heart. Instead, you are to firmly rebuke your neighbor, and not bear sin because of him. 
LEV.19.18	You are not to take vengeance, nor bear any grudge against the children of your people, but love your neighbor as yourself. I am 
LEV.19.19	“You must keep My statutes. You are not to crossbreed different kinds of animals. You are not to sow your field with two kinds of seed, nor are you to wear a garment woven of two kinds of material. 
LEV.19.20	“If a man lies sexually with a woman who is a slave girl, pledged to be married to another man, but not ransomed or given her freedom, they are both to be punished. But they are not to be put to death, because she was not free. 
LEV.19.21	He is to bring his trespass ­offering to 
LEV.19.22	The 
LEV.19.23	“When you come into the land and have planted all kinds of trees for food, you are to consider their fruit as forbidden. Three years it will be forbidden to you. It is not to be eaten. 
LEV.19.24	Then in the fourth year all its fruit will be holy, for giving praise to 
LEV.19.25	In the fifth year you may eat its fruit. So it will yield its increase to you. I am 
LEV.19.26	“You are not to eat any meat with the blood still in it, nor are you to use enchantments, or practice sorcery. 
LEV.19.27	“You are not to round off the hair on the sides of your heads, nor are you to mar the edge of your beard. 
LEV.19.28	You are not to make any cuttings in your flesh for the dead or make any tattoo marks upon yourself. I am 
LEV.19.29	“Do not defile your daughter, to make her a prostitute, so that the land does not fall into prostitution, and become full of wickedness. 
LEV.19.30	“You are to keep My 
LEV.19.31	“Do not turn to those who are mediums or to soothsayers. Do not seek them out to be defiled by them. I am 
LEV.19.32	“You are to rise up in the presence of the gray-haired and honor the presence of the elderly. So you will fear your God. I am 
LEV.19.33	“If an outsider dwells with you in your land, you shall do him no wrong. 
LEV.19.34	The outsider dwelling among you should be to you as the native-born among you. You should love him as yourself—for you dwelled as outsiders in the land of Egypt. I am 
LEV.19.35	“You must not be dishonest in judgment—in measurements of length, weight or of quantity. 
LEV.19.36	You are to have honest balances, honest weights, honest bushel-measure and an honest gallon. I am 
LEV.19.37	You must observe all My statutes and all My ordinances—do them. I am 
LEV.20.1	 spoke to Moses saying: 
LEV.20.2	“Moreover, you are to tell 
LEV.20.3	I also will set My face against such a person and will cut him off from among his people, because he has given his children to Molech, defiling My Sanctuary and profaning My holy Name. 
LEV.20.4	But if the people of the land all hide their eyes from that person, when he gives of his seed to Molech, and do not put him to death, 
LEV.20.5	then I will set My face against that man and against his family, and will cut him off, along with all who play the prostitute after him with Molech, from among their people. 
LEV.20.6	“The soul that turns to mediums or to soothsayers, prostituting himself with them, I will set My face against that soul and will cut him off from among his people. 
LEV.20.7	So consecrate yourselves and be holy, for I am 
LEV.20.8	You are to keep My statutes, and do them. I am 
LEV.20.9	“Any man who curses his father or his mother should surely be put to death. He has cursed his father or mother, and his blood should be on him. 
LEV.20.10	“The man who commits adultery with another man’s wife, who commits adultery with his friend’s wife, both the adulterer and the adulteress should surely be put to death. 
LEV.20.11	“If a man lies with his father’s wife, and has uncovered his father’s nakedness, both of them should surely be put to death, and their blood should be on them. 
LEV.20.12	If a man lies with his daughter-in-law, both of them should surely be put to death. They have committed a perversion, and their blood should be on them. 
LEV.20.13	If a man lies with a male as with a woman, both of them have committed an abomination, and they should surely be put to death. Their blood should be on them. 
LEV.20.14	If a man takes a wife and her mother, it is wickedness. They should be burned with fire—both he and they, so that there may be no wickedness among you. 
LEV.20.15	If a man lies with an animal, he should surely be put to death, and you are to kill the animal. 
LEV.20.16	If a woman approaches any animal, and lies down with it, you are to kill the woman and the animal. They should surely be put to death, and their blood should be on them. 
LEV.20.17	If a man takes his sister, his father’s daughter, or his mother’s daughter, and sees her nakedness, and she his, it is a shameful thing. They are to be cut off in the sight of the children of their people, for he has uncovered his sister’s nakedness, and will bear his iniquity. 
LEV.20.18	If a man lies with a woman during her 
LEV.20.19	You are not to uncover the nakedness of your mother’s sister, or your father’s sister, for the one who does that has made his close relative naked, and will bear his iniquity. 
LEV.20.20	If a man lies with his aunt, he has uncovered his uncle’s nakedness. They should bear their sin, and die childless. 
LEV.20.21	If a man takes his brother’s wife, it is an impurity. He has uncovered his brother’s nakedness, and they will be childless. 
LEV.20.22	“Now you are to keep all My statutes and all My ordinances and do them, so that the land where I am bringing you to dwell will not vomit you out. 
LEV.20.23	You are not to walk in the ways of the nation which I am casting out before you, for they did all these things and therefore I abhorred them. 
LEV.20.24	But I have said to you, ‘You will inherit their land and I will give it to you to possess it, a land flowing with milk and honey.’ I am 
LEV.20.25	“Also you are to make a distinction between the clean animal and the unclean, and between the unclean bird and the clean. And you are not to make your souls detestable by an animal or by a bird, or by anything with which the ground teems, which I have set apart as unclean for you. 
LEV.20.26	You are to be holy to Me, for I, 
LEV.20.27	“A man or a woman who is a medium or is a soothsayer should surely be put to death. They should stone them with rocks, and their blood should be on them.’”
LEV.21.1	Then 
LEV.21.2	except for his relatives that are nearest to him—his mother, his father, his son, his daughter, his brother, 
LEV.21.3	or his virgin sister who is near to him, who has had no husband. For her he may allow himself to become unclean. 
LEV.21.4	But he is not to defile himself—a husband among his people—and so profane himself. 
LEV.21.5	“
LEV.21.6	They are to be holy to their God, and not profane the Name of their God, for they present the offerings of 
LEV.21.7	They are not to marry women who are defiled as prostitutes, or profane. Neither shall they marry women divorced from their husbands, for a 
LEV.21.8	Therefore you are to sanctify him, because he offers the bread of your God. He should be holy to you, for I, 
LEV.21.9	“The daughter of any 
LEV.21.10	“He who is the 
LEV.21.11	nor shall he go near any dead person, defiling himself, even for his father or his mother. 
LEV.21.12	He is not to go out of the Sanctuary or profane the Sanctuary of his God—for the crown of the anointing oil of his God is upon him. I am 
LEV.21.13	“He shall take a wife in her virginity. 
LEV.21.14	A widow, or one divorced, or one who has been defiled as a prostitute, he is not to marry. He is to take a virgin from his own people as a wife, 
LEV.21.15	so as not to corrupt his offspring among his people. For I am 
LEV.21.16	 spoke to Moses saying: 
LEV.21.17	“Say to Aaron: None of your offspring throughout their generations who has a defect may approach to offer the food of his God. 
LEV.21.18	Any man who has a defect is not to draw near: no one blind or lame or disfigured or deformed, 
LEV.21.19	or a man who has a crippled foot or crippled hand 
LEV.21.20	or a hunchback or dwarf, or who has an eye defect or a rash or scabs, or who has damaged testicles. 
LEV.21.21	None of the offspring of Aaron the 
LEV.21.22	He may eat the food of his God, both from the most holy and the holy. 
LEV.21.23	But he is not to approach the curtain or come near the altar, because of the defect on him, so that he may not desecrate My sanctuaries, for I am 
LEV.21.24	So Moses spoke to Aaron and to his sons, and to all 
LEV.22.1	 spoke to Moses, saying: 
LEV.22.2	“Tell Aaron and his sons to separate themselves from the holy things of 
LEV.22.3	Tell them, if anyone of all your offspring throughout your generations approaches the holy things, which 
LEV.22.4	“None of the offspring of Aaron who has 
LEV.22.5	or who touches any creeping thing that may make him unclean or a person who is unclean—whatever his uncleanness—
LEV.22.6	the person who touches any such thing will be unclean until the evening, and is not to eat of the holy things, unless he has bathed his body in water. 
LEV.22.7	When the sun sets, he will become clean, and afterward he may eat of the holy things, because it is his food. 
LEV.22.8	A carcass or what is torn by beasts he is not to eat, becoming unclean by it. I am 
LEV.22.9	“Therefore 
LEV.22.10	“No layman is to eat from the holy offering. A foreigner living with the 
LEV.22.11	But if a 
LEV.22.12	If a 
LEV.22.13	But if a 
LEV.22.14	“If anyone eats something holy unwittingly, then he is to add a fifth to it and give the holy offering to the 
LEV.22.15	They are not to profane the holy offerings of 
LEV.22.16	so causing them to bear the iniquity that brings guilt when they eat the holy offerings. For I am 
LEV.22.17	 spoke to Moses saying: 
LEV.22.18	“Speak to Aaron and to his sons, and to all 
LEV.22.19	for you to be accepted—you are to offer a male without blemish, from the bulls, the sheep or the goats. 
LEV.22.20	But whatever has a blemish you are not to present, for it will not be acceptable on your behalf. 
LEV.22.21	Whoever brings a sacrifice of fellowship offerings to 
LEV.22.22	The blind, injured, maimed, having an abnormal growth or festering or a running sore are not to be offered to 
LEV.22.23	For a freewill offering you may present a bull or a lamb that has any deformity or lacking in its parts, but for a vow it will not be accepted. 
LEV.22.24	Whatever has its testicles bruised, crushed, broken or cut, you are not to offer to 
LEV.22.25	Moreover, you are not to offer the food of your God from the hand of an outsider from any of these animals. For their corruption is within them—they have a defect. They will not be accepted on your behalf.” 
LEV.22.26	 spoke to Moses saying: 
LEV.22.27	“When a bull, a sheep or a goat is born, then it is to remain seven days with its mother, and from the eighth day onward it will be accepted as the gift of an offering made by fire to 
LEV.22.28	If it is a cow or ewe, you are not to slaughter it along with its young, both in one day. 
LEV.22.29	When you offer a sacrifice of thanksgiving to 
LEV.22.30	It is to be eaten on the same day. You are to leave none of it until the morning. I am 
LEV.22.31	“So you are to keep My 
LEV.22.32	You must not profane My holy Name, for I will be made holy among 
LEV.22.33	who brought you out of the land of Egypt, to be your God. I am 
LEV.23.1	Then 
LEV.23.2	“Speak to 
LEV.23.3	“Work may be done for six days, but the seventh day is a 
LEV.23.4	“These are the appointed feasts of 
LEV.23.5	During the first month, on the fourteenth day of the month in the evening, is 
LEV.23.6	On the fifteenth day of the same month is the Feast of Matzot to 
LEV.23.7	On the first day you are to have a holy convocation and you shall do no regular work. 
LEV.23.8	Instead you are to present an offering made by fire to 
LEV.23.9	 spoke to Moses saying: 
LEV.23.10	“Speak to 
LEV.23.11	He is to wave the omer before 
LEV.23.12	On the day when you wave the omer you are to offer a male lamb without blemish, one year old, as a burnt offering to 
LEV.23.13	The grain offering with it shall be two tenths of an ephah of fine flour mixed with oil—an offering made by fire to 
LEV.23.14	You are not to eat bread, roasted grain, or fresh grain until this same day—until you have brought the offering of your God. It is a statute forever throughout your generations in all your dwellings. 
LEV.23.15	“Then you are to count from the morrow after the Shabbat, from the day that you brought the omer of the wave offering, seven complete 
LEV.23.16	Until the morrow after the seventh 
LEV.23.17	You are to bring out of your houses two loaves of bread for a wave offering, made of two tenths of an ephah of fine flour. They are to be baked with 
LEV.23.18	You are to present, along with the bread, seven one-year-old lambs without blemish, one young bull, and two rams. They will become a burnt offering to 
LEV.23.19	Also you are to offer one male goat for a sin offering and a pair of year-old male lambs for a sacrifice of fellowship offerings. 
LEV.23.20	The 
LEV.23.21	You are to make a proclamation on the same day that there is to be a holy convocation, and you shall do no regular work. This is a statute forever in all your dwellings throughout your generations. 
LEV.23.22	“Now when you reap the harvest of your land, you are not to reap to the furthest corners of your field or gather the gleanings of your harvest. Rather you are to leave them for the poor and for the outsider. I am 
LEV.23.23	 spoke to Moses saying: 
LEV.23.24	“Speak to 
LEV.23.25	You are to do no regular work, and you are to present an offering made by fire to 
LEV.23.26	 spoke to Moses, saying: 
LEV.23.27	“However, the tenth day of this seventh month is 
LEV.23.28	You are not to do any kind of work on that set day, for it is 
LEV.23.29	For anyone who does not deny himself on that day must be cut off from his people. 
LEV.23.30	Anyone who does any kind of work on that day, that person I will destroy from among his people. 
LEV.23.31	You shall do no kind of work. It is a statute forever throughout your generations in all your dwellings. 
LEV.23.32	It is to be a 
LEV.23.33	 spoke to Moses saying: 
LEV.23.34	“Speak to 
LEV.23.35	On the first day there is to be a holy convocation—you are to do no laborious work. 
LEV.23.36	For seven days you are to bring an offering by fire to 
LEV.23.37	“These are the 
LEV.23.38	besides those of the 
LEV.23.39	“So on the fifteenth day of the seventh month, when you have gathered in the fruits of the land, you are to keep the Feast of 
LEV.23.40	On the first day you are to take choice fruit of trees, branches of palm trees, boughs of leafy trees, and willows of the brook, and rejoice before 
LEV.23.41	You are to celebrate it as a festival to 
LEV.23.42	You are to live in sukkot for seven days. All the native-born in Israel are to live in sukkot, 
LEV.23.43	so that your generations may know that I had 
LEV.23.44	So Moses declared to 
LEV.24.1	Then 
LEV.24.2	“Order 
LEV.24.3	Outside of the curtain of the Testimony, in the Tent of Meeting, Aaron is to keep it in order from evening to morning before 
LEV.24.4	He is to keep the lamps in order on the pure gold 
LEV.24.5	“Also you are to take fine flour, and bake twelve cakes of it, with two tenths of an ephah in each cake. 
LEV.24.6	Then you are to set them in two rows, six in a row, on the pure gold table before 
LEV.24.7	Set pure frankincense on each row, as a memorial portion for the bread, an offering by fire to 
LEV.24.8	Every 
LEV.24.9	It belongs to Aaron and his sons, and they are to eat it in a holy place, for it is most holy to him among the offerings of 
LEV.24.10	Now the son of an Israelite woman, whose father was an Egyptian, went out among 
LEV.24.11	The Israelite woman’s son blasphemed the Name, and cursed, so they brought him to Moses. His mother’s name was Shelomith, the daughter of Dibri, of the tribe of Dan. 
LEV.24.12	They put him in custody, until the will of 
LEV.24.13	Then 
LEV.24.14	“Bring the one who cursed, out of the camp, and let all who heard him lay their hands on his head, and have the entire congregation stone him. 
LEV.24.15	“Then you will speak to 
LEV.24.16	Whoever blasphemes the Name of 
LEV.24.17	“Whoever mortally strikes down any man must surely be put to death. 
LEV.24.18	Whoever mortally strikes down an animal is to make restitution—life for life. 
LEV.24.19	If anyone injures his neighbor, as he has done, the same is to be done to him: 
LEV.24.20	fracture for fracture, eye for eye, tooth for tooth. Just as he has injured someone, so it shall it be done to him. 
LEV.24.21	“Whoever kills an animal is to make restitution, but the one who kills a man is to be put to death. 
