GEN.1.1	In the beginning God created the heavens and the earth. 
JOB.28.18	 No mention will be made of coral or of pearls,
JOB.28.18	for the price of wisdom is above rubies.
JOB.28.19	 The topaz of Ethiopia will not equal it,
JOB.28.19	nor will it be valued with pure gold.
JOB.28.20	“From where then does wisdom come?
JOB.28.20	And where is the place of understanding?
JOB.28.21	It is hidden from the eyes of all living
JOB.28.21	and concealed from the birds of the air.
JOB.28.22	 Destruction and Death say,
JOB.28.22	‘We have heard of its fame with our ears.’
JOB.28.23	 God understands its way,
JOB.28.23	and He knows its place.
JOB.28.24	 For He looks to the ends of the earth,
JOB.28.24	and sees under the whole heaven,
JOB.28.25	 to make the weight of the wind,
JOB.28.25	and He weighs the waters by measure.
JOB.28.26	 When He made a decree for the rain,
JOB.28.26	and a path for the lightning of the thunder,
JOB.28.27	then He saw it and declared it;
JOB.28.27	He prepared it, yes, and searched it out.
JOB.28.28	 To man He said:
JOB.28.28	‘Look, the fear of the Lord, that is wisdom;
JOB.28.28	And to depart from evil is understanding.’ ”
JOB.29.1	Moreover Job continued his discourse:
JOB.29.2	“Oh, that I were as in months past,
JOB.29.2	as in the days when God watched over me;
JOB.29.3	 when His lamp shone upon my head,
JOB.29.3	and when by His light I walked through darkness;
JOB.29.4	 as I was in the days of my autumn youth,
JOB.29.4	when the friendly counsel of God was over my tent;
JOB.29.5	 when the Almighty was still with me,
JOB.29.5	when my children were around me;
JOB.29.6	 when my steps were bathed in butter,
JOB.29.6	and the rock poured out rivers of oil for me!
JOB.29.7	“When I went out to the gate of the city,
JOB.29.7	when I took my seat in the square,
JOB.29.8	the young men saw me and hid themselves,
JOB.29.8	and the aged arose and stood up.
JOB.29.9	 The princes refrained from talking,
JOB.29.9	and put their hand on their mouth.
JOB.29.10	 The nobles held their peace,
JOB.29.10	and their tongue stuck to the roof of their mouth.
JOB.29.11	When the ear heard, then it blessed me;
JOB.29.11	and when the eye saw, then it approved me,
JOB.29.12	 because I delivered the poor who cried,
JOB.29.12	and the fatherless, and him who had none to help him.
JOB.29.13	 The blessing of the perishing man came upon me,
JOB.29.13	and I caused the widow’s heart to sing for joy.
JOB.29.14	 I put on righteousness, and it clothed me;
JOB.29.14	my judgment was like a robe and a diadem.
JOB.29.15	 I was eyes for the blind,
JOB.29.15	and I was feet for the lame.
JOB.29.16	 I was a father to the poor,
JOB.29.16	and I searched out the case that I did not know.
JOB.29.17	 I broke the jaws of the wicked
JOB.29.17	and plucked the victim from his teeth.
JOB.29.18	“Then I said, ‘I will die in my nest,
JOB.29.18	and I will multiply my days as the sand.
JOB.29.19	 My root was spread out by the waters,
JOB.29.19	and the dew lay all night upon my branch.
JOB.29.20	 My glory was fresh in me,
JOB.29.20	and my bow was renewed in my hand.’
JOB.29.21	“Men listened to me and waited,
JOB.29.21	and kept silence for my counsel.
JOB.29.22	 After my words they did not speak again,
JOB.29.22	and my speech settled on them like dew.
JOB.29.23	 They waited for me as for the rain,
JOB.29.23	and they opened their mouth wide as for the spring rain.
JOB.29.24	If I mocked at them, they did not believeit,
JOB.29.24	and the light of my countenance they did not cast down.
JOB.29.25	I chose the way for them and sat as chief,
JOB.29.25	and lived as a king in the army,
JOB.29.25	as one who comforts mourners.
JOB.30.1	 “But now those who are younger than I mock me,
JOB.30.1	whose fathers I disdained to put with the dogs of my flock.
JOB.30.2	Yes, how does the strength of their hands profit me?
JOB.30.2	Their vigor has perished.
JOB.30.3	For want and famine
JOB.30.3	they gnawed the parched land;
JOB.30.3	fleeing into the wilderness in former time, desolate and waste.
JOB.30.4	Who pluck mallow by the bushes,
JOB.30.4	and juniper roots for their food.
JOB.30.5	They were driven out from among men;
JOB.30.5	they shout after them as after a thief.
JOB.30.6	They had to dwell in the rocky riverbeds,
JOB.30.6	in caves of the earth, and in the rocks.
JOB.30.7	 Among the bushes they brayed;
JOB.30.7	under the nettles they were gathered together.
JOB.30.8	They were children of fools, yes, children of vile men;
JOB.30.8	they were scourged from the earth.
JOB.30.9	 “Now I am their taunting song;
JOB.30.9	yes, I am their byword.
JOB.30.10	 They abhor me, they flee far from me;
JOB.30.10	they do not hesitate to spit in my face.
JOB.30.11	Because He has loosed my bowstring and afflicted me,
JOB.30.11	they have cast off the bridle before me.
JOB.30.12	 At my right hand their brood arises;
JOB.30.12	they push away my feet,
JOB.30.12	and they raise against me their ways of destruction.
JOB.30.13	They tear apart my path,
JOB.30.13	they promote my calamity;
JOB.30.13	they have no helper.
JOB.30.14	They came upon me as a wide breach, with a crash they came;
JOB.30.14	in the desolation they rolled themselves upon me.
JOB.30.15	 Terrors are turned on me;
JOB.30.15	they pursue my dignity like the wind,
JOB.30.15	and my help passes away as a cloud.
JOB.30.16	 “Now my soul is poured out within me;
JOB.30.16	the days of affliction have taken hold of me.
JOB.30.17	My bones are pierced in me at night,
JOB.30.17	and my sinews have no rest.
JOB.30.18	 By the great force of my disease my garment is changed;
JOB.30.18	it binds me about as the collar of my coat.
JOB.30.19	 He has cast me into the mire,
JOB.30.19	and I have become like dust and ashes.
JOB.30.20	 “I cry unto You, but You do not hear me;
JOB.30.20	I stand up, and You do not regard me.
JOB.30.21	You have become cruel to me;
JOB.30.21	with Your strong hand You oppose me.
JOB.30.22	 You lift me up to the wind and cause me to ride on it;
JOB.30.22	You dissolve my success.
JOB.30.23	For I know that You will bring me to death,
JOB.30.23	and to the house appointed for all living.
JOB.30.24	“Surely He will not stretch out His hand to the grave,
JOB.30.24	though they cry when He destroys it.
JOB.30.25	 Did I not weep for him who was in trouble?
JOB.30.25	Was not my soul grieved for the poor?
JOB.30.26	 When I looked for good, then evil disaster came upon me;
JOB.30.26	and when I waited for light, darkness came.
JOB.30.27	 My insides boiled and did not rest;
JOB.30.27	the days of affliction have met me.
JOB.30.28	 I went mourning without the sun;
JOB.30.28	I stood up, and I cried in the congregation.
JOB.30.29	 I am a brother of jackals
JOB.30.29	and a companion of owls.
JOB.30.30	 My skin is black upon me,
JOB.30.30	and my bones are burned with fever.
JOB.30.31	 My harp is turned to mourning,
JOB.30.31	and my flute to the voice of those who weep.
JOB.31.1	 “I made a covenant with my eyes;
JOB.31.1	why then should I look upon a young woman?
JOB.31.2	 For what portion of God is there from above?
JOB.31.2	And what inheritance of the Almighty from on high?
JOB.31.3	 Does not destruction belong to the wicked,
JOB.31.3	and calamity to the workers of iniquity?
JOB.31.4	 Does He not see my ways,
JOB.31.4	and count all my steps?
JOB.31.5	“If I have walked in vanity,
JOB.31.5	or if my foot has hurried after deceit,
JOB.31.6	 let me be weighed in an even balance
JOB.31.6	that God may know my integrity.
JOB.31.7	 If my step has turned out of the path,
JOB.31.7	and my heart has gone after my eyes,
JOB.31.7	and if any spot has clung to my hands,
JOB.31.8	 then let me sow, but let another eat;
JOB.31.8	yes, let my offspring be rooted out.
JOB.31.9	“If my heart has been deceived by a woman,
JOB.31.9	or if I have laid wait at my neighbor’s door,
JOB.31.10	 then let my wife grind for another,
JOB.31.10	and let others bow down over her.
JOB.31.11	 For this is a heinous crime;
JOB.31.11	yes, it is an iniquity to be punished by the judges.
JOB.31.12	 For it is a fire that consumes to destruction
JOB.31.12	and would root out all my increase.
JOB.31.13	“If I have despised the cause of my male or female servant
JOB.31.13	when they complained against me,
JOB.31.14	what then will I do when God rises up?
JOB.31.14	And when He visits, what will I answer Him?
JOB.31.15	 Did not He who made me in the womb make him?
JOB.31.15	And did not the same One fashion us in the womb?
JOB.31.16	“If I have kept the poor from their desire,
JOB.31.16	or have caused the eyes of the widow to fail,
JOB.31.17	or have eaten my morsel by myself,
JOB.31.17	so that the fatherless could not eat of it
JOB.31.18	(but from my youth he was brought up with me, as with a father,
JOB.31.18	and I have guided the widow from my mother’s womb);
JOB.31.19	 if I have seen anyone perish for lack of clothing,
JOB.31.19	or any poor without covering;
JOB.31.20	 if his body has not blessed me,
JOB.31.20	and if he was not warmed with the fleece of my sheep;
JOB.31.21	 if I have lifted up my hand against the fatherless,
JOB.31.21	when I saw I had help in the gate;
JOB.31.22	then let my arm fall from my shoulder blade,
JOB.31.22	and my arm be broken from the bone.
JOB.31.23	 For destruction from God is a terror to me,
JOB.31.23	and because of His highness I cannot endure.
JOB.31.24	“If I have made gold my hope,
JOB.31.24	or have said to the fine gold, ‘You are my confidence’;
JOB.31.25	 if I rejoiced because my wealth was great,
JOB.31.25	and because my hand had gained much;
JOB.31.26	 if I saw the sun when it shined,
JOB.31.26	or the moon moving in brightness;
JOB.31.27	and my heart has been secretly enticed,
JOB.31.27	or my mouth has kissed my hand;
JOB.31.28	 this also would be an iniquity to be punished by the judge,
JOB.31.28	for I would have denied the God who is above.
JOB.31.29	 “If I rejoiced at the destruction of him who hated me,
JOB.31.29	or lifted up myself when disaster found him
JOB.31.30	 (nor have I allowed my mouth to sin
JOB.31.30	by wishing for a curse on his soul);
JOB.31.31	if the men of my tent have not said,
JOB.31.31	‘Who is there who has not been satisfied with his meat?’
JOB.31.32	 (the stranger has not lodged in the street,
JOB.31.32	but I opened my doors to the traveler);
JOB.31.33	 if I covered my transgressions as any man,
JOB.31.33	by hiding my iniquity in my heart,
JOB.31.34	 did I fear a great multitude,
JOB.31.34	or did the contempt of families terrifyme,
JOB.31.34	so that I kept silence, and did not go out of the door?
JOB.31.35	“Oh, that one would hear me!
JOB.31.35	Behold, my desire is that the Almighty would answer me,
JOB.31.35	and that the One who contends against me had written a book!
JOB.31.36	 Surely I would carry it on my shoulder
JOB.31.36	and bind it on me like a crown.
JOB.31.37	I would declare to Him the number of my steps;
JOB.31.37	like a prince I would approach Him.
JOB.31.38	“If my land cries out against me,
JOB.31.38	and its furrows also weep together;
JOB.31.39	 if I have eaten its fruit without money,
JOB.31.39	or have caused its owners to lose their life;
JOB.31.40	let thistles grow instead of wheat,
JOB.31.40	and weeds instead of barley.”
JOB.31.40	The words of Job are ended.
JOB.32.1	So these three men ceased answering Job, because he was righteous in his own eyes. 
JOB.32.2	Then the wrath of Elihu the son of Barakel the Buzite, of the family of Ram, was aroused; his wrath was aroused against Job because he justified himself rather than God. 
JOB.32.3	His wrath was aroused also against his three friends because they had found no answer and yet had condemned Job. 
JOB.32.4	Now Elihu had waited until Job had spoken because they were older than he. 
JOB.32.5	When Elihu saw that there was no answer in the mouth of these three men, then his wrath was aroused.
JOB.32.6	Elihu the son of Barakel the Buzite answered:
JOB.32.6	 “I am young,
JOB.32.6	and you are very old;
JOB.32.6	therefore I was afraid
JOB.32.6	and dared not show you my opinion.
JOB.32.7	I said, ‘Age should speak,
JOB.32.7	and multitude of years should teach wisdom.’
JOB.32.8	 But there is a spirit in man,
JOB.32.8	and the breath of the Almighty gives him understanding.
JOB.32.9	 Great men are not always wise,
JOB.32.9	nor do the aged always understand judgment.
JOB.32.10	“Therefore I say,
JOB.32.10	‘Listen to me; I will also declare my opinion.’
JOB.32.11	Indeed, I waited for your words;
JOB.32.11	I listened to your reasons,
JOB.32.11	while you searched out what to say.
JOB.32.12	Yes, I paid attention to you;
JOB.32.12	and surely none of you convinced Job
JOB.32.12	or answered his words.
JOB.32.13	 Lest you say, ‘We have found wisdom’;
JOB.32.13	God 
JOB.32.14	Now he has not directed his words against me,
JOB.32.14	so I will not answer him with your speeches.
JOB.32.15	“They are amazed; they answer no more;
JOB.32.15	they cease speaking.
JOB.32.16	And I have waited,
JOB.32.16	(for they did not speak, but stood still and answered no more).
JOB.32.17	I said, ‘I also will answer my part;
JOB.32.17	I too will show my opinion.’
JOB.32.18	For I am full of words;
JOB.32.18	the spirit within me compels me.
JOB.32.19	 See, my belly is like wine that has no vent;
JOB.32.19	it is ready to burst like new wineskins.
JOB.32.20	I will speak, that I may be refreshed;
JOB.32.20	I will open my lips and answer.
JOB.32.21	 Let me not, I pray, show partiality to anyone,
JOB.32.21	nor let me give flattering titles to man.
JOB.32.22	For I do not know how to give flattering titles;
JOB.32.22	in so doing my Maker would soon take me away.
JOB.33.1	 “Therefore, Job, I pray, hear my speeches,
JOB.33.1	and listen to all my words.
JOB.33.2	 Behold, now I have opened my mouth;
JOB.33.2	my tongue has spoken in my mouth.
JOB.33.3	 My words will be from the uprightness of my heart,
JOB.33.3	and my lips will utter knowledge clearly.
JOB.33.4	 The Spirit of God has made me,
JOB.33.4	and the breath of the Almighty has given me life.
JOB.33.5	If you can answer me,
JOB.33.5	set your words in order before me; stand up.
JOB.33.6	 Surely I am before God like you;
JOB.33.6	I also am formed out of the clay.
JOB.33.7	 Indeed, no dread of me will make you afraid,
JOB.33.7	nor will my hand be heavy upon you.
JOB.33.8	“Surely you have spoken in my hearing,
JOB.33.8	and I have heard the sound of your words, saying,
JOB.33.9	 ‘I am clean, without transgression;
JOB.33.9	I am innocent, nor is there iniquity in me.
JOB.33.10	Behold, He finds occasions against me,
JOB.33.10	He counts me for His enemy;
JOB.33.11	 He puts my feet in the stocks,
JOB.33.11	He watches all my paths.’
JOB.33.12	“Look, in this you are not just.
JOB.33.12	I will answer you, that God is greater than man.
JOB.33.13	 Why do you strive against Him?
JOB.33.13	For He does not give an accounting for any of His words.
JOB.33.14	 For God speaks once, yes twice,
JOB.33.14	yet man does not perceive it.
JOB.33.15	 In a dream, in a vision of the night,
JOB.33.15	when deep sleep falls upon men,
JOB.33.15	in slumber on their beds,
JOB.33.16	 then He opens the ears of men,
JOB.33.16	and seals their instruction,
JOB.33.17	that He 
JOB.33.17	and conceal pride from man.
JOB.33.18	He keeps back his soul from the pit,
JOB.33.18	and his life from perishing by the sword.
JOB.33.19	 “He is also chastened with pain on his bed,
JOB.33.19	and with strong pain in many of his bones,
JOB.33.20	so that his life abhors bread,
JOB.33.20	and his soul dainty food.
JOB.33.21	 His flesh is consumed away that it cannot be seen,
JOB.33.21	and his bones that were not seen stick out.
JOB.33.22	 Yes, his soul draws near to the grave,
JOB.33.22	and his life to the executioners.
JOB.33.23	 If there is a messenger for him,
JOB.33.23	an interpreter, one among a thousand,
JOB.33.23	to show to man what is right for him,
JOB.33.24	 then He is gracious to him, and says,
JOB.33.24	‘Deliver him from going down to the pit;
JOB.33.24	I have found a ransom.’
JOB.33.25	 His flesh will be fresher than a child’s;
JOB.33.25	he will return to the days of his youth;
JOB.33.26	 he will pray to God, and He will be favorable unto him,
JOB.33.26	and he will see His face with joy,
JOB.33.26	for He will render unto man His righteousness.
JOB.33.27	 Then he looks at men and says,
JOB.33.27	‘I have sinned and perverted what was right,
JOB.33.27	and it did not profit me.’
JOB.33.28	 He will deliver his soul from going down to the pit,
JOB.33.28	and his life will see the light.
JOB.33.29	 “Behold, God works all these things,
JOB.33.29	twice, three times with man,
JOB.33.30	 to bring back his soul from the pit,
JOB.33.30	to be enlightened with the light of the living.
JOB.33.31	“Pay attention, Job, listen to me;
JOB.33.31	hold your peace, and I will speak.
JOB.33.32	If you have anything to say, answer me;
JOB.33.32	speak, for I desire to justify you.
JOB.33.33	 If not, listen to me; hold your peace,
JOB.33.33	and I will teach you wisdom.”
JOB.34.1	Furthermore Elihu answered and said:
JOB.34.2	“Hear my words, O you wise men;
JOB.34.2	and give ear unto me, you that have knowledge.
JOB.34.3	 For the ear tests words,
JOB.34.3	as the mouth tastes food.
JOB.34.4	 Let us choose justice for ourselves;
JOB.34.4	let us know among ourselves what is good.
JOB.34.5	 “For Job has said, ‘I am righteous,
JOB.34.5	but God has taken away my judgment.
JOB.34.6	 Should I lie concerning my right?
JOB.34.6	My wound is incurable, though I am without transgression.’
JOB.34.7	 What man is like Job,
JOB.34.7	who drinks scorn like water,
JOB.34.8	 who goes in company with the workers of iniquity
JOB.34.8	and walks with wicked men?
JOB.34.9	 For he has said, ‘It profits a man nothing
JOB.34.9	that he should delight himself in God.’
JOB.34.10	 “Therefore listen to me, you men of understanding:
JOB.34.10	Far be it from God that He should do wickedness,
JOB.34.10	and from the Almighty that He should commit iniquity.
JOB.34.11	 He will repay a man for his work,
JOB.34.11	and cause every man to find what is according to his ways.
JOB.34.12	 Yes, surely God will not do wickedly,
JOB.34.12	nor will the Almighty pervert judgment.
JOB.34.13	Who has given Him charge over the earth?
JOB.34.13	Or who has set in order the whole world?
JOB.34.14	 If He sets His heart on man,
JOB.34.14	if He gathers unto Himself His Spirit and His breath,
JOB.34.15	 all flesh will perish together,
JOB.34.15	and man will turn again to dust.
JOB.34.16	“If now you have understanding, hear this;
JOB.34.16	listen to the voice of my words:
JOB.34.17	 Should he who hates justice govern?
JOB.34.17	And will you condemn Him who is most just?
JOB.34.18	 Is it fitting to say to a king, ‘You are wicked’?
JOB.34.18	And to princes, ‘You are ungodly’?
JOB.34.19	 Yet He is not partial to princes,
JOB.34.19	nor does He regard the rich more than the poor.
JOB.34.19	For they all are the work of His hands.
JOB.34.20	In a moment they will die,
JOB.34.20	and the people will be troubled at midnight and pass away,
JOB.34.20	and the mighty will be taken away without a hand.
JOB.34.21	 “For His eyes are upon the ways of man,
JOB.34.21	and He sees all his goings.
JOB.34.22	 There is no darkness nor shadow of death
JOB.34.22	where the workers of iniquity may hide themselves.
JOB.34.23	For He will not lay upon man more than right,
JOB.34.23	that he should enter into judgment with God.
JOB.34.24	 He will break in pieces mighty men without number,
JOB.34.24	and set others in their place.
JOB.34.25	 Therefore He knows their works,
JOB.34.25	and He overturns them in the night
JOB.34.25	so that they are destroyed.
JOB.34.26	He strikes them as wicked men
JOB.34.26	in the open sight of others,
JOB.34.27	 because they turned back from Him
JOB.34.27	and would not consider any of His ways,
JOB.34.28	 so that they cause the cry of the poor to come unto Him;
JOB.34.28	and He hears the cry of the afflicted.
JOB.34.29	When He gives quietness, who then can make trouble?
JOB.34.29	And when He hides His face, who then can behold Him,
JOB.34.29	whether it is done against a nation or against a man only?
JOB.34.30	That the hypocrite should not reign,
JOB.34.30	lest the people be ensnared.
JOB.34.31	“Should anyone say to God,
JOB.34.31	‘I have borne chastisement, I will offend no more;
JOB.34.32	 teach me what I do not see;
JOB.34.32	if I have done iniquity, I will do no more’?
JOB.34.33	 Should it be according to your mind?
JOB.34.33	He will repay it, whether you refuse or whether you choose,
JOB.34.33	and not I; therefore speak what you know.
JOB.34.34	“Let men of understanding say to me,
JOB.34.34	wise men who listen to me:
JOB.34.35	 ‘Job has spoken without knowledge,
JOB.34.35	and his words were without wisdom.’
JOB.34.36	My desire is that Job may be tried unto the end,
JOB.34.36	because he answers like wicked men.
JOB.34.37	 For he adds rebellion unto his sin;
JOB.34.37	he claps his hands among us,
JOB.34.37	and multiplies his words against God.”
JOB.35.1	Elihu spoke again and said:
JOB.35.2	“Do you think this is right,
JOB.35.2	that you say, ‘My righteousness is before God’?
JOB.35.3	 For you said, ‘What advantage will it be to me?
JOB.35.3	What profit will I have if I am cleansed from my sin?’
JOB.35.4	 “I will answer you,
JOB.35.4	and your companions with you.
JOB.35.5	 Look unto the heavens and see,
JOB.35.5	and behold the clouds that are higher than you.
JOB.35.6	 If you sin, what do you accomplish against Him?
JOB.35.6	Or if your transgressions are multiplied, what does it do to Him?
JOB.35.7	 If you are righteous, what does it give Him?
JOB.35.7	Or what does He receive from your hand?
JOB.35.8	Your wickedness may hurt a man like you,
JOB.35.8	and your righteousness may profit a son of man.
JOB.35.9	 “Because of the many oppressions they cry out;
JOB.35.9	they cry out because of the arm of the mighty.
JOB.35.10	 But none says, ‘Where is God my Maker,
JOB.35.10	who gives songs in the night,
JOB.35.11	 who teaches us more than the beasts of the earth,
JOB.35.11	and makes us wiser than the birds of heaven?’
JOB.35.12	 There they cry out, but He does not answer
JOB.35.12	because of the pride of evil men.
JOB.35.13	 Surely God will not hear vanity,
JOB.35.13	nor will the Almighty regard it.
JOB.35.14	 Although you say you do not see Him,
JOB.35.14	yet judgment is before Him,
JOB.35.14	and you 
JOB.35.15	 But now, because He has not punished in His anger,
JOB.35.15	nor taken much notice of folly,
JOB.35.16	 therefore Job opens his mouth in vain;
JOB.35.16	he multiplies words without knowledge.”
JOB.36.1	Elihu continued and said:
JOB.36.2	“Bear with me a little, and I will show you
JOB.36.2	that I have yet to speak on God’s behalf.
JOB.36.3	 I will bring my knowledge from afar
JOB.36.3	and will ascribe righteousness to my Maker.
JOB.36.4	 For truly my words will not be false;
JOB.36.4	He who is perfect in knowledge is with you.
JOB.36.5	 “Behold, God is mighty and despises no one;
JOB.36.5	He is mighty in strength and wisdom.
JOB.36.6	He does not preserve the life of the wicked,
JOB.36.6	but gives justice to the poor.
JOB.36.7	 He does not withdraw His eyes from the righteous;
JOB.36.7	but they are on the throne with kings,
JOB.36.7	for He establishes them forever, and they are exalted.
JOB.36.8	 If they are bound in chains
JOB.36.8	and held in cords of affliction,
JOB.36.9	 then He shows them their work,
JOB.36.9	and their transgressions that they have exceeded;
JOB.36.10	 and He opens their ear to discipline,
JOB.36.10	and commands that they turn from iniquity.
JOB.36.11	If they obey and serve Him,
JOB.36.11	they will spend their days in prosperity
JOB.36.11	and their years in pleasures.
JOB.36.12	 But if they do not obey,
JOB.36.12	they will perish by the sword,
JOB.36.12	and they will die without knowledge.
JOB.36.13	 “But the hypocrites in heart heap up wrath;
JOB.36.13	they do not cry out when He binds them.
JOB.36.14	 They die in youth,
JOB.36.14	and their life ends among the unclean.
JOB.36.15	 He delivers the poor in their affliction,
JOB.36.15	and opens their ears in oppression.
JOB.36.16	 “Even so He would have removed you out of distress
JOB.36.16	into a broad place where there is no restraint;
JOB.36.16	and that which was set on your table would be full of richness.
JOB.36.17	But you are filled with the judgment due the wicked;
JOB.36.17	judgment and justice take hold of you.
JOB.36.18	 Because there is wrath, beware lest He take you away with a blow;
JOB.36.18	even a great ransom cannot deliver you.
JOB.36.19	 Will He esteem your riches?
JOB.36.19	No, not gold, nor all the force of your strength.
JOB.36.20	 Do not desire the night,
JOB.36.20	when people are cut off in their place.
JOB.36.21	 Take heed! Do not turn to iniquity,
JOB.36.21	for you have chosen this rather than affliction.
JOB.36.22	“Behold, God is exalted in His power;
JOB.36.22	who teaches like Him?
JOB.36.23	 Who has prescribed His way for Him?
JOB.36.23	Or who can say, ‘You have worked iniquity’?
JOB.36.24	 Remember to magnify His work,
JOB.36.24	which men behold.
JOB.36.25	Every man may see it;
JOB.36.25	man may behold it from afar.
JOB.36.26	 Look, God is great, and we do not know Him,
JOB.36.26	nor can the number of His years be searched out.
JOB.36.27	 “For He draws up the drops of water;
JOB.36.27	they distill rain according to its mist,
JOB.36.28	 which the clouds drop down,
JOB.36.28	and drip upon man abundantly.
JOB.36.29	 Indeed, can anyone understand the spreading of clouds,
JOB.36.29	or the noise of His tent?
JOB.36.30	See, He spreads His light upon it
JOB.36.30	and covers the bottom of the sea.
JOB.36.31	 For by these He judges the people;
JOB.36.31	He gives food in abundance.
JOB.36.32	With clouds He covers the light,
JOB.36.32	and commands it to strike the mark.
JOB.36.33	 Its thunder declares it,
JOB.36.33	the cattle also, concerning the rising storm.
JOB.37.1	“At this also my heart trembles
JOB.37.1	and moves out of its place.
JOB.37.2	 Hear attentively the thunder of His voice,
JOB.37.2	and the sound that goes out of His mouth.
JOB.37.3	 He lets it loose under the whole heaven,
JOB.37.3	and His lightning unto the ends of the earth.
JOB.37.4	 After it a voice roars; He thunders with His majestic voice,
JOB.37.4	and He does not restrain them when His voice is heard.
JOB.37.5	 God thunders marvelously with His voice;
JOB.37.5	He does great things that we cannot comprehend.
JOB.37.6	 For He says to the snow, ‘Come on the earth,’
JOB.37.6	likewise to the gentle rain and to the heavy rain of His strength.
JOB.37.7	 He seals up the hand of every man,
JOB.37.7	that all men may know His work.
JOB.37.8	 Then the beasts go into dens
JOB.37.8	and remain in their places.
JOB.37.9	 Out of the south comes the whirlwind,
JOB.37.9	and cold out of the north.
JOB.37.10	 By the breath of God frost is given,
JOB.37.10	and the broad waters are frozen.
JOB.37.11	Also He loads the thick clouds with moisture;
JOB.37.11	He scatters His bright clouds,
JOB.37.12	 and they are turned about by His guidance,
JOB.37.12	that they may do whatever He commands them
JOB.37.12	upon the face of the inhabited earth.
JOB.37.13	 He causes it to come, whether for correction,
JOB.37.13	or for His land or for mercy.
JOB.37.14	 “Listen to this, Job; stand still
JOB.37.14	and consider the wondrous works of God.
JOB.37.15	Do you know when God dispatches them
JOB.37.15	and causes the light of His cloud to shine?
JOB.37.16	 Do you know how the clouds are balanced,
JOB.37.16	the wondrous works of Him who is perfect in knowledge?
JOB.37.17	How your garments are warm,
JOB.37.17	when He quiets the earth by the south wind?
JOB.37.18	 Have you, with Him, spread out the sky,
JOB.37.18	which is strong and is like a molded mirror?
JOB.37.19	“Teach us what we will say to Him,
JOB.37.19	for we cannot prepare our speech because of the darkness.
JOB.37.20	Will it be told Him that I speak?
JOB.37.20	If a man speaks, surely he will be swallowed up.
JOB.37.21	Now men do not see the bright light
JOB.37.21	which is in the clouds,
JOB.37.21	but the wind passes and cleanses them.
JOB.37.22	 Fair weather comes out of the north;
JOB.37.22	with God is terrible majesty.
JOB.37.23	 Concerning the Almighty, we cannot find Him out;
JOB.37.23	He is excellent in power, and in judgment,
JOB.37.23	and in much righteousness He will not oppress.
JOB.37.24	 Men therefore fear Him;
JOB.37.24	He shows no partiality to those who are wise in heart.”
JOB.38.1	Then the 
JOB.38.2	 “Who is this who darkens counsel
JOB.38.2	by words without knowledge?
JOB.38.3	 Prepare yourself like a man;
JOB.38.3	for I will question you,
JOB.38.3	and you shall answer Me.
JOB.38.4	 “Where were you when I laid the foundations of the earth?
JOB.38.4	Declare, if you have understanding.
JOB.38.5	 Who has determined its measurements, if you know?
JOB.38.5	Or who has stretched the line upon it?
JOB.38.6	 To what are its foundations fastened?
JOB.38.6	Or who laid its cornerstone
JOB.38.7	 when the morning stars sang together,
JOB.38.7	and all the sons of God shouted for joy?
JOB.38.8	 “Or who shut up the sea with doors
JOB.38.8	when it broke forth and went out of the womb?
JOB.38.9	When I made the cloud its garment,
JOB.38.9	and thick darkness its swaddling band,
JOB.38.10	 and broke up for it My decreed place,
JOB.38.10	and set bars and doors,
JOB.38.11	 and said, ‘This far you will come but no farther,
JOB.38.11	and here your proud waves will be stopped’?
JOB.38.12	 “Have you commanded the morning in your days,
JOB.38.12	and caused the dawn to know its place,
JOB.38.13	 that it might take hold of the ends of the earth,
JOB.38.13	that the wicked might be shaken out of it?
JOB.38.14	It is turned like clay by the seal,
JOB.38.14	and it stands out as a garment.
JOB.38.15	 From the wicked their light is withheld,
JOB.38.15	and the high arm will be broken.
JOB.38.16	 “Have you entered into the springs of the sea?
JOB.38.16	Or have you walked in search of the depths?
JOB.38.17	 Have the gates of death been opened to you?
JOB.38.17	Or have you seen the doors of the shadow of death?
JOB.38.18	Have you perceived the breadth of the earth?
JOB.38.18	Declare, if you know it all.
JOB.38.19	“Where is the path where light dwells?
JOB.38.19	And as for darkness, where is its place,
JOB.38.20	that you should take it to its boundary,
JOB.38.20	and that you should know the paths to its house?
JOB.38.21	 Do you know it because you were born then,
JOB.38.21	or because the number of your days is many?
JOB.38.22	 “Have you entered the treasuries of the snow?
JOB.38.22	Or have you seen the treasuries of the hail,
JOB.38.23	 which I have reserved against the time of trouble,
JOB.38.23	against the day of battle and war?
JOB.38.24	By what way is the light diffused,
JOB.38.24	or the east wind scattered upon the earth?
JOB.38.25	 Who has divided a channel for the overflowing waters,
JOB.38.25	or a path for the thunderbolt,
JOB.38.26	 to cause it to rain on the earth where no man is,
JOB.38.26	on the wilderness in which there are no people,
JOB.38.27	to satisfy the desolate waste,
JOB.38.27	and to cause the bud of the tender herb to spring forth?
JOB.38.28	 Does the rain have a father?
JOB.38.28	Or who has produced the drops of dew?
JOB.38.29	 From whose womb came the ice?
JOB.38.29	And the frost of heaven, who gives it birth?
JOB.38.30	 The waters harden like stone,
JOB.38.30	and the surface of the deep is frozen.
JOB.38.31	 “Can you tie the cords to the Pleiades
JOB.38.31	or loosen the belt of Orion?
JOB.38.32	Can you bring out the constellation in its season?
