GEN.1.1	In the beginning God created the heavens and the earth.
2KI.13.10	Jehoash son of Jehoahaz began to rule over Israel in the thirty-seventh year of King Joash’s reign in Judah. He reigned in Samaria sixteen years. 
2KI.13.11	But he did what was evil in the 
2KI.13.12	The rest of the events in Jehoash’s reign and everything he did, including the extent of his power and his war with King Amaziah of Judah, are recorded in 
2KI.13.13	When Jehoash died, he was buried in Samaria with the kings of Israel. Then his son Jeroboam II became the next king.
2KI.13.14	When Elisha was in his last illness, King Jehoash of Israel visited him and wept over him. “My father! My father! I see the chariots and charioteers of Israel!” he cried.
2KI.13.15	Elisha told him, “Get a bow and some arrows.” And the king did as he was told. 
2KI.13.16	Elisha told him, “Put your hand on the bow,” and Elisha laid his own hands on the king’s hands.
2KI.13.17	Then he commanded, “Open that eastern window,” and he opened it. Then he said, “Shoot!” So he shot an arrow. Elisha proclaimed, “This is the 
2KI.13.18	Then he said, “Now pick up the other arrows and strike them against the ground.” So the king picked them up and struck the ground three times. 
2KI.13.19	But the man of God was angry with him. “You should have struck the ground five or six times!” he exclaimed. “Then you would have beaten Aram until it was entirely destroyed. Now you will be victorious only three times.”
2KI.13.20	Then Elisha died and was buried.
2KI.13.20	Groups of Moabite raiders used to invade the land each spring. 
2KI.13.21	Once when some Israelites were burying a man, they spied a band of these raiders. So they hastily threw the corpse into the tomb of Elisha and fled. But as soon as the body touched Elisha’s bones, the dead man revived and jumped to his feet!
2KI.13.22	King Hazael of Aram had oppressed Israel during the entire reign of King Jehoahaz. 
2KI.13.23	But the 
2KI.13.24	King Hazael of Aram died, and his son Ben-hadad became the next king. 
2KI.13.25	Then Jehoash son of Jehoahaz recaptured from Ben-hadad son of Hazael the towns that had been taken from Jehoash’s father, Jehoahaz. Jehoash defeated Ben-hadad on three occasions, and he recovered the Israelite towns.
2KI.14.1	Amaziah son of Joash began to rule over Judah in the second year of the reign of King Jehoash
2KI.14.2	Amaziah was twenty-five years old when he became king, and he reigned in Jerusalem twenty-nine years. His mother was Jehoaddin from Jerusalem. 
2KI.14.3	Amaziah did what was pleasing in the 
2KI.14.4	Amaziah did not destroy the pagan shrines, and the people still offered sacrifices and burned incense there.
2KI.14.5	When Amaziah was well established as king, he executed the officials who had assassinated his father. 
2KI.14.6	However, he did not kill the children of the assassins, for he obeyed the command of the 
2KI.14.7	Amaziah also killed 10,000 Edomites in the Valley of Salt. He also conquered Sela and changed its name to Joktheel, as it is called to this day.
2KI.14.8	One day Amaziah sent messengers with this challenge to Israel’s king Jehoash, the son of Jehoahaz and grandson of Jehu: “Come and meet me in battle!”
2KI.14.9	But King Jehoash of Israel replied to King Amaziah of Judah with this story: “Out in the Lebanon mountains, a thistle sent a message to a mighty cedar tree: ‘Give your daughter in marriage to my son.’ But just then a wild animal of Lebanon came by and stepped on the thistle, crushing it!
2KI.14.10	“You have indeed defeated Edom, and you are proud of it. But be content with your victory and stay at home! Why stir up trouble that will only bring disaster on you and the people of Judah?”
2KI.14.11	But Amaziah refused to listen, so King Jehoash of Israel mobilized his army against King Amaziah of Judah. The two armies drew up their battle lines at Beth-shemesh in Judah. 
2KI.14.12	Judah was routed by the army of Israel, and its army scattered and fled for home. 
2KI.14.13	King Jehoash of Israel captured Judah’s king, Amaziah son of Joash and grandson of Ahaziah, at Beth-shemesh. Then he marched to Jerusalem, where he demolished 600 feet
2KI.14.14	He carried off all the gold and silver and all the articles from the Temple of the 
2KI.14.15	The rest of the events in Jehoash’s reign and everything he did, including the extent of his power and his war with King Amaziah of Judah, are recorded in 
2KI.14.16	When Jehoash died, he was buried in Samaria with the kings of Israel. And his son Jeroboam II became the next king.
2KI.14.17	King Amaziah of Judah lived for fifteen years after the death of King Jehoash of Israel. 
2KI.14.18	The rest of the events in Amaziah’s reign are recorded in 
2KI.14.19	There was a conspiracy against Amaziah’s life in Jerusalem, and he fled to Lachish. But his enemies sent assassins after him, and they killed him there. 
2KI.14.20	They brought his body back to Jerusalem on a horse, and he was buried with his ancestors in the City of David.
2KI.14.21	All the people of Judah had crowned Amaziah’s sixteen-year-old son, Uzziah,
2KI.14.22	After his father’s death, Uzziah rebuilt the town of Elath and restored it to Judah.
2KI.14.23	Jeroboam II, the son of Jehoash, began to rule over Israel in the fifteenth year of King Amaziah’s reign in Judah. He reigned in Samaria forty-one years. 
2KI.14.24	He did what was evil in the 
2KI.14.25	Jeroboam II recovered the territories of Israel between Lebo-hamath and the Dead Sea,
2KI.14.26	For the 
2KI.14.27	And because the 
2KI.14.28	The rest of the events in the reign of Jeroboam II and everything he did—including the extent of his power, his wars, and how he recovered for Israel both Damascus and Hamath, which had belonged to Judah
2KI.14.29	When Jeroboam II died, he was buried in Samaria
2KI.15.1	Uzziah
2KI.15.2	He was sixteen years old when he became king, and he reigned in Jerusalem fifty-two years. His mother was Jecoliah from Jerusalem.
2KI.15.3	He did what was pleasing in the 
2KI.15.4	But he did not destroy the pagan shrines, and the people still offered sacrifices and burned incense there. 
2KI.15.5	The 
2KI.15.6	The rest of the events in Uzziah’s reign and everything he did are recorded in 
2KI.15.7	When Uzziah died, he was buried with his ancestors in the City of David. And his son Jotham became the next king.
2KI.15.8	Zechariah son of Jeroboam II began to rule over Israel in the thirty-eighth year of King Uzziah’s reign in Judah. He reigned in Samaria six months. 
2KI.15.9	Zechariah did what was evil in the 
2KI.15.10	Then Shallum son of Jabesh conspired against Zechariah, assassinated him in public,
2KI.15.11	The rest of the events in Zechariah’s reign are recorded in 
2KI.15.12	So the 
2KI.15.13	Shallum son of Jabesh began to rule over Israel in the thirty-ninth year of King Uzziah’s reign in Judah. Shallum reigned in Samaria only one month. 
2KI.15.14	Then Menahem son of Gadi went to Samaria from Tirzah and assassinated him, and he became the next king.
2KI.15.15	The rest of the events in Shallum’s reign, including his conspiracy, are recorded in 
2KI.15.16	At that time Menahem destroyed the town of Tappuah
2KI.15.17	Menahem son of Gadi began to rule over Israel in the thirty-ninth year of King Uzziah’s reign in Judah. He reigned in Samaria ten years. 
2KI.15.18	But Menahem did what was evil in the 
2KI.15.19	Then King Tiglath-pileser
2KI.15.20	Menahem extorted the money from the rich of Israel, demanding that each of them pay fifty pieces
2KI.15.21	The rest of the events in Menahem’s reign and everything he did are recorded in 
2KI.15.22	When Menahem died, his son Pekahiah became the next king.
2KI.15.23	Pekahiah son of Menahem began to rule over Israel in the fiftieth year of King Uzziah’s reign in Judah. He reigned in Samaria two years. 
2KI.15.24	But Pekahiah did what was evil in the 
2KI.15.25	Then Pekah son of Remaliah, the commander of Pekahiah’s army, conspired against him. With fifty men from Gilead, Pekah assassinated the king, along with Argob and Arieh, in the citadel of the palace at Samaria. And Pekah reigned in his place.
2KI.15.26	The rest of the events in Pekahiah’s reign and everything he did are recorded in 
2KI.15.27	Pekah son of Remaliah began to rule over Israel in the fifty-second year of King Uzziah’s reign in Judah. He reigned in Samaria twenty years. 
2KI.15.28	But Pekah did what was evil in the 
2KI.15.29	During Pekah’s reign, King Tiglath-pileser of Assyria attacked Israel again, and he captured the towns of Ijon, Abel-beth-maacah, Janoah, Kedesh, and Hazor. He also conquered the regions of Gilead, Galilee, and all of Naphtali, and he took the people to Assyria as captives. 
2KI.15.30	Then Hoshea son of Elah conspired against Pekah and assassinated him. He began to rule over Israel in the twentieth year of Jotham son of Uzziah.
2KI.15.31	The rest of the events in Pekah’s reign and everything he did are recorded in 
2KI.15.32	Jotham son of Uzziah began to rule over Judah in the second year of King Pekah’s reign in Israel. 
2KI.15.33	He was twenty-five years old when he became king, and he reigned in Jerusalem sixteen years. His mother was Jerusha, the daughter of Zadok.
2KI.15.34	Jotham did what was pleasing in the 
2KI.15.35	But he did not destroy the pagan shrines, and the people still offered sacrifices and burned incense there. He rebuilt the upper gate of the Temple of the 
2KI.15.36	The rest of the events in Jotham’s reign and everything he did are recorded in 
2KI.15.37	In those days the 
2KI.15.38	When Jotham died, he was buried with his ancestors in the City of David. And his son Ahaz became the next king.
2KI.16.1	Ahaz son of Jotham began to rule over Judah in the seventeenth year of King Pekah’s reign in Israel. 
2KI.16.2	Ahaz was twenty years old when he became king, and he reigned in Jerusalem sixteen years. He did not do what was pleasing in the sight of the 
2KI.16.3	Instead, he followed the example of the kings of Israel, even sacrificing his own son in the fire.
2KI.16.4	He offered sacrifices and burned incense at the pagan shrines and on the hills and under every green tree.
2KI.16.5	Then King Rezin of Aram and King Pekah of Israel came up to attack Jerusalem. They besieged Ahaz but could not conquer him. 
2KI.16.6	At that time the king of Edom
2KI.16.7	King Ahaz sent messengers to King Tiglath-pileser of Assyria with this message: “I am your servant and your vassal.
2KI.16.8	Then Ahaz took the silver and gold from the Temple of the 
2KI.16.9	So the king of Assyria attacked the Aramean capital of Damascus and led its population away as captives, resettling them in Kir. He also killed King Rezin.
2KI.16.10	King Ahaz then went to Damascus to meet with King Tiglath-pileser of Assyria. While he was there, he took special note of the altar. Then he sent a model of the altar to Uriah the priest, along with its design in full detail. 
2KI.16.11	Uriah followed the king’s instructions and built an altar just like it, and it was ready before the king returned from Damascus. 
2KI.16.12	When the king returned, he inspected the altar and made offerings on it. 
2KI.16.13	He presented a burnt offering and a grain offering, he poured out a liquid offering, and he sprinkled the blood of peace offerings on the altar.
2KI.16.14	Then King Ahaz removed the old bronze altar from its place in front of the 
2KI.16.15	He told Uriah the priest, “Use the new altar
2KI.16.16	Uriah the priest did just as King Ahaz commanded him.
2KI.16.17	Then the king removed the side panels and basins from the portable water carts. He also removed the great bronze basin called the Sea from the backs of the bronze oxen and placed it on the stone pavement. 
2KI.16.18	In deference to the king of Assyria, he also removed the canopy that had been constructed inside the palace for use on the Sabbath day,
2KI.16.19	The rest of the events in Ahaz’s reign and everything he did are recorded in 
2KI.16.20	When Ahaz died, he was buried with his ancestors in the City of David. Then his son Hezekiah became the next king.
2KI.17.1	Hoshea son of Elah began to rule over Israel in the twelfth year of King Ahaz’s reign in Judah. He reigned in Samaria nine years. 
2KI.17.2	He did what was evil in the 
2KI.17.3	King Shalmaneser of Assyria attacked King Hoshea, so Hoshea was forced to pay heavy tribute to Assyria. 
2KI.17.4	But Hoshea stopped paying the annual tribute and conspired against the king of Assyria by asking King So of Egypt
2KI.17.5	Then the king of Assyria invaded the entire land, and for three years he besieged the city of Samaria. 
2KI.17.6	Finally, in the ninth year of King Hoshea’s reign, Samaria fell, and the people of Israel were exiled to Assyria. They were settled in colonies in Halah, along the banks of the Habor River in Gozan, and in the cities of the Medes.
2KI.17.7	This disaster came upon the people of Israel because they worshiped other gods. They sinned against the 
2KI.17.8	They had followed the practices of the pagan nations the 
2KI.17.9	The people of Israel had also secretly done many things that were not pleasing to the 
2KI.17.10	They set up sacred pillars and Asherah poles at the top of every hill and under every green tree. 
2KI.17.11	They offered sacrifices on all the hilltops, just like the nations the 
2KI.17.12	Yes, they worshiped idols,
2KI.17.13	Again and again the 
2KI.17.14	But the Israelites would not listen. They were as stubborn as their ancestors who had refused to believe in the 
2KI.17.15	They rejected his decrees and the covenant he had made with their ancestors, and they despised all his warnings. They worshiped worthless idols, so they became worthless themselves. They followed the example of the nations around them, disobeying the 
2KI.17.16	They rejected all the commands of the 
2KI.17.17	They even sacrificed their own sons and daughters in the fire.
2KI.17.18	Because the 
2KI.17.19	But even the people of Judah refused to obey the commands of the 
2KI.17.20	The 
2KI.17.21	For when the 
2KI.17.22	And the people of Israel persisted in all the evil ways of Jeroboam. They did not turn from these sins 
2KI.17.23	until the 
2KI.17.24	The king of Assyria transported groups of people from Babylon, Cuthah, Avva, Hamath, and Sepharvaim and resettled them in the towns of Samaria, replacing the people of Israel. They took possession of Samaria and lived in its towns. 
2KI.17.25	But since these foreign settlers did not worship the 
2KI.17.26	So a message was sent to the king of Assyria: “The people you have sent to live in the towns of Samaria do not know the religious customs of the God of the land. He has sent lions among them to destroy them because they have not worshiped him correctly.”
2KI.17.27	The king of Assyria then commanded, “Send one of the exiled priests back to Samaria. Let him live there and teach the new residents the religious customs of the God of the land.” 
2KI.17.28	So one of the priests who had been exiled from Samaria returned to Bethel and taught the new residents how to worship the 
2KI.17.29	But these various groups of foreigners also continued to worship their own gods. In town after town where they lived, they placed their idols at the pagan shrines that the people of Samaria had built. 
2KI.17.30	Those from Babylon worshiped idols of their god Succoth-benoth. Those from Cuthah worshiped their god Nergal. And those from Hamath worshiped Ashima. 
2KI.17.31	The Avvites worshiped their gods Nibhaz and Tartak. And the people from Sepharvaim even burned their own children as sacrifices to their gods Adrammelech and Anammelech.
2KI.17.32	These new residents worshiped the 
2KI.17.33	And though they worshiped the 
2KI.17.34	And this is still going on today. They continue to follow their former practices instead of truly worshiping the 
2KI.17.35	For the 
2KI.17.36	But worship only the 
2KI.17.37	Be careful at all times to obey the decrees, regulations, instructions, and commands that he wrote for you. You must not worship other gods. 
2KI.17.38	Do not forget the covenant I made with you, and do not worship other gods. 
2KI.17.39	You must worship only the 
2KI.17.40	But the people would not listen and continued to follow their former practices. 
2KI.17.41	So while these new residents worshiped the 
2KI.18.1	Hezekiah son of Ahaz began to rule over Judah in the third year of King Hoshea’s reign in Israel. 
2KI.18.2	He was twenty-five years old when he became king, and he reigned in Jerusalem twenty-nine years. His mother was Abijah,
2KI.18.3	He did what was pleasing in the 
2KI.18.4	He removed the pagan shrines, smashed the sacred pillars, and cut down the Asherah poles. He broke up the bronze serpent that Moses had made, because the people of Israel had been offering sacrifices to it. The bronze serpent was called Nehushtan.
2KI.18.5	Hezekiah trusted in the 
2KI.18.6	He remained faithful to the 
2KI.18.7	So the 
2KI.18.8	He also conquered the Philistines as far distant as Gaza and its territory, from their smallest outpost to their largest walled city.
2KI.18.9	During the fourth year of Hezekiah’s reign, which was the seventh year of King Hoshea’s reign in Israel, King Shalmaneser of Assyria attacked the city of Samaria and began a siege against it. 
2KI.18.10	Three years later, during the sixth year of King Hezekiah’s reign and the ninth year of King Hoshea’s reign in Israel, Samaria fell. 
2KI.18.11	At that time the king of Assyria exiled the Israelites to Assyria and placed them in colonies in Halah, along the banks of the Habor River in Gozan, and in the cities of the Medes. 
2KI.18.12	For they refused to listen to the 
2KI.18.13	In the fourteenth year of King Hezekiah’s reign,
2KI.18.14	King Hezekiah sent this message to the king of Assyria at Lachish: “I have done wrong. I will pay whatever tribute money you demand if you will only withdraw.” The king of Assyria then demanded a settlement of more than eleven tons of silver and one ton of gold.
2KI.18.15	To gather this amount, King Hezekiah used all the silver stored in the Temple of the 
2KI.18.16	Hezekiah even stripped the gold from the doors of the 
2KI.18.17	Nevertheless, the king of Assyria sent his commander in chief, his field commander, and his chief of staff
2KI.18.18	They summoned King Hezekiah, but the king sent these officials to meet with them: Eliakim son of Hilkiah, the palace administrator; Shebna the court secretary; and Joah son of Asaph, the royal historian.
2KI.18.19	Then the Assyrian king’s chief of staff told them to give this message to Hezekiah:
2KI.18.19	“This is what the great king of Assyria says: What are you trusting in that makes you so confident? 
2KI.18.20	Do you think that mere words can substitute for military skill and strength? Who are you counting on, that you have rebelled against me? 
2KI.18.21	On Egypt? If you lean on Egypt, it will be like a reed that splinters beneath your weight and pierces your hand. Pharaoh, the king of Egypt, is completely unreliable!
2KI.18.22	“But perhaps you will say to me, ‘We are trusting in the 
2KI.18.23	“I’ll tell you what! Strike a bargain with my master, the king of Assyria. I will give you 2,000 horses if you can find that many men to ride on them! 
2KI.18.24	With your tiny army, how can you think of challenging even the weakest contingent of my master’s troops, even with the help of Egypt’s chariots and charioteers? 
2KI.18.25	What’s more, do you think we have invaded your land without the 
2KI.18.26	Then Eliakim son of Hilkiah, Shebna, and Joah said to the Assyrian chief of staff, “Please speak to us in Aramaic, for we understand it well. Don’t speak in Hebrew,
2KI.18.27	But Sennacherib’s chief of staff replied, “Do you think my master sent this message only to you and your master? He wants all the people to hear it, for when we put this city under siege, they will suffer along with you. They will be so hungry and thirsty that they will eat their own dung and drink their own urine.”
2KI.18.28	Then the chief of staff stood and shouted in Hebrew to the people on the wall, “Listen to this message from the great king of Assyria! 
2KI.18.29	This is what the king says: Don’t let Hezekiah deceive you. He will never be able to rescue you from my power. 
2KI.18.30	Don’t let him fool you into trusting in the 
2KI.18.31	“Don’t listen to Hezekiah! These are the terms the king of Assyria is offering: Make peace with me—open the gates and come out. Then each of you can continue eating from your own grapevine and fig tree and drinking from your own well. 
2KI.18.32	Then I will arrange to take you to another land like this one—a land of grain and new wine, bread and vineyards, olive groves and honey. Choose life instead of death!
2KI.18.32	“Don’t listen to Hezekiah when he tries to mislead you by saying, ‘The 
2KI.18.33	Have the gods of any other nations ever saved their people from the king of Assyria? 
2KI.18.34	What happened to the gods of Hamath and Arpad? And what about the gods of Sepharvaim, Hena, and Ivvah? Did any god rescue Samaria from my power? 
2KI.18.35	What god of any nation has ever been able to save its people from my power? So what makes you think that the 
2KI.18.36	But the people were silent and did not utter a word because Hezekiah had commanded them, “Do not answer him.”
2KI.18.37	Then Eliakim son of Hilkiah, the palace administrator; Shebna the court secretary; and Joah son of Asaph, the royal historian, went back to Hezekiah. They tore their clothes in despair, and they went in to see the king and told him what the Assyrian chief of staff had said.
2KI.19.1	When King Hezekiah heard their report, he tore his clothes and put on burlap and went into the Temple of the 
2KI.19.2	And he sent Eliakim the palace administrator, Shebna the court secretary, and the leading priests, all dressed in burlap, to the prophet Isaiah son of Amoz. 
2KI.19.3	They told him, “This is what King Hezekiah says: Today is a day of trouble, insults, and disgrace. It is like when a child is ready to be born, but the mother has no strength to deliver the baby. 
2KI.19.4	But perhaps the 
2KI.19.5	After King Hezekiah’s officials delivered the king’s message to Isaiah, 
2KI.19.6	the prophet replied, “Say to your master, ‘This is what the 
2KI.19.7	Listen! I myself will move against him,
2KI.19.8	Meanwhile, the Assyrian chief of staff left Jerusalem and went to consult the king of Assyria, who had left Lachish and was attacking Libnah.
2KI.19.9	Soon afterward King Sennacherib received word that King Tirhakah of Ethiopia
2KI.19.10	“This message is for King Hezekiah of Judah. Don’t let your God, in whom you trust, deceive you with promises that Jerusalem will not be captured by the king of Assyria. 
2KI.19.11	You know perfectly well what the kings of Assyria have done wherever they have gone. They have completely destroyed everyone who stood in their way! Why should you be any different? 
2KI.19.12	Have the gods of other nations rescued them—such nations as Gozan, Haran, Rezeph, and the people of Eden who were in Tel-assar? My predecessors destroyed them all! 
2KI.19.13	What happened to the king of Hamath and the king of Arpad? What happened to the kings of Sepharvaim, Hena, and Ivvah?”
2KI.19.14	After Hezekiah received the letter from the messengers and read it, he went up to the 
2KI.19.15	And Hezekiah prayed this prayer before the 
2KI.19.16	Bend down, O 
2KI.19.17	“It is true, 
2KI.19.18	And they have thrown the gods of these nations into the fire and burned them. But of course the Assyrians could destroy them! They were not gods at all—only idols of wood and stone shaped by human hands. 
2KI.19.19	Now, O 
2KI.19.20	Then Isaiah son of Amoz sent this message to Hezekiah: “This is what the 
2KI.19.21	And the 
2KI.19.21	“The virgin daughter of Zion
2KI.19.21	despises you and laughs at you.
2KI.19.21	The daughter of Jerusalem
2KI.19.21	shakes her head in derision as you flee.
2KI.19.22	“Whom have you been defying and ridiculing?
2KI.19.22	Against whom did you raise your voice?
2KI.19.22	At whom did you look with such haughty eyes?
2KI.19.22	It was the Holy One of Israel!
2KI.19.23	By your messengers you have defied the Lord.
2KI.19.23	You have said, ‘With my many chariots
2KI.19.23	I have conquered the highest mountains—
2KI.19.23	yes, the remotest peaks of Lebanon.
2KI.19.23	I have cut down its tallest cedars
2KI.19.23	and its finest cypress trees.
2KI.19.23	I have reached its farthest corners
2KI.19.23	and explored its deepest forests.
2KI.19.24	I have dug wells in many foreign lands
2KI.19.24	and refreshed myself with their water.
2KI.19.24	With the sole of my foot
2KI.19.24	I stopped up all the rivers of Egypt!’
2KI.19.25	“But have you not heard?
2KI.19.25	I decided this long ago.
2KI.19.25	Long ago I planned it,
2KI.19.25	and now I am making it happen.
2KI.19.25	I planned for you to crush fortified cities
2KI.19.25	into heaps of rubble.
2KI.19.26	That is why their people have so little power
2KI.19.26	and are so frightened and confused.
2KI.19.26	They are as weak as grass,
2KI.19.26	as easily trampled as tender green shoots.
2KI.19.26	They are like grass sprouting on a housetop,
2KI.19.26	scorched before it can grow lush and tall.
2KI.19.27	“But I know you well—
2KI.19.27	where you stay
2KI.19.27	and when you come and go.
2KI.19.27	I know the way you have raged against me.
2KI.19.28	And because of your raging against me
2KI.19.28	and your arrogance, which I have heard for myself,
2KI.19.28	I will put my hook in your nose
2KI.19.28	and my bit in your mouth.
2KI.19.28	I will make you return
2KI.19.28	by the same road on which you came.”
2KI.19.29	Then Isaiah said to Hezekiah, “Here is the proof that what I say is true:
2KI.19.29	“This year you will eat only what grows up by itself,
2KI.19.29	and next year you will eat what springs up from that.
2KI.19.29	But in the third year you will plant crops and harvest them;
2KI.19.29	you will tend vineyards and eat their fruit.
2KI.19.30	And you who are left in Judah,
2KI.19.30	who have escaped the ravages of the siege,
2KI.19.30	will put roots down in your own soil
2KI.19.30	and will grow up and flourish.
2KI.19.31	For a remnant of my people will spread out from Jerusalem,
2KI.19.31	a group of survivors from Mount Zion.
2KI.19.31	The passionate commitment of the 
2KI.19.31	will make this happen!
2KI.19.32	“And this is what the 
2KI.19.32	“His armies will not enter Jerusalem.
2KI.19.32	They will not even shoot an arrow at it.
2KI.19.32	They will not march outside its gates with their shields
2KI.19.32	nor build banks of earth against its walls.
2KI.19.33	The king will return to his own country
2KI.19.33	by the same road on which he came.
2KI.19.33	He will not enter this city,
2KI.19.33	says the 
2KI.19.34	For my own honor and for the sake of my servant David,
2KI.19.34	I will defend this city and protect it.”
2KI.19.35	That night the angel of the 
2KI.19.36	Then King Sennacherib of Assyria broke camp and returned to his own land. He went home to his capital of Nineveh and stayed there.
2KI.19.37	One day while he was worshiping in the temple of his god Nisroch, his sons
2KI.20.1	About that time Hezekiah became deathly ill, and the prophet Isaiah son of Amoz went to visit him. He gave the king this message: “This is what the 
2KI.20.2	When Hezekiah heard this, he turned his face to the wall and prayed to the 
2KI.20.3	“Remember, O 
2KI.20.4	But before Isaiah had left the middle courtyard,
2KI.20.5	“Go back to Hezekiah, the leader of my people. Tell him, ‘This is what the 
2KI.20.6	I will add fifteen years to your life, and I will rescue you and this city from the king of Assyria. I will defend this city for my own honor and for the sake of my servant David.’”
2KI.20.7	Then Isaiah said, “Make an ointment from figs.” So Hezekiah’s servants spread the ointment over the boil, and Hezekiah recovered!
2KI.20.8	Meanwhile, Hezekiah had said to Isaiah, “What sign will the 
2KI.20.9	Isaiah replied, “This is the sign from the 
2KI.20.10	“The shadow always moves forward,” Hezekiah replied, “so that would be easy. Make it go ten steps backward instead.” 
2KI.20.11	So Isaiah the prophet asked the 
2KI.20.12	Soon after this, Merodach-baladan
2KI.20.13	Hezekiah received the Babylonian envoys and showed them everything in his treasure-houses—the silver, the gold, the spices, and the aromatic oils. He also took them to see his armory and showed them everything in his royal treasuries! There was nothing in his palace or kingdom that Hezekiah did not show them.
2KI.20.14	Then Isaiah the prophet went to King Hezekiah and asked him, “What did those men want? Where were they from?”
2KI.20.14	Hezekiah replied, “They came from the distant land of Babylon.”
2KI.20.15	“What did they see in your palace?” Isaiah asked.
2KI.20.15	“They saw everything,” Hezekiah replied. “I showed them everything I own—all my royal treasuries.”
2KI.20.16	Then Isaiah said to Hezekiah, “Listen to this message from the 
2KI.20.17	The time is coming when everything in your palace—all the treasures stored up by your ancestors until now—will be carried off to Babylon. Nothing will be left, says the 
2KI.20.18	Some of your very own sons will be taken away into exile. They will become eunuchs who will serve in the palace of Babylon’s king.”
2KI.20.19	Then Hezekiah said to Isaiah, “This message you have given me from the 
2KI.20.20	The rest of the events in Hezekiah’s reign, including the extent of his power and how he built a pool and dug a tunnel
2KI.20.21	Hezekiah died, and his son Manasseh became the next king.
2KI.21.1	Manasseh was twelve years old when he became king, and he reigned in Jerusalem fifty-five years. His mother was Hephzibah. 
2KI.21.2	He did what was evil in the 
2KI.21.3	He rebuilt the pagan shrines his father, Hezekiah, had destroyed. He constructed altars for Baal and set up an Asherah pole, just as King Ahab of Israel had done. He also bowed before all the powers of the heavens and worshiped them.
2KI.21.4	He built pagan altars in the Temple of the 
2KI.21.5	He built these altars for all the powers of the heavens in both courtyards of the 
2KI.21.6	Manasseh also sacrificed his own son in the fire.
2KI.21.7	Manasseh even made a carved image of Asherah and set it up in the Temple, the very place where the 
2KI.21.8	If the Israelites will be careful to obey my commands—all the laws my servant Moses gave them—I will not send them into exile from this land that I gave their ancestors.” 
2KI.21.9	But the people refused to listen, and Manasseh led them to do even more evil than the pagan nations that the 
2KI.21.10	Then the 
2KI.21.11	“King Manasseh of Judah has done many detestable things. He is even more wicked than the Amorites, who lived in this land before Israel. He has caused the people of Judah to sin with his idols.
2KI.21.12	So this is what the 
2KI.21.13	I will judge Jerusalem by the same standard I used for Samaria and the same measure
2KI.21.14	Then I will reject even the remnant of my own people who are left, and I will hand them over as plunder for their enemies. 
2KI.21.15	For they have done great evil in my sight and have angered me ever since their ancestors came out of Egypt.”
2KI.21.16	Manasseh also murdered many innocent people until Jerusalem was filled from one end to the other with innocent blood. This was in addition to the sin that he caused the people of Judah to commit, leading them to do evil in the 
2KI.21.17	The rest of the events in Manasseh’s reign and everything he did, including the sins he committed, are recorded in 
2KI.21.18	When Manasseh died, he was buried in the palace garden, the garden of Uzza. Then his son Amon became the next king.
2KI.21.19	Amon was twenty-two years old when he became king, and he reigned in Jerusalem two years. His mother was Meshullemeth, the daughter of Haruz from Jotbah. 
2KI.21.20	He did what was evil in the 
2KI.21.21	He followed the example of his father, worshiping the same idols his father had worshiped. 
2KI.21.22	He abandoned the 
2KI.21.23	Then Amon’s own officials conspired against him and assassinated him in his palace. 
2KI.21.24	But the people of the land killed all those who had conspired against King Amon, and they made his son Josiah the next king.
2KI.21.25	The rest of the events in Amon’s reign and what he did are recorded in 
2KI.21.26	He was buried in his tomb in the garden of Uzza. Then his son Josiah became the next king.
2KI.22.1	Josiah was eight years old when he became king, and he reigned in Jerusalem thirty-one years. His mother was Jedidah, the daughter of Adaiah from Bozkath. 
2KI.22.2	He did what was pleasing in the 
2KI.22.3	In the eighteenth year of his reign, King Josiah sent Shaphan son of Azaliah and grandson of Meshullam, the court secretary, to the Temple of the 
2KI.22.4	“Go to Hilkiah the high priest and have him count the money the gatekeepers have collected from the people at the 
2KI.22.5	Entrust this money to the men assigned to supervise the restoration of the 
2KI.22.6	They will need to hire carpenters, builders, and masons. Also have them buy the timber and the finished stone needed to repair the Temple. 
2KI.22.7	But don’t require the construction supervisors to keep account of the money they receive, for they are honest and trustworthy men.”
2KI.22.8	Hilkiah the high priest said to Shaphan the court secretary, “I have found the Book of the Law in the 
2KI.22.9	Shaphan went to the king and reported, “Your officials have turned over the money collected at the Temple of the 
2KI.22.10	Shaphan also told the king, “Hilkiah the priest has given me a scroll.” So Shaphan read it to the king.
2KI.22.11	When the king heard what was written in the Book of the Law, he tore his clothes in despair. 
2KI.22.12	Then he gave these orders to Hilkiah the priest, Ahikam son of Shaphan, Acbor son of Micaiah, Shaphan the court secretary, and Asaiah the king’s personal adviser: 
2KI.22.13	“Go to the Temple and speak to the 
2KI.22.14	So Hilkiah the priest, Ahikam, Acbor, Shaphan, and Asaiah went to the New Quarter
2KI.22.15	She said to them, “The 
2KI.22.16	‘This is what the 
2KI.22.17	For my people have abandoned me and offered sacrifices to pagan gods, and I am very angry with them for everything they have done. My anger will burn against this place, and it will not be quenched.’
2KI.22.18	“But go to the king of Judah who sent you to seek the 
2KI.22.19	You were sorry and humbled yourself before the 
2KI.22.20	So I will not send the promised disaster until after you have died and been buried in peace. You will not see the disaster I am going to bring on this city.’”
2KI.22.20	So they took her message back to the king.
2KI.23.1	Then the king summoned all the elders of Judah and Jerusalem. 
2KI.23.2	And the king went up to the Temple of the 
2KI.23.3	The king took his place of authority beside the pillar and renewed the covenant in the 
