GEN.1.1	In the beginning God created the heavens and the earth. 
LEV.8.22	He then presented the other ram, the ram for the ordination, and Aaron and his sons laid their hands on its head. 
LEV.8.23	Moses slaughtered the ram and took some of its blood and put it on the lobe of Aaron’s right ear, on the thumb of his right hand and on the big toe of his right foot. 
LEV.8.24	Moses also brought Aaron’s sons forward and put some of the blood on the lobes of their right ears, on the thumbs of their right hands and on the big toes of their right feet. Then he splashed blood against the sides of the altar. 
LEV.8.25	After that, he took the fat, the fat tail, all the fat around the internal organs, the long lobe of the liver, both kidneys and their fat and the right thigh. 
LEV.8.26	And from the basket of bread made without yeast, which was before the 
LEV.8.27	He put all these in the hands of Aaron and his sons, and they waved them before the 
LEV.8.28	Then Moses took them from their hands and burned them on the altar on top of the burnt offering as an ordination offering, a pleasing aroma, a food offering presented to the 
LEV.8.29	Moses also took the breast, which was his share of the ordination ram, and waved it before the 
LEV.8.30	Then Moses took some of the anointing oil and some of the blood from the altar and sprinkled them on Aaron and his garments and on his sons and their garments. So he consecrated Aaron and his garments and his sons and their garments.
LEV.8.31	Moses then said to Aaron and his sons, “Cook the meat at the entrance to the tent of meeting and eat it there with the bread from the basket of ordination offerings, as I was commanded: ‘Aaron and his sons are to eat it.’ 
LEV.8.32	Then burn up the rest of the meat and the bread. 
LEV.8.33	Do not leave the entrance to the tent of meeting for seven days, until the days of your ordination are completed, for your ordination will last seven days. 
LEV.8.34	What has been done today was commanded by the 
LEV.8.35	You must stay at the entrance to the tent of meeting day and night for seven days and do what the 
LEV.8.36	So Aaron and his sons did everything the 
LEV.9.1	On the eighth day Moses summoned Aaron and his sons and the elders of Israel. 
LEV.9.2	He said to Aaron, “Take a bull calf for your sin offering
LEV.9.3	Then say to the Israelites: ‘Take a male goat for a sin offering, a calf and a lamb—both a year old and without defect—for a burnt offering, 
LEV.9.4	and an ox
LEV.9.5	They took the things Moses commanded to the front of the tent of meeting, and the entire assembly came near and stood before the 
LEV.9.6	Then Moses said, “This is what the 
LEV.9.7	Moses said to Aaron, “Come to the altar and sacrifice your sin offering and your burnt offering and make atonement for yourself and the people; sacrifice the offering that is for the people and make atonement for them, as the 
LEV.9.8	So Aaron came to the altar and slaughtered the calf as a sin offering for himself. 
LEV.9.9	His sons brought the blood to him, and he dipped his finger into the blood and put it on the horns of the altar; the rest of the blood he poured out at the base of the altar. 
LEV.9.10	On the altar he burned the fat, the kidneys and the long lobe of the liver from the sin offering, as the 
LEV.9.11	the flesh and the hide he burned up outside the camp.
LEV.9.12	Then he slaughtered the burnt offering. His sons handed him the blood, and he splashed it against the sides of the altar. 
LEV.9.13	They handed him the burnt offering piece by piece, including the head, and he burned them on the altar. 
LEV.9.14	He washed the internal organs and the legs and burned them on top of the burnt offering on the altar.
LEV.9.15	Aaron then brought the offering that was for the people. He took the goat for the people’s sin offering and slaughtered it and offered it for a sin offering as he did with the first one.
LEV.9.16	He brought the burnt offering and offered it in the prescribed way. 
LEV.9.17	He also brought the grain offering, took a handful of it and burned it on the altar in addition to the morning’s burnt offering.
LEV.9.18	He slaughtered the ox and the ram as the fellowship offering for the people. His sons handed him the blood, and he splashed it against the sides of the altar. 
LEV.9.19	But the fat portions of the ox and the ram—the fat tail, the layer of fat, the kidneys and the long lobe of the liver— 
LEV.9.20	these they laid on the breasts, and then Aaron burned the fat on the altar. 
LEV.9.21	Aaron waved the breasts and the right thigh before the 
LEV.9.22	Then Aaron lifted his hands toward the people and blessed them. And having sacrificed the sin offering, the burnt offering and the fellowship offering, he stepped down.
LEV.9.23	Moses and Aaron then went into the tent of meeting. When they came out, they blessed the people; and the glory of the 
LEV.9.24	Fire came out from the presence of the 
LEV.10.1	Aaron’s sons Nadab and Abihu took their censers, put fire in them and added incense; and they offered unauthorized fire before the 
LEV.10.2	So fire came out from the presence of the 
LEV.10.3	Moses then said to Aaron, “This is what the 
LEV.10.3	“ ‘Among those who approach me
LEV.10.3	I will be proved holy;
LEV.10.3	in the sight of all the people
LEV.10.3	I will be honored.’ ”
LEV.10.3	Aaron remained silent.
LEV.10.4	Moses summoned Mishael and Elzaphan, sons of Aaron’s uncle Uzziel, and said to them, “Come here; carry your cousins outside the camp, away from the front of the sanctuary.” 
LEV.10.5	So they came and carried them, still in their tunics, outside the camp, as Moses ordered.
LEV.10.6	Then Moses said to Aaron and his sons Eleazar and Ithamar, “Do not let your hair become unkempt
LEV.10.7	Do not leave the entrance to the tent of meeting or you will die, because the 
LEV.10.8	Then the 
LEV.10.9	“You and your sons are not to drink wine or other fermented drink whenever you go into the tent of meeting, or you will die. This is a lasting ordinance for the generations to come, 
LEV.10.10	so that you can distinguish between the holy and the common, between the unclean and the clean, 
LEV.10.11	and so you can teach the Israelites all the decrees the 
LEV.10.12	Moses said to Aaron and his remaining sons, Eleazar and Ithamar, “Take the grain offering left over from the food offerings prepared without yeast and presented to the 
LEV.10.13	Eat it in the sanctuary area, because it is your share and your sons’ share of the food offerings presented to the 
LEV.10.14	But you and your sons and your daughters may eat the breast that was waved and the thigh that was presented. Eat them in a ceremonially clean place; they have been given to you and your children as your share of the Israelites’ fellowship offerings. 
LEV.10.15	The thigh that was presented and the breast that was waved must be brought with the fat portions of the food offerings, to be waved before the 
LEV.10.16	When Moses inquired about the goat of the sin offering
LEV.10.17	“Why didn’t you eat the sin offering in the sanctuary area? It is most holy; it was given to you to take away the guilt of the community by making atonement for them before the 
LEV.10.18	Since its blood was not taken into the Holy Place, you should have eaten the goat in the sanctuary area, as I commanded.”
LEV.10.19	Aaron replied to Moses, “Today they sacrificed their sin offering and their burnt offering before the 
LEV.10.20	When Moses heard this, he was satisfied.
LEV.11.1	The 
LEV.11.2	“Say to the Israelites: ‘Of all the animals that live on land, these are the ones you may eat: 
LEV.11.3	You may eat any animal that has a divided hoof and that chews the cud.
LEV.11.4	“ ‘There are some that only chew the cud or only have a divided hoof, but you must not eat them. The camel, though it chews the cud, does not have a divided hoof; it is ceremonially unclean for you. 
LEV.11.5	The hyrax, though it chews the cud, does not have a divided hoof; it is unclean for you. 
LEV.11.6	The rabbit, though it chews the cud, does not have a divided hoof; it is unclean for you. 
LEV.11.7	And the pig, though it has a divided hoof, does not chew the cud; it is unclean for you. 
LEV.11.8	You must not eat their meat or touch their carcasses; they are unclean for you.
LEV.11.9	“ ‘Of all the creatures living in the water of the seas and the streams you may eat any that have fins and scales. 
LEV.11.10	But all creatures in the seas or streams that do not have fins and scales—whether among all the swarming things or among all the other living creatures in the water—you are to regard as unclean. 
LEV.11.11	And since you are to regard them as unclean, you must not eat their meat; you must regard their carcasses as unclean. 
LEV.11.12	Anything living in the water that does not have fins and scales is to be regarded as unclean by you.
LEV.11.13	“ ‘These are the birds you are to regard as unclean and not eat because they are unclean: the eagle,
LEV.11.14	the red kite, any kind of black kite, 
LEV.11.15	any kind of raven, 
LEV.11.16	the horned owl, the screech owl, the gull, any kind of hawk, 
LEV.11.17	the little owl, the cormorant, the great owl, 
LEV.11.18	the white owl, the desert owl, the osprey, 
LEV.11.19	the stork, any kind of heron, the hoopoe and the bat.
LEV.11.20	“ ‘All flying insects that walk on all fours are to be regarded as unclean by you. 
LEV.11.21	There are, however, some flying insects that walk on all fours that you may eat: those that have jointed legs for hopping on the ground. 
LEV.11.22	Of these you may eat any kind of locust, katydid, cricket or grasshopper. 
LEV.11.23	But all other flying insects that have four legs you are to regard as unclean.
LEV.11.24	“ ‘You will make yourselves unclean by these; whoever touches their carcasses will be unclean till evening. 
LEV.11.25	Whoever picks up one of their carcasses must wash their clothes, and they will be unclean till evening.
LEV.11.26	“ ‘Every animal that does not have a divided hoof or that does not chew the cud is unclean for you; whoever touches the carcass of any of them will be unclean. 
LEV.11.27	Of all the animals that walk on all fours, those that walk on their paws are unclean for you; whoever touches their carcasses will be unclean till evening. 
LEV.11.28	Anyone who picks up their carcasses must wash their clothes, and they will be unclean till evening. These animals are unclean for you.
LEV.11.29	“ ‘Of the animals that move along the ground, these are unclean for you: the weasel, the rat, any kind of great lizard, 
LEV.11.30	the gecko, the monitor lizard, the wall lizard, the skink and the chameleon. 
LEV.11.31	Of all those that move along the ground, these are unclean for you. Whoever touches them when they are dead will be unclean till evening. 
LEV.11.32	When one of them dies and falls on something, that article, whatever its use, will be unclean, whether it is made of wood, cloth, hide or sackcloth. Put it in water; it will be unclean till evening, and then it will be clean. 
LEV.11.33	If one of them falls into a clay pot, everything in it will be unclean, and you must break the pot. 
LEV.11.34	Any food you are allowed to eat that has come into contact with water from any such pot is unclean, and any liquid that is drunk from such a pot is unclean. 
LEV.11.35	Anything that one of their carcasses falls on becomes unclean; an oven or cooking pot must be broken up. They are unclean, and you are to regard them as unclean. 
LEV.11.36	A spring, however, or a cistern for collecting water remains clean, but anyone who touches one of these carcasses is unclean. 
LEV.11.37	If a carcass falls on any seeds that are to be planted, they remain clean. 
LEV.11.38	But if water has been put on the seed and a carcass falls on it, it is unclean for you.
LEV.11.39	“ ‘If an animal that you are allowed to eat dies, anyone who touches its carcass will be unclean till evening. 
LEV.11.40	Anyone who eats some of its carcass must wash their clothes, and they will be unclean till evening. Anyone who picks up the carcass must wash their clothes, and they will be unclean till evening.
LEV.11.41	“ ‘Every creature that moves along the ground is to be regarded as unclean; it is not to be eaten. 
LEV.11.42	You are not to eat any creature that moves along the ground, whether it moves on its belly or walks on all fours or on many feet; it is unclean. 
LEV.11.43	Do not defile yourselves by any of these creatures. Do not make yourselves unclean by means of them or be made unclean by them. 
LEV.11.44	I am the 
LEV.11.45	I am the 
LEV.11.46	“ ‘These are the regulations concerning animals, birds, every living thing that moves about in the water and every creature that moves along the ground. 
LEV.11.47	You must distinguish between the unclean and the clean, between living creatures that may be eaten and those that may not be eaten.’ ”
LEV.12.1	The 
LEV.12.2	“Say to the Israelites: ‘A woman who becomes pregnant and gives birth to a son will be ceremonially unclean for seven days, just as she is unclean during her monthly period. 
LEV.12.3	On the eighth day the boy is to be circumcised. 
LEV.12.4	Then the woman must wait thirty-three days to be purified from her bleeding. She must not touch anything sacred or go to the sanctuary until the days of her purification are over. 
LEV.12.5	If she gives birth to a daughter, for two weeks the woman will be unclean, as during her period. Then she must wait sixty-six days to be purified from her bleeding.
LEV.12.6	“ ‘When the days of her purification for a son or daughter are over, she is to bring to the priest at the entrance to the tent of meeting a year-old lamb for a burnt offering and a young pigeon or a dove for a sin offering.
LEV.12.7	He shall offer them before the 
LEV.12.7	“ ‘These are the regulations for the woman who gives birth to a boy or a girl. 
LEV.12.8	But if she cannot afford a lamb, she is to bring two doves or two young pigeons, one for a burnt offering and the other for a sin offering. In this way the priest will make atonement for her, and she will be clean.’ ”
LEV.13.1	The 
LEV.13.2	“When anyone has a swelling or a rash or a shiny spot on their skin that may be a defiling skin disease,
LEV.13.3	The priest is to examine the sore on the skin, and if the hair in the sore has turned white and the sore appears to be more than skin deep, it is a defiling skin disease. When the priest examines that person, he shall pronounce them ceremonially unclean. 
LEV.13.4	If the shiny spot on the skin is white but does not appear to be more than skin deep and the hair in it has not turned white, the priest is to isolate the affected person for seven days. 
LEV.13.5	On the seventh day the priest is to examine them, and if he sees that the sore is unchanged and has not spread in the skin, he is to isolate them for another seven days. 
LEV.13.6	On the seventh day the priest is to examine them again, and if the sore has faded and has not spread in the skin, the priest shall pronounce them clean; it is only a rash. They must wash their clothes, and they will be clean. 
LEV.13.7	But if the rash does spread in their skin after they have shown themselves to the priest to be pronounced clean, they must appear before the priest again. 
LEV.13.8	The priest is to examine that person, and if the rash has spread in the skin, he shall pronounce them unclean; it is a defiling skin disease.
LEV.13.9	“When anyone has a defiling skin disease, they must be brought to the priest. 
LEV.13.10	The priest is to examine them, and if there is a white swelling in the skin that has turned the hair white and if there is raw flesh in the swelling, 
LEV.13.11	it is a chronic skin disease and the priest shall pronounce them unclean. He is not to isolate them, because they are already unclean.
LEV.13.12	“If the disease breaks out all over their skin and, so far as the priest can see, it covers all the skin of the affected person from head to foot, 
LEV.13.13	the priest is to examine them, and if the disease has covered their whole body, he shall pronounce them clean. Since it has all turned white, they are clean. 
LEV.13.14	But whenever raw flesh appears on them, they will be unclean. 
LEV.13.15	When the priest sees the raw flesh, he shall pronounce them unclean. The raw flesh is unclean; they have a defiling disease. 
LEV.13.16	If the raw flesh changes and turns white, they must go to the priest. 
LEV.13.17	The priest is to examine them, and if the sores have turned white, the priest shall pronounce the affected person clean; then they will be clean.
LEV.13.18	“When someone has a boil on their skin and it heals, 
LEV.13.19	and in the place where the boil was, a white swelling or reddish-white spot appears, they must present themselves to the priest. 
LEV.13.20	The priest is to examine it, and if it appears to be more than skin deep and the hair in it has turned white, the priest shall pronounce that person unclean. It is a defiling skin disease that has broken out where the boil was. 
LEV.13.21	But if, when the priest examines it, there is no white hair in it and it is not more than skin deep and has faded, then the priest is to isolate them for seven days. 
LEV.13.22	If it is spreading in the skin, the priest shall pronounce them unclean; it is a defiling disease. 
LEV.13.23	But if the spot is unchanged and has not spread, it is only a scar from the boil, and the priest shall pronounce them clean.
LEV.13.24	“When someone has a burn on their skin and a reddish-white or white spot appears in the raw flesh of the burn, 
LEV.13.25	the priest is to examine the spot, and if the hair in it has turned white, and it appears to be more than skin deep, it is a defiling disease that has broken out in the burn. The priest shall pronounce them unclean; it is a defiling skin disease. 
LEV.13.26	But if the priest examines it and there is no white hair in the spot and if it is not more than skin deep and has faded, then the priest is to isolate them for seven days. 
LEV.13.27	On the seventh day the priest is to examine that person, and if it is spreading in the skin, the priest shall pronounce them unclean; it is a defiling skin disease. 
LEV.13.28	If, however, the spot is unchanged and has not spread in the skin but has faded, it is a swelling from the burn, and the priest shall pronounce them clean; it is only a scar from the burn.
LEV.13.29	“If a man or woman has a sore on their head or chin, 
LEV.13.30	the priest is to examine the sore, and if it appears to be more than skin deep and the hair in it is yellow and thin, the priest shall pronounce them unclean; it is a defiling skin disease on the head or chin. 
LEV.13.31	But if, when the priest examines the sore, it does not seem to be more than skin deep and there is no black hair in it, then the priest is to isolate the affected person for seven days. 
LEV.13.32	On the seventh day the priest is to examine the sore, and if it has not spread and there is no yellow hair in it and it does not appear to be more than skin deep, 
LEV.13.33	then the man or woman must shave themselves, except for the affected area, and the priest is to keep them isolated another seven days. 
LEV.13.34	On the seventh day the priest is to examine the sore, and if it has not spread in the skin and appears to be no more than skin deep, the priest shall pronounce them clean. They must wash their clothes, and they will be clean. 
LEV.13.35	But if the sore does spread in the skin after they are pronounced clean, 
LEV.13.36	the priest is to examine them, and if he finds that the sore has spread in the skin, he does not need to look for yellow hair; they are unclean. 
LEV.13.37	If, however, the sore is unchanged so far as the priest can see, and if black hair has grown in it, the affected person is healed. They are clean, and the priest shall pronounce them clean.
LEV.13.38	“When a man or woman has white spots on the skin, 
LEV.13.39	the priest is to examine them, and if the spots are dull white, it is a harmless rash that has broken out on the skin; they are clean.
LEV.13.40	“A man who has lost his hair and is bald is clean. 
LEV.13.41	If he has lost his hair from the front of his scalp and has a bald forehead, he is clean. 
LEV.13.42	But if he has a reddish-white sore on his bald head or forehead, it is a defiling disease breaking out on his head or forehead. 
LEV.13.43	The priest is to examine him, and if the swollen sore on his head or forehead is reddish-white like a defiling skin disease, 
LEV.13.44	the man is diseased and is unclean. The priest shall pronounce him unclean because of the sore on his head.
LEV.13.45	“Anyone with such a defiling disease must wear torn clothes, let their hair be unkempt,
LEV.13.46	As long as they have the disease they remain unclean. They must live alone; they must live outside the camp.
LEV.13.47	“As for any fabric that is spoiled with a defiling mold—any woolen or linen clothing, 
LEV.13.48	any woven or knitted material of linen or wool, any leather or anything made of leather— 
LEV.13.49	if the affected area in the fabric, the leather, the woven or knitted material, or any leather article, is greenish or reddish, it is a defiling mold and must be shown to the priest. 
LEV.13.50	The priest is to examine the affected area and isolate the article for seven days. 
LEV.13.51	On the seventh day he is to examine it, and if the mold has spread in the fabric, the woven or knitted material, or the leather, whatever its use, it is a persistent defiling mold; the article is unclean. 
LEV.13.52	He must burn the fabric, the woven or knitted material of wool or linen, or any leather article that has been spoiled; because the defiling mold is persistent, the article must be burned.
LEV.13.53	“But if, when the priest examines it, the mold has not spread in the fabric, the woven or knitted material, or the leather article, 
LEV.13.54	he shall order that the spoiled article be washed. Then he is to isolate it for another seven days. 
LEV.13.55	After the article has been washed, the priest is to examine it again, and if the mold has not changed its appearance, even though it has not spread, it is unclean. Burn it, no matter which side of the fabric has been spoiled. 
LEV.13.56	If, when the priest examines it, the mold has faded after the article has been washed, he is to tear the spoiled part out of the fabric, the leather, or the woven or knitted material. 
LEV.13.57	But if it reappears in the fabric, in the woven or knitted material, or in the leather article, it is a spreading mold; whatever has the mold must be burned. 
LEV.13.58	Any fabric, woven or knitted material, or any leather article that has been washed and is rid of the mold, must be washed again. Then it will be clean.”
LEV.13.59	These are the regulations concerning defiling molds in woolen or linen clothing, woven or knitted material, or any leather article, for pronouncing them clean or unclean.
LEV.14.1	The 
LEV.14.2	“These are the regulations for any diseased person at the time of their ceremonial cleansing, when they are brought to the priest: 
LEV.14.3	The priest is to go outside the camp and examine them. If they have been healed of their defiling skin disease,
LEV.14.4	the priest shall order that two live clean birds and some cedar wood, scarlet yarn and hyssop be brought for the person to be cleansed. 
LEV.14.5	Then the priest shall order that one of the birds be killed over fresh water in a clay pot. 
LEV.14.6	He is then to take the live bird and dip it, together with the cedar wood, the scarlet yarn and the hyssop, into the blood of the bird that was killed over the fresh water. 
LEV.14.7	Seven times he shall sprinkle the one to be cleansed of the defiling disease, and then pronounce them clean. After that, he is to release the live bird in the open fields.
LEV.14.8	“The person to be cleansed must wash their clothes, shave off all their hair and bathe with water; then they will be ceremonially clean. After this they may come into the camp, but they must stay outside their tent for seven days. 
LEV.14.9	On the seventh day they must shave off all their hair; they must shave their head, their beard, their eyebrows and the rest of their hair. They must wash their clothes and bathe themselves with water, and they will be clean.
LEV.14.10	“On the eighth day they must bring two male lambs and one ewe lamb a year old, each without defect, along with three-tenths of an ephah
LEV.14.11	The priest who pronounces them clean shall present both the one to be cleansed and their offerings before the 
LEV.14.12	“Then the priest is to take one of the male lambs and offer it as a guilt offering, along with the log of oil; he shall wave them before the 
LEV.14.13	He is to slaughter the lamb in the sanctuary area where the sin offering
LEV.14.14	The priest is to take some of the blood of the guilt offering and put it on the lobe of the right ear of the one to be cleansed, on the thumb of their right hand and on the big toe of their right foot. 
LEV.14.15	The priest shall then take some of the log of oil, pour it in the palm of his own left hand, 
LEV.14.16	dip his right forefinger into the oil in his palm, and with his finger sprinkle some of it before the 
LEV.14.17	The priest is to put some of the oil remaining in his palm on the lobe of the right ear of the one to be cleansed, on the thumb of their right hand and on the big toe of their right foot, on top of the blood of the guilt offering. 
LEV.14.18	The rest of the oil in his palm the priest shall put on the head of the one to be cleansed and make atonement for them before the 
LEV.14.19	“Then the priest is to sacrifice the sin offering and make atonement for the one to be cleansed from their uncleanness. After that, the priest shall slaughter the burnt offering 
LEV.14.20	and offer it on the altar, together with the grain offering, and make atonement for them, and they will be clean.
LEV.14.21	“If, however, they are poor and cannot afford these, they must take one male lamb as a guilt offering to be waved to make atonement for them, together with a tenth of an ephah
LEV.14.22	and two doves or two young pigeons, such as they can afford, one for a sin offering and the other for a burnt offering.
LEV.14.23	“On the eighth day they must bring them for their cleansing to the priest at the entrance to the tent of meeting, before the 
LEV.14.24	The priest is to take the lamb for the guilt offering, together with the log of oil, and wave them before the 
LEV.14.25	He shall slaughter the lamb for the guilt offering and take some of its blood and put it on the lobe of the right ear of the one to be cleansed, on the thumb of their right hand and on the big toe of their right foot. 
LEV.14.26	The priest is to pour some of the oil into the palm of his own left hand, 
LEV.14.27	and with his right forefinger sprinkle some of the oil from his palm seven times before the 
LEV.14.28	Some of the oil in his palm he is to put on the same places he put the blood of the guilt offering—on the lobe of the right ear of the one to be cleansed, on the thumb of their right hand and on the big toe of their right foot. 
LEV.14.29	The rest of the oil in his palm the priest shall put on the head of the one to be cleansed, to make atonement for them before the 
LEV.14.30	Then he shall sacrifice the doves or the young pigeons, such as the person can afford, 
LEV.14.31	one as a sin offering and the other as a burnt offering, together with the grain offering. In this way the priest will make atonement before the 
LEV.14.32	These are the regulations for anyone who has a defiling skin disease and who cannot afford the regular offerings for their cleansing.
LEV.14.33	The 
LEV.14.34	“When you enter the land of Canaan, which I am giving you as your possession, and I put a spreading mold in a house in that land, 
LEV.14.35	the owner of the house must go and tell the priest, ‘I have seen something that looks like a defiling mold in my house.’ 
LEV.14.36	The priest is to order the house to be emptied before he goes in to examine the mold, so that nothing in the house will be pronounced unclean. After this the priest is to go in and inspect the house. 
LEV.14.37	He is to examine the mold on the walls, and if it has greenish or reddish depressions that appear to be deeper than the surface of the wall, 
LEV.14.38	the priest shall go out the doorway of the house and close it up for seven days. 
LEV.14.39	On the seventh day the priest shall return to inspect the house. If the mold has spread on the walls, 
LEV.14.40	he is to order that the contaminated stones be torn out and thrown into an unclean place outside the town. 
LEV.14.41	He must have all the inside walls of the house scraped and the material that is scraped off dumped into an unclean place outside the town. 
LEV.14.42	Then they are to take other stones to replace these and take new clay and plaster the house.
LEV.14.43	“If the defiling mold reappears in the house after the stones have been torn out and the house scraped and plastered, 
LEV.14.44	the priest is to go and examine it and, if the mold has spread in the house, it is a persistent defiling mold; the house is unclean. 
LEV.14.45	It must be torn down—its stones, timbers and all the plaster—and taken out of the town to an unclean place.
LEV.14.46	“Anyone who goes into the house while it is closed up will be unclean till evening. 
LEV.14.47	Anyone who sleeps or eats in the house must wash their clothes.
LEV.14.48	“But if the priest comes to examine it and the mold has not spread after the house has been plastered, he shall pronounce the house clean, because the defiling mold is gone. 
LEV.14.49	To purify the house he is to take two birds and some cedar wood, scarlet yarn and hyssop. 
LEV.14.50	He shall kill one of the birds over fresh water in a clay pot. 
LEV.14.51	Then he is to take the cedar wood, the hyssop, the scarlet yarn and the live bird, dip them into the blood of the dead bird and the fresh water, and sprinkle the house seven times. 
LEV.14.52	He shall purify the house with the bird’s blood, the fresh water, the live bird, the cedar wood, the hyssop and the scarlet yarn. 
LEV.14.53	Then he is to release the live bird in the open fields outside the town. In this way he will make atonement for the house, and it will be clean.”
LEV.14.54	These are the regulations for any defiling skin disease, for a sore, 
LEV.14.55	for defiling molds in fabric or in a house, 
LEV.14.56	and for a swelling, a rash or a shiny spot, 
LEV.14.57	to determine when something is clean or unclean.
LEV.14.57	These are the regulations for defiling skin diseases and defiling molds.
LEV.15.1	The 
LEV.15.2	“Speak to the Israelites and say to them: ‘When any man has an unusual bodily discharge, such a discharge is unclean. 
LEV.15.3	Whether it continues flowing from his body or is blocked, it will make him unclean. This is how his discharge will bring about uncleanness:
LEV.15.4	“ ‘Any bed the man with a discharge lies on will be unclean, and anything he sits on will be unclean. 
LEV.15.5	Anyone who touches his bed must wash their clothes and bathe with water, and they will be unclean till evening. 
LEV.15.6	Whoever sits on anything that the man with a discharge sat on must wash their clothes and bathe with water, and they will be unclean till evening.
LEV.15.7	“ ‘Whoever touches the man who has a discharge must wash their clothes and bathe with water, and they will be unclean till evening.
LEV.15.8	“ ‘If the man with the discharge spits on anyone who is clean, they must wash their clothes and bathe with water, and they will be unclean till evening.
LEV.15.9	“ ‘Everything the man sits on when riding will be unclean, 
LEV.15.10	and whoever touches any of the things that were under him will be unclean till evening; whoever picks up those things must wash their clothes and bathe with water, and they will be unclean till evening.
LEV.15.11	“ ‘Anyone the man with a discharge touches without rinsing his hands with water must wash their clothes and bathe with water, and they will be unclean till evening.
LEV.15.12	“ ‘A clay pot that the man touches must be broken, and any wooden article is to be rinsed with water.
LEV.15.13	“ ‘When a man is cleansed from his discharge, he is to count off seven days for his ceremonial cleansing; he must wash his clothes and bathe himself with fresh water, and he will be clean. 
LEV.15.14	On the eighth day he must take two doves or two young pigeons and come before the 
LEV.15.15	The priest is to sacrifice them, the one for a sin offering
LEV.15.16	“ ‘When a man has an emission of semen, he must bathe his whole body with water, and he will be unclean till evening. 
LEV.15.17	Any clothing or leather that has semen on it must be washed with water, and it will be unclean till evening. 
LEV.15.18	When a man has sexual relations with a woman and there is an emission of semen, both of them must bathe with water, and they will be unclean till evening.
LEV.15.19	“ ‘When a woman has her regular flow of blood, the impurity of her monthly period will last seven days, and anyone who touches her will be unclean till evening.
LEV.15.20	“ ‘Anything she lies on during her period will be unclean, and anything she sits on will be unclean. 
LEV.15.21	Anyone who touches her bed will be unclean; they must wash their clothes and bathe with water, and they will be unclean till evening. 
LEV.15.22	Anyone who touches anything she sits on will be unclean; they must wash their clothes and bathe with water, and they will be unclean till evening. 
LEV.15.23	Whether it is the bed or anything she was sitting on, when anyone touches it, they will be unclean till evening.
LEV.15.24	“ ‘If a man has sexual relations with her and her monthly flow touches him, he will be unclean for seven days; any bed he lies on will be unclean.
LEV.15.25	“ ‘When a woman has a discharge of blood for many days at a time other than her monthly period or has a discharge that continues beyond her period, she will be unclean as long as she has the discharge, just as in the days of her period. 
LEV.15.26	Any bed she lies on while her discharge continues will be unclean, as is her bed during her monthly period, and anything she sits on will be unclean, as during her period. 
LEV.15.27	Anyone who touches them will be unclean; they must wash their clothes and bathe with water, and they will be unclean till evening.
LEV.15.28	“ ‘When she is cleansed from her discharge, she must count off seven days, and after that she will be ceremonially clean. 
LEV.15.29	On the eighth day she must take two doves or two young pigeons and bring them to the priest at the entrance to the tent of meeting. 
LEV.15.30	The priest is to sacrifice one for a sin offering and the other for a burnt offering. In this way he will make atonement for her before the 
LEV.15.31	“ ‘You must keep the Israelites separate from things that make them unclean, so they will not die in their uncleanness for defiling my dwelling place,
LEV.15.32	These are the regulations for a man with a discharge, for anyone made unclean by an emission of semen, 
LEV.15.33	for a woman in her monthly period, for a man or a woman with a discharge, and for a man who has sexual relations with a woman who is ceremonially unclean.
LEV.16.1	The 
LEV.16.2	The 
LEV.16.3	“This is how Aaron is to enter the Most Holy Place: He must first bring a young bull for a sin offering
LEV.16.4	He is to put on the sacred linen tunic, with linen undergarments next to his body; he is to tie the linen sash around him and put on the linen turban. These are sacred garments; so he must bathe himself with water before he puts them on. 
LEV.16.5	From the Israelite community he is to take two male goats for a sin offering and a ram for a burnt offering.
LEV.16.6	“Aaron is to offer the bull for his own sin offering to make atonement for himself and his household. 
LEV.16.7	Then he is to take the two goats and present them before the 
LEV.16.8	He is to cast lots for the two goats—one lot for the 
LEV.16.9	Aaron shall bring the goat whose lot falls to the 
LEV.16.10	But the goat chosen by lot as the scapegoat shall be presented alive before the 
LEV.16.11	“Aaron shall bring the bull for his own sin offering to make atonement for himself and his household, and he is to slaughter the bull for his own sin offering. 
LEV.16.12	He is to take a censer full of burning coals from the altar before the 
LEV.16.13	He is to put the incense on the fire before the 
LEV.16.14	He is to take some of the bull’s blood and with his finger sprinkle it on the front of the atonement cover; then he shall sprinkle some of it with his finger seven times before the atonement cover.
LEV.16.15	“He shall then slaughter the goat for the sin offering for the people and take its blood behind the curtain and do with it as he did with the bull’s blood: He shall sprinkle it on the atonement cover and in front of it. 
LEV.16.16	In this way he will make atonement for the Most Holy Place because of the uncleanness and rebellion of the Israelites, whatever their sins have been. He is to do the same for the tent of meeting, which is among them in the midst of their uncleanness. 
LEV.16.17	No one is to be in the tent of meeting from the time Aaron goes in to make atonement in the Most Holy Place until he comes out, having made atonement for himself, his household and the whole community of Israel.
LEV.16.18	“Then he shall come out to the altar that is before the 
LEV.16.19	He shall sprinkle some of the blood on it with his finger seven times to cleanse it and to consecrate it from the uncleanness of the Israelites.
LEV.16.20	“When Aaron has finished making atonement for the Most Holy Place, the tent of meeting and the altar, he shall bring forward the live goat. 
LEV.16.21	He is to lay both hands on the head of the live goat and confess over it all the wickedness and rebellion of the Israelites—all their sins—and put them on the goat’s head. He shall send the goat away into the wilderness in the care of someone appointed for the task. 
LEV.16.22	The goat will carry on itself all their sins to a remote place; and the man shall release it in the wilderness.
