GEN.1.1	In the beginning God created the heavens and the earth.
DEU.1.20	Then I said unto you, Ye are come unto the mountain of the Amorite, which the 
DEU.1.21	Behold, the 
DEU.1.22	And ye came near unto me every one of you and said, We will send men before us, and they shall spy us out the land and bring us word again by what way we must go up and into what cities we shall come.
DEU.1.23	And the saying seemed good unto me, and I took twelve men of you, one of each tribe.
DEU.1.24	And they turned and went up into the mountain and came unto the valley of Eshcol and spied out the land.
DEU.1.25	And they took of the fruit of the land in their hands and brought it down unto us and brought us word again and said, It is a good land which the 
DEU.1.26	Notwithstanding ye would not go up, but rebelled against the commandment of the 
DEU.1.27	and ye murmured in your tents and said, Because the 
DEU.1.28	Where shall we go up? Our brethren have discouraged our heart, saying, This people is greater and taller than we; the cities are great and walled up to heaven; and moreover we have seen the sons of the Anakims there.
DEU.1.29	Then I said unto you, Dread not, neither be afraid of them.
DEU.1.30	The 
DEU.1.31	and in the wilderness thou hast seen how that the 
DEU.1.32	Yet with all this ye did not believe in the 
DEU.1.33	who went in the way before you to search you out a place to pitch your tents, with fire by night, to show you by what way ye should go, and with a cloud by day.
DEU.1.34	And the 
DEU.1.35	Surely not one of these men of this evil generation shall see that good land, which I swore to give unto your fathers,
DEU.1.36	except Caleb the son of Jephunneh; he shall see it, and to him will I give the land that he has trodden upon, and to his sons, because he has perfectly followed the 
DEU.1.37	Also the 
DEU.1.38	But Joshua, the son of Nun, who stands before thee, he shall go in there; encourage him; for he shall cause Israel to inherit it.
DEU.1.39	Moreover your little ones, whom ye said should be a prey and your children who in that day had no knowledge between good and evil, they shall go in there, and unto them will I give it, and they shall inherit it.
DEU.1.40	But as for you, return and take your journey into the wilderness by the way of the Red sea.
DEU.1.41	Then ye answered and said unto me, We have sinned against the 
DEU.1.42	And the 
DEU.1.43	So I spoke unto you, and ye would not hear but were rebels against the word of the 
DEU.1.44	And the Amorite, who dwelt in that mountain, came out against you and chased you, as bees do, and destroyed you in Seir, even unto Hormah.
DEU.1.45	And ye returned and wept before the 
DEU.1.46	So ye abode in Kadesh many days, according unto the days that ye abode there.
DEU.2.1	Then we turned and took our journey into the wilderness by the way of the Red sea, as the 
DEU.2.2	until the 
DEU.2.3	Ye have gone around this mountain long enough; return unto the Aquilon.
DEU.2.4	And command thou the people, saying, Ye are to pass through the border of your brethren, the sons of Esau, who dwell in Seir; and they shall be afraid of you; take care unto yourselves, therefore;
DEU.2.5	do not seek a fight with them; for I will not give you of their land, no, not so much as a foot breadth because I have given Mount Seir unto Esau for an inheritance.
DEU.2.6	Ye shall buy food from them for money that ye may eat, and ye shall also buy water from them for money that ye may drink.
DEU.2.7	For the 
DEU.2.8	And when we passed by our brethren, the sons of Esau, who dwelt in Seir, through the way of the plain from Elath and from Eziongaber, we turned and passed by the way of the wilderness of Moab.
DEU.2.9	And the 
DEU.2.10	(The Emims dwelt therein in times past, a people great, and many and tall as the Anakims,
DEU.2.11	which also were accounted giants as the Anakims; but the Moabites call them Emims.
DEU.2.12	The Horims also dwelt in Seir before time, but the sons of Esau inherited from them, and they destroyed them from before them and dwelt in their stead as Israel did in the land of his possession, which the 
DEU.2.13	Now rise up, said I, and pass the brook Zered. And we went over the brook Zered.
DEU.2.14	And the days in which we came from Kadeshbarnea until we were come over the brook Zered, was thirty-eight years until all the generation of the men of war were wasted out from among the camp, as the 
DEU.2.15	For indeed the hand of the 
DEU.2.16	So it came to pass, when all the men of war were consumed and dead from among the people
DEU.2.17	that the 
DEU.2.18	Thou art to pass the border of Moab today unto Ar,
DEU.2.19	and when thou comest near over against the sons of Ammon, do not distress them nor meddle with them, for I will not give thee of the land of the sons of Ammon any possession because I have given it unto the sons of Lot for an inheritance.
DEU.2.20	(That also was accounted a land of giants; giants dwelt therein in another time, and the Ammonites called them Zamzummims,
DEU.2.21	a people great and many and tall as the Anakims; whom the 
DEU.2.22	as he did to the sons of Esau who dwelt in Seir when he destroyed the Horims from before them; and they inherited from them and dwelt in their stead even unto this day.
DEU.2.23	And the Avims who dwelt in Hazerim, even unto Gaza, the Caphtorims, who came forth out of Caphtor, destroyed them and dwelt in their stead.)
DEU.2.24	Rise ye up, take your journey, and pass the river Arnon; behold, I have given into thine hand Sihon, the Amorite king of Heshbon, and his land; begin, take possession and contend with him in battle.
DEU.2.25	This day I will begin to put the dread of thee and the fear of thee upon the peoples that are under the whole heaven, who shall hear the report of thee, and shall tremble and be in anguish because of thee.
DEU.2.26	And I sent ambassadors out of the wilderness of Kedemoth unto Sihon, king of Heshbon, with words of peace, saying,
DEU.2.27	Let me pass through thy land; I will go along by the high way; I will neither turn unto the right hand nor to the left.
DEU.2.28	Thou shalt sell me food for money, that I may eat, and give me water for money, that I may drink; I will only pass through on my feet
DEU.2.29	(as the sons of Esau, who dwell in Seir, and the Moabites, who dwell in Ar, did unto me) until I shall pass the Jordan into the land which the 
DEU.2.30	But Sihon, king of Heshbon, would not let us pass by him, for the 
DEU.2.31	And the 
DEU.2.32	Then Sihon came out against us, he and all his people, to fight at Jahaz.
DEU.2.33	But the 
DEU.2.34	And we took all his cities at that time and utterly destroyed all the cities, the men and the women and the little ones; we left none to remain.
DEU.2.35	We took only the beasts for a prey unto ourselves and the spoil of the cities which we took.
DEU.2.36	From Aroer, which is by the brink of the river of Arnon, and from the city that is by the river even unto Gilead, there was not one city escaped us; the 
DEU.2.37	Only unto the land of the sons of Ammon thou camest not, nor unto any place of the river Jabbok, nor unto the cities in the mountains, nor unto any place that the 
DEU.3.1	Then we turned, and went up the way to Bashan; and Og the king of Bashan, came out against us, he and all his people, to battle at Edrei.
DEU.3.2	And the 
DEU.3.3	So the 
DEU.3.4	And we took all his cities at that time there was not a city which we did not take from them, sixty cities, all the region of Argob, of the kingdom of Og in Bashan.
DEU.3.5	All these cities were fenced with high walls, gates, and bars besides a great many unwalled towns.
DEU.3.6	And we utterly destroyed them, as we did unto Sihon, king of Heshbon, utterly destroying every city, men, women, and children.
DEU.3.7	But all the beasts and the spoil of the cities, we took for a prey to ourselves.
DEU.3.8	And we also took at that time out of the hand of the two kings of the Amorites the land that was on this side of the Jordan, from the river of Arnon unto Mount Hermon
DEU.3.9	(which Hermon the Sidonians call Sirion and the Amorites call it Shenir) and
DEU.3.10	all the cities of the plain and all Gilead and all Bashan unto Salchah and Edrei, cities of the kingdom of Og in Bashan.
DEU.3.11	For only Og, king of Bashan, had remained of the remnant of giants; behold, his bedstead was a bedstead of iron; is it not in Rabbath of the sons of Ammon? Nine cubits was the length thereof and four cubits the breadth of it, after the cubit of a man.
DEU.3.12	And this land, which we inherited at that time, from Aroer, which is by the river Arnon, and half of Mount Gilead and the cities thereof, I gave unto the Reubenites and to the Gadites.
DEU.3.13	And the rest of Gilead and all Bashan (fertile ground), being the kingdom of Og, gave I unto the half tribe of Manasseh: all the region of Argob, with all Bashan, which was called the land of giants.
DEU.3.14	Jair, the son of Manasseh, took all the country of Argob unto the border of Geshuri and Maachathi and called them after his own name, Bashanhavothjair, unto this day.
DEU.3.15	And I gave Gilead unto Machir.
DEU.3.16	And unto the Reubenites and unto the Gadites I gave from Gilead even unto the river Arnon, half the valley for a border even unto the river Jabbok, which is the border of the sons of Ammon,
DEU.3.17	the plain also and the Jordan and the border thereof from Chinnereth even unto the sea of the plain, even the salt sea, under Ashdothpisgah eastward.
DEU.3.18	And I commanded you at that time, saying, The 
DEU.3.19	Only your wives and your little ones and your livestock (for I know that ye have much livestock) shall abide in your cities which I have given you
DEU.3.20	until the 
DEU.3.21	And I also commanded Joshua at that time, saying, Thine eyes have seen all that the 
DEU.3.22	Ye shall not fear them, for the 
DEU.3.23	And I besought the 
DEU.3.24	O Lord GOD, thou hast begun to show thy slave thy greatness and thy mighty hand; for what God is there in heaven or in earth that can do according to thy works and according to thy mighty acts?
DEU.3.25	I pray thee, let me go over and see that good land that is beyond the Jordan, that goodly mountain and Lebanon.
DEU.3.26	But the 
DEU.3.27	Climb up into the top of Pisgah and lift up thine eyes westward and towards the Aquilon and towards the Negev and eastward and behold it with thine eyes, for thou shalt not go over this Jordan.
DEU.3.28	But charge Joshua and encourage him and comfort him, for he shall go over before this people, and he shall cause them to inherit the land which thou shalt see.
DEU.3.29	So we abode in the valley over against Bethpeor.
DEU.4.1	Now, therefore, hear, O Israel, the statutes and the rights which I teach you, for in doing them ye shall live and go in and inherit the land which the 
DEU.4.2	Ye shall not add unto the word which I command you, neither shall ye diminish anything from it, that ye may keep the commandments of the 
DEU.4.3	Your eyes have seen what the 
DEU.4.4	But ye that did cleave unto the 
DEU.4.5	Behold, I have taught you statutes and rights, even as the 
DEU.4.6	Keep them, therefore, and do them, for this is your wisdom and your understanding in the sight of the peoples, who shall hear all these statutes and say, Surely this great nation is a wise and understanding people.
DEU.4.7	For what nation is there so great who has God so nigh unto them, as the 
DEU.4.8	And what nation is there so great that has statutes and rights so just as all this law, which I set before you this day?
DEU.4.9	Therefore, take heed to thyself and keep thy soul diligently lest thou forget the things which thine eyes have seen and lest they depart from thy heart all the days of thy life, but teach them to thy sons and thy sons’ sons.
DEU.4.10	The day that thou didst stand before the 
DEU.4.11	And ye came near and stood under the mountain, and the mountain burned with fire unto the midst of the heavens, with darkness, clouds, and thick darkness.
DEU.4.12	And the 
DEU.4.13	And he declared unto you his covenant, which he commanded you to perform, the ten words; and he wrote them upon two tables of stone.
DEU.4.14	And the 
DEU.4.15	Diligently guard, therefore, your souls, for ye saw no manner of likeness on the day that the 
DEU.4.16	lest ye corrupt yourselves and make yourselves a graven image, the similitude of any figure, the likeness of male or female,
DEU.4.17	the likeness of any beast that is on the earth, the likeness of any winged fowl that flies in the air,
DEU.4.18	the likeness of any animal that moves on the ground, the likeness of any fish that is in the waters beneath the earth,
DEU.4.19	And lest thou lift up thine eyes unto heaven, and when thou seest the sun and the moon and the stars, even all the host of heaven, and should be driven to worship them and serve them because the 
DEU.4.20	But the 
DEU.4.21	Furthermore, the 
DEU.4.22	Therefore, I must die in this land and will not pass the Jordan, but ye shall pass and inherit that good land.
DEU.4.23	Keep yourselves, do not forget the covenant of the 
DEU.4.24	For the 
DEU.4.25	When thou shalt beget children and grandchildren and ye shall have remained long in the land and shall corrupt yourselves and make a graven image or the likeness of any thing and shall do evil in the sight of the 
DEU.4.26	I put heaven and earth as witnesses today that ye shall soon utterly perish from off the land unto which ye pass the Jordan to inherit it; ye shall not prolong your days upon it without being utterly destroyed.
DEU.4.27	And the 
DEU.4.28	And there ye shall serve gods, the work of men’s hands, wood and stone, which neither see, nor hear, nor eat, nor smell.
DEU.4.29	But if from there, thou shalt seek the 
DEU.4.30	When thou art in trouble and all these things are come upon thee, if in the latter days thou shalt turn to the 
DEU.4.31	(for the 
DEU.4.32	Ask, therefore, now of the days that are past, which were before thee, since the day that God created man upon the earth and ask from the one side of heaven unto the other whether there has been any such thing as this great thing is, or has any other been heard like it?
DEU.4.33	Have a people ever heard the voice of God speaking out of the midst of the fire, as thou hast heard, and lived?
DEU.4.34	Or has God assayed to go and take him a nation from the midst of another nation, by trials, by signs and by wonders and by war and by a mighty hand and by a stretched out arm and by great terrors, according to all that the 
DEU.4.35	Unto thee it was shown that thou mightest know that the 
DEU.4.36	Out of the heavens he made thee to hear his voice that he might instruct thee, and upon earth he showed thee his great fire, and thou hast heard his words out of the midst of the fire.
DEU.4.37	And because he loved thy fathers, therefore, he chose their seed after them and brought thee out in his sight with his mighty power out of Egypt,
DEU.4.38	to drive out Gentiles from before thee greater and mightier than thou art, to bring thee in, to give thee their land for an inheritance, as it is this day.
DEU.4.39	Know therefore this day and consider it in thine heart that the 
DEU.4.40	Thou shalt keep, therefore, his statutes and his commandments which I command thee this day that it may go well with thee and with thy sons after thee and that thou may prolong thy days upon the land which the 
DEU.4.41	Then Moses separated three cities on this side of the Jordan toward the sunrising
DEU.4.42	that the manslayer might flee there, who should kill his neighbour unawares and hated him not in times past and that fleeing unto one of these cities he might live:
DEU.4.43	Namely, Bezer in the wilderness, in the plain country, of the Reubenites, and Ramoth in Gilead, of the Gadites, and Golan in Bashan, of the Manassites.
DEU.4.44	And this is the law which Moses set before the sons of Israel.
DEU.4.45	These are the testimonies and the statutes and the rights, which Moses spoke unto the sons of Israel after they came forth out of Egypt,
DEU.4.46	on this side of the Jordan, in the valley over against Bethpeor, in the land of Sihon, king of the Amorites, who dwelt at Heshbon, whom Moses and the sons of Israel smote after they were come forth out of Egypt;
DEU.4.47	and they possessed his land and the land of Og, king of Bashan, two kings of the Amorites, who were on this side of the Jordan toward the sunrising.
DEU.4.48	From Aroer, which is by the bank of the river Arnon, even unto Mount Sion, which is Hermon,
DEU.4.49	and all the plain on this side of the Jordan eastward, even unto the sea of the plain, under the springs of Pisgah.
DEU.5.1	And Moses called all Israel and said unto them, Hear, O Israel, the statutes and rights which I speak in your ears this day, that ye may learn them and keep them, to do them.
DEU.5.2	The 
DEU.5.3	Not with our fathers did the 
DEU.5.4	The 
DEU.5.5	(I stood between the 
DEU.5.6	I AM thy God, who brought thee out of the land of Egypt from the house of slavery.
DEU.5.7	Thou shalt have no other gods before me.
DEU.5.8	Thou shalt not make thee any graven image or any likeness of any thing that is in the heavens above or that is in the earth beneath or that is in the waters beneath the earth.
DEU.5.9	Thou shalt not bow down to them nor serve them, for I the 
DEU.5.10	and showing mercy unto thousands, to those that love me and keep my commandments.
DEU.5.11	Thou shalt not take the name of the 
DEU.5.12	Keep the sabbath day to sanctify it, as the 
DEU.5.13	Six days thou shalt labour and do all thy work,
DEU.5.14	but the seventh day is the sabbath unto the 
DEU.5.15	And remember that thou wast a slave in the land of Egypt and that the 
DEU.5.16	Honour thy father and thy mother, as the 
DEU.5.17	Thou shalt not murder.
DEU.5.18	Thou shalt not commit adultery.
DEU.5.19	Thou shalt not steal.
DEU.5.20	Thou shalt not give false testimony against thy neighbour.
DEU.5.21	Thou shalt not desire thy neighbour’s wife, neither shalt thou covet thy neighbour’s house, his field or his manslave or his maidslave, his ox or his ass or any thing that is thy neighbour’s.
DEU.5.22	These words the 
DEU.5.23	And it came to pass when ye heard the voice out of the midst of the darkness and saw the mountain that burned with fire that ye came near unto me, even all the princes of your tribes and your elders;
DEU.5.24	and ye said, Behold, the 
DEU.5.25	Now, therefore, why should we die? For this great fire will consume us; if we hear the voice of the 
DEU.5.26	For what is all flesh that it should hear the voice of the living God that speaks out of the midst of the fire, as we heard, and live?
DEU.5.27	Go thou near and hear all that the 
DEU.5.28	And the 
DEU.5.29	O that there were such a heart in them that they would fear me and keep all my commandments always that it might be well with them and with their children for ever!
DEU.5.30	Go say to them, Return to your tents.
DEU.5.31	But as for thee, stand thou here by me, and I will speak unto thee all the commandments and the statutes and the rights, which thou shalt teach them, that they may do them in the land which I give them to inherit.
DEU.5.32	Ye shall observe to do, therefore, as the 
DEU.5.33	Ye shall walk in all the ways which the 
DEU.6.1	Now these are the commandments, the statutes, and the rights, which the 
DEU.6.2	that thou might fear the 
DEU.6.3	Hear, therefore, O Israel, and observe to do it that it may be well with thee and that ye may be multiplied exceedingly (as the 
DEU.6.4	Hear, O Israel: The 
DEU.6.5	And thou shalt love the 
DEU.6.6	And these words, which I command thee this day, shall be upon thy heart,
DEU.6.7	and thou shalt repeat them diligently unto thy sons and shalt talk of them being in thy house and walking by the way, lying down in bed, and rising up;
DEU.6.8	and thou shalt bind them for a sign upon thy hand, and they shall be as frontlets between thy eyes;
DEU.6.9	and thou shalt write them upon the posts of thy house and on thy gates.
DEU.6.10	And it shall be, when the 
DEU.6.11	and houses full of all good things, which thou didst not fill, and hewn out wells, which thou didst not dig, vineyards and olive trees, which thou didst not plant; when thou shalt have eaten and be full,
DEU.6.12	then beware lest thou forget the 
DEU.6.13	Thou shalt fear the 
DEU.6.14	Ye shall not go after other gods, of the gods of the peoples who are round about you
DEU.6.15	(for the 
DEU.6.16	Ye shall not tempt the 
DEU.6.17	Ye shall diligently keep the commandments of the 
DEU.6.18	And thou shalt do that which is right and good in the sight of the 
DEU.6.19	so that he will cast out all thine enemies from before thy presence, as the 
DEU.6.20	And when tomorrow thy son asks thee, saying, What are the testimonies and the statutes and the rights, which the 
DEU.6.21	Then thou shalt say unto thy son, We were Pharaoh’s slaves in Egypt, and the 
DEU.6.22	and the 
DEU.6.23	and he brought us out from there that he might bring us in, to give us the land which he swore unto our fathers.
DEU.6.24	And the 
DEU.6.25	And we shall have justice when we keep ourselves by doing all these commandments before the 
DEU.7.1	When the 
DEU.7.2	and when the 
DEU.7.3	Neither shalt thou make marriages with them; thy daughter thou shalt not give unto his son, nor his daughter shalt thou take unto thy son.
DEU.7.4	For they will turn away thy son from following me that they may serve other gods; and the anger of the 
DEU.7.5	But thus shall ye deal with them: ye shall destroy their altars and break down their images and cut down their groves and burn their graven images in the fire.
DEU.7.6	For thou art a holy people unto the 
DEU.7.7	Not because ye were more than the other peoples has the 
DEU.7.8	but because the 
DEU.7.9	Know, therefore, that the 
DEU.7.10	and repays him that hates him to his face, to destroy him; he will not be slack to him that hates him; he will repay him to his face.
DEU.7.11	Keep, therefore, the commandments and statutes and rights, which I command thee this day, to do them.
DEU.7.12	And it shall come to pass, for having heard these rights and for having kept them by doing them that the 
DEU.7.13	and he will love thee and bless thee and multiply thee; he will also bless the fruit of thy womb and the fruit of thy land, thy grain and thy wine and thine oil, the increase of thy cows and the flocks of thy sheep, in the land which he swore unto thy fathers to give thee.
DEU.7.14	Thou shalt be blessed above all peoples; there shall not be male or female barren among you or among your beasts.
DEU.7.15	And the 
DEU.7.16	And thou shalt consume all the peoples which the 
DEU.7.17	When thou shalt say in thy heart, These Gentiles are more than I; how can I dispossess them?
DEU.7.18	Do not be afraid of them; remember well what the 
DEU.7.19	of the great trials which thine eyes saw and the signs and the wonders and the mighty hand and the outstretched arm, by which the 
DEU.7.20	Moreover the 
DEU.7.21	Thou shalt not faint before them; for the 
DEU.7.22	And the 
DEU.7.23	But the 
DEU.7.24	And he shall deliver their kings into thy hand, and thou shalt destroy their name from under heaven; no one shall be able to stand before thee until thou hast destroyed them.
DEU.7.25	The graven images of their gods ye shall burn in the fire; thou shalt not desire the silver or gold that is on them nor take it unto thee lest thou be snared therein; for it is an abomination to the 
DEU.7.26	Neither shalt thou bring an abomination into thine house lest thou become an anathema like it, but thou shalt utterly detest it, and thou shalt utterly abhor it; for it is anathema.
DEU.8.1	Take care to do all the commandments which I command thee this day that ye may live and be multiplied and enter in and inherit the land which the 
DEU.8.2	And thou shalt remember all the way by which the 
DEU.8.3	And he afflicted thee and caused thee to hunger and sustained thee with manna, food of which thou knewest not, neither did thy fathers know, that he might make thee know that man does not live by bread alone, but by every word that proceeds out of the mouth of the 
DEU.8.4	Thy raiment never waxed old upon thee, neither did thy foot swell, these forty years.
DEU.8.5	And know in thine heart, that as a man chastens his son, so the 
DEU.8.6	Keep, therefore, the commandments of the 
DEU.8.7	For the 
DEU.8.8	a land of wheat and barley and vines and fig trees and pomegranates, a land of olives, of oil, and honey;
DEU.8.9	a land in which thou shalt eat bread without scarceness; thou shalt not lack any thing in it, a land whose stones are iron, and out of whose mountains thou may dig brass.
DEU.8.10	Thou shalt eat and be full and bless the 
DEU.8.11	Keep thyself, that thou forget not the 
DEU.8.12	lest peradventure when thou hast eaten and art full and hast built goodly houses and dwelt therein,
DEU.8.13	and when thy herds and thy flocks multiply and thy silver and thy gold is multiplied and all that thou hast is multiplied,
DEU.8.14	then thine heart be lifted up, and thou forget the 
DEU.8.15	who led thee through that great and terrible wilderness of burning serpents and scorpions and drought, where there was no water, who brought thee forth water out of the rock of flint,
DEU.8.16	who fed thee in the wilderness with manna, a food which thy fathers knew not, afflicting thee and proving thee, to do thee good at thy latter end;
DEU.8.17	and thou say in thy heart, My power and the might of my hand has gotten me this wealth.
DEU.8.18	But thou shalt remember the 
DEU.8.19	And it shall be, if thou do at all forget the 
DEU.8.20	As the Gentiles which the 
DEU.9.1	Hear, O Israel: Thou art ready to pass over the Jordan this day to enter in to inherit that of Gentiles greater and mightier than thyself, cities great and fenced up to heaven,
DEU.9.2	A people, great and tall, sons of the Anakims, whom thou knowest and of whom thou hast heard say, Who can stand before the sons of Anak!
DEU.9.3	Understand, therefore, this day that the 
DEU.9.4	Think not in thine heart, after the 
DEU.9.5	Not for thy righteousness or for the uprightness of thine heart, dost thou enter in to inherit their land; but for the wickedness of these Gentiles, the 
DEU.9.6	Understand, therefore, that the 
DEU.9.7	Remember, and forget not, how thou hast provoked the 
DEU.9.8	Also in Horeb ye provoked the 
DEU.9.9	When I climbed up into the mount to receive the tables of stone, even the tables of the covenant which the 
DEU.9.10	and the 
DEU.9.11	And it came to pass at the end of forty days and forty nights that the 
DEU.9.12	And the 
DEU.9.13	Furthermore, the 
DEU.9.14	Let me alone that I may destroy them and blot out their name from under heaven; and I will make of thee a nation mightier and greater than they.
DEU.9.15	So I turned and came down from the mount with the two tables of the covenant in my two hands and the mount burned with fire,
DEU.9.16	and I looked, and, behold, ye had sinned against the 
DEU.9.17	Then I took the two tables and cast them out of my two hands and broke them before your eyes.
DEU.9.18	And I fell down before the 
DEU.9.19	For I was afraid of the anger and hot displeasure with which the 
DEU.9.20	And the 
DEU.9.21	And I took your sin, the calf which ye had made, and burnt it with fire and stamped it and ground it very small even until it was as small as dust, and I cast the dust thereof into the brook that descended out of the mount.
DEU.9.22	Also at Taberah and at Massah and at Kibrothhattaavah, ye provoked the 
DEU.9.23	Likewise when the 
DEU.9.24	Ye have been rebels against the 
DEU.9.25	Thus I fell down before the 
DEU.9.26	I prayed, therefore, unto the 
DEU.9.27	Remember thy slaves, Abraham, Isaac, and Jacob; look not unto the stubbornness of this people nor to their wickedness nor to their sin,
DEU.9.28	lest those of the land from which thou didst bring us out say, Because the 
DEU.9.29	Yet they are thy people and thine inheritance, which thou didst bring out by thy mighty power and by thy outstretched arm.
DEU.10.1	At that time the 
DEU.10.2	and I will write on the tables the words that were in the first tables which thou didst brake, and thou shalt put them in the ark.
DEU.10.3	And I made an ark of cedar wood and hewed two tables of stone like unto the first, and went up into the mount, having the two tables in my hand.
DEU.10.4	And he wrote on the tables, according to the first writing, the ten words which the 
DEU.10.5	And I turned and came down from the mount and put the tables in the ark which I had made; and there they are, as the 
DEU.10.6	(After this, the sons of Israel took their journey from Beeroth of the sons of Jaakan to Mosera; there Aaron died, and there he was buried; and Eleazar, his son, received the priesthood in his stead.
DEU.10.7	From there they journeyed unto Gudgodah and from Gudgodah to Jotbath, a land of rivers of waters.
DEU.10.8	At that time the 
DEU.10.9	Therefore, Levi had no part nor inheritance with his brethren; the 
DEU.10.10	And I stayed in the mount, like the first time, forty days and forty nights; and the 
DEU.10.11	And the 
DEU.10.12	And now, Israel, what does the 
DEU.10.13	to keep the commandments of the 
DEU.10.14	Behold, the heavens and the heaven of heavens are of the 
DEU.10.15	The 
DEU.10.16	Circumcise, therefore, the foreskin of your heart, and no longer be stiffnecked.
DEU.10.17	For the 
DEU.10.18	he executes the rights of the fatherless and the widow and also loves the stranger, giving him food and clothing.
DEU.10.19	Ye shall love, therefore, the stranger, for ye were strangers in the land of Egypt.
DEU.10.20	Thou shalt fear the 
DEU.10.21	He shall be thy praise, and he shall be thy God, that has done with thee these great and terrible things, which thine eyes have seen.
DEU.10.22	Thy fathers went down into Egypt with seventy souls, and now the 
DEU.11.1	Therefore, thou shalt love the 
DEU.11.2	And know ye this day; for I speak not with your children who have not known and who have not seen the chastisement of the 
DEU.11.3	and his miracles and his acts, which he did in the midst of Egypt unto Pharaoh, the king of Egypt and unto all his land,
DEU.11.4	and what he did unto the army of Egypt, unto their horses and to their chariots, how he made the water of the Red sea to overflow them as they pursued after you and how the 
DEU.11.5	and what he did with you in the wilderness until ye came into this place,
DEU.11.6	and what he did unto Dathan and Abiram, the sons of Eliab, the son of Reuben: how the earth opened her mouth and swallowed them up and their households and their tents and all the substance that was in their possession in the midst of all Israel;
DEU.11.7	but your eyes have seen all the great acts of the 
DEU.11.8	Keep, therefore, all the commandments which I command you this day that ye may be strong and enter in and inherit the land, into which ye go to inherit it
DEU.11.9	and that ye may prolong your days in the land, which the 
DEU.11.10	For the land, into which thou goest to inherit it, is not as the land of Egypt, from which ye came out, where thou didst sow thy seed and water it with thy foot, as a garden of herbs.
DEU.11.11	The land, into which ye go to inherit it, is a land of mountains and valleys and drinks water of the rain of heaven,
DEU.11.12	a land which the 
DEU.11.13	And it shall come to pass, if ye shall hearken diligently unto my commandments which I command you this day: to love the 
DEU.11.14	that I will give you the rain of your land in its due season, the early rain and the latter rain, and thou shalt gather in thy grain and thy wine and thine oil.
DEU.11.15	And I will send grass in thy fields for thy beasts, and thou shalt eat and be full.
DEU.11.16	Keep yourselves, therefore, that your heart not be deceived and ye turn aside and serve other gods and worship them;
DEU.11.17	and then the 
DEU.11.18	Therefore, ye shall lay up these my words in your heart and in your soul and bind them for a sign upon your hand that they may be as frontlets between your eyes.
DEU.11.19	And ye shall teach them to your children that ye may think of them sitting in thy house and walking by the way, lying down in bed, and rising up.
DEU.11.20	And thou shalt write them upon the door posts of thine house and upon thy gates
DEU.11.21	that your days may be multiplied, and the days of your children, upon the land which the 
DEU.11.22	For if ye shall diligently keep all these commandments which I command you, to do them, loving the 
DEU.11.23	then the 
DEU.11.24	Every place upon which the soles of your feet shall tread shall be yours, from the wilderness and Lebanon; from the river, the river Euphrates, even unto the western sea shall be your border.
DEU.11.25	No one shall be able to stand before you; for the 
DEU.11.26	Behold, I set before you this day the blessing and the curse:
DEU.11.27	The blessing if ye hear the commandments of the 
DEU.11.28	and the curse if ye will not hear the commandments of the 
DEU.11.29	And it shall come to pass when the 
DEU.11.30	which are on the other side of the Jordan, by the way of the west, in the land of the Canaanite, who dwells in the plain over against Gilgal, beside the plains of Moreh.
DEU.11.31	For ye shall pass the Jordan to go in to inherit the land which the 
DEU.11.32	Keep yourselves, therefore, to do all the statutes and rights which I set before you this day.
DEU.12.1	These are the statutes and rights which ye shall keep to do them in the land which the 
DEU.12.2	Ye shall utterly destroy all the places, upon which the Gentiles, of whom ye shall inherit, served their gods, upon the high mountains and upon the hills and under every green tree;
DEU.12.3	and ye shall overthrow their altars and break their images and burn their groves with fire; and ye shall hew down the statues of their gods and destroy the names of them out of that place.
DEU.12.4	Ye shall not do so unto the 
DEU.12.5	But ye shall seek the place which the 
DEU.12.6	And there ye shall bring your burnt offerings and your sacrifices and your tithes and the offerings of your hand and your vows and your freewill offerings and the firstborn of your cows and of your sheep;
DEU.12.7	and there ye shall eat before the 
DEU.12.8	Ye shall not do after all the things that we do here this day, each man doing what seems right in his own eyes,
DEU.12.9	For ye are not as yet come to the rest and to the inheritance, which the 
DEU.12.10	But when ye pass the Jordan and dwell in the land which the 
DEU.12.11	then there shall be a place which the 
DEU.12.12	and ye shall rejoice before the 
DEU.12.13	Keep thyself that thou not offer thy burnt offerings in any place that thou seest
DEU.12.14	but in the place which the 
DEU.12.15	Notwithstanding, thou may kill and eat flesh in all thy gates, according to the desire of thy soul, according to the blessing of the 
DEU.12.16	Only ye shall not eat the blood; ye shall pour it upon the earth as water.
DEU.12.17	Thou may not eat within thy gates the tithe of thy grain or of thy wine or of thy oil or the firstborn of thy cows or of thy sheep nor any of thy vows which thou hast promised nor thy freewill offerings or the heave offerings of thy hands.
DEU.12.18	But thou must eat them before the 
DEU.12.19	Keep thyself that thou not forsake the Levite in all thy days upon thy land.
DEU.12.20	When the 
DEU.12.21	When the place which the 
DEU.12.22	Even as the roebuck and the hart is eaten, so thou shalt eat them; the unclean and the clean shall eat of them alike.
DEU.12.23	Only be sure not to eat the blood; for the blood is the soul (or the life), and thou art not to eat the soul with its flesh.
DEU.12.24	Thou shalt not eat it; thou shalt pour it upon the earth as water.
DEU.12.25	Thou shalt not eat it that it may go well with thee and with thy children after thee, when thou shalt do that which is right in the sight of the 
