MAT.1.1	អ្យា​នាវ​ងក៝ច​យៅ​អូ​ចែ​
MAT.24.29	“លោច​ជេស​នារ​ជេរ​ជ៝ត់​អី​នៃ​រ៝
MAT.24.29	«តា​នោក​នៃ​នារ​ជេង​ង៝‌
MAT.24.29	ខៃ​មោ​ហោម​អោស​អាង‌
MAT.24.29	មាញ់​មឞីង​ដុស​ឞើស​ត្រោក‌
MAT.24.29	លែៈ​នទើ​អី​តេស​ក្វ៝ង់​កាលើ​ត្រោក​ងគើ​ទាទេ»
MAT.24.30	នោក​នៃ​តា​ត្រោក​មពើល​នទើ​គឹត​មឞេន​
MAT.24.31	ជេសរី​
MAT.24.32	“អ៝ន់​ខាន់​អៃ​មៃ​គឹត​ងក្ល៝ន់​ទោ​នាវ​នតឹត​មា​តើម​
MAT.24.33	នទ្រី​លាស​ខាន់​អៃ​មៃ​ឆៃ​ទឹង​លែៈ​នាវ​អី​នៃ​លែៈ​ត៝ត់ គឹត​រ៝​
MAT.24.34	​លាស​នហេល​នានេៈ​ងាន់​មា​ខាន់​អៃ​មៃ លែៈ​នាវ​អ្យា​ពាង់​ត៝ត់​ទោល​ឞូនុយ្ស​តា​រានោក​អាបៃ​អ្យា​ហោម​រេស។
MAT.24.35	ត្រោក​នែស​នតូ​មរា​រ៝ស​លេក​រ៝ យើន​មា​នាវ​
MAT.24.36	“ម៝ង​នារ​អី​នៃ​មោ​អោស​គែស​ទូ​ហ្វេ​ឞូនុយ្ស​ទើយ​គឹត ឞ៝ល​លាស​តោង​ពារ់​តា​កាលើ​ត្រោក​អី​នតុក​កោរាញ​ឞ្រាស មោ​លាស​
MAT.24.37	តា​នោក​
MAT.24.38	អេ​ល៝រ​មា​គែស​ទាក​លេង​ទាក​ទើង​ក្វ៝ង់។ រានោក​នៃ​ឞូនុយ្ស​គុ​ញេត​ឆោង​ឆា នអាប់​អូរ​ឆាយ លើស​មីរ​ជាន​ឞា នហ៝​មា​ត៝ត់​នារ​
MAT.24.39	ខាន់​ពាង់​មោ​គឹត​អោស​នារ​ទាក​លេង​ទាក​ទើង​លែៈ​ត៝ត់​ជេស នហ៝​មា​ឞុក​ខាន់​ពាង់​លែៈ​ផ្យៅ។ តា​នារ​
MAT.24.40	នោក​នៃ​លាស​គែស​ឞារ​ហៃ​ឞូនុយ្ស​គុ​តា​មីរ ទូ​ហ្វេ​កោរាញ​ឞ្រាស​ឆ៝ៈ​មា​អ៝ន់​គុ​តា​ប៝ន​អ្វែស​តា​កាលើ ហោម​រ៝ង​ទូ​ហ្វេ​មា​តេៈ​ទោយ្ស។ 
MAT.24.41	លាស​គែស​ឞារ​ហៃ​ឞូ​អូរ​គុ​ពែស​តឹម​រាប់ កោរាញ​ឞ្រាស​ឆ៝ៈ​ទូ​ហ្វេ​អ៝ន់​គុ​តា​ប៝ន​អ្វែស​តា​កាលើ ហោម​រ៝ង​ទូ​ហ្វេ​មា​តេៈ​ទោយ្ស។ 
MAT.24.42	លាស​នទ្រី​ខាន់​អៃ​មៃ​គុ​ញជ្រាង់​នឹង យ៝រ​លាស​មោ​គឹត​អោស​ម៝ស​ម៝ង​
MAT.24.43	អ៝ន់​ខាន់​អៃ​មៃ​គឹត​នាវ​អ្យា៖ លាស​ឞូនុយ្ស​តើម​ជៃ​គឹត​ម៝ង​ឞូ​ហាន់​នតុង​តា​មាង់ ពាង់​រាងែស​មោ​អោស​ប៝ក​គ៝រ​អ៝ន់​ឞូនុយ្ស​នតុង​អី​នៃ​លាប់​តា​ជៃ​ពាង់។
MAT.24.44	លាស​នទ្រី​អ៝ន់​ខាន់​អៃ​មៃ​គុ​ញជ្រាង់​តឹម​ឞាន​ដ៝ង់ យ៝រ​លាស​
MAT.24.45	“ឞូ​ម៝ស​អី​តឹម​ឞាន​មា​ទូ​ហ្វេ​ទឹក​អី​គែស​នូយ្ស​នហ៝ម់​ឆ៝ង់ នទ្រែល​មា​លែៈ​ឞ្លាវ​ងាន់? កោរាញ​ជាវ​ពាង់​ម៝ត់​អ្វាញ់​ទឹង​លែៈ​ទឹក​អា​អេង​តា​ជៃ នទ្រែល​មា​អ៝ន់​ពាង់​ពាៈ​នទើ​ឆោង​ឆា​តឹម​ទី​ម៝ង​អ៝ន់​មា​ខាន់​ពាង់​ដ៝ង់។ ជេសរី​កោរាញ​ពាង់​ហាន់​តា​នតុក​ងាយ​ជ៝ៈ​នារ។ 
MAT.24.46	នោក​កោរាញ​ពាង់​ឆឹត​ត៝ត់​តា​ជៃ​រី ហោម​ឆៃ​ពាង់​ជាន​ការ​កើត​នៃ ទឹក​អី​នៃ​គែស​នាវ​អ្វែស​ងាន់​រ៝។ 
MAT.24.47	​លាស​នហេល​នានេៈ​ងាន់​មា​ខាន់​អៃ​មៃ កោរាញ​អី​នៃ​មរា​អ៝ន់​ទឹក​អី​នៃ​ម៝ត់​អ្វាញ់​ទឹង​លែៈ​នទើ​ពាង់​គែស។
MAT.24.48	យើន​មា​លាស​ទឹក​អី​នៃ​អ្យើស ពាង់​គែស​លាស​អេង​តា​នូយ្ស​នហ៝ម់​ពាង់​នើម​រី៖ «កោរាញ​គ៝ប់​ជ៝ៈ​ងាន់​ឆឹត មោ​អោស​គើញ​ឆឹត»។
MAT.24.49	ជេសរី​ពាង់​នតើម​រាពាត់​មឞាង​ទឹក​អា​អេង នទ្រែល​មា​ឆោង​ឆា​ញេត​នទ្រាញ់​នទ្រែល​ឞូនុយ្ស​ហៃ​ញេត។ 
MAT.24.50	ជេសរី​កោរាញ​ទឹក​អី​នៃ​ព្លឹ​ឆឹត​ត៝ត់​តា​រី តា​នារ​ទឹក​អី​នៃ​មោ​អោស​គែស​ញជ្រាង់ តា​ម៝ង​ពាង់​មោ​ដ៝ង់​គែស​គឹត​ល៝រ។ 
MAT.24.51	កោរាញ​ងក្រីត​ពាង់​រ៝ នទ្រែល​មា​អ៝ន់​ពាង់​គុ​តា​នតុក​ផូង​ជាន​អ្យាត់​នាវ​កោរាញ​ឞ្រាស​ទើម​ដ៝ង់។ តា​នតុក​នៃ​គែស​ញហ្យាង់​ញុម នទ្រែល​មា​រាច្យាត់​ឆេក”។
MAT.25.1	“នោក​នៃ​នាវ​កោរាញ​ឞ្រាស​ម៝ត់​អ្វាញ់​តឹម​ឞាន​មា​ឞូ​អូរ​ទ្រោស​ជឹត​នុយ្ស​ហាន់​វើត​ឆាយ​មហែ​អា​មាង់។ ខាន់​ពាង់​ញអោត​អុញ​ឆាគេង​អាប់​ឞូនុយ្ស។
MAT.25.2	គែស​ព្រាម់​នុយ្ស​តា​មពោល​ខាន់​ពាង់​នៃ​មោ​គែស​អោស​នាវ​មឹន យើន​មា​គែស​ព្រាម់​នុយ្ស​គែស​នាវ​មឹន។ 
MAT.25.3	មពោល​អី​មោ​គែស​នាវ​មឹន​នៃ ញអោត​ទើម​ទាក​ព្រីង​តា​ឆាគេង តីស​មា​មោ​គែស​អោស​ញអោត​រានាៈ។ 
MAT.25.4	យើន​មា​មពោល​អី​គែស​នាវ​មឹន ខាន់​ពាង់​ញអោត​ទាក​ព្រីង​តា​ឆាគេង នទ្រែល​មា​គែស​ញអោត​រានាៈ​តា​ដ៝ប​ដ៝ង់។ 
MAT.25.5	យ៝រ​មា​ក៝ប់​ឆាយ​មហែ​អី​នៃ​ជ៝ៈ​ងាន់​ត៝ត់ ខាន់​ពាង់​ជី​ឞិច​នហ៝​មា​ហាក់​លេរ​ខេរ។ 
MAT.25.6	ត៝ត់​ងគូល​មាង់​រី តាង់​ឞូ​នតែរ៖ «ឆាយ​មហែ​លែៈ​ត៝ត់​ជេស! រាន​វើត​ពាង់​ហ៝ម់!» 
MAT.25.7	ទឹង​លែៈ​ឞូ​អូរ​ទ្រោស​អី​នៃ​ទ៝ក់ នទ្រាប់​ឆាគេង​ឞូ​មា​ហែ​រ៝។ 
MAT.25.8	មពោល​អី​មោ​គែស​នាវ​មឹន​លាស​មា​មពោល​អី​គែស​នាវ​មឹន៖ «ទាន់​ពាៈ​អ៝ន់​ហេន​បាៈ​ទាក​ព្រីង​អើ យ៝រ​លាស​អុញ​ឆាគេង​ហេន​ឞើយ​មា​ញហាត់»។ 
MAT.25.9	មពោល​អី​គែស​នាវ​មឹន​អើស៖ «មោ​អោស លាស​ហេន​ពាៈ​អ៝ន់​ខាន់​អៃ មាៈ​មា​ហេន​នើម មាៈ​មា​ខាន់​អៃ។ អ៝ន់​ខាន់​អៃ​ហាន់​តា​នតុក​ឞូ​តាច់​ព្រីង​រី​រាវាត់​ទោ!» 
MAT.25.10	យើន​មា​នទុត​ខាន់​ពាង់​ហាន់​រាវាត់​ព្រីង ឆាយ​មហែ​ត៝ត់​រ៝។ ល៝ង់​មពោល​ឞូ​អូរ​អី​លែៈ​គុ​នទ្រាប់​ឆាក់​លែវ​ឞាល់​លាប់​រាងាត់​តា​ត្រោម​ជៃ​នតឹល​មពោង ជេសរី​ឆោង​ឆា។ 
MAT.25.11	ជ៝ៈ​ទូ​ប្ល៝ត់​ត៝ត់​មពោល​ឞូ​អូរ​អី​មោ​គែស​នាវ​មឹន​រី​នតែរ៖ «អើ​កោរាញ អើ​កោរាញ! ពឹ​មពោង​អ៝ន់​ហេន​អើ!» 
MAT.25.12	យើន​មា​កោរាញ​មោ​អោស​អ៝ន់​លាប់ ពាង់​អើស៖ «គ៝ប់​លាស​នហេល​នានេៈ​ងាន់​មា​ខាន់​អៃ គ៝ប់​មោ​អោស​គឹត​នាល់​ខាន់​អៃ»។
MAT.25.13	លាស​នទ្រី​អ៝ន់​គុ​ញជ្រាង់​ហ៝ម់ យ៝រ​លាស​ខាន់​អៃ​មៃ​មោ​គឹត​អោស​
MAT.25.14	“នាវ​កោរាញ​ឞ្រាស​ម៝ត់​អ្វាញ់​តឹម​ឞាន​មា​ទូ​ហ្វេ​ឞូ​ក្លោ អេ​ល៝រ​មា​ពាង់​ហាន់​ប៝ន​ងាយ ពាង់​ក្វាល់​ផូង​ទឹក​ពាង់ ជេសរី​ជាវ​ទ្រាប់​នទើ​មា​ខាន់​ពាង់​អ៝ន់​ម៝ត់​អ្វាញ់។
MAT.25.15	ទូ​ហ្វេ​ពាង់​អ៝ន់ ៥០០០
MAT.25.16	នើម​អី​ទើន ៥០០០ រី ពាង់​ឆ៝ៈ​ព្រាក់​អី​នៃ​ហាន់​តាច់​រាគ៝ល់​រ៝ ពាង់​ហាវ​គែស ៥០០០ ជឹត។ 
MAT.25.17	នើម​អី​ទើន ២០០០ តឹម​ឞាន​កើត​នៃ​ដ៝ង់ ពាង់​ឆ៝ៈ​ព្រាក់​ហាន់​តាច់​រាគ៝ល់​ហាវ​គែស ២០០០ ជឹត។ 
MAT.25.18	ល៝ង់​នើម​អី​ទើន ១០០០ រី ពាង់​កុយ្ស​នតូ​ត៝ប់​លើយ​ព្រាក់​អី​កោរាញ​ពាង់​អ៝ន់​រី។ 
MAT.25.19	ត៝ត់​ជ៝ៈ​នារ​ឞើស​កើយ​ឆឹត​អី​កោរាញ​ខាន់​ពាង់​អី​នៃ​ឞើស​រី ពាង់​អោប​ព្រាក់​តឹង​រាន៝ស​អ៝ក់​ពាង់​អ៝ន់​មា​ខាន់​ពាង់​រី​នើស។ 
MAT.25.20	នើម​អី​ទើន​ព្រាក់ ៥០០០ រី​នើស​ហាន់​តា​ឞើស​នាប់​ពាង់​រី ញអោត​ព្រាក់​អី​ហាវ ៥០០០ រី​នើស​ជឹត លាស​មា​កោរាញ​ពាង់៖ «អើ​កោរាញ មៃ​អ៝ន់​ព្រាក់​មា​គ៝ប់​នើស ៥០០០‌ អាបៃ​អ្យា​ហាវ​គែស ៥០០០ ជឹត»។
MAT.25.21	កោរាញ​លាស​មា​ពាង់៖ «អ្វែស​ងាន់! អើ​ទឹក​អ្វែស​គែស​នូយ្ស​នហ៝ម់​រាប់​ជាប់ នទើ​ជេៈ​គ៝ប់​អ៝ន់ មៃ​ជាន​លែៈ​រាប់​ជាប់។ គ៝ប់​មរា​អ៝ន់​មៃ​ម៝ត់​អ្វាញ់​នទើ​ក្វ៝ង់​ជឹត។ លាប់​ហ៝ម់​គុ​មអាក​នទ្រែល​គ៝ប់​នើម»។ 
MAT.25.22	នើម​អី​ទើន​ព្រាក់ ២០០០ រី​នើស ញអោត​ព្រាក់​អី​ហាវ ២០០០ ជឹត ហាន់​នទឹ​អា​កោរាញ​ពាង់ លាស​កើត​នទ្រី​ដ៝ង់៖ «អើ​កោរាញ! មៃ​អ៝ន់​ព្រាក់​មា​គ៝ប់​នើស ២០០០‌ អាបៃ​អ្យា​ហាវ​គែស ២០០០ ជឹត»។ 
MAT.25.23	កោរាញ​ពាង់​អើស៖ «អ្វែស​ងាន់! អើ​ឞូនុយ្ស​ជាន​ការ​អ្វែស​គែស​នូយ្ស​នហ៝ម់​ឆ៝ង់ នទើ​ជេៈ​គ៝ប់​អ៝ន់ មៃ​ជាន​លែៈ​ឆ៝ង់។ គ៝ប់​មរា​អ៝ន់​មៃ​ម៝ត់​អ្វាញ់​នទើ​ក្វ៝ង់​ជឹត។ លាប់​ហ៝ម់​គុ​មអាក​នទ្រែល​គ៝ប់​នើម»។ 
MAT.25.24	ជេសរី​នើម​អី​ទើន​ព្រាក់ ១០០០ រី​នើស​ហាន់​អា​កោរាញ​ពាង់​ដ៝ង់ លាស​មា​ពាង់៖ «អើ​កោរាញ! គ៝ប់​គឹត​មៃ​ជេង​ឞូនុយ្ស​ជាញ​ងាន់។ យ៝រ​លាស​មៃ​កាច់​តា​នតុក​មៃ​មោ​ព្រ៝ត​តូច ជេសរី​រែក​តា​នតុក​មោ​ព្រ៝ត​តាម់។ 
MAT.25.25	កើត​នទ្រី​គ៝ប់​ឆ៝ៈ​ព្រាក់​អី​មៃ​អ៝ន់​មា​គ៝ប់​នើស​ត៝ប់​លើយ យ៝រ​លាស​គ៝ប់​ក្លាច​ហោ​អីរ​ងាន់។ អ្យា​ព្រាក់​មៃ​នើម​ឆ៝ៈ​ហ៝ម់»។ 
MAT.25.26	យើន​មា​កោរាញ​ពាង់​អើស៖ «អើ​ឞូនុយ្ស​ជាន​ការ​អ្យើស​មហឹក នទ្រែល​មា​រាលែស​ប្លាវ! មៃ​គឹត​គ៝ប់​កាច់​តា​នតុក​គ៝ប់​មោ​ព្រ៝ត​តូច ជេសរី​រែក​តា​នតុក​មោ​ព្រ៝ត​តាម់។ 
MAT.25.27	លាស​នទ្រី​ទី​លាស​អ៝ន់​មៃ​ឆ៝ៈ​ព្រាក់​អី​នៃ​អ៝ន់​តា​ជៃ​ឞូ​តាច់​រាគ៝ល់ ត៝ត់​គ៝ប់​ព្លឹ​ឆឹត គ៝ប់​គែស​ព្រាក់​អើម គែស​នអ៝ប់​មា​លោស​ក៝ន​ពាង់​ដ៝ង់! 
MAT.25.28	លាស​នទ្រី​ខាន់​មៃ​ឆ៝ៈ​ហ៝ម់​ព្រាក់​ឞើស​ពាង់​អ្យា​អ៝ន់​មា​ឞូនុយ្ស​អី​គែស ១០០០០។ 
MAT.25.29	កើត​នទ្រី​ឞូ​ម៝ស​អី​លែៈ​គែស ឞូ​កើយ​នត៝ប​អ៝ន់​តៃ អ៝ន់​គែស​អ៝ក់​រាមែស​ជឹត។ យើន​មា​ឞូ​ម៝ស​អី​មោ​គែស​អោស ឞូ​រាហ្វាត់​លើយ​នអ៝ប់​មា​ម៝ស​នទើ​អី​ពាង់​លែៈ​គែស​ដ៝ង់។
MAT.25.30	ល៝ង់​ឞូនុយ្ស​អី​ជាន​ការ​មោ​គែស​នាវ​ខ្លៃ​អ្យា ញុប​មអារ់​លើយ​ពាង់​តា​នតុក​ង៝​ឞើស​ទីស តា​នតុក​នៃ​ញហ្យាង់​ញុម នទ្រែល​មា​រាច្យាត់​ឆេក!»”
MAT.25.31	“នោក​
MAT.25.32	នោក​នៃ​ទឹង​លែៈ​ឞូនុយ្ស​ទឹង​លែៈ​នទុល​មពោល​វាច់​គូម​តា​
MAT.25.33	ឞូនុយ្ស​អី​តឹម​ឞាន​មា​ឞែ​ឞ្យាប់​
MAT.25.34	នោក​នៃ​
MAT.25.35	យ៝រ​លាស​នោក​
MAT.25.36	នោក​
MAT.25.37	ជេសរី​ផូង​ឆ៝ង់​លាស​មា​
MAT.25.38	ហេន​មោ​ព្រ៝ត​អោស​ឆៃ​
MAT.25.39	ហេន​មោ​ព្រ៝ត​ដ៝ង់​ឆៃ​
MAT.25.40	ជេសរី​
MAT.25.41	ជេសរី​
MAT.25.42	យ៝រ​លាស​នោក​
MAT.25.43	នោក​
MAT.25.44	ជេសរី​ផូង​អី​នៃ​អើស​មា​
MAT.25.45	ជេសរី​
MAT.25.46	ល៝ង់​ទឹង​លែៈ​ផូង​អី​នៃ​ហាន់​តា​នតុក​តេៈ​ទោយ្ស​នហ៝​រ៝ យើន​មា​ផូង​ឆ៝ង់​គែស​នាវ​រេស​នហ៝​រ៝”។
MAT.26.1	ជេស​
MAT.26.2	“ខាន់​មៃ​លែៈ​គឹត​ជេស​ហោម​ឞារ​នារ​ជឹត​ទី​នារ​ញេត​បុន​នហ៝ត ជេសរី​ឞូ​ញុប​ញជុន​
MAT.26.3	នោក​នៃ​មពោល​កោរាញ​ជាន​ឞ្រាស នទ្រែល​មា​ផូង​កោរាញ​ប៝ន​លាន​គុ​រាបុន​តា​ជៃ​កោរាញ​ជាន​ឞ្រាស​ទុត​ក្វ៝ង់ រាញា​ពាង់​
MAT.26.4	ជេសរី​តឹម​ញច្រាៈ​ឞាល់​ជ៝យ​នាវ មើម​ទឹង​គែស​ញុប​នតុង​
MAT.26.5	យើន​មា​ខាន់​ពាង់​តឹម​ញច្រាៈ​ឞាល់​លាស៖ “លើយ​អោស​ឞ៝ន់​ញុប​តា​នោក​ជាន​បុន ក្លាច​លាស​គែស​នាវ​អុស​អាស​តាស​ត៝រ់​មា​ផូង​ប៝ន​លាន”។
MAT.26.6	នោក​
MAT.26.7	នោក​
MAT.26.8	យើន​មា​មពោល​អ៝ស​ម៝ន​ឆៃ​កើត​នៃ​ជី​នូយ្ស ខាន់​ពាង់​លាស៖ “ម៝ស​ជាន​មពុង​មពាង់​កើត​នៃ! 
MAT.26.9	លាស​ឆ៝ៈ​ទាក​ងី​អី​នៃ​តាច់​គែស​ព្រាក់​អ៝ក់​ងាន់ ជេសរី​ពាៈ​អ៝ន់​ឞូនុយ្ស​អ៝​អាច!” 
MAT.26.10	យើន​មា​
MAT.26.11	ឞូនុយ្ស​អ៝​អាច​ហោម​គុ​នទ្រែល​ខាន់​មៃ​មរ៝ យើន​មា​
MAT.26.12	យោស​អ្យា​ត៝ៈ​ទាក​ងី​បោ​កាស​តា​ឆាក់​
MAT.26.13	​លាស​នហេល​នានេៈ​ងាន់​មា​ខាន់​មៃ អាប់​នតុក​ឞូ​ហាន់​មឞើស​ងក៝ច​នាវ​មហែ​មហាន​អ្វែស​អ្យា​លាម​ងគ៝រ​ឞ្រី​តា​នែស​នតូ​អ្យា ឞូ​ងក៝ច​មា​នាវ​អី​ពាង់​ជាន​នើស​ដ៝ង់ គៃ​មា​ងកាស​តោរ​ឞូ​ឞាស​ច្វេល​ពាង់”។
MAT.26.14	នោក​នៃ​គែស​ទូ​ហ្វេ​អ៝ស​ម៝ន​តា​មពោល​កោរាញ​អ៝ស​ម៝ន ១២ នុយ្ស​រី រាញា​ពាង់​
MAT.26.15	“ម៝ស​នទើ​ខាន់​មៃ​អ៝ន់​មា​គ៝ប់ លាស​គ៝ប់​ញជុន​ឞូនុយ្ស​អី​នៃ​មា​ខាន់​មៃ?” ខាន់​ពាង់​អ៝ន់​ព្រាក់​មា​ពាង់ ៣០ កាក់​ព្រាក់
MAT.26.16	នតើម​ឞើស​នោក​នៃ​
MAT.26.17	តា​នារ​លាប់​ញេត​បុន​នុមពាង់​មោ​គែស​នទ្រូយ មពោល​អ៝ស​ម៝ន​ហាន់​អា​
MAT.26.18	​លាស​មា​ខាន់​ពាង់៖ “ខាន់​មៃ​ហាន់​តា​ប៝ន​ក្វ៝ង់​
MAT.26.19	ជេសរី​មពោល​អ៝ស​ម៝ន​ជាន​តឹង​នាវ​
MAT.26.20	ត៝ត់​កេង​មាង់​
MAT.26.21	នោក​គុ​ឆោង​ឆា​
MAT.26.22	ទឹង​លែៈ​មពោល​កោរាញ​អ៝ស​ម៝ន​រាវៃ​ហោ​ងាន់ ខាន់​ពាង់​អោប​
MAT.26.23	​លាស​មា​ខាន់​ពាង់៖ “ឞូ​ម៝ស​ពាង់​អី​លុប​នុមពាង់​តា​ងាន​នទ្រែល​
MAT.26.24	​អី​
MAT.26.25	​អី​នើម​លែវ​ឞូ​ហាន់​ញុប​
MAT.26.26	ខាន់​ពាង់​ហោម​គុ​ឆោង​ឆា ជេសរី​
MAT.26.27	ជេសរី​
MAT.26.28	យ៝រ​លាស​នទ្រាញ់​ព្លៃ​យុងយារ​ប៝ន​តា​កាច៝ក​អ្យា​អី​មហាម​
MAT.26.29	​មឞើស​អ៝ន់​មា​ខាន់​មៃ​គឹត 
MAT.26.30	ជេស​មព្រើ​រានេ 
MAT.26.31	«
MAT.26.31	ជេសរី​ផូង​ឞែ​ឞ្យាប់​ទូ​ចាស​ច្រាយ​លែៈ»»
MAT.26.32	យើន​មា​ជេស​
MAT.26.33	ជេស​តាង់​
MAT.26.34	​លាស​មា​ពាង់៖ “
MAT.26.35	​លាស​មា​
MAT.26.36	ជេសរី​
MAT.26.37	​ជាៈ​
MAT.26.38	​លាស​មា​ពែ​នុយ្ស​ខាន់​ពាង់​នៃ៖ “នូយ្ស​នហ៝ម់​
MAT.26.39	ជេសរី​
MAT.26.40	ជេសរី​
MAT.26.41	ខាន់​មៃ​ញជ្រាង់​ហ៝ម់​នហ៝​មា​មឞើស​ឆើម គៃ​មា​មោ​ជាន​តីស​នោក​គែស​នាវ​នទើម។ នូយ្ស​នហ៝ម់​ឞូនុយ្ស​លែៈ​អុច​ជាន​ទី​ងាន់ តីស​មា​មោ​អោស​ឞ្លាវ​ជាន យ៝រ​មា​ហោម​រាអ្យា”។
MAT.26.42	ជេសរី​
MAT.26.43	ត៝ត់​
MAT.26.44	​ហាន់​ឞើស​នតុក​នៃ​ទូ​តឹ​ជឹត ព្លឹ​មឞើស​ឆើម​អាប់​ពែ​តឹ 
MAT.26.45	ជេសរី​
MAT.26.46	ទ៝ក់​ហ៝ម់​លែវ​ឞាល់​ហាន់ នើម​អី​លែវ​ឞូ​ហាន់​ញុប​
MAT.26.47	ទោល​
MAT.26.48	​អី​លែវ​ឞូ​ហាន់​ញុប​
MAT.26.49	​ត៝ត់​តា​រី ពាង់​ហាន់​ជឹត​
MAT.26.50	​អោប​ពាង់៖ “អើ​ជាង់! ម៝ស​នទើ​មៃ​ហាន់​តា​អ្យា​អុច​ជាន មៃ​ជាន​ហ៝ម់!” ជេសរី​ឞូ​ញុប​ក្រុប​
MAT.26.51	ទោ​មា​ឆៃ​គែស​ទូ​ហ្វេ​តា​ផូង​គុ​នទ្រែល​
MAT.26.52	​លាស​មា​ពាង់​អី​នៃ៖ “នត្រុប​ហ៝ម់​ដាវ​មៃ​នៃ​តា​នទ្រោម យ៝រ​លាស​ឞូ​ម៝ស​អី​ទ៝ង់​ដាវ ពាង់​ខឹត​មា​ដាវ​ដ៝ង់។
MAT.26.53	គឹត​មៃ​នអោន​លាស​
MAT.26.54	យើន​មា​លាស​ជាន​កើត​នៃ មើម​ទឹង​គែស​មា​ទី​ដាស​នាវ​កោរាញ​ឞ្រាស​ងើយ​លែៈ​គែស​ញចីស​អ៝ន់​គែស​នាវ​អ្យា​ងាន់?” 
MAT.26.55	ជេសរី​
MAT.26.56	ទឹង​លែៈ​នាវ​អ្យា​គែស​ងាន់ គៃ​មា​ជេង​ទី​កើត​នាវ​មពោល​ឞូនុយ្ស​នតើយ្ស​នាវ​ងើយ​កោរាញ​ឞ្រាស​កាល់​អែ​នើស​លែៈ​ញចីស​តា​នាវ​កោរាញ​ឞ្រាស​ងើយ”។ ជេសរី​មពោល​អ៝ស​ម៝ន​ញច្វាត់​លែៈ​រាង៝ត់ នត្លើយ​
MAT.26.57	ផូង​អី​ញុប​
MAT.26.58	​តឹង​
MAT.26.59	មពោល​កោរាញ​ជាន​ឞ្រាស នទ្រែល​មា​ទឹង​លែៈ​ផូង​កោរាញ​ជាន​ការ​ផូង​
MAT.26.60	ជ៝យ​មោ​អោស​ទើយ​ឆៃ ឞ៝ល​លាស​គែស​អ៝ក់​ឞូនុយ្ស​ងើយ​ញចើត​មា​
MAT.26.61	“ឞូនុយ្ស​អ្យា​លែៈ​លាស​កើត​នអា៖ «
MAT.26.62	ជេសរី​កោរាញ​ជាន​ឞ្រាស​ទុត​ក្វ៝ង់​ទ៝ក់​លាស​
MAT.26.63	យើន​មា​
MAT.26.64	​អើស៖ “នាវ​មៃ​លាស​អី​រី​ទី​ងាន់ យើន​មា​
MAT.26.64	ទឹង​លែៈ​ខាន់​មៃ​មរា​ឆៃ​
MAT.26.64	គុ​ឞើស​មា​តី​កោរាញ​ឞ្រាស​នើម​អី​ទុត​នាវ​ទើយ‌
MAT.26.64	ជេសរី​ជុរ​ឞើស​ត្រោក​រី​ហាន់​រ៝ៈ​នទ៝រ់​តុក
MAT.26.65	ជេស​តាង់​
MAT.26.66	លាស​នទ្រី​មើម​ខាន់​មៃ​អុច​តេៈ​ទោយ្ស​មា​
MAT.26.67	ជេសរី​ឞូ​ឆ៝ស​ទាក​ទីវ​តា​មុស​មាត់​
MAT.26.68	នអ៝ប់​មា​លាស​
MAT.26.69	នោក​នៃ​
MAT.26.70	​រាលាច់​លាស៖ “គ៝ប់​មោ​គឹត​អោស​ម៝ស​នាវ​អៃ​រែ​លាស​រី”។ 
MAT.26.71	នោក​
MAT.26.72	​រាលាច់​តៃ​ទូ​តឹ​ជឹត​នអ៝ប់​មា​ត៝ន៖ “គ៝ប់​មោ​អោស​គឹត​នាល់​ឞូនុយ្ស​អី​នៃ!” 
MAT.26.73	ទូ​ប្ល៝ត់​ជឹត​ផូង​អី​គុ​តា​នៃ​ហាន់​អា​ពាង់​លាស៖ “មៃ​អ្យា​ឞាល់​មពោល​ឞូនុយ្ស​អី​នៃ​ងាន់​រ៝ យ៝រ​លាស​នាវ​មៃ​ងើយ​តឹម​ឞាន​មា​នាវ​ងើយ​ឞូនុយ្ស​គុ​តា​ឞ្រី​
MAT.26.74	​លាស៖ “លាស​គ៝ប់​មរោស​គ៝ប់​រាតាប់​ឆាក់​គ៝ប់​នើម។ អ៝ន់​កោរាញ​ឞ្រាស​តេៈ​ទោយ្ស​មា​គ៝ប់​ទោស។ គ៝ប់​មោ​គឹត​នាល់​ឞូនុយ្ស​អី​នៃ”។ ទោ​មា​អ្យារ់​នទ្រាវ។
MAT.26.75	ជេសរី​
MAT.27.1	ត៝ត់​អា​អោយ​មពោល​កោរាញ​ជាន​ឞ្រាស នទ្រែល​មា​មពោល​កោរាញ​ផូង​
MAT.27.2	ខាន់​ពាង់​ក៝ត់​
MAT.27.3	នោក​នៃ​
MAT.27.4	ជេសរី​លាស​មា​ខាន់​ពាង់៖ “គ៝ប់​លែៈ​តីស​ញជុន​ឞូនុយ្ស​មោ​គែស​នាវ​តីស​អ៝ន់​ខាន់​មៃ​ងខឹត​ពាង់”។ ខាន់​ពាង់​អើស៖ “គឹត​អែស​មៃ! អី​នៃ​ជេង​នាវ​មៃ​នើម!”
MAT.27.5	​មអារ់​មឞ្រាច​ព្រាក់​អី​នៃ​តា​ញីស​ជាន​ឞ្រាស ជេសរី​ទូ​លោស​ឞើស​នៃ​ហាន់​ងខឹត​យោង​ក៝​ឆាក់​ពាង់​នើម។ 
