GEN.1.1	元始、上帝創造天地、  
NUM.35.9	耶和華諭
NUM.35.10	告
NUM.35.11	必簡邑為逃城、使誤殺人者可遁於彼、  
NUM.35.12	此邑為避復仇者之所、俾誤殺人者不致死亡、俟見鞫於會眾、  
NUM.35.13	逃城必有其六、  
NUM.35.14	東三、
NUM.35.15	此六邑、為
NUM.35.16	若以鐵器擊人至死、是為故殺、故殺人者殺毋赦、  
NUM.35.17	若以石擊人至死、是為故殺、故殺人者殺毋赦、  
NUM.35.18	若以木器擊人至死、是為故殺、故殺人者殺毋赦、  
NUM.35.19	故殺人者、復仇者必殺之、遇即殺之、  
NUM.35.20	若蓄怨而仆人、或潛伏而以物擲人至死、  
NUM.35.21	或因憾而手擊人至死、是為故殺、故殺人者殺毋赦、復仇者遇即殺之、  
NUM.35.22	如無釁隙、而猝然刺人、或非潛伏、而以物擲人、  
NUM.35.23	或未之見、而以石擲人至死、本非結讎、亦非加害、  
NUM.35.24	則會眾必於殺人復仇者之間、循例而剖析、  
NUM.35.25	救誤殺人者、脫於復仇者之手、使返逃城以居、待受聖膏之祭司長終焉、  
NUM.35.26	如誤殺人者出逃城之境、  
NUM.35.27	復仇者在邑外遇而殺之、則無流血之罪、  
NUM.35.28	緣彼當居逃城、待祭司長死、祭司長既死、殺人者返其故土可也、  
NUM.35.29	於爾所居之地、此為律例、歷世弗替、  
NUM.35.30	故殺人者、有人為證、必殺毋赦、但證人惟一則不可、  
NUM.35.31	故殺人者、不得以金贖其命、必殺毋赦、  
NUM.35.32	遁於逃城者、祭司長未死之先、不可取其贖金、使歸故土、  
NUM.35.33	如是、則不污爾所居之地、蓋流人血、乃污其地、非流殺人者之血、則無以潔之、  
NUM.35.34	我耶和華居
NUM.36.2	就
NUM.36.3	如適
NUM.36.4	值
NUM.36.5	遵耶和華命、告
NUM.36.6	耶和華命曰、
NUM.36.7	如是、
NUM.36.8	凡
NUM.36.9	如是、則業不至由此移彼、
NUM.36.10	之女、遂遵耶和華命
NUM.36.11	其女
NUM.36.12	歸於
NUM.36.13	以上所載、乃於
DEU.1.1	此乃
DEU.1.2	自
DEU.1.3	四十年十一月朔、
DEU.1.4	時、
DEU.1.5	在
DEU.1.6	昔在
DEU.1.7	當啟行、改道至
DEU.1.8	昔耶和華誓以斯土、錫爾祖
DEU.1.9	當時我告爾曰、我不能獨負爾任、  
DEU.1.10	爾上帝耶和華使爾昌熾、今爾如天星之多、  
DEU.1.11	願爾祖之上帝耶和華、更增爾數千倍、循其所許、錫嘏於爾、  
DEU.1.12	爾之繁劇、爾之重負、爾之爭競、我焉能獨任、  
DEU.1.13	當循爾之支派、簡眾所識之明哲練達人、我立之為爾長、  
DEU.1.14	爾曹對曰、爾所言者、我儕行之、善也、  
DEU.1.15	我遂於爾支派為首者中、簡眾所識之明哲人、依爾支派、立之為長、即千夫長、百夫長、五十夫長、十夫長、及有司、  
DEU.1.16	當時我命爾士師曰、爾聽訟、或人與宗族、或人與賓旅、當秉公以行鞫、  
DEU.1.17	鞫時、毋行偏視、無論貴賤、必聽其詞、不可畏人、蓋鞫事屬上帝也、事遇難斷、則呈我聽之、  
DEU.1.18	彼時我以爾所當行者、悉諭於爾、○  
DEU.1.19	厥後、我儕遵我上帝耶和華命、自
DEU.1.20	我告爾曰、爾已至
DEU.1.21	試觀爾上帝耶和華備斯土於爾前、當循爾祖之上帝耶和華言、前往據之、毋懼毋怯、  
DEU.1.22	爾眾詣我曰、不如先遣人為我窺其地、返而告我、當行何道、將至何邑、  
DEU.1.23	斯事我視為善、簡人十二、支派各一、  
DEU.1.24	遂啟行登山、至
DEU.1.25	取其土產、攜至我所、復我曰、我上帝耶和華所賜我者、肥美之地也、  
DEU.1.26	乃爾不願前往、逆爾上帝耶和華之命、  
DEU.1.27	在幕中興怨言曰、耶和華憾我、故導我出
DEU.1.28	我將何往、我同儕使我喪膽、言斯土之民、較我修偉、城垣廣大鞏固、高可參天、且見
DEU.1.29	我告爾曰、毋懼、毋畏之、  
DEU.1.30	爾上帝耶和華為爾先導、必為爾戰、如昔行於
DEU.1.31	又在曠野、由爾所經之道、至於此地、爾上帝耶和華保抱爾、如人之保抱其子、為爾所見、  
DEU.1.32	然在此事、爾不信爾上帝耶和華、  
DEU.1.33	彼為爾先導、擇張幕之所、夜以火、晝以雲、示爾當行之道、  
DEU.1.34	耶和華聞爾言、怒而誓曰、  
DEU.1.35	昔我誓以沃壤賜爾祖、此惡世之人、必無一得見者、  
DEU.1.36	惟
DEU.1.37	耶和華緣爾故、亦怒我曰、爾亦不得入此地、  
DEU.1.38	惟侍爾者、
DEU.1.39	爾之幼穉、所言必被虜者、爾之子女、不能別善惡者、必得入之、我將賜彼、使之據有其地、  
DEU.1.40	惟爾當由
DEU.1.41	爾曹對曰、我獲罪於耶和華、願遵我上帝耶和華命、前往以戰、於是各佩軍器、急欲入山、  
DEU.1.42	耶和華命我告民曰、毋往、毋戰、恐敗於敵、蓋我不在爾中、  
DEU.1.43	我以告爾、爾不聽從、違耶和華命、擅自登山、  
DEU.1.44	居山之
DEU.1.45	爾曹乃返、哭於耶和華前、耶和華不為側耳、不聽爾聲、  
DEU.1.46	於是爾居
DEU.2.1	厥後、我儕遵耶和華命、啟行旋返、由
DEU.2.2	耶和華諭我曰、  
DEU.2.3	爾繞此山已久、可轉而北行、  
DEU.2.4	宜諭民曰、爾同族
DEU.2.5	勿與之爭、其地即容一足之區、我不爾予、蓋我已將
DEU.2.6	爾必以金、購糧而食、購水而飲、  
DEU.2.7	蓋爾上帝耶和華、於爾凡百所為、錫嘏於爾、彼知爾行於大野、偕爾歷四十年、爾無所缺、  
DEU.2.8	於是我儕離我同族、即
DEU.2.9	耶和華諭我曰、勿擾
DEU.2.10	昔
DEU.2.11	斯民與
DEU.2.12	昔
DEU.2.13	耶和華亦諭我曰、今起、渡
DEU.2.14	自離
DEU.2.15	蓋耶和華攻之、使盡滅於營中、○  
DEU.2.16	民中武士、既已盡滅、  
DEU.2.17	耶和華諭我曰、  
DEU.2.18	今日爾經
DEU.2.19	近
DEU.2.20	斯土亦屬
DEU.2.21	其民眾多、軀幹修偉、如
DEU.2.22	如為
DEU.2.23	又有
DEU.2.24	耶和華亦諭我曰、爾起前往、度
DEU.2.25	自今日始、我使天下萬民、緣爾而懼、彼聞爾名、無不戰慄憯怛、○  
DEU.2.27	請容我經爾地、必由大道、不偏於左、不偏於右、  
DEU.2.28	爾受我金、鬻我以糧、給我以水、第容我過爾境、  
DEU.2.29	待遇我儕、若居
DEU.2.30	乃
DEU.2.31	耶和華又諭我曰、我今以
DEU.2.32	率其民眾、出而攻我、戰於
DEU.2.33	我上帝耶和華付之於我、我遂擊之、爰及其子與民、  
DEU.2.34	取其諸邑、殲滅居民、暨厥婦孺、靡有孑遺、  
DEU.2.35	惟彼牲畜、與諸邑之財物、為我所得、  
DEU.2.36	自
DEU.2.37	惟
DEU.3.1	我儕轉由
DEU.3.2	耶和華諭我曰、毋畏之、彼及其民與地、我悉付於爾手、爾待之、如昔待居
DEU.3.3	於是我上帝耶和華、以
DEU.3.4	取其諸邑、無邑不為我儕所得、邑凡六十、乃
DEU.3.5	諸邑俱有高垣、與門及楗、此外無垣之鄉里甚眾、  
DEU.3.6	我滅其邑、殲厥居民、及其婦孺、如昔行於
DEU.3.7	惟彼牲畜、與邑中財物、為我所得、  
DEU.3.8	當時我自
DEU.3.9	山、
DEU.3.10	其平原諸邑、
DEU.3.11	族所存者、惟
DEU.3.12	時、我儕既得斯土、自
DEU.3.13	餘地、及
DEU.3.14	裔
DEU.3.15	我以
DEU.3.16	自
DEU.3.17	及
DEU.3.18	時、我命爾曰、爾上帝耶和華、既以斯土錫爾為業、爾之勇士、必皆執兵、先爾兄弟
DEU.3.19	我知爾牲畜眾多、爾之妻孥牲畜、可留於我予爾之邑、  
DEU.3.20	迨爾兄弟於
DEU.3.21	我又命
DEU.3.22	毋畏之、蓋為爾戰者、爾上帝耶和華也、○  
DEU.3.23	時、我祈耶和華曰、  
DEU.3.24	主耶和華歟、爾以大威大能、顯示爾僕、在天在地、尚有何神、能為爾所為、行爾所行大能之事乎、  
DEU.3.25	求爾容我渡
DEU.3.26	惟耶和華緣爾曹故怒我、不允我所求、諭我曰、如是足矣、勿以此事、再言於我、  
DEU.3.27	爾可登
DEU.3.28	當命
DEU.3.29	我儕遂居
DEU.4.2	我所諭爾之言、不可增、亦不可減、惟遵爾上帝耶和華之誡命、我所諭爾者、  
DEU.4.3	耶和華緣
DEU.4.4	惟爾附爾上帝耶和華者、迄今尚存、  
DEU.4.5	我遵我上帝耶和華所命、教爾以典章律例、使行於入而為業之地、  
DEU.4.6	守之行之、是為爾之智慧通達、在列邦民前、彼聞此典章、必曰、此大國、乃智慧通達之民也、  
DEU.4.7	有何大國、得神近之、猶我上帝耶和華於我禱時之近我乎、  
DEU.4.8	有何大國、典章律例、如是公平、若我今日所宣於爾者乎、○  
DEU.4.9	惟當自慎、謹守乃心、免忘爾目所見、畢生不去於懷、以之示爾子孫、  
DEU.4.10	昔爾在
DEU.4.11	爾遂來前、立於山下、火焚於山、其焰冲天、陰雲密布、幽暗晦冥、  
DEU.4.12	耶和華由火中諭爾、爾聞其聲、不見其象、  
DEU.4.13	彼以爾所當守之約示爾、十誡是也、並書之二石版、  
DEU.4.14	耶和華命我以典章律例教爾、使爾行於所往據以為業之地、  
DEU.4.15	昔在
DEU.4.16	恐爾自敗、雕偶以仿諸像、或男或女、  
DEU.4.17	或地上走獸、空中飛禽、  
DEU.4.18	或地上昆蟲、水中鱗介、  
DEU.4.19	又恐爾仰觀於天、見日月星諸象、乃爾上帝耶和華為天下萬民所陳者、受惑而崇事之、  
DEU.4.20	耶和華導爾出
DEU.4.21	耶和華緣爾故怒我、誓不容我渡
DEU.4.22	我必死於此、不得渡
DEU.4.23	爾當謹慎、免忘爾上帝耶和華與爾所立之約、為己雕偶、仿其所禁諸物之像、  
DEU.4.24	蓋爾上帝耶和華乃烈火、忌邪之上帝、○  
DEU.4.25	厥後、爾久居斯土、生子生孫、如其自敗、依像雕偶、作惡於爾上帝耶和華前、以激其怒、  
DEU.4.26	我今日籲天地為證、爾於濟
DEU.4.27	耶和華必散爾於列邦、在其導爾所至之國、餘者無幾、  
DEU.4.28	爾曹在彼、將事人手所造木石之神、不能見聞食嗅者、  
DEU.4.29	惟爾在彼、盡心盡意求爾上帝耶和華、則必得之、  
DEU.4.30	迨至季世、爾遇苦難、所言諸事、臨及爾身、爾必歸爾上帝耶和華、而聽其命、  
DEU.4.31	爾上帝耶和華、乃仁慈之上帝、必不棄爾、不滅爾、不忘與爾列祖所立之約、  
DEU.4.32	粵稽往古、自上帝造人於世、由天涯至地極、有如此之大事乎、曾聞之乎、  
DEU.4.33	曾有國民、聞上帝出自火中之言、如爾所聞、而猶生存者乎、  
DEU.4.34	上帝豈曾以試鍊、異蹟、奇事、爭戰、能手、奮臂、大而可畏之事、於他國中導出他民、如爾上帝耶和華為爾所行於
DEU.4.35	以此顯示於爾、俾知耶和華乃上帝、其外無他、  
DEU.4.36	自天令爾聞其聲、以教誨爾、在地使爾見其大火、由火中聞其言、  
DEU.4.37	因愛爾祖、選其後裔、施厥大能、親導爾出
DEU.4.38	為爾驅逐較爾強大之民、導爾入境、賜爾以為業、有如今日、  
DEU.4.39	今爾當知、中心思維、天上地下、惟耶和華為上帝、其外無他、  
DEU.4.40	我今以其典章誡命諭爾、爾當遵守、則爾與子孫、皆可得福、亦可延年、於爾上帝耶和華所賜之地、○  
DEU.4.41	當時
DEU.4.42	使素無仇怨、而誤殺人者、可逃入之、以保其生、  
DEU.4.43	一為原野之
DEU.4.44	以上所載、乃
DEU.4.45	法度典章律例、出
DEU.4.46	在
DEU.4.47	取其地以為業、又得
DEU.4.48	其地自
DEU.4.49	又得
DEU.5.2	我上帝耶和華在
DEU.5.3	非與我祖立約、乃與我儕今日在此尚存者也、  
DEU.5.4	耶和華在山上、由火中與爾晤對而言、  
DEU.5.5	當時爾曹懼火、不敢登山、我立於耶和華與爾曹之間、以耶和華言告爾曰、  
DEU.5.6	我乃爾之上帝耶和華、導爾出
DEU.5.7	余而外、勿更有他神、○  
DEU.5.8	勿雕偶像、勿造上天下地、地下水中、百物之像、  
DEU.5.9	勿拜跪、勿崇奉、以我耶和華爾之上帝、乃忌邪之上帝、惡我者討其罪、自父及子、至三四世、  
DEU.5.10	愛我守我誡者、錫之慈惠、至千百世、○  
DEU.5.11	勿妄稱爾上帝耶和華之名、蓋耶和華必不以妄稱者為無罪、○  
DEU.5.12	當守安息日、以為聖日、遵爾上帝耶和華所命、  
DEU.5.13	六日間、宜勤勞、作爾庶務、  
DEU.5.14	惟七日、乃爾上帝耶和華之安息、是日爾與子女、僕婢牛驢、暨諸牲畜、及寓爾家之遠人、皆毋操作、使爾僕婢休憩、與爾無異、  
DEU.5.15	當憶昔在
DEU.5.16	遵爾上帝耶和華命、敬爾父母、以致延年納福、於爾上帝耶和華所錫之地、○  
DEU.5.17	毋殺人、○  
DEU.5.18	毋行淫、○  
DEU.5.19	毋攘竊、○  
DEU.5.20	毋妄證以陷人、○  
DEU.5.21	毋貪人之妻室、與其第宅田疇、僕婢牛驢、及凡所有、○  
DEU.5.22	以上諸言、耶和華在山上、由火雲幽暗中、大聲諭爾會眾、此外無復增益、書之二石版、以授於我、  
DEU.5.23	當時火焚於山、聲出晦冥、爾既聞之、爾之族長長老、進於我前、  
DEU.5.24	曰、我上帝耶和華顯其大榮大威、俾我目睹、我聞其聲、由火中出、今日乃知上帝與人言、而人猶得生存、  
DEU.5.25	今我胡為致死、此大火將滅我、如我再聞我上帝耶和華之聲、則必隕沒、  
DEU.5.26	凡有血氣者、誰如我聞維生上帝出自火中之聲、而猶生存者乎、  
DEU.5.27	爾其近前、聽我上帝耶和華所言、我上帝耶和華所諭爾者、以告於我、我必聽從遵行、○  
DEU.5.28	爾以此言告我、耶和華悉聞之、諭我曰、我聞斯民所語於爾、皆善言也、  
DEU.5.29	願其存心畏我、恆守我誡、俾受福祉、爰及子孫、歷世靡暨、  
DEU.5.30	爾往告曰、當歸汝幕、  
DEU.5.31	惟爾侍立我側、我將以誡命典章律例示爾、以教斯民、使行於我所賜為業之地、  
DEU.5.32	故爾上帝耶和華所命爾者、爾當謹守遵行、勿偏於左、勿偏於右、  
DEU.5.33	遵行爾上帝耶和華所命之道、致爾生存納福、延年於爾所得為業之地、  
DEU.6.1	此誡命典章律例、乃爾上帝耶和華所命、以教爾者、使爾行之於爾所得為業之地、  
DEU.6.2	俾爾及子孫、畢生寅畏爾上帝耶和華、守其典章誡命、凡我所命爾者、以致延年、  
DEU.6.3	歟、爾其聽之、謹守遵行、致可納福昌熾、於彼流乳與蜜之地、如爾祖之上帝耶和華所許爾者、○  
DEU.6.4	歟、爾其聽之、我上帝耶和華、惟一而已、  
DEU.6.5	當盡心盡性盡力、愛爾上帝耶和華、  
DEU.6.6	我今命爾之言、當存於心、  
DEU.6.7	勤誨子女、坐於室、行於路、或寢或興、恆論乎此、  
DEU.6.8	繫於手以為號、戴於額以為飾、  
DEU.6.9	書於爾室門柱、及爾邑門、○  
DEU.6.10	昔爾上帝耶和華、誓於爾祖
DEU.6.11	得其第宅、充以嘉物、非爾所自充者、得已鑿之井、非爾所自鑿者、得所植之葡萄園、橄欖樹、非爾所自植者、爾食之而飽、  
DEU.6.12	當斯時也、慎勿忘耶和華、即導爾出
DEU.6.13	宜寅畏爾上帝耶和華、而崇事之、指其名而發誓、  
DEU.6.14	勿從四周諸民之神、  
DEU.6.15	恐爾上帝耶和華震怒、滅爾於地、蓋在爾中之上帝耶和華、乃忌邪之上帝也、○  
DEU.6.16	勿試爾上帝耶和華、如昔在
DEU.6.17	爾上帝耶和華所諭爾之誡命法度典章、爾當恪守、  
DEU.6.18	凡耶和華所視為正為善者、爾宜行之、致受福祉、可入而得耶和華所誓許爾祖之美地、  
DEU.6.19	耶和華亦必驅逐諸敵、踐其前言、○  
DEU.6.20	厥後爾子若問爾曰、我上帝耶和華、以此法度典章律例諭爾、其意云何、  
DEU.6.21	必告之曰、我儕昔在
DEU.6.22	在我目前、施行既大且劇之異蹟奇事於
DEU.6.23	導我出彼、俾入其所誓許我祖、錫我之地、  
DEU.6.24	故耶和華命我守此典章、寅畏我上帝耶和華、永享福祚、保全生命、有如今日、  
DEU.6.25	我儕若守我上帝耶和華所諭之誡命、而遵行之、是即我之義也、  
DEU.7.1	迨爾上帝耶和華、導爾入所往據之地、驅逐諸族、即
DEU.7.2	爾上帝耶和華既付於爾、為爾所擊、必殲滅之、勿與立約、勿加矜恤、  
DEU.7.3	勿相嫁娶、爾女勿嫁其子、爾子勿娶其女、  
DEU.7.4	彼必誘爾子、不從耶和華、而事他神、致耶和華震怒、滅爾甚速、  
DEU.7.5	爾當毀其壇、碎其柱像、斫其木偶、火其雕像、必如是待之、  
DEU.7.6	蓋爾乃爾上帝耶和華之聖民、爾上帝耶和華於寰區億兆中、特選爾為己民、  
DEU.7.7	耶和華悅爾選爾、非為爾多於他邦之民、爾數較之維寡、  
DEU.7.8	惟因耶和華悅爾、欲踐所誓爾祖之言、以大能手導爾出、贖爾於奴隸之室、拯爾於
DEU.7.9	當知惟爾上帝耶和華為上帝、乃信實之上帝、愛之而守其誡者、彼必為之踐約施恩、迄於千代、  
DEU.7.10	惡之者、彼必報之、滅之、凡惡之者、必報弗緩、  
DEU.7.11	故我今所諭爾之誡命、典章律例、爾宜謹守遵行、○  
DEU.7.12	爾若聽從律例、而遵行之、則爾上帝耶和華、必踐與爾祖以誓而立之約、施恩於爾、  
DEU.7.13	亦必眷愛爾、福祚爾、昌熾爾、且於誓許爾祖、賜爾之地、錫嘏爾身所出、爾土所產、及爾穀酒與油、使爾牛羊蕃滋、  
DEU.7.14	爾將蒙福、勝於萬民、男女牲畜、無不生育、  
DEU.7.15	耶和華必除爾諸病、爾所識
DEU.7.16	爾上帝耶和華所付爾之民、必翦滅之、勿加顧惜、勿事其神、蓋為爾之坎阱、○  
DEU.7.17	爾若意謂、此諸族較多於我、何能驅逐、  
DEU.7.18	勿懼之、當憶爾上帝耶和華、所行於
DEU.7.19	即爾所目睹之試鍊、異蹟、奇事、能手、奮臂、爾上帝耶和華用以導爾出者、爾所懼之諸族、爾上帝耶和華亦必如是待之、  
DEU.7.20	爾上帝耶和華必使大蜂至其中、迨藏匿之遺民、滅於爾前、  
DEU.7.21	勿因之而懼、爾上帝耶和華在爾中、乃大而可畏之上帝、  
DEU.7.22	爾上帝耶和華將漸逐斯族、勿速滅之、恐野獸孳生而害爾、  
DEU.7.23	爾上帝耶和華必以之付爾、大擾亂之、至於盡絕、  
DEU.7.24	亦付其王於爾手、爾必滅其名於天下、莫能禦爾、迨爾殲之、  
DEU.7.25	其神之雕像、必焚以火、其上金銀、勿貪勿取、免爾因此陷於坎阱、以其為爾上帝耶和華所惡也、  
DEU.7.26	可憎之物、勿攜入室、恐爾亦成為當滅者、與物無異、必憾之甚、憎之極、以其為當滅之物也、  
DEU.8.1	我今所諭諸誡、爾必謹守遵行、得以生存繁衍、入耶和華所誓爾祖之地、據以為業、  
DEU.8.2	當憶爾上帝耶和華、此四十年、於野導爾之路、卑抑爾、試驗爾、欲知爾心、守其誡否、  
DEU.8.3	彼卑抑爾、任爾饑餓、食以瑪那、爾與爾祖所未識者、俾知人之生、不第恃食、惟恃耶和華口所出之言、  
DEU.8.4	此四十年、爾衣不敝、爾足不腫、  
DEU.8.5	當思爾上帝耶和華督責爾、如人督責其子、  
DEU.8.6	必寅畏爾上帝耶和華、守其誡、行其道、  
DEU.8.7	爾上帝耶和華導爾入腴壤、其地有溪、有泉有源、自陵與谷而出、  
DEU.8.8	有小麥、麰麥、葡萄、無花果、石榴、橄欖諸樹、與蜜、  
DEU.8.9	爾在斯土、糧食罔缺、無所匱乏、其石乃鐵、其山出銅、  
DEU.8.10	必食而飽、因所賜之腴壤、頌美爾上帝耶和華、  
DEU.8.11	慎勿忘爾上帝耶和華、不守其誡命、律例典章、即我今日所諭爾者、  
DEU.8.12	恐爾飽食、華屋而居、  
DEU.8.13	牛羊蕃滋、金銀增益、所有之物、既豐且盛、  
DEU.8.14	心遂高傲、忘爾上帝耶和華、導爾出
DEU.8.15	引爾經歷大而可畏之野、中有火蛇與蠍、旱乾無水之域、為爾使堅石出水、  
DEU.8.16	又於野間、食爾以瑪那、乃爾祖所未識者、卑抑爾、試驗爾、俾終獲福、  
DEU.8.17	恐爾自謂、得此貨財、乃我之能、與我之力、  
DEU.8.18	當憶爾上帝耶和華、因彼賜爾以力、俾得貨財、以踐所誓爾祖之約、有如今日、  
DEU.8.19	如爾忘爾上帝耶和華、而從他神、事之拜之、必致滅亡、今日我以戒爾、  
DEU.8.20	耶和華滅諸族於爾前、爾曹亦必如是見滅、因不聽爾上帝耶和華命故也、  
DEU.9.2	其民乃
DEU.9.3	今當知爾上帝耶和華必如烈火、為爾先導、毀敗之、伏之於爾前、爾則驅逐之、速滅之、如耶和華所諭爾者、  
DEU.9.4	爾上帝耶和華既驅逐之、爾勿意謂因我有義、故耶和華導我入據斯土、實因斯族之惡、而驅逐之、  
DEU.9.5	爾之入據其地、非為爾義、及心之正、乃爾上帝耶和華因斯族之惡、而驅逐之、以踐所誓爾祖
DEU.9.6	當知爾上帝耶和華非為爾義、錫爾沃壤為業、爾乃強項之民、  
DEU.9.7	當憶弗忘、爾在曠野、激爾上帝耶和華之怒、自出
DEU.9.8	爾在
DEU.9.9	當時我登山受石版、即耶和華與爾所立之約、居山四十晝夜、不食不飲、  
DEU.9.10	耶和華授我二石版、其上所載、乃上帝手書者、即爾大會之日、耶和華在山、由火中諭爾之言、  
DEU.9.11	四十晝夜後、耶和華以盟約之二版授我、  
DEU.9.12	諭曰、爾其速下、爾之民、爾所導出
DEU.9.13	又曰、我觀斯民、強項者流、  
DEU.9.14	爾且聽我、我殲滅之、塗其名於天下、使爾後裔為國、較彼尤大且強、  
DEU.9.15	我轉而下山、厥火炎炎、盟約之版、在於我手、  
DEU.9.16	我乃望見、爾獲罪於爾上帝耶和華、鑄造犢像、速違耶和華所諭之道、  
DEU.9.17	我擲手中二版、碎於爾前、  
DEU.9.18	如昔伏於耶和華前、四十晝夜、不食不飲、因爾犯罪行惡、激耶和華怒、  
DEU.9.19	耶和華忿怒威烈、將殲滅爾、我畏懼之、然彼尚允我所祈、  
DEU.9.20	時、耶和華甚怒
DEU.9.21	爾之罪戾、即造犢像、我燬之以火、擣磨成塵、揚於自山而流之溪、  
DEU.9.22	爾在
DEU.9.23	耶和華命爾離
DEU.9.24	自我識爾之日、爾違逆耶和華、  
DEU.9.25	我因耶和華言、必殲滅爾、伏於耶和華前、四十晝夜、  
DEU.9.26	我禱耶和華曰、主耶和華歟、勿滅爾民爾業、爾所贖以大威、以大能導出
DEU.9.27	求憶爾僕
DEU.9.28	恐爾導我所出之地、其民曰、耶和華因不能導斯民入其所許之地、又因憾之、故導之出、滅之於野、  
DEU.9.29	然彼誠為爾民爾業、爾以大能奮臂導出者也、  
DEU.10.1	維時、耶和華諭我曰、爾琢石版二、其式如前、陟山詣我、且以木作匱、  
DEU.10.2	爾前所碎之版、我復書其文於此版、爾置於匱、  
DEU.10.3	我遂以皂莢木造匱、又琢石版二、其式如前、執以登山、  
DEU.10.4	耶和華乃循其前文、以爾大會之日、在山由火中所諭爾之十誡、書於版以賜我、  
DEU.10.5	我轉而下山、置諸所造之匱、遵耶和華所命、至今猶存、○  
DEU.10.6	人自
DEU.10.7	由此啟行、至
DEU.10.8	時、耶和華區別
DEU.10.9	故
DEU.10.10	我居於山、四十晝夜如昔、此次耶和華又復垂聽、不殲滅爾、  
DEU.10.11	耶和華諭我曰、爾其啟行、導民入據我所誓許厥祖、賜彼之地、○  
DEU.10.13	守耶和華之誡命典章、我今日所諭爾者、俾爾獲益、  
DEU.10.14	天與天上之天、地與地上所有、俱屬爾上帝耶和華、  
DEU.10.15	惟耶和華悅爾祖而愛之、於萬民中、選其苗裔即爾、有如今日、  
DEU.10.16	故當祛除爾心之污、勿復強項、  
DEU.10.17	蓋爾上帝耶和華、為萬神之神、萬主之主、惟皇上帝、有能可畏、不偏視、不受賄、  
DEU.10.18	為孤寡行鞫、為羇旅施仁、賜之衣食、  
DEU.10.19	爾亦當愛旅人、緣爾曾旅於
DEU.10.20	當寅畏爾上帝耶和華、事之附之、指其名而發誓、  
DEU.10.21	彼乃爾所頌美、爾之上帝、為爾行此大而可畏之事、爾所目擊、  
DEU.10.22	昔爾列祖下
DEU.11.1	故當愛爾上帝耶和華、恆守其諭、及其典章、律例誡命、  
DEU.11.2	爾之子女、我不與之言、因其未知未見爾上帝耶和華之督責、及其大威、能手奮臂、  
DEU.11.3	異蹟奇事、所行於
DEU.11.4	及於
DEU.11.5	爾由曠野至此、所行於爾、  
DEU.11.6	及於
DEU.11.7	耶和華所為之大事、惟爾目擊、  
DEU.11.8	故我今日所諭爾之誡命、爾當恪守、致強厥志、以入所往而得之地、  
DEU.11.9	延年於耶和華誓賜爾祖、及其後裔之土、即流乳與蜜之地、  
DEU.11.10	爾所出之
DEU.11.11	惟爾所往而得之地不然、乃有陵谷、自受天雨、  
DEU.11.12	乃爾上帝耶和華眷顧之地、自年始迄歲終、垂顧不已、○  
DEU.11.13	我今所諭之誡命、爾若聽從、愛爾上帝耶和華、一心一意而奉事之、  
DEU.11.14	則必降雨於地、春秋以時、使爾獲穀、及酒與油、食之而飽、  
DEU.11.15	野有草萊、以養牲畜、  
DEU.11.16	爾其慎之、勿受惑而轉移、崇事他神、  
DEU.11.17	致耶和華震怒擊爾、使天閉塞不雨、物產不生、爾則於耶和華所賜之美地、必速滅亡、  
DEU.11.18	故爾必以我言、藏於衷、存於心、繫於手以為號、戴於額以為飾、  
DEU.11.19	誨爾子女、坐於室、行於路、或寢或興、恆論乎此、  
DEU.11.20	書於爾室門柱、及爾邑門、  
DEU.11.21	俾爾與子、增加時日、於耶和華誓賜爾祖之地、如天覆地之久、  
DEU.11.22	若守我所諭爾之誡命、於爾上帝耶和華愛之附之、而行其道、  
DEU.11.23	則耶和華必於爾前、逐此較爾強大之族、使爾據有其土、  
DEU.11.24	爾足所履之地、必為爾有、自曠野至
DEU.11.25	必無人能禦爾、於爾所履之地、爾上帝耶和華、必使其民悚懼恐惶、以踐其言、○  
DEU.11.26	今日我以祝與詛置於爾前、  
DEU.11.27	爾若聽爾上帝耶和華之誡命、即我所諭爾者、則必受祝、  
DEU.11.28	若弗聽之、轉離我今所諭爾之道、而從素所未識之神、則必受詛、  
DEU.11.29	既至爾上帝耶和華導入為業之地、當以祝詞宣於
DEU.11.30	此二山、非在
DEU.11.31	爾將渡
DEU.11.32	我今陳於爾前之典章律例、當謹守遵行焉、  
DEU.12.1	爾在爾祖之上帝耶和華所賜之地、畢生所當守之典章律例、我今諭爾、  
DEU.12.2	爾所驅逐諸族、事神之處、或山邱之上、或綠樹之下、俱當毀滅、  
DEU.12.3	毀其壇、碎其柱像、焚其木偶、斫其雕像、滅其名於斯土、  
DEU.12.4	勿效其俗、以事爾上帝耶和華、  
DEU.12.5	爾上帝耶和華於爾支派中、所選寄名之處、爾當詣而求之、  
DEU.12.6	奉獻爾之燔祭、他祭、所應輸之什一、舉祭、許願祭、樂獻祭、及首生之牛羊、  
DEU.12.7	在彼食於爾上帝耶和華前、與爾眷屬、樂乎爾手所為、即爾上帝耶和華錫嘏之事、  
DEU.12.8	我今在此、各行其是、後勿復爾、  
DEU.12.9	爾上帝耶和華賜爾安居為業之地、爾尚未至、  
DEU.12.10	既渡
DEU.12.11	所命爾之燔祭、他祭、所應輸之什一、舉祭、及許願於耶和華之美祭、俱當攜之、至爾上帝耶和華所選寄名之處、  
