GEN.1.1	En el comienzo de todo, Dios creó
JDG.18.6	Y el sacerdote levita les contestó:
JDG.18.6	—Vayan tranquilos, que el Señor los protegerá por dondequiera que vayan.
JDG.18.7	De allí, los cinco espías se fueron a Lais.
JDG.18.8	Entonces los cinco espías volvieron a Sorá y Estaol, donde estaban sus compañeros, que les preguntaron:
JDG.18.8	—¿Cómo les fue?
JDG.18.8	Y ellos respondieron:
JDG.18.9	—Hemos recorrido esa región y encontramos que la tierra es magnífica. ¡En marcha! ¡Vamos a atacarlos! ¡No se queden ahí sentados, sin hacer nada! ¡Hay que ir a conquistar esa tierra! 
JDG.18.10	Al llegar allá, se van a encontrar con gente confiada y que tiene mucha tierra, a la que no le falta nada. Dios les dará posesión de ella.
JDG.18.11	Seiscientos hombres de la tribu de Dan salieron de Sorá y de Estaol bien armados, 
JDG.18.12	y llegaron a Judá y acamparon allí, al oeste de Quiriat-jearim,
JDG.18.13	De allí se fueron a los montes de Efraín, y llegaron a la casa de Micaías. 
JDG.18.14	Entonces los cinco espías que habían explorado la región de Lais les dijeron a sus compañeros:
JDG.18.14	—¿Saben una cosa? En esta casa hay un efod y dioses familiares, y un ídolo tallado y recubierto de plata. ¿Qué piensan hacer?
JDG.18.15	Entonces los espías se apartaron de los demás y fueron a casa del joven levita, es decir, a la casa de Micaías, y lo saludaron. 
JDG.18.16	Mientras tanto, los seiscientos soldados danitas bien armados esperaban a la puerta. 
JDG.18.17	Los cinco espías entraron antes en la casa y tomaron el ídolo tallado y recubierto de plata, y el efod y los dioses familiares, mientras el sacerdote se quedaba a la puerta con los seiscientos soldados.
JDG.18.18	Al ver el sacerdote que los cinco entraban en casa de Micaías y tomaban el ídolo, el efod y los dioses familiares, les dijo:
JDG.18.18	—¿Qué están haciendo?
JDG.18.19	Y ellos le contestaron:
JDG.18.19	—¡Cállate, y ven con nosotros! ¡Queremos que nos sirvas como sacerdote y que seas como un padre para nosotros! ¿No te parece que es mejor ser sacerdote de toda una tribu de Israel, que de la familia de un solo hombre?
JDG.18.20	Esto le gustó al sacerdote, y tomando el ídolo, el efod y los dioses familiares, se fue con los danitas, 
JDG.18.21	los cuales se pusieron nuevamente en marcha con los niños, el ganado y sus posesiones al frente. 
JDG.18.22	Ya habían caminado bastante cuando Micaías y sus vecinos se juntaron y salieron a perseguirlos. 
JDG.18.23	Al oír los gritos de los que los perseguían, los danitas se volvieron y le preguntaron a Micaías:
JDG.18.23	—¿Qué te pasa? ¿Por qué nos gritas tanto?
JDG.18.24	Y Micaías les respondió:
JDG.18.24	—Ustedes se llevan mis dioses, que yo había hecho, y se llevan también a mi sacerdote, y me dejan sin nada, ¿y todavía se atreven a preguntarme qué me pasa?
JDG.18.25	Pero los danitas le contestaron:
JDG.18.25	—No nos alces la voz, no sea que algunos de los nuestros pierdan la paciencia y te ataquen, y acaben perdiendo la vida tanto tú como tus familiares.
JDG.18.26	Al ver Micaías que ellos eran muchos, regresó a su casa; pero los danitas siguieron su camino 
JDG.18.27	con las cosas que Micaías había hecho, y con su sacerdote, y llegaron hasta Lais. Allí la gente estaba tranquila y confiada, de modo que los danitas mataron a todos a filo de espada y quemaron la ciudad. 
JDG.18.28	Como la ciudad estaba lejos de Sidón, y no tenía relaciones con nadie, no hubo quien la defendiera. Estaba en el valle que pertenece a Bet-rehob.
JDG.18.29	Aunque antes se llamaba Lais, ellos la llamaron Dan, en honor de su antepasado del mismo nombre, que era hijo de Israel. 
JDG.18.30	Allí los danitas colocaron el ídolo tallado, para adorarlo, y su sacerdote fue Jonatán,
JDG.18.31	Allí estuvo entre ellos el ídolo que Micaías había hecho, todo el tiempo que el santuario del Señor estuvo en Siló.
JDG.19.1	En los días en que aún no había rey en Israel,
JDG.19.2	Pero ella se enojó con él
JDG.19.3	el levita fue a buscarla para convencerla de que volviera con él. Llevó un criado y dos asnos, y ella lo recibió en casa de su padre. 
JDG.19.4	También el padre lo recibió con alegría, y lo invitó a quedarse con ellos. El levita y su criado se quedaron tres días en casa del padre de ella, comiendo, bebiendo y durmiendo, 
JDG.19.5	y al cuarto día por la mañana se levantaron temprano para irse. Pero cuando ya se iban, el padre de la muchacha le dijo a su yerno:
JDG.19.5	—Come aunque sea un pedazo de pan antes de irte, para que tengas fuerza.
JDG.19.6	Y los dos se sentaron juntos a comer y a beber, y el padre de ella le pidió que se quedara y pasara contento una noche más. 
JDG.19.7	Y aunque el levita se levantó para irse, su suegro le insistió tanto que se quedó.
JDG.19.8	Al quinto día, el levita se levantó temprano para irse, pero otra vez el padre de la muchacha le rogó que comiera algo antes de salir, para que recobrara las fuerzas; así que comieron juntos hasta que se hizo tarde. 
JDG.19.9	Cuando el levita se levantó para irse con su concubina y su criado, su suegro le hizo ver que ya era muy tarde y que el día se estaba yendo, y lo invitó a quedarse otra noche y pasarla contento, y salir al otro día temprano. 
JDG.19.10	Pero el levita no quiso quedarse otra noche más, sino que se fue con su concubina y su criado
JDG.19.11	el criado le dijo al levita:
JDG.19.11	—¿Qué le parece a usted si pasamos la noche en esa ciudad de jebuseos?
JDG.19.12	Y el levita le respondió:
JDG.19.12	—No vamos a ir a ninguna ciudad que no sea israelita. Sigamos hasta Guibeá,
JDG.19.13	y procuremos pasar la noche ya sea en Guibeá o en Ramá.
JDG.19.14	Así pues, siguieron adelante, y cuando el sol se ponía llegaron a Guibeá, ciudad de la tribu de Benjamín. 
JDG.19.15	Entonces se apartaron del camino y entraron en Guibeá para pasar la noche, y el levita fue y se sentó en la plaza de la ciudad porque nadie les ofrecía alojamiento.
JDG.19.16	Por fin, ya de noche, pasó un anciano que regresaba de trabajar en el campo. Este anciano era de los montes de Efraín, y vivía allí como forastero, pues los que vivían en Guibeá eran de la tribu de Benjamín.
JDG.19.17	Cuando el anciano vio en la plaza al viajero, le preguntó:
JDG.19.17	—¿De dónde vienes, y a dónde vas?
JDG.19.18	Y el levita respondió:
JDG.19.18	—Estamos de paso. Venimos de Belén de Judá, y vamos a la parte más lejana de los montes de Efraín, donde yo vivo. Estuve en Belén, y ahora voy de regreso a casa,
JDG.19.19	Tenemos paja y forraje para mis asnos, y pan y vino para nosotros, es decir, para mi mujer, para mi siervo y para mí. No nos hace falta nada.
JDG.19.20	Pero el anciano le respondió:
JDG.19.20	—Sé bienvenido. Yo me haré cargo de todo lo que necesites. No voy a permitir que pases la noche en la plaza.
JDG.19.21	El anciano los llevó a su casa, y mientras los viajeros se lavaban los pies, y comían y bebían, él dio de comer a los asnos. 
JDG.19.22	En el momento en que más contentos estaban, unos hombres pervertidos de la ciudad rodearon la casa y empezaron a golpear la puerta, y a decirle al anciano, dueño de la casa:
JDG.19.22	—¡Saca al hombre que tienes de visita! ¡Queremos acostarnos con él!
JDG.19.23	Pero el dueño de la casa les rogó:
JDG.19.23	—¡No, amigos míos, por favor! ¡No cometan tal perversidad, pues este hombre es mi huésped! 
JDG.19.24	Miren, ahí está mi hija, que todavía es virgen. Y también está la concubina de este hombre. Voy a sacarlas para que las humillen y hagan con ellas lo que quieran. Pero con este hombre no cometan tal perversidad.
JDG.19.25	Pero ellos no le hicieron caso al anciano, así que el levita tomó a su concubina y la echó a la calle, y aquellos hombres la violaron y abusaron de ella toda la noche, hasta que amaneció. Entonces la dejaron. 
JDG.19.26	Ya estaba amaneciendo cuando la mujer regresó a la casa del anciano, donde estaba su marido, y cayó muerta delante de la puerta. 
JDG.19.27	Cuando su marido se levantó y abrió la puerta para seguir su camino, se encontró a su concubina tendida ante el umbral de la puerta, con las manos sobre el umbral. 
JDG.19.28	Entonces le dijo:
JDG.19.28	—Levántate y vámonos.
JDG.19.28	Pero ella no le respondió. Entonces él colocó el cadáver sobre un asno, y se puso en camino hacia su casa. 
JDG.19.29	Al llegar, tomó un cuchillo y descuartizó el cadáver de su concubina en doce pedazos, y los mandó por todo el territorio de Israel.
JDG.19.30	Todos los que lo veían, decían:
JDG.19.30	—Desde que los israelitas salieron de Egipto, nunca se había visto nada semejante. Hay que pensar en esto y decidir lo que haremos al respecto.
JDG.20.1	Entonces todos los israelitas, desde Dan hasta Beerseba
JDG.20.2	Todos los jefes de las tribus de Israel estaban presentes, y del pueblo de Dios se reunieron cuatrocientos mil soldados de a pie. 
JDG.20.3	Los de la tribu de Benjamín se enteraron de que las otras tribus israelitas se habían reunido en Mispá. Y los israelitas le preguntaron al levita cómo había ocurrido aquel crimen. 
JDG.20.4	El levita, marido de la víctima, les dijo:
JDG.20.4	—Yo llegué con mi concubina a la ciudad de Guibeá, de la tribu de Benjamín, para pasar la noche allí. 
JDG.20.5	Pero esa misma noche los habitantes de la ciudad rodearon la casa en que estábamos alojados, con la idea de matarme, y de tal manera abusaron de mi concubina, que ella murió. 
JDG.20.6	Entonces yo tomé el cadáver y lo descuarticé, y mandé los pedazos por todo el país, para que en todo Israel se enteraran de este crimen tan infame. 
JDG.20.7	A ustedes les toca ahora, como israelitas, opinar y decidir lo que se debe hacer.
JDG.20.8	Como un solo hombre, todos se pusieron de pie y dijeron:
JDG.20.8	—Ninguno de nosotros volverá a su tienda o a su casa. 
JDG.20.9	Lo que tenemos que hacer es echar a suertes quiénes deberán atacar Guibeá. 
JDG.20.10	Uno de cada diez hombres de todas las tribus, se encargará de conseguir comida para el ejército; los demás irán a darle su merecido a Guibeá por esta infamia que se ha cometido en Israel.
JDG.20.11	Todos los israelitas se unieron, como un solo hombre, para atacar la ciudad. 
JDG.20.12	Mandaron mensajeros por todo el territorio de la tribu de Benjamín, para decirles: «¿Qué crimen es este que han cometido algunos de ustedes? 
JDG.20.13	Entréguennos a esos pervertidos que están en Guibeá, para matarlos y purificar a Israel de la maldad.»
JDG.20.13	Pero los de Benjamín no hicieron caso a sus hermanos israelitas,
JDG.20.14	sino que los benjaminitas de todas las ciudades se juntaron en Guibeá para ir a pelear contra los otros israelitas. 
JDG.20.15	Los soldados de las ciudades de Benjamín que se alistaron eran veintiséis mil, sin contar setecientos hombres escogidos que eran de Guibeá. 
JDG.20.16	Entre todos estos hombres había setecientos zurdos que manejaban tan bien la honda que podían darle con la piedra a un cabello, sin fallar nunca. 
JDG.20.17	Por su parte, los otros israelitas reunieron cuatrocientos mil guerreros experimentados.
JDG.20.18	Los israelitas fueron a Betel,
JDG.20.19	Así pues, los israelitas se levantaron temprano y acamparon frente a Guibeá. 
JDG.20.20	Avanzaron contra los de Benjamín, y se colocaron frente a Guibeá en orden de batalla. 
JDG.20.21	Pero los de Benjamín salieron de la ciudad, y aquel día mataron a veintidós mil israelitas. 
JDG.20.22+JDG.20.23+JDG.20.24	Por eso los israelitas fueron a Betel a lamentarse en presencia del Señor hasta el anochecer, y allí le consultaron si debían volver a atacar a sus hermanos de la tribu de Benjamín. Como el Señor les ordenó atacar, cobraron ánimo, y al día siguiente volvieron a presentar batalla contra los benjaminitas en el mismo lugar donde la habían presentado el día anterior. 
JDG.20.25	Pero por segunda vez los benjaminitas salieron de Guibeá a atacarlos, y mataron a otros dieciocho mil soldados israelitas. 
JDG.20.26	Entonces todos los soldados de Israel y todo el pueblo fueron nuevamente a Betel, a lamentarse delante del Señor. Todo el día se lo pasaron sin comer, y le ofrecieron al Señor holocaustos y sacrificios de reconciliación.
JDG.20.27+JDG.20.28	En aquel tiempo el arca de la alianza de Dios estaba en Betel, y su sacerdote era Finees, hijo de Eleazar y nieto de Aarón.
JDG.20.29	Entonces algunos soldados israelitas se escondieron alrededor de Guibeá, 
JDG.20.30	mientras los demás marchaban aquel tercer día contra los de Benjamín y se colocaban en orden de batalla frente a Guibeá, como las otras dos veces. 
JDG.20.31	Una vez más, los de la tribu de Benjamín salieron de la ciudad, alejándose de ella para atacar a los israelitas. Lograron matar como a treinta israelitas por los caminos de Betel y Guibeá, y por los campos, 
JDG.20.32	creyendo que los israelitas huían de ellos, derrotados como las dos veces anteriores. Los israelitas, sin embargo, se estaban alejando de la ciudad para que el enemigo los persiguiera hasta los caminos. 
JDG.20.33	De pronto los israelitas salieron de donde estaban y se colocaron en orden de batalla en Baal-tamar; por su parte, los que estaban escondidos en la pradera, alrededor de Guibeá, salieron de sus escondites 
JDG.20.34	y atacaron la ciudad. Eran diez mil de los mejores guerreros israelitas los que atacaron a Guibeá. La lucha fue dura, y los de Benjamín no sabían que estaban a punto de perder. 
JDG.20.35	El Señor les dio a los israelitas la victoria sobre los benjaminitas, y aquel día los israelitas mataron veinticinco mil cien soldados de la tribu de Benjamín. 
JDG.20.36	Entonces los benjaminitas se dieron cuenta de que habían perdido.
JDG.20.36	Los israelitas se habían ido retirando ante el ataque de los benjaminitas, porque confiaban en los hombres que estaban escondidos para atacar Guibeá. 
JDG.20.37	Estos hombres atacaron por sorpresa a Guibeá y mataron a filo de espada a todos los de la ciudad. 
JDG.20.38	Los que estaban escondidos para atacar la ciudad se habían puesto de acuerdo con los otros israelitas para avisarles con una gran columna de humo cuando hubieran tomado la ciudad. 
JDG.20.39	En el momento en que los israelitas que parecían huir vieran la columna de humo, se volverían y harían frente a los de Benjamín.
JDG.20.39	Los benjaminitas lograron matar a unos treinta israelitas, con lo cual se confiaron, pensando que los habían derrotado, como en la primera batalla; 
JDG.20.40	pero en esto empezó a salir humo de la ciudad, y cuando los benjaminitas miraron atrás, las llamas y el humo de la ciudad entera llegaban al cielo. 
JDG.20.41	Entonces los israelitas les hicieron frente, y los benjaminitas se acobardaron al darse cuenta del desastre que se les venía encima. 
JDG.20.42	Salieron huyendo de los israelitas por el camino del desierto, pero no podían escapar, pues los que salían de la ciudad les cortaban el paso y los mataban. 
JDG.20.43	Los benjaminitas quedaron rodeados por los israelitas, los cuales los persiguieron y los fueron aplastando desde Menuhá hasta el oriente de Guibeá.
JDG.20.44	Así murieron dieciocho mil soldados de la tribu de Benjamín. 
JDG.20.45	Los demás se volvieron y salieron huyendo hacia el desierto, en dirección a la peña de Rimón,
JDG.20.46	En total, ese día murieron veinticinco mil de los mejores soldados de la tribu de Benjamín. 
JDG.20.47	Pero seiscientos benjaminitas se volvieron y huyeron hacia el desierto, y se quedaron cuatro meses en la peña de Rimón. 
JDG.20.48	Los israelitas atacaron luego a los demás benjaminitas, y pasaron a cuchillo a los hombres de cada ciudad, matando animales y todo lo que encontraban a su paso, y quemando las ciudades.
JDG.21.1	Los israelitas habían jurado en Mispá que no dejarían que sus hijas se casaran con ningún benjaminita. 
JDG.21.2	Pero luego se reunieron en Betel y estuvieron en presencia de Dios hasta el anochecer, llorando y quejándose: 
JDG.21.3	«¡Oh Señor, Dios de Israel! ¿Por qué nos ha sucedido esto? ¿Cómo es posible que ahora falte una tribu en Israel?»
JDG.21.4	Al día siguiente los israelitas se levantaron temprano, hicieron un altar y le ofrecieron al Señor holocaustos y sacrificios de reconciliación. 
JDG.21.5	Y se preguntaban: «¿Quién de entre todos nosotros no asistió a la reunión en Mispá?», pues habían jurado matar a quienes no asistieran a la reunión.
JDG.21.6	Los israelitas estaban muy tristes por lo que les había sucedido a sus hermanos los benjaminitas, y decían: «En este día ha sido arrancada de Israel una de sus tribus. 
JDG.21.7	¿Qué haremos para conseguirles mujeres a los benjaminitas que quedan vivos? Nosotros hemos jurado por el Señor no permitir que nuestras hijas se casen con ellos. 
JDG.21.8	¿Hay aquí algún israelita que no se haya presentado ante el Señor en Mispá?»
JDG.21.8	Recordaron entonces que de Jabés de Galaad
JDG.21.9	pues al pasar lista no había respondido nadie de este lugar. 
JDG.21.10+JDG.21.11	Entonces el pueblo entero envió a doce mil de los mejores soldados con órdenes de matar a filo de espada a todos los de Jabés, incluyendo a los niños y a las mujeres que no fueran vírgenes. 
JDG.21.12	Entre los que vivían en Jabés se encontraron cuatrocientas jóvenes que no habían tenido relaciones sexuales con ningún hombre, y las trajeron al campamento que estaba en Siló, en Canaán. 
JDG.21.13	Entonces el pueblo entero mandó buscar a los benjaminitas que estaban en la peña de Rimón, y los invitaron a hacer la paz. 
JDG.21.14	Los de Benjamín regresaron, y los israelitas les dieron las mujeres que habían traído de Jabés. Pero no hubo mujeres suficientes para todos ellos.
JDG.21.15	Los israelitas sentían lástima por la tribu de Benjamín, porque el Señor había dejado un vacío en las tribus de Israel. 
JDG.21.16	Y los jefes del pueblo se preguntaban: «¿Cómo vamos a conseguir mujeres para los demás, si las mujeres benjaminitas fueron exterminadas? 
JDG.21.17	Benjamín debe seguir manteniendo el lugar que le corresponde entre nuestras tribus, por medio de los que le han quedado con vida, para que no falte ninguna de las tribus de Israel. 
JDG.21.18	Pero nosotros no podemos darles nuestras hijas para que se casen con ellos, porque todos los israelitas hemos jurado no darles nuestras hijas a los benjaminitas, bajo pena de maldición. 
JDG.21.19	Sin embargo, cada año hay una gran fiesta del Señor en Siló,
JDG.21.20	Entonces los jefes de Israel les mandaron este mensaje a los benjaminitas: «Vayan, escóndanse en los viñedos cercanos a Siló, 
JDG.21.21	y manténganse atentos. Cuando las muchachas de Siló salgan bailando en grupos, salgan también ustedes de sus escondites y róbese cada uno una mujer, y váyanse a sus tierras. 
JDG.21.22	Y si los padres o los hermanos de las muchachas vienen a hacernos alguna reclamación, les diremos: “Nosotros les rogamos, como un favor personal, que los perdonen, porque nosotros no pudimos conseguir mujeres para todos ellos en la guerra contra Jabés. Además, como ustedes no se las dieron, realmente no han faltado al juramento.”»
JDG.21.23	Los benjaminitas aceptaron hacer lo que se les proponía, así que cada uno se robó una muchacha de las que estaban bailando, y se la llevó. Luego regresaron a sus tierras, y volvieron a construir sus ciudades y a vivir en ellas.
JDG.21.24	Los otros israelitas también se fueron, y cada uno regresó a su propia tierra, a su tribu y a su clan.
JDG.21.25	En aquella época aún no había rey en Israel, y cada cual hacía lo que le daba la gana.
RUT.1.1+RUT.1.2	En el tiempo en que Israel era gobernado por caudillos,
RUT.1.3	Pero sucedió que murió Elimélec, el marido de Noemí, y ella se quedó sola con sus dos hijos. 
RUT.1.4	Más tarde, ellos se casaron con dos mujeres moabitas;
RUT.1.5	murieron también Mahlón y Quilión, y Noemí se encontró desamparada, sin hijos y sin marido.
RUT.1.6	Un día Noemí oyó decir en Moab que el Señor se había compadecido de su pueblo y que había puesto fin a la época de hambre. 
RUT.1.7	Entonces decidió volver a Judá y, acompañada de sus nueras, salió del lugar donde vivían; 
RUT.1.8	pero en el camino les dijo:
RUT.1.8	—Anden, vuelvan a su casa, con su madre. Que el Señor las trate siempre con bondad, como también ustedes nos trataron a mí y a mis hijos, 
RUT.1.9	y que les permita casarse otra vez y formar un hogar feliz.
RUT.1.9	Luego Noemí les dio un beso de despedida, pero ellas se echaron a llorar 
RUT.1.10	y le dijeron:
RUT.1.10	—¡No! ¡Nosotras volveremos contigo a tu país!
RUT.1.11	Noemí insistió:
RUT.1.11	—Váyanse, hijas mías, ¿para qué quieren seguir conmigo? Yo ya no voy a tener más hijos que puedan casarse con ustedes. 
RUT.1.12	Anden, vuelvan a su casa. Yo soy muy vieja para volverme a casar. Y aunque tuviera aún esa esperanza, y esta misma noche me casara y llegara a tener más hijos, 
RUT.1.13	¿iban ustedes a esperar hasta que fueran mayores, para casarse con ellos? ¿Se quedarían sin casar por esperarlos? No, hijas mías, de ninguna manera. El Señor me ha enviado amargos sufrimientos, pero más amarga sería mi pena si las viera sufrir a ustedes.
RUT.1.14	Ellas se pusieron a llorar nuevamente. Por fin, Orfá se despidió de su suegra con un beso, pero Rut se quedó con ella. 
RUT.1.15	Entonces Noemí le dijo:
RUT.1.15	—Mira, tu concuñada se vuelve a su país y a sus dioses. Vete tú con ella.
RUT.1.16	Pero Rut le contestó:
RUT.1.16	—¡No me pidas que te deje y que me separe de ti! Iré a donde tú vayas, y viviré donde tú vivas. Tu pueblo será mi pueblo, y tu Dios será mi Dios. 
RUT.1.17	Moriré donde tú mueras, y allí quiero ser enterrada. ¡Que el Señor me castigue con toda dureza si me separo de ti, a menos que sea por la muerte!
RUT.1.18	Al ver Noemí que Rut estaba decidida a acompañarla, no le insistió más, 
RUT.1.19	y así las dos siguieron su camino hasta que llegaron a Belén.
RUT.1.19	Cuando entraron en Belén, hubo un gran revuelo en todo el pueblo. Las mujeres decían:
RUT.1.19	—¿No es esta Noemí?
RUT.1.20	Pero ella les respondía:
RUT.1.20	—Ya no me llamen Noemí; llámenme Mará,
RUT.1.21	Salí de aquí con las manos llenas, y ahora las traigo vacías porque así lo ha querido el Señor. ¿Por qué me llaman Noemí, si el Señor todopoderoso
RUT.1.22	Así fue como Noemí volvió de Moab con Rut, su nuera moabita. Llegaron a Belén cuando comenzaba la cosecha de la cebada.
RUT.2.1	Noemí tenía un pariente por parte de su esposo Elimélec, que se llamaba Booz
RUT.2.2	Un día Rut le dijo a Noemí:
RUT.2.2	—Déjame que vaya al campo, a ver si algún segador me permite ir detrás de él recogiendo espigas.
RUT.2.2	—Ve, hija mía —le respondió su suegra.
RUT.2.3	Rut, pues, fue al campo y se puso a recoger las espigas que dejaban los segadores. Y tuvo la suerte de que aquel campo fuera de Booz, el pariente de Elimélec. 
RUT.2.4	En eso, Booz llegó de Belén y saludó a los segadores:
RUT.2.4	—¡Que el Señor esté con ustedes!
RUT.2.4	—¡Que el Señor le bendiga a usted! —le respondieron ellos.
RUT.2.5	Luego Booz le preguntó al capataz de los segadores:
RUT.2.5	—¿De qué familia es esa muchacha?
RUT.2.6	El capataz le contestó:
RUT.2.6	—Es una moabita, que vino de Moab con Noemí. 
RUT.2.7	Me pidió permiso para ir detrás de los segadores recogiendo espigas, y se ha pasado trabajando toda la mañana, hasta ahora mismo que ha venido a descansar un poco.
RUT.2.8	Entonces Booz le dijo a Rut:
RUT.2.8	—Escucha, hija mía, no vayas a recoger espigas a ningún otro campo. Quédate aquí, con mis criadas, 
RUT.2.9	y luego síguelas a donde veas que los segadores están trabajando. Ya he dado órdenes a mis criados para que nadie te moleste. Cuando tengas sed, ve a donde están las vasijas del agua y toma de la que ellos sacan.
RUT.2.10	Rut se inclinó hasta el suelo en señal de respeto, y le preguntó a Booz:
RUT.2.10	—¿Por qué se ha fijado usted en mí y es tan amable conmigo, siendo yo una extranjera?
RUT.2.11	Booz respondió:
RUT.2.11	—Sé muy bien todo lo que has hecho por tu suegra desde que murió tu marido, y también sé que dejaste a tus padres y a tu patria por venir a vivir con nosotros, que éramos gente desconocida para ti. 
RUT.2.12	¡Que Dios te lo pague! ¡Que el Señor y Dios de Israel, en quien has buscado amparo,
RUT.2.13	Ella le contestó:
RUT.2.13	—Usted es muy amable conmigo, y sus palabras me llenan de aliento. Me ha hablado usted con cariño, aunque yo ni siquiera soy como una de sus criadas.
RUT.2.14	A la hora de comer, Booz llamó a Rut y le dijo:
RUT.2.14	—Ven acá, toma un pedazo de pan y mójalo en esta salsa de vinagre.
RUT.2.14	Rut se sentó junto a los segadores, y Booz le dio grano tostado. Ella comió hasta quedar satisfecha, y todavía le sobró. 
RUT.2.15	Luego, cuando fue otra vez a recoger espigas, Booz ordenó a sus criados:
RUT.2.15	—Dejen que también recoja espigas entre los manojos de cebada. No se lo impidan. 
RUT.2.16	Y aun dejen caer algunas espigas de sus propios manojos, para que ella las recoja. ¡Que nadie la moleste!
RUT.2.17	Rut recogió espigas en el campo de Booz hasta que llegó la noche. Y lo recogido por ella dio, al desgranarlo, más de veinte kilos de cebada. 
RUT.2.18	Regresó entonces a la ciudad cargada con el grano, y fue a mostrárselo a su suegra. Después sacó lo que le había sobrado de la comida y se lo dio a Noemí.
RUT.2.19	—¿Dónde trabajaste hoy? —le preguntó Noemí—. ¿Dónde recogiste tantas espigas? ¡Bendito sea el que te ha ayudado de esa manera!
RUT.2.19	Rut le contó a su suegra con quién había estado trabajando.
RUT.2.19	—El hombre con quien he trabajado se llama Booz —le dijo.
RUT.2.20	Y Noemí le contestó:
RUT.2.20	—¡Que el Señor lo bendiga! Él ha sido bondadoso con nosotras ahora, como antes lo fue con los que ya han muerto. Ese hombre es pariente cercano de nosotras, y por eso es uno de los que tienen el deber de protegernos.
RUT.2.21	Rut añadió:
RUT.2.21	—También me dijo que siga yo trabajando con sus criadas hasta que se termine la cosecha.
RUT.2.22	Entonces Noemí respondió a su nuera:
RUT.2.22	—Hija mía, me parece bien que te quedes con sus criadas y que no vayas a ningún otro campo, para que nadie te moleste.
RUT.2.23	Rut siguió, pues, recogiendo espigas con las criadas de Booz hasta que se terminó la cosecha de la cebada y el trigo.
RUT.3.1	Un día Noemí le dijo a Rut:
RUT.3.1	—Hija mía, yo debo buscarte un esposo
RUT.3.2	Mira, nuestro pariente Booz, con cuyas criadas estuviste trabajando, va a ir esta noche al campo a separar el grano de la paja.
RUT.3.3	Haz, pues, lo siguiente: Báñate, perfúmate
RUT.3.4	Fíjate bien en dónde se acuesta a dormir. Entonces ve y destápale los pies, y acuéstate allí. Luego, él mismo te dirá lo que debes hacer.
RUT.3.5	Rut contestó:
RUT.3.5	—Haré todo lo que me has dicho.
RUT.3.6	Rut se fue al campo e hizo todo lo que su suegra le había mandado. 
RUT.3.7	Booz comió, bebió y se mostró muy contento. Luego se acostó a dormir junto al montón de grano. Más tarde Rut llegó sin hacer ruido, le destapó los pies y se acostó allí.
RUT.3.8	A medianoche, Booz se despertó de pronto, y al darse una vuelta se sorprendió de que una mujer estuviera acostada a sus pies.
RUT.3.9	—¿Quién eres tú? —preguntó Booz.
RUT.3.9	—Soy Rut, su servidora —contestó ella—. Usted es mi pariente más cercano y tiene el deber de ampararme. Quiero que se case usted conmigo.
RUT.3.10	—¡Que el Señor te bendiga! —dijo Booz—. Ahora más que nunca has mostrado que eres fiel a tu difunto esposo. Bien podrías haber buscado a otro más joven que yo, pobre o rico, pero no lo has hecho. 
RUT.3.11	No tengas miedo, hija mía, que todos en mi pueblo
RUT.3.12	Sin embargo, aunque es verdad que soy pariente cercano tuyo, tú tienes otro pariente aún más cercano que yo.
RUT.3.13	Quédate aquí esta noche. Si mañana él quiere cumplir con sus deberes de pariente, que lo haga; pero si no lo hace, te prometo delante del Señor que yo lo haré. Ahora duérmete hasta que amanezca.
RUT.3.14	Rut durmió aquella noche a los pies de Booz. Al día siguiente se levantó antes del amanecer, cuando todavía estaba muy oscuro, porque Booz había dicho: «Nadie debe saber que esta mujer ha venido al campo.»
RUT.3.15	Entonces Booz le dijo:
RUT.3.15	—Quítate la capa y sujétala bien.
RUT.3.15	Mientras Rut sostenía su capa, Booz echó en ella más de cuarenta kilos de cebada. Luego la ayudó a echarse la carga sobre el hombro, y ella se fue a la ciudad.
RUT.3.16	Cuando Rut llegó a donde estaba su suegra, esta le preguntó:
RUT.3.16	—¿Qué tal te fue, hija mía?
RUT.3.16	Rut le contó todo lo que Booz había hecho por ella, 
RUT.3.17	y añadió:
RUT.3.17	—Me dio toda esta cebada, y me dijo: «No debes volver a tu suegra con las manos vacías.»
RUT.3.18	Entonces Noemí dijo:
RUT.3.18	—Ahora, hija mía, espera a ver qué pasa. Este hombre no descansará hoy hasta dejar resuelto el asunto.
RUT.4.1	Más tarde, Booz fue a sentarse a la entrada del pueblo,
RUT.4.1	—Oye —le dijo Booz—, ven acá y siéntate.
RUT.4.1	El pariente fue y se sentó. 
RUT.4.2	En seguida Booz llamó a diez ancianos del pueblo, y también les pidió que se sentaran con él. Cuando ellos se sentaron, 
RUT.4.3	Booz le dijo a su pariente:
RUT.4.3	—Noemí, que ha vuelto de Moab, está decidida a vender el terreno que perteneció a nuestro pariente Elimélec. 
RUT.4.4	Quiero que lo sepas, para que, si te interesa comprarlo, lo hagas ahora delante de estos testigos y de los ancianos del pueblo. Como tú eres el pariente más cercano de Elimélec, tienes el derecho de comprar su tierra. Pero si tú no la compras, házmelo saber, pues después de ti yo soy quien tiene ese derecho.
RUT.4.4	El pariente contestó:
RUT.4.4	—La compro.
RUT.4.5	Entonces Booz le hizo esta aclaración:
