GEN.1.1	En el principio creó Dios los cielos y la tierra. 
DEU.23.7	No aborrecerás al edomita, porque es tu hermano; no aborrecerás al egipcio, porque forastero fuiste en su tierra. 
DEU.23.8	Los hijos que nacieren de ellos, en la tercera generación entrarán en la congregación de Jehová.
DEU.23.9	Cuando salieres a campaña contra tus enemigos, te guardarás de toda cosa mala.
DEU.23.10	Si hubiere en medio de ti alguno que no fuere limpio, por razón de alguna impureza acontecida de noche, saldrá fuera del campamento, y no entrará en él. 
DEU.23.11	Pero al caer la noche se lavará con agua, y cuando se hubiere puesto el sol, podrá entrar en el campamento.
DEU.23.12	Tendrás un lugar fuera del campamento adonde salgas; 
DEU.23.13	tendrás también entre tus armas una estaca; y cuando estuvieres allí fuera, cavarás con ella, y luego al volverte cubrirás tu excremento; 
DEU.23.14	porque Jehová tu Dios anda en medio de tu campamento, para librarte y para entregar a tus enemigos delante de ti; por tanto, tu campamento ha de ser santo, para que él no vea en ti cosa inmunda, y se vuelva de en pos de ti.
DEU.23.15	No entregarás a su señor el siervo que se huyere a ti de su amo. 
DEU.23.16	Morará contigo, en medio de ti, en el lugar que escogiere en alguna de tus ciudades, donde a bien tuviere; no le oprimirás.
DEU.23.17	No haya ramera de entre las hijas de Israel,
DEU.23.18	No traerás la paga de una ramera ni el precio de un perro a la casa de Jehová tu Dios por ningún voto; porque abominación es a Jehová tu Dios tanto lo uno como lo otro.
DEU.23.19	No exigirás de tu hermano interés de dinero, ni interés de comestibles, ni de cosa alguna de que se suele exigir interés. 
DEU.23.20	Del extraño podrás exigir interés, mas de tu hermano no lo exigirás,
DEU.23.21	Cuando haces voto a Jehová tu Dios, no tardes en pagarlo;
DEU.23.22	Mas cuando te abstengas de prometer, no habrá en ti pecado. 
DEU.23.23	Pero lo que hubiere salido de tus labios, lo guardarás y lo cumplirás, conforme lo prometiste a Jehová tu Dios, pagando la ofrenda voluntaria que prometiste con tu boca.
DEU.23.24	Cuando entres en la viña de tu prójimo, podrás comer uvas hasta saciarte; mas no pondrás en tu cesto. 
DEU.23.25	Cuando entres en la mies de tu prójimo, podrás arrancar espigas con tu mano; mas no aplicarás hoz a la mies de tu prójimo.
DEU.24.1	Cuando alguno tomare mujer y se casare con ella, si no le agradare por haber hallado en ella alguna cosa indecente, le escribirá carta de divorcio,
DEU.24.2	Y salida de su casa, podrá ir y casarse con otro hombre. 
DEU.24.3	Pero si la aborreciere este último, y le escribiere carta de divorcio, y se la entregare en su mano, y la despidiere de su casa; o si hubiere muerto el postrer hombre que la tomó por mujer, 
DEU.24.4	no podrá su primer marido, que la despidió, volverla a tomar para que sea su mujer, después que fue envilecida; porque es abominación delante de Jehová, y no has de pervertir la tierra que Jehová tu Dios te da por heredad.
DEU.24.5	Cuando alguno fuere recién casado, no saldrá a la guerra, ni en ninguna cosa se le ocupará; libre estará en su casa por un año, para alegrar a la mujer que tomó.
DEU.24.6	No tomarás en prenda la muela del molino, ni la de abajo ni la de arriba; porque sería tomar en prenda la vida del hombre.
DEU.24.7	Cuando fuere hallado alguno que hubiere hurtado a uno de sus hermanos los hijos de Israel, y le hubiere esclavizado, o le hubiere vendido, morirá el tal ladrón,
DEU.24.8	En cuanto a la plaga de la lepra, ten cuidado de observar diligentemente y hacer según todo lo que os enseñaren los sacerdotes levitas; según yo les he mandado, así cuidaréis de hacer.
DEU.24.9	Acuérdate de lo que hizo Jehová tu Dios a María
DEU.24.10	Cuando entregares a tu prójimo alguna cosa prestada, no entrarás en su casa para tomarle prenda. 
DEU.24.11	Te quedarás fuera, y el hombre a quien prestaste te sacará la prenda. 
DEU.24.12	Y si el hombre fuere pobre, no te acostarás reteniendo aún su prenda. 
DEU.24.13	Sin falta le devolverás la prenda cuando el sol se ponga, para que pueda dormir en su ropa, y te bendiga; y te será justicia delante de Jehová tu Dios.
DEU.24.14	No oprimirás al jornalero pobre y menesteroso, ya sea de tus hermanos o de los extranjeros que habitan en tu tierra dentro de tus ciudades. 
DEU.24.15	En su día le darás su jornal, y no se pondrá el sol sin dárselo; pues es pobre, y con él sustenta su vida; para que no clame contra ti a Jehová, y sea en ti pecado.
DEU.24.16	Los padres no morirán por los hijos, ni los hijos por los padres; cada uno morirá por su pecado.
DEU.24.17	No torcerás el derecho del extranjero ni del huérfano, ni tomarás en prenda la ropa de la viuda, 
DEU.24.18	sino que te acordarás que fuiste siervo en Egipto, y que de allí te rescató Jehová tu Dios; por tanto, yo te mando que hagas esto.
DEU.24.19	Cuando siegues tu mies en tu campo, y olvides alguna gavilla en el campo, no volverás para recogerla; será para el extranjero, para el huérfano y para la viuda; para que te bendiga Jehová tu Dios en toda obra de tus manos. 
DEU.24.20	Cuando sacudas tus olivos, no recorrerás las ramas que hayas dejado tras de ti; serán para el extranjero, para el huérfano y para la viuda. 
DEU.24.21	Cuando vendimies tu viña, no rebuscarás tras de ti; será para el extranjero, para el huérfano y para la viuda.
DEU.24.22	Y acuérdate que fuiste siervo en tierra de Egipto; por tanto, yo te mando que hagas esto.
DEU.25.1	Si hubiere pleito entre algunos, y acudieren al tribunal para que los jueces los juzguen, éstos absolverán al justo, y condenarán al culpable. 
DEU.25.2	Y si el delincuente mereciere ser azotado, entonces el juez le hará echar en tierra, y le hará azotar en su presencia; según su delito será el número de azotes. 
DEU.25.3	Se podrá dar cuarenta azotes, no más; no sea que, si lo hirieren con muchos azotes más que éstos, se sienta tu hermano envilecido delante de tus ojos.
DEU.25.4	No pondrás bozal al buey cuando trillare.
DEU.25.5	Cuando hermanos habitaren juntos, y muriere alguno de ellos, y no tuviere hijo, la mujer del muerto no se casará fuera con hombre extraño; su cuñado se llegará a ella, y la tomará por su mujer, y hará con ella parentesco. 
DEU.25.6	Y el primogénito que ella diere a luz sucederá en el nombre de su hermano muerto, para que el nombre de éste no sea borrado de Israel.
DEU.25.7	Y si el hombre no quisiere tomar a su cuñada, irá entonces su cuñada a la puerta, a los ancianos, y dirá: Mi cuñado no quiere suscitar nombre en Israel a su hermano; no quiere emparentar conmigo. 
DEU.25.8	Entonces los ancianos de aquella ciudad lo harán venir, y hablarán con él; y si él se levantare y dijere: No quiero tomarla, 
DEU.25.9	se acercará entonces su cuñada a él delante de los ancianos, y le quitará el calzado del pie, y le escupirá en el rostro, y hablará y dirá: Así será hecho al varón que no quiere edificar la casa de su hermano. 
DEU.25.10	Y se le dará este nombre en Israel: La casa del descalzado.
DEU.25.11	Si algunos riñeren uno con otro, y se acercare la mujer de uno para librar a su marido de mano del que le hiere, y alargando su mano asiere de sus partes vergonzosas, 
DEU.25.12	le cortarás entonces la mano; no la perdonarás.
DEU.25.13	No tendrás en tu bolsa pesa grande y pesa chica, 
DEU.25.14	ni tendrás en tu casa efa grande y efa pequeño. 
DEU.25.15	Pesa exacta y justa tendrás; efa cabal y justo tendrás, para que tus días sean prolongados sobre la tierra que Jehová tu Dios te da. 
DEU.25.16	Porque abominación es a Jehová tu Dios cualquiera que hace esto, y cualquiera que hace injusticia.
DEU.25.17	Acuérdate de lo que hizo Amalec contigo en el camino, cuando salías de Egipto; 
DEU.25.18	de cómo te salió al encuentro en el camino, y te desbarató la retaguardia de todos los débiles que iban detrás de ti, cuando tú estabas cansado y trabajado; y no tuvo ningún temor de Dios. 
DEU.25.19	Por tanto, cuando Jehová tu Dios te dé descanso de todos tus enemigos alrededor, en la tierra que Jehová tu Dios te da por heredad para que la poseas, borrarás la memoria de Amalec de debajo del cielo; no lo olvides.
DEU.26.1	Cuando hayas entrado en la tierra que Jehová tu Dios te da por herencia, y tomes posesión de ella y la habites, 
DEU.26.2	entonces tomarás de las primicias de todos los frutos que sacares de la tierra que Jehová tu Dios te da, y las pondrás en una canasta, e irás al lugar que Jehová tu Dios escogiere para hacer habitar allí su nombre.
DEU.26.3	Y te presentarás al sacerdote que hubiere en aquellos días, y le dirás: Declaro hoy a Jehová tu Dios, que he entrado en la tierra que juró Jehová a nuestros padres que nos daría. 
DEU.26.4	Y el sacerdote tomará la canasta de tu mano, y la pondrá delante del altar de Jehová tu Dios.
DEU.26.5	Entonces hablarás y dirás delante de Jehová tu Dios: Un arameo a punto de perecer fue mi padre, el cual descendió a Egipto y habitó allí con pocos hombres, y allí creció y llegó a ser una nación grande, fuerte y numerosa; 
DEU.26.6	y los egipcios nos maltrataron y nos afligieron, y pusieron sobre nosotros dura servidumbre. 
DEU.26.7	Y clamamos a Jehová el Dios de nuestros padres; y Jehová oyó nuestra voz, y vio nuestra aflicción, nuestro trabajo y nuestra opresión; 
DEU.26.8	y Jehová nos sacó de Egipto con mano fuerte, con brazo extendido, con grande espanto, y con señales y con milagros; 
DEU.26.9	y nos trajo a este lugar, y nos dio esta tierra, tierra que fluye leche y miel. 
DEU.26.10	Y ahora, he aquí he traído las primicias del fruto de la tierra que me diste, oh Jehová. Y lo dejarás delante de Jehová tu Dios, y adorarás delante de Jehová tu Dios. 
DEU.26.11	Y te alegrarás en todo el bien que Jehová tu Dios te haya dado a ti y a tu casa, así tú como el levita y el extranjero que está en medio de ti.
DEU.26.12	Cuando acabes de diezmar todo el diezmo de tus frutos en el año tercero, el año del diezmo, darás también al levita, al extranjero, al huérfano y a la viuda; y comerán en tus aldeas, y se saciarán.
DEU.26.13	Y dirás delante de Jehová tu Dios: He sacado lo consagrado de mi casa, y también lo he dado al levita, al extranjero, al huérfano y a la viuda, conforme a todo lo que me has mandado; no he transgredido tus mandamientos, ni me he olvidado de ellos. 
DEU.26.14	No he comido de ello en mi luto, ni he gastado de ello estando yo inmundo, ni de ello he ofrecido a los muertos; he obedecido a la voz de Jehová mi Dios, he hecho conforme a todo lo que me has mandado. 
DEU.26.15	Mira desde tu morada santa, desde el cielo, y bendice a tu pueblo Israel, y a la tierra que nos has dado, como juraste a nuestros padres, tierra que fluye leche y miel.
DEU.26.16	Jehová tu Dios te manda hoy que cumplas estos estatutos y decretos; cuida, pues, de ponerlos por obra con todo tu corazón y con toda tu alma. 
DEU.26.17	Has declarado solemnemente hoy que Jehová es tu Dios, y que andarás en sus caminos, y guardarás sus estatutos, sus mandamientos y sus decretos, y que escucharás su voz. 
DEU.26.18	Y Jehová ha declarado hoy que tú eres pueblo suyo, de su exclusiva posesión,
DEU.26.19	a fin de exaltarte sobre todas las naciones que hizo, para loor y fama y gloria, y para que seas un pueblo santo a Jehová tu Dios, como él ha dicho.
DEU.27.1	Ordenó Moisés, con los ancianos de Israel, al pueblo, diciendo: Guardaréis todos los mandamientos que yo os prescribo hoy. 
DEU.27.2	Y el día que pases el Jordán a la tierra que Jehová tu Dios te da, levantarás piedras grandes, y las revocarás con cal; 
DEU.27.3	y escribirás en ellas todas las palabras de esta ley, cuando hayas pasado para entrar en la tierra que Jehová tu Dios te da, tierra que fluye leche y miel, como Jehová el Dios de tus padres te ha dicho. 
DEU.27.4	Cuando, pues, hayas pasado el Jordán, levantarás estas piedras que yo os mando hoy, en el monte Ebal, y las revocarás con cal; 
DEU.27.5	y edificarás allí un altar a Jehová tu Dios, altar de piedras; no alzarás sobre ellas instrumento de hierro. 
DEU.27.6	De piedras enteras edificarás el altar de Jehová tu Dios,
DEU.27.7	y sacrificarás ofrendas de paz, y comerás allí, y te alegrarás delante de Jehová tu Dios. 
DEU.27.8	Y escribirás muy claramente en las piedras todas las palabras de esta ley.
DEU.27.9	Y Moisés, con los sacerdotes levitas, habló a todo Israel, diciendo: Guarda silencio y escucha, oh Israel; hoy has venido a ser pueblo de Jehová tu Dios. 
DEU.27.10	Oirás, pues, la voz de Jehová tu Dios, y cumplirás sus mandamientos y sus estatutos, que yo te ordeno hoy.
DEU.27.11	Y mandó Moisés al pueblo en aquel día, diciendo: 
DEU.27.12	Cuando hayas pasado el Jordán, éstos estarán sobre el monte Gerizim
DEU.27.13	Y éstos estarán sobre el monte Ebal para pronunciar la maldición: Rubén, Gad, Aser, Zabulón, Dan y Neftalí. 
DEU.27.14	Y hablarán los levitas, y dirán a todo varón de Israel en alta voz:
DEU.27.15	Maldito el hombre que hiciere escultura o imagen de fundición,
DEU.27.16	Maldito el que deshonrare a su padre o a su madre.
DEU.27.17	Maldito el que redujere el límite de su prójimo.
DEU.27.18	Maldito el que hiciere errar al ciego en el camino.
DEU.27.19	Maldito el que pervirtiere el derecho del extranjero, del huérfano y de la viuda.
DEU.27.20	Maldito el que se acostare con la mujer de su padre,
DEU.27.21	Maldito el que se ayuntare con cualquier bestia.
DEU.27.22	Maldito el que se acostare con su hermana,
DEU.27.23	Maldito el que se acostare con su suegra.
DEU.27.24	Maldito el que hiriere a su prójimo ocultamente. Y dirá todo el pueblo: Amén.
DEU.27.25	Maldito el que recibiere soborno para quitar la vida al inocente. Y dirá todo el pueblo: Amén.
DEU.27.26	Maldito el que no confirmare las palabras de esta ley para hacerlas.
DEU.28.1	Acontecerá que si oyeres atentamente la voz de Jehová tu Dios, para guardar y poner por obra todos sus mandamientos que yo te prescribo hoy, también Jehová tu Dios te exaltará sobre todas las naciones de la tierra. 
DEU.28.2	Y vendrán sobre ti todas estas bendiciones, y te alcanzarán, si oyeres la voz de Jehová tu Dios. 
DEU.28.3	Bendito serás tú en la ciudad, y bendito tú en el campo. 
DEU.28.4	Bendito el fruto de tu vientre, el fruto de tu tierra, el fruto de tus bestias, la cría de tus vacas y los rebaños de tus ovejas. 
DEU.28.5	Benditas serán tu canasta y tu artesa de amasar. 
DEU.28.6	Bendito serás en tu entrar, y bendito en tu salir.
DEU.28.7	Jehová derrotará a tus enemigos que se levantaren contra ti; por un camino saldrán contra ti, y por siete caminos huirán de delante de ti. 
DEU.28.8	Jehová te enviará su bendición sobre tus graneros, y sobre todo aquello en que pusieres tu mano; y te bendecirá en la tierra que Jehová tu Dios te da. 
DEU.28.9	Te confirmará Jehová por pueblo santo suyo, como te lo ha jurado, cuando guardares los mandamientos de Jehová tu Dios, y anduvieres en sus caminos. 
DEU.28.10	Y verán todos los pueblos de la tierra que el nombre de Jehová es invocado sobre ti, y te temerán. 
DEU.28.11	Y te hará Jehová sobreabundar en bienes, en el fruto de tu vientre, en el fruto de tu bestia, y en el fruto de tu tierra, en el país que Jehová juró a tus padres que te había de dar. 
DEU.28.12	Te abrirá Jehová su buen tesoro, el cielo, para enviar la lluvia a tu tierra en su tiempo, y para bendecir toda obra de tus manos. Y prestarás a muchas naciones, y tú no pedirás prestado. 
DEU.28.13	Te pondrá Jehová por cabeza, y no por cola; y estarás encima solamente, y no estarás debajo, si obedecieres los mandamientos de Jehová tu Dios, que yo te ordeno hoy, para que los guardes y cumplas, 
DEU.28.14	y si no te apartares de todas las palabras que yo te mando hoy, ni a diestra ni a siniestra, para ir tras dioses ajenos y servirles.
DEU.28.15	Pero acontecerá, si no oyeres la voz de Jehová tu Dios, para procurar cumplir todos sus mandamientos y sus estatutos que yo te intimo hoy, que vendrán sobre ti todas estas maldiciones, y te alcanzarán. 
DEU.28.16	Maldito serás tú en la ciudad, y maldito en el campo. 
DEU.28.17	Maldita tu canasta, y tu artesa de amasar. 
DEU.28.18	Maldito el fruto de tu vientre, el fruto de tu tierra, la cría de tus vacas, y los rebaños de tus ovejas. 
DEU.28.19	Maldito serás en tu entrar, y maldito en tu salir.
DEU.28.20	Y Jehová enviará contra ti la maldición, quebranto y asombro en todo cuanto pusieres mano e hicieres, hasta que seas destruido, y perezcas pronto a causa de la maldad de tus obras por las cuales me habrás dejado. 
DEU.28.21	Jehová traerá sobre ti mortandad, hasta que te consuma de la tierra a la cual entras para tomar posesión de ella. 
DEU.28.22	Jehová te herirá de tisis, de fiebre, de inflamación y de ardor, con sequía, con calamidad repentina y con añublo; y te perseguirán hasta que perezcas. 
DEU.28.23	Y los cielos que están sobre tu cabeza serán de bronce, y la tierra que está debajo de ti, de hierro. 
DEU.28.24	Dará Jehová por lluvia a tu tierra polvo y ceniza; de los cielos descenderán sobre ti hasta que perezcas.
DEU.28.25	Jehová te entregará derrotado delante de tus enemigos; por un camino saldrás contra ellos, y por siete caminos huirás delante de ellos; y serás vejado por todos los reinos de la tierra. 
DEU.28.26	Y tus cadáveres servirán de comida a toda ave del cielo y fiera de la tierra, y no habrá quien las espante. 
DEU.28.27	Jehová te herirá con la úlcera de Egipto, con tumores, con sarna, y con comezón de que no puedas ser curado. 
DEU.28.28	Jehová te herirá con locura, ceguera y turbación de espíritu; 
DEU.28.29	y palparás a mediodía como palpa el ciego en la oscuridad, y no serás prosperado en tus caminos; y no serás sino oprimido y robado todos los días, y no habrá quien te salve. 
DEU.28.30	Te desposarás con mujer, y otro varón dormirá con ella; edificarás casa, y no habitarás en ella; plantarás viña, y no la disfrutarás. 
DEU.28.31	Tu buey será matado delante de tus ojos, y tú no comerás de él; tu asno será arrebatado de delante de ti, y no te será devuelto; tus ovejas serán dadas a tus enemigos, y no tendrás quien te las rescate. 
DEU.28.32	Tus hijos y tus hijas serán entregados a otro pueblo, y tus ojos lo verán, y desfallecerán por ellos todo el día; y no habrá fuerza en tu mano. 
DEU.28.33	El fruto de tu tierra y de todo tu trabajo comerá pueblo que no conociste; y no serás sino oprimido y quebrantado todos los días. 
DEU.28.34	Y enloquecerás a causa de lo que verás con tus ojos. 
DEU.28.35	Te herirá Jehová con maligna pústula en las rodillas y en las piernas, desde la planta de tu pie hasta tu coronilla, sin que puedas ser curado.
DEU.28.36	Jehová te llevará a ti, y al rey que hubieres puesto sobre ti, a nación que no conociste ni tú ni tus padres; y allá servirás a dioses ajenos, al palo y a la piedra. 
DEU.28.37	Y serás motivo de horror, y servirás de refrán y de burla a todos los pueblos a los cuales te llevará Jehová. 
DEU.28.38	Sacarás mucha semilla al campo, y recogerás poco, porque la langosta lo consumirá. 
DEU.28.39	Plantarás viñas y labrarás, pero no beberás vino, ni recogerás uvas, porque el gusano se las comerá. 
DEU.28.40	Tendrás olivos en todo tu territorio, mas no te ungirás con el aceite, porque tu aceituna se caerá. 
DEU.28.41	Hijos e hijas engendrarás, y no serán para ti, porque irán en cautiverio. 
DEU.28.42	Toda tu arboleda y el fruto de tu tierra serán consumidos por la langosta. 
DEU.28.43	El extranjero que estará en medio de ti se elevará sobre ti muy alto, y tú descenderás muy abajo. 
DEU.28.44	Él te prestará a ti, y tú no le prestarás a él; él será por cabeza, y tú serás por cola. 
DEU.28.45	Y vendrán sobre ti todas estas maldiciones, y te perseguirán, y te alcanzarán hasta que perezcas; por cuanto no habrás atendido a la voz de Jehová tu Dios, para guardar sus mandamientos y sus estatutos, que él te mandó; 
DEU.28.46	y serán en ti por señal y por maravilla, y en tu descendencia para siempre.
DEU.28.47	Por cuanto no serviste a Jehová tu Dios con alegría y con gozo de corazón, por la abundancia de todas las cosas, 
DEU.28.48	servirás, por tanto, a tus enemigos que enviare Jehová contra ti, con hambre y con sed y con desnudez, y con falta de todas las cosas; y él pondrá yugo de hierro sobre tu cuello, hasta destruirte. 
DEU.28.49	Jehová traerá contra ti una nación de lejos, del extremo de la tierra, que vuele como águila, nación cuya lengua no entiendas; 
DEU.28.50	gente fiera de rostro, que no tendrá respeto al anciano, ni perdonará al niño; 
DEU.28.51	y comerá el fruto de tu bestia y el fruto de tu tierra, hasta que perezcas; y no te dejará grano, ni mosto, ni aceite, ni la cría de tus vacas, ni los rebaños de tus ovejas, hasta destruirte. 
DEU.28.52	Pondrá sitio a todas tus ciudades, hasta que caigan tus muros altos y fortificados en que tú confías, en toda tu tierra; sitiará, pues, todas tus ciudades y toda la tierra que Jehová tu Dios te hubiere dado. 
DEU.28.53	Y comerás el fruto de tu vientre, la carne de tus hijos y de tus hijas que Jehová tu Dios te dio, en el sitio y en el apuro con que te angustiará tu enemigo. 
DEU.28.54	El hombre tierno en medio de ti, y el muy delicado, mirará con malos ojos a su hermano, y a la mujer de su seno, y al resto de sus hijos que le quedaren; 
DEU.28.55	para no dar a alguno de ellos de la carne de sus hijos, que él comiere, por no haberle quedado nada, en el asedio y en el apuro con que tu enemigo te oprimirá en todas tus ciudades. 
DEU.28.56	La tierna y la delicada entre vosotros, que nunca la planta de su pie intentaría sentar sobre la tierra, de pura delicadeza y ternura, mirará con malos ojos al marido de su seno, a su hijo, a su hija, 
DEU.28.57	al recién nacido que sale de entre sus pies, y a sus hijos que diere a luz; pues los comerá
DEU.28.58	Si no cuidares de poner por obra todas las palabras de esta ley que están escritas en este libro, temiendo este nombre glorioso y temible: JEHOVÁ TU DIOS, 
DEU.28.59	entonces Jehová aumentará maravillosamente tus plagas y las plagas de tu descendencia, plagas grandes y permanentes, y enfermedades malignas y duraderas; 
DEU.28.60	y traerá sobre ti todos los males de Egipto, delante de los cuales temiste, y no te dejarán. 
DEU.28.61	Asimismo toda enfermedad y toda plaga que no está escrita en el libro de esta ley, Jehová la enviará sobre ti, hasta que seas destruido. 
DEU.28.62	Y quedaréis pocos en número, en lugar de haber sido como las estrellas del cielo en multitud, por cuanto no obedecisteis a la voz de Jehová tu Dios. 
DEU.28.63	Así como Jehová se gozaba en haceros bien y en multiplicaros, así se gozará Jehová en arruinaros y en destruiros; y seréis arrancados de sobre la tierra a la cual entráis para tomar posesión de ella. 
DEU.28.64	Y Jehová te esparcirá por todos los pueblos, desde un extremo de la tierra hasta el otro extremo; y allí servirás a dioses ajenos que no conociste tú ni tus padres, al leño y a la piedra. 
DEU.28.65	Y ni aun entre estas naciones descansarás, ni la planta de tu pie tendrá reposo; pues allí te dará Jehová corazón temeroso, y desfallecimiento de ojos, y tristeza de alma; 
DEU.28.66	y tendrás tu vida como algo que pende delante de ti, y estarás temeroso de noche y de día, y no tendrás seguridad de tu vida. 
DEU.28.67	Por la mañana dirás: ¡Quién diera que fuese la tarde! y a la tarde dirás: ¡Quién diera que fuese la mañana! por el miedo de tu corazón con que estarás amedrentado, y por lo que verán tus ojos. 
DEU.28.68	Y Jehová te hará volver a Egipto en naves, por el camino del cual te ha dicho: Nunca más volverás; y allí seréis vendidos a vuestros enemigos por esclavos y por esclavas, y no habrá quien os compre.
DEU.29.1	Éstas son las palabras del pacto que Jehová mandó a Moisés que celebrase con los hijos de Israel en la tierra de Moab, además del pacto que concertó con ellos en Horeb.
DEU.29.2	Moisés, pues, llamó a todo Israel, y les dijo: Vosotros habéis visto todo lo que Jehová ha hecho delante de vuestros ojos en la tierra de Egipto a Faraón y a todos sus siervos, y a toda su tierra, 
DEU.29.3	las grandes pruebas que vieron vuestros ojos, las señales y las grandes maravillas. 
DEU.29.4	Pero hasta hoy Jehová no os ha dado corazón para entender, ni ojos para ver, ni oídos para oír. 
DEU.29.5	Y yo os he traído cuarenta años en el desierto; vuestros vestidos no se han envejecido sobre vosotros, ni vuestro calzado se ha envejecido sobre vuestro pie. 
DEU.29.6	No habéis comido pan, ni bebisteis vino ni sidra; para que supierais que yo soy Jehová vuestro Dios. 
DEU.29.7	Y llegasteis a este lugar, y salieron Sehón rey de Hesbón
DEU.29.8	y tomamos su tierra, y la dimos por heredad a Rubén y a Gad y a la media tribu de Manasés.
DEU.29.9	Guardaréis, pues, las palabras de este pacto, y las pondréis por obra, para que prosperéis en todo lo que hiciereis.
DEU.29.10	Vosotros todos estáis hoy en presencia de Jehová vuestro Dios; los cabezas de vuestras tribus, vuestros ancianos y vuestros oficiales, todos los varones de Israel; 
DEU.29.11	vuestros niños, vuestras mujeres, y tus extranjeros que habitan en medio de tu campamento, desde el que corta tu leña hasta el que saca tu agua; 
DEU.29.12	para que entres en el pacto de Jehová tu Dios, y en su juramento, que Jehová tu Dios concierta hoy contigo, 
DEU.29.13	para confirmarte hoy como su pueblo, y para que él te sea a ti por Dios, de la manera que él te ha dicho, y como lo juró a tus padres Abraham, Isaac y Jacob. 
DEU.29.14	Y no solamente con vosotros hago yo este pacto y este juramento, 
DEU.29.15	sino con los que están aquí presentes hoy con nosotros delante de Jehová nuestro Dios, y con los que no están aquí hoy con nosotros.
DEU.29.16	Porque vosotros sabéis cómo habitamos en la tierra de Egipto, y cómo hemos pasado por en medio de las naciones por las cuales habéis pasado; 
DEU.29.17	y habéis visto sus abominaciones y sus ídolos de madera y piedra, de plata y oro, que tienen consigo. 
DEU.29.18	No sea que haya entre vosotros varón o mujer, o familia o tribu, cuyo corazón se aparte hoy de Jehová nuestro Dios, para ir a servir a los dioses de esas naciones; no sea que haya en medio de vosotros raíz que produzca hiel y ajenjo,
DEU.29.19	y suceda que al oír las palabras de esta maldición, él se bendiga en su corazón, diciendo: Tendré paz, aunque ande en la dureza de mi corazón, a fin de que con la embriaguez quite la sed. 
DEU.29.20	No querrá Jehová perdonarlo, sino que entonces humeará la ira de Jehová y su celo sobre el tal hombre, y se asentará sobre él toda maldición escrita en este libro, y Jehová borrará su nombre de debajo del cielo; 
DEU.29.21	y lo apartará Jehová de todas las tribus de Israel para mal, conforme a todas las maldiciones del pacto escrito en este libro de la ley. 
DEU.29.22	Y dirán las generaciones venideras, vuestros hijos que se levanten después de vosotros, y el extranjero que vendrá de lejanas tierras, cuando vieren las plagas de aquella tierra, y sus enfermedades de que Jehová la habrá hecho enfermar 
DEU.29.23	(azufre y sal, abrasada toda su tierra; no será sembrada, ni producirá, ni crecerá en ella hierba alguna, como sucedió en la destrucción de Sodoma y de Gomorra,
DEU.29.24	más aún, todas las naciones dirán: ¿Por qué hizo esto Jehová a esta tierra? ¿Qué significa el ardor de esta gran ira? 
DEU.29.25	Y responderán: Por cuanto dejaron el pacto de Jehová el Dios de sus padres, que él concertó con ellos cuando los sacó de la tierra de Egipto, 
DEU.29.26	y fueron y sirvieron a dioses ajenos, y se inclinaron a ellos, dioses que no conocían, y que ninguna cosa les habían dado. 
DEU.29.27	Por tanto, se encendió la ira de Jehová contra esta tierra, para traer sobre ella todas las maldiciones escritas en este libro; 
DEU.29.28	y Jehová los desarraigó de su tierra con ira, con furor y con grande indignación, y los arrojó a otra tierra, como hoy se ve.
DEU.29.29	Las cosas secretas pertenecen a Jehová nuestro Dios; mas las reveladas son para nosotros y para nuestros hijos para siempre, para que cumplamos todas las palabras de esta ley.
DEU.30.1	Sucederá que cuando hubieren venido sobre ti todas estas cosas, la bendición y la maldición que he puesto delante de ti, y te arrepintieres en medio de todas las naciones adonde te hubiere arrojado Jehová tu Dios, 
DEU.30.2	y te convirtieres a Jehová tu Dios, y obedecieres a su voz conforme a todo lo que yo te mando hoy, tú y tus hijos, con todo tu corazón y con toda tu alma, 
DEU.30.3	entonces Jehová hará volver a tus cautivos, y tendrá misericordia de ti, y volverá a recogerte de entre todos los pueblos adonde te hubiere esparcido Jehová tu Dios. 
DEU.30.4	Aun cuando tus desterrados estuvieren en las partes más lejanas que hay debajo del cielo, de allí te recogerá Jehová tu Dios, y de allá te tomará; 
DEU.30.5	y te hará volver Jehová tu Dios a la tierra que heredaron tus padres, y será tuya; y te hará bien, y te multiplicará más que a tus padres. 
DEU.30.6	Y circuncidará Jehová tu Dios tu corazón, y el corazón de tu descendencia, para que ames a Jehová tu Dios con todo tu corazón y con toda tu alma, a fin de que vivas. 
DEU.30.7	Y pondrá Jehová tu Dios todas estas maldiciones sobre tus enemigos, y sobre tus aborrecedores que te persiguieron. 
DEU.30.8	Y tú volverás, y oirás la voz de Jehová, y pondrás por obra todos sus mandamientos que yo te ordeno hoy. 
DEU.30.9	Y te hará Jehová tu Dios abundar en toda obra de tus manos, en el fruto de tu vientre, en el fruto de tu bestia, y en el fruto de tu tierra, para bien; porque Jehová volverá a gozarse sobre ti para bien, de la manera que se gozó sobre tus padres, 
DEU.30.10	cuando obedecieres a la voz de Jehová tu Dios, para guardar sus mandamientos y sus estatutos escritos en este libro de la ley; cuando te convirtieres a Jehová tu Dios con todo tu corazón y con toda tu alma.
DEU.30.11	Porque este mandamiento que yo te ordeno hoy no es demasiado difícil para ti, ni está lejos. 
DEU.30.12	No está en el cielo, para que digas: ¿Quién subirá por nosotros al cielo, y nos lo traerá y nos lo hará oír para que lo cumplamos? 
