GEN.1.1	 In the beginning
PRO.30.31	and a king with his army around him.
PRO.30.32	 If you have done foolishly by exalting yourself
PRO.30.32	or if you have planned evil,
PRO.30.32	put
PRO.30.33	 For as the churning
PRO.30.33	and as punching the nose produces blood,
PRO.30.33	so stirring up anger
PRO.31.1	 The words of King Lemuel,
PRO.31.1	an oracle
PRO.31.2	 O
PRO.31.2	O son
PRO.31.3	 Do not give your strength
PRO.31.3	nor your ways
PRO.31.4	 It is not for kings,
PRO.31.4	it is not for kings to drink wine,
PRO.31.4	or for rulers to crave strong drink,
PRO.31.5	 lest they drink and forget what is decreed,
PRO.31.5	and remove
PRO.31.6	 Give strong drink to the one who is perishing,
PRO.31.6	and wine to those who are bitterly distressed;
PRO.31.7	 let them
PRO.31.7	and remember their misery no more.
PRO.31.8	 Open your mouth
PRO.31.8	for the legal rights of all the dying.
PRO.31.9	 Open your mouth, judge in righteousness,
PRO.31.9	and plead the cause
PRO.31.10	 Who can find
PRO.31.10	For her value
PRO.31.11	 The heart of her husband has confidence
PRO.31.11	and he has no lack of gain.
PRO.31.12	 She brings him
PRO.31.12	all the days of her life. 
PRO.31.13	 She obtains
PRO.31.13	and she is pleased to work with her hands.
PRO.31.14	 She is like
PRO.31.14	she brings her food from afar.
PRO.31.15	 She also gets up
PRO.31.15	and provides food
PRO.31.16	 She considers
PRO.31.16	from her own income
PRO.31.17	 She begins
PRO.31.17	and she strengthens
PRO.31.18	 She knows
PRO.31.18	and her lamp
PRO.31.19	 Her hands
PRO.31.19	and her hands grasp the spindle.
PRO.31.20	 She extends
PRO.31.20	and reaches out her hand to the needy.
PRO.31.21	 She is not
PRO.31.21	for all of her household are clothed with scarlet.
PRO.31.22	 She makes for herself coverlets;
PRO.31.22	her clothing is fine linen and purple.
PRO.31.23	 Her husband is well-known
PRO.31.23	when he sits with the elders
PRO.31.24	 She makes linen garments
PRO.31.24	and supplies the merchants
PRO.31.25	 She is clothed
PRO.31.25	and she can laugh
PRO.31.26	 She opens her mouth
PRO.31.26	and loving instruction
PRO.31.27	 She watches over
PRO.31.27	and does not eat the bread of idleness.
PRO.31.28	 Her children rise up
PRO.31.28	her husband
PRO.31.29	 “Many
PRO.31.29	but you surpass them all!” 
PRO.31.30	 Charm is deceitful
PRO.31.30	but a woman who fears the 
PRO.31.31	 Give
PRO.31.31	and let her works praise her
ECC.1.1	 The words of the Teacher,
ECC.1.2	 “Futile! Futile!” laments
ECC.1.2	“Absolutely futile!
ECC.1.3	 What benefit
ECC.1.3	which
ECC.1.4	 A generation comes
ECC.1.4	but the earth remains
ECC.1.5	 The sun rises
ECC.1.5	it hurries away
ECC.1.6	 The wind goes to the south and circles around to the north;
ECC.1.6	round and round
ECC.1.7	 All the streams flow
ECC.1.7	and to the place where the streams flow, there they will flow again.
ECC.1.8	 All this
ECC.1.8	The eye is never satisfied with seeing, nor is the ear ever content
ECC.1.9	 What exists now
ECC.1.9	and what has been done is what will be done;
ECC.1.9	there is nothing truly new on earth.
ECC.1.10	 Is there anything about which someone can say, “Look at this! It is new!”?
ECC.1.10	It was already
ECC.1.11	 No one remembers the former events,
ECC.1.11	nor will anyone remember
ECC.1.11	they will not be remembered by the future generations.
ECC.1.12	 I, the Teacher, have been king over Israel in Jerusalem.
ECC.1.13	 I decided
ECC.1.13	all that has been accomplished on earth.
ECC.1.13	I concluded:
ECC.1.13	that keeps them
ECC.1.14	 I reflected on everything that is accomplished by man
ECC.1.14	and I concluded: Everything
ECC.1.15	 What is bent
ECC.1.15	and what is missing
ECC.1.16	 I thought to myself,
ECC.1.16	“I have become much wiser
ECC.1.16	 I
ECC.1.17	 So I decided
ECC.1.17	however, I concluded
ECC.1.18	 For with great wisdom comes
ECC.1.18	whoever increases his
ECC.2.1	 I thought to myself,
ECC.2.1	“Come now,
ECC.2.1	But I found
ECC.2.2	 I said of partying,
ECC.2.2	and of self-indulgent pleasure,
ECC.2.3	 I thought deeply
ECC.2.3	(all the while
ECC.2.3	and the effects of
ECC.2.3	so that
ECC.2.3	for people
ECC.2.4	 I increased my possessions:
ECC.2.4	I built houses for myself;
ECC.2.4	I planted vineyards for myself.
ECC.2.5	 I designed
ECC.2.5	and I planted all kinds of fruit trees in them.
ECC.2.6	 I constructed pools of water for myself,
ECC.2.6	to irrigate my grove
ECC.2.7	 I purchased male and female slaves,
ECC.2.7	and I owned slaves who were born in my house;
ECC.2.7	I also possessed more livestock – both herds and flocks – 
ECC.2.7	than any of my predecessors in Jerusalem.
ECC.2.8	 I also amassed silver and gold for myself,
ECC.2.8	as well as valuable treasures
ECC.2.8	I acquired male singers and female singers for myself,
ECC.2.8	and what gives a man sensual delight
ECC.2.9	 So
ECC.2.9	yet I maintained my objectivity:
ECC.2.10	 I did not restrain myself from getting whatever I wanted;
ECC.2.10	I did not deny myself anything that would bring me pleasure.
ECC.2.10	So all my accomplishments gave me joy;
ECC.2.10	this was my reward for all my effort.
ECC.2.11	 Yet when I reflected on everything I had accomplished
ECC.2.11	and on all the effort that I had expended to accomplish it,
ECC.2.11	I concluded:
ECC.2.11	like chasing the wind!
ECC.2.11	There is nothing gained
ECC.2.12	 Next, I decided to consider
ECC.2.12	For what more can the king’s successor do than what the king
ECC.2.13	 I realized that wisdom is preferable to folly,
ECC.2.13	just as light is preferable to darkness:
ECC.2.14	 The wise man can see where he is going,
ECC.2.14	Yet I also realized that the same fate
ECC.2.15	 So I thought to myself, “The fate of the fool will happen even to me!
ECC.2.15	Then what did I gain by becoming so excessively
ECC.2.15	So I lamented to myself,
ECC.2.15	“The benefits of wisdom
ECC.2.16	 For the wise man, like
ECC.2.16	because
ECC.2.16	Alas,
ECC.2.17	 So I loathed
ECC.2.17	happens
ECC.2.17	for all the benefits of wisdom
ECC.2.18	 So I loathed all the fruit of
ECC.2.18	for which I worked so hard
ECC.2.18	because
ECC.2.19	 Who knows if he will be a wise man or a fool?
ECC.2.19	Yet
ECC.2.19	for which I worked so wisely
ECC.2.19	This also is futile!
ECC.2.20	 So I began to despair
ECC.2.20	for which I worked so hard
ECC.2.21	 For a man may do his work with wisdom, knowledge, and skill;
ECC.2.21	however, he must hand over
ECC.2.21	to someone else who did not work for it.
ECC.2.21	This also is futile, and an awful injustice!
ECC.2.22	 What does a man acquire from all his labor
ECC.2.22	and from the anxiety that accompanies his toil on earth?
ECC.2.23	 For all day long
ECC.2.23	and even at night his mind cannot relax!
ECC.2.23	This also is futile!
ECC.2.24	 There is nothing better for
ECC.2.24	and to find enjoyment
ECC.2.24	I also perceived that this ability to find enjoyment
ECC.2.25	 For no one
ECC.2.25	or experience joy
ECC.2.26	 For to the one who pleases him,
ECC.2.26	but to the sinner, he gives the task of amassing
ECC.2.26	only to give
ECC.2.26	This
ECC.3.1	 For everything
ECC.3.1	and an appropriate time
ECC.3.2	 A time to be born,
ECC.3.2	a time to plant, and a time to uproot what was planted;
ECC.3.3	 A time to kill, and a time to heal;
ECC.3.3	a time to break down, and a time to build up;
ECC.3.4	 A time to weep, and a time to laugh;
ECC.3.4	a time to mourn, and a time to dance.
ECC.3.5	 A time to throw away stones, and a time to gather stones;
ECC.3.5	a time to embrace, and a time to refrain from embracing;
ECC.3.6	 A time to search, and a time to give something up as lost;
ECC.3.6	a time to keep, and a time to throw away;
ECC.3.7	 A time to rip, and a time to sew;
ECC.3.7	a time to keep silent, and a time to speak.
ECC.3.8	 A time to love, and a time to hate;
ECC.3.8	a time for war, and a time for peace.
ECC.3.9	 What benefit can a worker
ECC.3.10	 I have observed the burden
ECC.3.10	that God has given to people
ECC.3.11	 God has made everything fit beautifully
ECC.3.11	but
ECC.3.11	so that
ECC.3.11	from the beginning to the end
ECC.3.12	 I have concluded
ECC.3.12	than
ECC.3.12	themselves
ECC.3.13	 and also that everyone should eat and drink, and find enjoyment in all his toil,
ECC.3.13	for these things
ECC.3.14	 I also know that whatever God does will endure forever;
ECC.3.14	nothing can be added to it, and nothing taken away from it.
ECC.3.14	God has made it this way, so that men will fear him.
ECC.3.15	 Whatever exists now has already been, and whatever will be has already been;
ECC.3.15	for God will seek to do again
ECC.3.16	 I saw something else on earth:
ECC.3.16	In the place of justice, there was wickedness,
ECC.3.16	and in the place of fairness,
ECC.3.17	 I thought to myself, “God will judge both the righteous and the wicked;
ECC.3.17	for there is an appropriate time for every activity,
ECC.3.17	and there is a time of judgment
ECC.3.18	 I also thought to myself, “It is
ECC.3.18	so God can clearly
ECC.3.19	 For the fate of humans
ECC.3.19	As one dies, so dies the other; both have the same breath.
ECC.3.19	There is no advantage for humans over animals,
ECC.3.19	for both are fleeting.
ECC.3.20	 Both go to the same place,
ECC.3.20	both come from the dust,
ECC.3.20	and to dust both return.
ECC.3.21	 Who really knows if the human spirit
ECC.3.21	and the animal’s spirit descends into the earth?
ECC.3.22	 So I perceived there is nothing better than for people
ECC.3.22	because that is their
ECC.3.22	for who can show them what the future holds?
ECC.4.1	 So
ECC.4.1	This is what I saw:
ECC.4.1	The oppressed
ECC.4.1	no one delivers
ECC.4.2	 So I considered
ECC.4.2	more fortunate than those who are still alive.
ECC.4.3	 But better than both is the one who has not been born
ECC.4.3	and has not seen the evil things that are done on earth.
ECC.4.4	 Then I considered
ECC.4.4	Surely it is nothing more than
ECC.4.4	This also is profitless – like
ECC.4.5	 The fool folds his hands and does no work,
ECC.4.5	so he has nothing to eat but his own flesh.
ECC.4.6	 Better is one handful with some rest
ECC.4.6	than two hands full of toil
ECC.4.7	 So
ECC.4.8	 A man who is all alone with no companion,
ECC.4.8	he has no children nor siblings;
ECC.4.8	yet there is no end to all his toil,
ECC.4.8	and he
ECC.4.8	He laments,
ECC.4.8	This also is futile and a burdensome task!
ECC.4.9	 Two people are better than one,
ECC.4.9	because they can reap
ECC.4.10	 For if they fall, one will help his companion up,
ECC.4.10	but pity
ECC.4.11	 Furthermore, if two lie down together, they can keep each other warm,
ECC.4.11	but how can one person keep warm by himself?
ECC.4.12	 Although an assailant may overpower
ECC.4.12	two can withstand him.
ECC.4.12	Moreover, a three-stranded cord is not quickly broken.
ECC.4.13	 A poor but wise youth is better than an old and foolish king
ECC.4.13	who no longer knows how to receive advice.
ECC.4.14	 For he came out of prison
ECC.4.14	even though he had been born poor in what would become his
ECC.4.15	 I considered all the living who walk on earth,
ECC.4.15	as well as the successor
ECC.4.16	 There is no end to all the people
ECC.4.16	yet future generations
ECC.4.16	This also is profitless and like
ECC.5.1	 Be careful what you do
ECC.5.1	draw near to listen
ECC.5.1	for they do not realize that they are doing wrong.
ECC.5.2	 Do not be rash with your mouth or hasty in your heart to bring up a matter before God,
ECC.5.2	for God is in heaven and you are on earth!
ECC.5.2	Therefore, let your words be few.
ECC.5.3	 Just as dreams come when there are many cares,
ECC.5.3	so
ECC.5.4	 When you make a vow
ECC.5.4	For God
ECC.5.4	Pay what you vow!
ECC.5.5	 It is better for you not to vow
ECC.5.5	than to vow and not pay it.
ECC.5.6	 Do not let your mouth cause you
ECC.5.6	and do not tell the priest,
ECC.5.6	Why make God angry at you
ECC.5.6	so that he would destroy the work of your hands?”
ECC.5.7	 Just as there is futility in many dreams,
ECC.5.7	so also in many words.
ECC.5.7	Therefore, fear God!
ECC.5.8	 If you see the extortion
ECC.5.8	or the perversion
ECC.5.8	do not be astonished by the matter.
ECC.5.8	For the high official is watched by a higher official,
ECC.5.8	and there are higher ones over them!
ECC.5.9	 The produce of the land is seized
ECC.5.9	even the king is served
ECC.5.10	 The one who loves money
ECC.5.10	he who loves wealth
ECC.5.10	This also is futile.
ECC.5.11	 When someone’s
ECC.5.11	so what does its owner
ECC.5.12	 The sleep of the laborer is pleasant – whether he eats little or much – 
ECC.5.12	but the wealth of the rich will not allow him to sleep.
ECC.5.13	 Here is
ECC.5.13	Wealth hoarded by its owner to his own misery.
ECC.5.14	 Then that wealth was lost through bad luck;
ECC.5.14	although he fathered a son, he has nothing left to give him.
ECC.5.15	 Just as he came forth from his mother's womb, naked will he return as he came,
ECC.5.15	and he will take nothing in his hand that he may carry away from his toil.
ECC.5.16	 This is another misfortune:
ECC.5.16	Just as he came, so will he go.
ECC.5.16	What did he gain from toiling for the wind?
ECC.5.17	 Surely, he ate in darkness every day of his life,
ECC.5.17	and he suffered greatly with sickness and anger.
ECC.5.18	 I have seen personally what is the only beneficial and appropriate course of action for people:
ECC.5.18	to eat and drink,
ECC.5.18	during the few days of their life which God has given them,
ECC.5.18	for this is their reward.
ECC.5.19	 To every man whom God has given wealth, and possessions,
ECC.5.19	he has also given him the ability
ECC.5.19	to eat from them, to receive his reward and to find enjoyment in his toil;
ECC.5.19	these things
ECC.5.20	 For he does not think
ECC.5.20	because God keeps him preoccupied
ECC.6.1	 Here is
ECC.6.1	and it weighs
ECC.6.2	 God gives a man riches, property, and wealth
ECC.6.2	so that he lacks nothing that his heart
ECC.6.2	yet God does not enable
ECC.6.2	instead, someone else
ECC.6.2	This is fruitless and a grave misfortune.
ECC.6.3	 Even if a man fathers a hundred children and lives many years – 
ECC.6.3	even if he lives a long, long time,
ECC.6.3	even if he were to live forever
ECC.6.3	I would say, “A stillborn child
ECC.6.4	 Though the stillborn child
ECC.6.4	though its name is shrouded in darkness,
ECC.6.5	 though it never saw the light of day
ECC.6.5	yet it has more rest
ECC.6.6	 if he should live a thousand years twice, yet does not enjoy his prosperity.
ECC.6.6	For both of them die!
ECC.6.7	 All of man’s labor is for nothing more than
ECC.6.7	yet his appetite
ECC.6.8	 So what advantage does a wise man have over a fool?
ECC.6.8	And what advantage
ECC.6.9	 It is better to be content with
ECC.6.9	than for one’s heart always to crave more.
ECC.6.9	This continual longing
ECC.6.10	 Whatever has happened was foreordained,
ECC.6.10	and what happens to a person
ECC.6.10	It is useless for him to argue with God about his fate
ECC.6.10	because God is more powerful than he is.
ECC.6.11	 The more one argues with words, the less he accomplishes.
ECC.6.11	How does that benefit him?
ECC.6.12	 For no one knows what is best for a person during his life
ECC.6.12	during the few days of his fleeting life – 
ECC.6.12	for
ECC.6.12	Nor can anyone tell him what the future will hold for him on earth.
ECC.7.1	 A good reputation
ECC.7.1	likewise,
ECC.7.2	 It is better to go to a funeral
ECC.7.2	than a feast.
ECC.7.2	For death
ECC.7.2	and the living should
ECC.7.3	 Sorrow
ECC.7.3	because sober reflection
ECC.7.4	 The heart of the wise is in the house of mourning,
ECC.7.4	but the heart of fools is in the house of merrymaking.
ECC.7.5	 It is better for a person to receive
ECC.7.5	than to listen to the song
ECC.7.6	 For like the crackling of quick-burning thorns
ECC.7.6	so is the laughter of the fool.
ECC.7.6	This kind of folly
ECC.7.7	 Surely oppression
ECC.7.7	likewise,
ECC.7.8	 The end of a matter
ECC.7.8	likewise, patience
ECC.7.9	 Do not let yourself be quickly provoked,
ECC.7.9	for anger resides in the lap
ECC.7.10	 Do not say, “Why were the old days better than these days?”
ECC.7.10	for it is not wise to ask that.
ECC.7.11	 Wisdom, like
ECC.7.11	it benefits those who see the light of day.
ECC.7.12	 For wisdom provides
ECC.7.12	just as
ECC.7.12	But the advantage of knowledge is this:
ECC.7.12	Wisdom preserves the life
ECC.7.13	 Consider the work of God:
ECC.7.13	For who can make straight what he has bent?
ECC.7.14	 In times of prosperity
ECC.7.14	but in times of adversity
ECC.7.14	God has made one as well as the other,
ECC.7.14	so that no one can discover what the future holds.
ECC.7.15	 During the days of my fleeting life
ECC.7.15	Sometimes
ECC.7.15	and sometimes
ECC.7.16	 So do not be excessively righteous or excessively
ECC.7.16	otherwise
ECC.7.17	 Do not be excessively wicked and do not be a fool;
ECC.7.17	otherwise
ECC.7.18	 It is best to take hold of one warning
ECC.7.18	for the one who fears God will follow
ECC.7.19	 Wisdom gives a wise person more protection
ECC.7.19	than ten rulers in a city.
ECC.7.20	 For
ECC.7.20	who continually does good and never sins.
ECC.7.21	 Also, do not pay attention to everything that people
ECC.7.21	otherwise,
ECC.7.22	 For you know in your own heart
ECC.7.22	that you also have cursed others many times.
ECC.7.23	 I have examined all this by wisdom;
ECC.7.23	I said, “I am determined
ECC.7.24	 Whatever has happened is beyond human
ECC.7.24	it is far deeper than anyone can fathom.
ECC.7.25	 I tried
ECC.7.25	the role of
ECC.7.25	and to understand the stupidity of wickedness
ECC.7.26	 I discovered this:
ECC.7.26	More bitter than death is the kind of
ECC.7.26	her heart is like a hunter’s net and her hands are like prison chains.
ECC.7.26	The man who pleases God escapes her,
ECC.7.26	but the sinner is captured by her.
ECC.7.27	 The Teacher says:
ECC.7.27	I discovered this while trying to discover the scheme of things, item by item.
ECC.7.28	 What I have continually sought, I have not found;
ECC.7.28	I have found only
ECC.7.28	but I have not found one upright woman among all of them.
ECC.7.29	 This alone have I discovered: God made humankind upright,
ECC.7.29	but they have sought many evil schemes.
ECC.8.1	 Who is
ECC.8.1	A person’s wisdom brightens his appearance,
ECC.8.2	 Obey the king’s command,
ECC.8.2	because you took
ECC.8.3	 Do not rush out of the king’s presence in haste – do not delay when the matter is unpleasant,
ECC.8.3	for he can do whatever he pleases.
ECC.8.4	 Surely the king’s authority
ECC.8.4	no one can say
ECC.8.5	 Whoever obeys his
ECC.8.5	and a wise person
ECC.8.6	 For there is a proper time and procedure for every matter,
ECC.8.6	for the oppression
ECC.8.7	 Surely no one knows the future,
ECC.8.7	and no one can tell another person what will happen.
ECC.8.8	 Just as no one has power over the wind to restrain it,
ECC.8.8	so no one has power over the day of his
ECC.8.8	Just as no one can be discharged during the battle,
ECC.8.8	so wickedness cannot rescue the wicked.
ECC.8.9	 While applying
ECC.8.9	Sometimes one person
ECC.8.10	 Not only that,
ECC.8.10	and as they left the holy temple,
ECC.8.10	boasted
ECC.8.10	This also is an enigma.
ECC.8.11	 When
ECC.8.11	the human heart
ECC.8.12	 Even though a sinner might commit a hundred crimes
ECC.8.12	yet I know that it will go well with God-fearing people
ECC.8.13	 But it will not go well with the wicked,
ECC.8.13	nor will they
ECC.8.13	because they
ECC.8.14	 Here is
ECC.8.14	Sometimes there are righteous people who get what the wicked deserve,
ECC.8.14	and sometimes there are wicked people who get what the righteous deserve.
ECC.8.14	I said, “This also is an enigma.”
ECC.8.15	 So I recommend the enjoyment of life,
ECC.8.15	for there is nothing better on earth
ECC.8.15	So
ECC.8.15	during the days of his life which God gives him on earth.
ECC.8.16	 When I tried
ECC.8.16	and to observe the activity
ECC.8.16	even though it prevents anyone from sleeping day or night
ECC.8.17	 then I discerned all that God has done:
ECC.8.17	No one really comprehends what happens
ECC.8.17	Despite all human
ECC.8.17	Even if
ECC.8.17	he would not really comprehend
ECC.9.1	 So I reflected on all this,
ECC.9.1	I concluded that
ECC.9.1	whether a person will be loved or hated
ECC.9.1	no one knows what lies ahead.
ECC.9.2	 Everyone shares the same fate
ECC.9.2	the righteous and the wicked,
ECC.9.2	the good and the bad,
ECC.9.2	the ceremonially clean and unclean,
ECC.9.2	those who offer sacrifices and those who do not.
ECC.9.2	What happens to the good person, also happens to the sinner;
ECC.9.2	what happens to those who make vows, also happens to those who are afraid to make vows.
ECC.9.3	 This is the unfortunate fact
ECC.9.3	the same fate awaits
ECC.9.3	In addition to this, the hearts of all people
ECC.9.3	and there is folly in their hearts during their lives – then they die.
ECC.9.4	 But whoever is among
ECC.9.4	a live dog is better than a dead lion.
ECC.9.5	 For the living know that they will die, but the dead do not know anything;
ECC.9.5	they have no further reward – and even the memory of them disappears.
ECC.9.6	 What they loved,
ECC.9.6	and they no longer have a part in anything that happens on earth.
ECC.9.7	 Go, eat your food
ECC.9.7	and drink your wine with a happy heart,
ECC.9.7	because God has already approved your works.
ECC.9.8	 Let your clothes always be white,
ECC.9.8	and do not spare precious ointment on your head.
ECC.9.9	 Enjoy
ECC.9.9	that God
ECC.9.9	for that is your reward in life and in your burdensome work
ECC.9.10	 Whatever you find to do with your hands,
ECC.9.10	do it with all your might,
ECC.9.10	because there is neither work nor planning nor knowledge nor wisdom in the grave,
ECC.9.10	the place where you will eventually go.
ECC.9.11	 Again,
ECC.9.11	the race is not always
ECC.9.11	the battle is not always won by the strongest;
ECC.9.11	prosperity
ECC.9.11	wealth does not always belong to those who are the most discerning,
ECC.9.11	nor does success
ECC.9.11	for time and chance may overcome
ECC.9.12	 Surely, no one
ECC.9.12	Like fish that are caught in a deadly
ECC.9.12	just like them, all people
ECC.9.13	 This is what I also observed about wisdom on earth,
ECC.9.13	and it is a great burden
ECC.9.14	 There was once
ECC.9.14	and a mighty king attacked it, besieging
ECC.9.15	 However, a poor but wise man lived in the city,
ECC.9.15	and he could have delivered
ECC.9.15	but no one listened
ECC.9.16	 So I concluded that wisdom is better than might,
ECC.9.16	but a poor man’s wisdom is despised; no one ever listens
ECC.9.17	 The words of the wise are heard in quiet,
ECC.9.17	more than the shouting of a ruler is heard
ECC.9.18	 Wisdom is better than weapons of war,
ECC.9.18	but one sinner can destroy much that is good.
ECC.10.1	 One dead fly
ECC.10.1	so a little folly can outweigh
ECC.10.2	 A wise person’s good sense protects him,
ECC.10.2	but a fool’s lack of sense leaves him vulnerable.
ECC.10.3	 Even when a fool walks along the road he lacks sense,
ECC.10.3	and shows
ECC.10.4	 If the anger
ECC.10.4	for a calm
ECC.10.5	 I have seen another
ECC.10.5	It is an error a ruler makes.
ECC.10.6	 Fools
ECC.10.6	while wealthy men sit in lowly positions.
ECC.10.7	 I have seen slaves
ECC.10.7	and princes walking on foot
ECC.10.8	 One who digs a pit may
ECC.10.8	and one who breaks through a wall may be bitten by a snake.
ECC.10.9	 One who quarries stones may be injured by them;
ECC.10.9	one who splits logs may be endangered by them.
ECC.10.10	 If an iron axhead
ECC.10.10	he must exert a great deal of effort;
ECC.10.10	so wisdom has the advantage of giving success.
ECC.10.11	 If the snake should bite before it is charmed,
ECC.10.11	the snake charmer
ECC.10.12	 The words of a wise person
ECC.10.12	but the words
ECC.10.13	 At the beginning his words
ECC.10.13	and at the end
ECC.10.14	 yet a fool keeps on babbling.
ECC.10.14	No one knows what will happen;
ECC.10.14	who can tell him what will happen in the future?
ECC.10.15	 The toil of a stupid fool
ECC.10.15	because he does not even know the way to the city.
ECC.10.16	 Woe to you, O land, when your king is childish,
ECC.10.16	and your princes feast in the morning!
ECC.10.17	 Blessed are you, O land, when your king is the son of nobility,
ECC.10.17	and your princes feast at the proper time
ECC.10.18	 Because of laziness the roof
ECC.10.18	and because of idle hands
ECC.10.19	 Feasts
ECC.10.19	and wine makes life merry,
ECC.10.19	but money is the answer
ECC.10.20	 Do not curse a king even in your thoughts,
ECC.10.20	and do not curse the rich
ECC.10.20	for a bird
ECC.10.20	or some winged creature
ECC.11.1	 Send
ECC.11.1	for after many days you will get a return.
ECC.11.2	 Divide your merchandise
ECC.11.2	for you do not know
ECC.11.3	 If the clouds are full of rain, they will empty themselves on the earth,
ECC.11.3	and whether a tree falls to the south or to the north, the tree will lie wherever it falls.
ECC.11.4	 He who watches the wind will not sow,
ECC.11.4	and he who observes the clouds will not reap.
ECC.11.5	 Just as you do not know the path
ECC.11.5	or how the bones form
ECC.11.5	so you do not know the work of God who makes everything.
ECC.11.6	 Sow your seed in the morning,
ECC.11.6	and do not stop working
ECC.11.6	for you do not know which activity
ECC.11.6	whether this one or that one, or whether both will prosper equally.
ECC.11.7	 Light
ECC.11.7	and it is pleasant for a person
ECC.11.8	 So, if a man lives many years, let him rejoice in them all,
ECC.11.8	but let him remember that the days of darkness
ECC.11.9	 Rejoice, young man, while you are young,
ECC.11.9	and let your heart cheer you in the days of your youth.
ECC.11.9	Follow the impulses
ECC.11.9	but know that God will judge your motives and actions.
ECC.11.10	 Banish
ECC.11.10	and put away pain
ECC.11.10	for youth
ECC.12.1	 So remember
ECC.12.1	before
ECC.12.1	and the years draw near when you will say, “I have no pleasure in them”;
ECC.12.2	 before the sun and the light
ECC.12.2	and the clouds disappear
ECC.12.3	 when those who keep watch over the house
ECC.12.3	and the virile men begin to stoop over,
ECC.12.3	and the grinders
ECC.12.3	and those who look through the windows grow dim,
ECC.12.4	 and the doors along the street are shut;
ECC.12.4	when the sound of the grinding mill
ECC.12.4	and one is awakened
ECC.12.4	and all their
ECC.12.5	 and they are afraid of heights and the dangers
ECC.12.5	the almond blossoms
ECC.12.5	and the grasshopper
ECC.12.5	and the caper berry
ECC.12.5	because man goes to his eternal home,
ECC.12.5	and the mourners go about in the streets – 
ECC.12.6	 before the silver cord is removed,
ECC.12.6	or the golden bowl is broken,
ECC.12.6	or the pitcher is shattered at the well,
ECC.12.6	or the water wheel
ECC.12.7	 and the dust returns to the earth as it was,
ECC.12.7	and the life’s breath
ECC.12.8	 “Absolutely futile!”
ECC.12.8	“All of these things
ECC.12.9	 Not only was the Teacher wise,
ECC.12.9	but he also taught knowledge to the people;
ECC.12.9	he carefully evaluated
ECC.12.10	 The Teacher sought to find delightful
ECC.12.10	and to write
ECC.12.11	 The words of the sages are like prods,
ECC.12.11	and the collected sayings are like firmly fixed nails;
ECC.12.11	they are given by one shepherd.
ECC.12.12	 Be warned, my son, of anything in addition to them.
ECC.12.12	There is no end to the making
ECC.12.12	and much study is exhausting to the body.
ECC.12.13	 Having heard everything, I have reached this conclusion:
ECC.12.13	Fear God and keep his commandments,
ECC.12.13	because this is the whole duty
ECC.12.14	 For God will evaluate every deed,
ECC.12.14	including every secret thing, whether good or evil.
SNG.1.1	 Solomon’s
SNG.1.2	 Oh, how I wish you
SNG.1.2	For your lovemaking
SNG.1.3	 The fragrance
SNG.1.3	your name
SNG.1.3	No wonder the young women
SNG.1.4	 Draw me
SNG.1.4	May the king
SNG.1.4	We will
SNG.1.4	we will praise
SNG.1.4	How rightly
SNG.1.5	 I am dark but lovely, O maidens
SNG.1.5	dark
SNG.1.5	lovely
SNG.1.6	 Do not stare at me because
SNG.1.6	for
SNG.1.6	My brothers
SNG.1.6	they made me the keeper of the vineyards.
SNG.1.6	Alas, my own vineyard
SNG.1.7	 Tell me, O you whom my heart
SNG.1.7	where do you pasture your sheep?
SNG.1.7	Where do you rest your sheep during the midday heat?
SNG.1.7	Tell me lest
SNG.1.7	beside the flocks of your companions!
SNG.1.8	 If you do not know, O most beautiful of women,
SNG.1.8	simply follow the tracks of my flock,
SNG.1.8	and pasture your little lambs
SNG.1.8	beside the tents of the shepherds.
SNG.1.9	 O my beloved, you are like
SNG.1.9	among Pharaoh’s stallions.
SNG.1.10	 Your cheeks are beautiful with ornaments;
SNG.1.10	your neck is lovely
SNG.1.11	 We
SNG.1.11	studded with silver.
SNG.1.12	 While the king was at his banqueting table,
SNG.1.12	my nard
SNG.1.13	 My beloved is like a fragrant pouch of myrrh
SNG.1.13	spending the night
SNG.1.14	 My beloved is like a cluster of henna blossoms
SNG.1.14	in the vineyards of En-Gedi.
SNG.1.15	 Oh,
SNG.1.15	Oh, how beautiful you are!
SNG.1.15	Your eyes
SNG.1.16	 Oh, how handsome you are, my lover!
SNG.1.16	Oh,
SNG.1.16	The lush foliage
SNG.1.17	 the cedars are the beams of our bedroom chamber;
SNG.1.17	the pines are the rafters of our bedroom.
SNG.2.1	 I am a
SNG.2.1	a lily
SNG.2.2	 Like
SNG.2.2	so is my darling among the maidens.
SNG.2.3	 Like
SNG.2.3	so is my beloved among the young men.
SNG.2.3	I delight
SNG.2.3	and his fruit
SNG.2.4	 He brought me
SNG.2.4	and he looked
SNG.2.5	 Sustain
SNG.2.5	refresh me with apples,
SNG.2.5	for I am faint with love.
SNG.2.6	 His left hand caresses my head,
SNG.2.6	and his right hand stimulates me.
SNG.2.7	 I adjure you,
SNG.2.7	by the gazelles and by the young does
SNG.2.7	Do not awaken or arouse
SNG.2.8	 Listen!
SNG.2.8	Look!
SNG.2.8	leaping over the mountains,
SNG.2.8	bounding over the hills!
SNG.2.9	 My lover is like a gazelle or a young stag.
SNG.2.9	Look! There he stands behind our wall,
SNG.2.9	gazing through the window,
SNG.2.9	peering through the lattice.
