GEN.1.1	In the beginning God created the heavens and the earth. 
EXO.19.17	Moshe brought the people out of the camp to meet God; they stood near the base of the mountain. 
EXO.19.18	Mount Sinai was enveloped in smoke, because 
EXO.19.19	As the sound of the 
EXO.19.20	 came down onto Mount Sinai, to the top of the mountain; then 
EXO.19.21	 said to Moshe, “Go down and warn the people not to force their way through to 
EXO.19.22	Even the 
EXO.19.23	Moshe said to 
EXO.19.24	But 
EXO.19.25	So Moshe went down to the people and told them.
EXO.20.1	Then God said all these words:
EXO.20.1	א 
EXO.20.2	“I am 
EXO.20.2	ב 
EXO.20.3	“You are to have no other gods before me. 
EXO.20.4	You are not to make for yourselves a carved image or any kind of representation of anything in heaven above, on the earth beneath or in the water below the shoreline. 
EXO.20.5	You are not to bow down to them or serve them; for I, 
EXO.20.6	but displaying grace to the thousandth generation of those who love me and obey my 
EXO.20.6	ג 
EXO.20.7	“You are not to use lightly the name of 
EXO.20.7	ד 
EXO.20.8	“Remember the day, 
EXO.20.9	You have six days to labor and do all your work, 
EXO.20.10	but the seventh day is a 
EXO.20.11	For in six days, 
EXO.20.11	ה 
EXO.20.12	“Honor your father and mother, so that you may live long in the land which 
EXO.20.12	ו 
EXO.20.13	“Do not murder.
EXO.20.13	ז “Do not commit adultery.
EXO.20.13	ח “Do not steal.
EXO.20.13	ט “Do not give false evidence against your neighbor.
EXO.20.13	י 
EXO.20.14	“Do not covet your neighbor’s house; do not covet your neighbor’s wife, his male or female slave, his ox, his donkey or anything that belongs to your neighbor.”
EXO.20.15	All the people experienced the thunder, the lightning, the sound of the 
EXO.20.16	they said to Moshe, “You, speak with us; and we will listen. But don’t let God speak with us, or we will die.” 
EXO.20.17	Moshe answered the people, “Don’t be afraid, because God has come only to test you and make you fear him, so that you won’t commit sins.” 
EXO.20.18	So the people stood at a distance, but Moshe approached the thick darkness where God was.
EXO.20.19	 said to Moshe, “Here is what you are to say to the people of Isra’el: ‘You yourselves have seen that I spoke with you from heaven. 
EXO.20.20	You are not to make with me gods of silver, nor are you to make gods of gold for yourselves. 
EXO.20.21	For me you need make only an altar of earth; on it you will sacrifice your burnt offerings, peace offerings, sheep, goats and cattle. In every place where I cause my name to be mentioned, I will come to you and bless you. 
EXO.20.22	If you do make me an altar of stone, you are not to build it of cut stones; for if you use a tool on it, you profane it. 
EXO.20.23	Likewise, you are not to use steps to go up to my altar; so that you won’t be indecently uncovered.’”
EXO.21.1	“These are the rulings you are to present to them:
EXO.21.2	“If you purchase a Hebrew slave, he is to work six years; but in the seventh, he is to be given his freedom without having to pay anything. 
EXO.21.3	If he came single, he is to leave single; if he was married when he came, his wife is to go with him when he leaves. 
EXO.21.4	But if his master gave him a wife, and she bore him sons or daughters, then the wife and her children will belong to her master, and he will leave by himself. 
EXO.21.5	Nevertheless, if the slave declares, ‘I love my master, my wife and my children, so I don’t want to go free,’ 
EXO.21.6	then his master is to bring him before God; and there at the door or doorpost, his master is to pierce his ear with an awl; and the man will be his slave for life.
EXO.21.7	“If a man sells his daughter as a slave, she is not to go free like the men-slaves. 
EXO.21.8	If her master married her but decides she no longer pleases him, then he is to allow her to be redeemed. He is not allowed to sell her to a foreign people, because he has treated her unfairly. 
EXO.21.9	If he has her marry his son, then he is to treat her like a daughter. 
EXO.21.10	If he marries another wife, he is not to reduce her food, clothing or marital rights. 
EXO.21.11	If he fails to provide her with these three things, she is to be given her freedom without having to pay anything.
EXO.21.12	“Whoever attacks a person and causes his death must be put to death. 
EXO.21.13	If it was not premeditated but an act of God, then I will designate for you a place to which he can flee. 
EXO.21.14	But if someone willfully kills another after deliberate planning, you are to take him even from my altar and put him to death.
EXO.21.15	“Whoever attacks his father or mother must be put to death.
EXO.21.16	“Whoever kidnaps someone must be put to death, regardless of whether he has already sold him or the person is found still in his possession.
EXO.21.17	“Whoever curses his father or mother must be put to death.
EXO.21.18	“If two people fight, and one hits the other with a stone or with his fist, and the injured party doesn’t die but is confined to his bed; 
EXO.21.19	then, if he recovers enough to be able to walk around outside, even if with a cane, the attacker will be free of liability, except to compensate him for his loss of time and take responsibility for his care until his recovery is complete.
EXO.21.20	“If a person beats his male or female slave with a stick so severely that he dies, he is to be punished; 
EXO.21.21	except that if the slave lives for a day or two, he is not to be punished, since the slave is his property.
EXO.21.22	“If people are fighting with each other and happen to hurt a pregnant woman so badly that her unborn child dies, then, even if no other harm follows, he must be fined. He must pay the amount set by the woman’s husband and confirmed by judges. 
EXO.21.23	But if any harm follows, then you are to give life for life, 
EXO.21.24	eye for eye, tooth for tooth, hand for hand, foot for foot, 
EXO.21.25	burn for burn, wound for wound and bruise for bruise.
EXO.21.26	“If a person hits his male or female slave’s eye and destroys it, he must let him go free in compensation for his eye. 
EXO.21.27	If he knocks out his male or female slave’s tooth, he must let him go free in compensation for his tooth.
EXO.21.28	“If an ox gores a man or a woman to death, the ox is to be stoned and its flesh not eaten, but the owner of the ox will have no further liability. 
EXO.21.29	However, if the ox was in the habit of goring in the past, and the owner was warned but did not confine it, so that it ended up killing a man or a woman; then the ox is to be stoned, and its owner too is to be put to death. 
EXO.21.30	However, a ransom may be imposed on him; and the death penalty will be commuted if he pays the amount imposed. 
EXO.21.31	If the ox gores a son or daughter, the same rule applies. 
EXO.21.32	If the ox gores a male or female slave, its owner must give their master twelve ounces of silver; and the ox is to be stoned to death.
EXO.21.33	“If someone removes the cover from a cistern or digs one and fails to cover it, and an ox or donkey falls in, 
EXO.21.34	the owner of the cistern must make good the loss by compensating the animal’s owner; but the dead animal will be his.
EXO.21.35	“If one person’s ox hurts another’s, so that it dies, they are to sell the live ox and divide the revenue from the sale; and they are also to divide the dead animal. 
EXO.21.36	But if it is known that the ox was in the habit of goring in the past, and the owner did not confine it; he must pay ox for ox, but the dead animal will be his.
EXO.21.37	“If someone steals an ox or a sheep and slaughters or sells it, he is to pay five oxen for an ox and four sheep for a sheep.
EXO.22.1	“If a thief caught in the act of breaking in is beaten to death, it is not murder; 
EXO.22.2	unless it happens after sunrise, in which case it is murder. A thief must make restitution; so if he has nothing, he himself is to be sold to make good the loss from the theft. 
EXO.22.3	If what he stole is found alive in his possession, he is to pay double, no matter whether it is an ox, a donkey or a sheep.
EXO.22.4	“If a person causes a field or vineyard to be grazed over or lets his animal loose to graze in someone else’s field, he is to make restitution from the best produce of his own field and vineyard.
EXO.22.5	“If a fire is started and spreads to thorns, so that stacked grain, standing grain or a field is destroyed, the person who lit it must make restitution.
EXO.22.6	“If a person entrusts a neighbor with money or goods, and they are stolen from the trustee’s house, then, if the thief is found, he must pay double. 
EXO.22.7	But if the thief is not found, then the trustee must state before God that he did not take the person’s goods himself. 
EXO.22.8	In every case of dispute over ownership, whether of an ox, a donkey, a sheep, clothing, or any missing property, where one person says, ‘This is mine,’ both parties are to come before God; and the one whom God condemns must pay the other one double.
EXO.22.9	“If a person trusts a neighbor to look after a donkey, ox, sheep or any animal, and it dies, is injured or is driven away unseen, 
EXO.22.10	then the neighbor’s oath before 
EXO.22.11	But if it was stolen from the neighbor, he must make restitution to the owner. 
EXO.22.12	If it was torn to pieces by an animal, the neighbor must bring it as evidence, and then he doesn’t need to make good the loss.
EXO.22.13	“If someone borrows something from his neighbor, and it gets injured or dies with the owner not present, he must make restitution. 
EXO.22.14	If the owner was present, he need not make good the loss. If the owner hired it out, the loss is covered by the hiring fee.
EXO.22.15	“If a man seduces a virgin who is not engaged to be married and sleeps with her, he must pay the bride-price for her to be his wife. 
EXO.22.16	But if her father refuses to give her to him, he must pay a sum equivalent to the bride-price for virgins.
EXO.22.17	“You are not to permit a sorceress to live.
EXO.22.18	“Whoever has sexual relations with an animal must be put to death.
EXO.22.19	“Anyone who sacrifices to any god other than 
EXO.22.20	“You must neither wrong nor oppress a foreigner living among you, for you yourselves were foreigners in the land of Egypt.
EXO.22.21	“You are not to abuse any widow or orphan. 
EXO.22.22	If you do abuse them in any way, and they cry to me, I will certainly heed their cry. 
EXO.22.23	My anger will burn, and I will kill you with the sword — your own wives will be widows and your own children fatherless.
EXO.22.24	“If you loan money to one of my people who is poor, you are not to deal with him as would a creditor; and you are not to charge him interest. 
EXO.22.25	If you take your neighbor’s coat as collateral, you are to restore it to him by sundown, 
EXO.22.26	because it is his only garment — he needs it to wrap his body; what else does he have in which to sleep? Moreover, if he cries out to me, I will listen; because I am compassionate.
EXO.22.27	“You are not to curse God, and you are not to curse a leader of your people.
EXO.22.28	“You are not to delay offering from your harvest of grain, olive oil or wine.
EXO.22.28	“The firstborn of your sons you are to give to me. 
EXO.22.29	You are to do the same with your oxen and your sheep — it is to stay with its mother seven days, and on the eighth day you are to give it to me.
EXO.22.30	“You are to be my specially separated people. Therefore you are not to eat any flesh torn by wild animals in the countryside; rather, throw it out for the dogs.
EXO.23.1	“You are not to repeat false rumors; do not join hands with the wicked by offering perjured testimony. 
EXO.23.2	Do not follow the crowd when it does what is wrong; and don’t allow the popular view to sway you into offering testimony for any cause if the effect will be to pervert justice. 
EXO.23.3	On the other hand, don’t favor a person’s lawsuit simply because he is poor.
EXO.23.4	“If you come upon your enemy’s ox or donkey straying, you must return it to him. 
EXO.23.5	If you see the donkey which belongs to someone who hates you lying down helpless under its load, you are not to pass him by but to go and help him free it.
EXO.23.6	“Do not deny anyone justice in his lawsuit simply because he is poor. 
EXO.23.7	Keep away from fraud, and do not cause the death of the innocent and righteous; for I will not justify the wicked. 
EXO.23.8	You are not to receive a bribe, for a bribe blinds the clearsighted and subverts the cause of the righteous.
EXO.23.9	“You are not to oppress a foreigner, for you know how a foreigner feels, since you were foreigners in the land of Egypt.
EXO.23.10	“For six years, you are to sow your land with seed and gather in its harvest. 
EXO.23.11	But the seventh year, you are to let it rest and lie fallow, so that the poor among your people can eat; and what they leave, the wild animals in the countryside can eat. Do the same with your vineyard and olive grove.
EXO.23.12	“For six days, you are to work. But on the seventh day, you are to rest, so that your ox and donkey can rest, and your slave-girl’s son and the foreigner be renewed.
EXO.23.13	“Pay attention to everything I have said to you; do not invoke the names of other gods or even let them be heard crossing your lips.
EXO.23.14	“Three times a year, you are to observe a festival for me. 
EXO.23.15	Keep the festival of 
EXO.23.16	Next, the festival of harvest, the firstfruits of your efforts sowing in the field; and last, the festival of ingathering, at the end of the year, when you gather in from the fields the results of your efforts. 
EXO.23.17	Three times a year all your men are to appear before the Lord, 
EXO.23.18	“You are not to offer the blood of my sacrifice with leavened bread, nor is the fat of my festival to remain all night until morning.
EXO.23.19	“You are to bring the best firstfruits of your land into the house of 
EXO.23.19	“You are not to boil a young animal in its mother’s milk.
EXO.23.20	“I am sending an angel ahead of you to guard you on the way and bring you to the place I have prepared. 
EXO.23.21	Pay attention to him, listen to what he says and do not rebel against him; because he will not forgive any wrongdoing of yours, since my name resides in him. 
EXO.23.22	But if you listen to what he says and do everything I tell you, then I will be an enemy to your enemies and a foe to your foes. 
EXO.23.23	When my angel goes ahead of you and brings you to the Emori, Hitti, P’rizi, Kena‘ani, Hivi and Y’vusi, I will make an end of them. 
EXO.23.24	You are not to worship their gods, serve them or follow their practices; rather, you are to demolish them completely and smash their standing-stones to pieces.
EXO.23.25	“You are to serve 
EXO.23.26	In your land your women will not miscarry or be barren, and you will live out the full span of your lives. 
EXO.23.27	I will send terror of me ahead of you, throwing into confusion all the people to whom you come; and I will make all your enemies turn their backs on you. 
EXO.23.28	I will send hornets ahead of you to drive out the Hivi, Kena‘ani and Hitti from before you. 
EXO.23.29	I will not drive them out from before you in one year, which would cause the land to become desolate and the wild animals too many for you. 
EXO.23.30	I will drive them out from before you gradually, until you have grown in number and can take possession of the land. 
EXO.23.31	I will set your boundaries from the Sea of Suf to the sea of the P’lishtim and from the desert to the [Euphrates] River, for I will hand the inhabitants of the land over to you, and you will drive them out from before you. 
EXO.23.32	You are not to make a covenant with them or with their gods. 
EXO.23.33	They are not to live in your land; otherwise they will make you sin against me by ensnaring you to serve their gods.”
EXO.24.1	To Moshe 
EXO.24.2	while Moshe alone approaches 
EXO.24.3	Moshe came and told the people everything 
EXO.24.4	Moshe wrote down all the words of 
EXO.24.5	He sent the young men of the people of Isra’el to offer burnt offerings and sacrifice peace offerings of oxen to 
EXO.24.6	Moshe took half of the blood and put it in basins; the other half of the blood he splashed against the altar. 
EXO.24.7	Then he took the book of the covenant and read it aloud, so that the people could hear; and they responded, “Everything that 
EXO.24.8	Moshe took the blood, sprinkled it on the people and said, “This is the blood of the covenant which 
EXO.24.9	Moshe, Aharon, Nadav, Avihu and seventy of the leaders went up; 
EXO.24.10	and they saw the God of Isra’el. Under his feet was something like a sapphire stone pavement as clear as the sky itself. 
EXO.24.11	He did not reach out his hand against these notables of Isra’el; on the contrary, they saw God, even as they were eating and drinking.
EXO.24.12	 said to Moshe, “Come up to me on the mountain, and stay there. I will give you the stone tablets with the 
EXO.24.13	Moshe got up, also Y’hoshua his assistant; and Moshe went up onto the mountain of God. 
EXO.24.14	To the leaders he said, “Stay here for us, until we come back to you. See, Aharon and Hur are with you; whoever has a problem should turn to them.” 
EXO.24.15	Moshe went up onto the mountain, and the cloud covered the mountain. 
EXO.24.16	The glory of 
EXO.24.17	To the people of Isra’el the glory of 
EXO.24.18	Moshe entered the cloud and went up on the mountain; he was on the mountain forty days and nights.
EXO.25.1	 said to Moshe, 
EXO.25.2	“Tell the people of Isra’el to take up a collection for me — accept a contribution from anyone who wholeheartedly wants to give. 
EXO.25.3	The contribution you are to take from them is to consist of gold, silver and bronze; 
EXO.25.4	blue, purple and scarlet yarn; fine linen, goat’s hair, 
EXO.25.5	tanned ram skins and fine leather; acacia-wood; 
EXO.25.6	oil for the light, spices for the anointing oil and for the fragrant incense; 
EXO.25.7	onyx stones and other stones to be set, for the ritual vest and breastplate.
EXO.25.8	“They are to make me a sanctuary, so that I may live among them. 
EXO.25.9	You are to make it according to everything I show you — the design of the tabernacle and the design of its furnishings. This is how you are to make it.
EXO.25.10	“They are to make an ark of acacia-wood three-and-three-quarters feet long, two-and-a-quarter feet wide and two-and-a-quarter feet high. 
EXO.25.11	You are to overlay it with pure gold — overlay it both inside and outside — and put a molding of gold around the top of it. 
EXO.25.12	Cast four gold rings for it, and attach them to its four feet, two rings on each side. 
EXO.25.13	Make poles of acacia-wood, and overlay them with gold. 
EXO.25.14	Put the poles into the rings on the sides of the ark; you will use them to carry the ark. 
EXO.25.15	The poles are to remain in the rings of the ark; they are not to be removed from it. 
EXO.25.16	Into the ark you are to put the testimony which I am about to give you.
EXO.25.17	“You are to make a cover for the ark out of pure gold; it is to be three-and-three-quarters feet long and two-and-a-quarter feet high. 
EXO.25.18	You are to make two 
EXO.25.19	Make one 
EXO.25.20	The 
EXO.25.21	You are to put the ark-cover on top of the ark.
EXO.25.21	“Inside the ark you will put the testimony that I am about to give you. 
EXO.25.22	There I will meet with you. I will speak with you from above the ark-cover, from between the two 
EXO.25.23	“You are to make a table of acacia-wood three feet long, eighteen inches wide and eighteen inches high. 
EXO.25.24	Overlay it with pure gold, and put a molding of gold around the top of it. 
EXO.25.25	Make around it a rim a handbreadth wide, and put a molding of gold around the rim. 
EXO.25.26	Make four gold rings for it, and attach the rings to the four corners, near its four legs. 
EXO.25.27	The rings to hold the poles used to carry the table are to be placed close to the rim. 
EXO.25.28	Make the poles of acacia-wood, overlay them with gold, and use them to carry the table.
EXO.25.29	“Make its dishes, pans, bowls and pitchers of pure gold. 
EXO.25.30	On the table you are to place the bread of the presence in my presence always.
EXO.25.31	“You are to make a 
EXO.25.32	It is to have six branches extending from its sides, three branches of the 
EXO.25.33	On one branch are to be three cups shaped like almond blossoms, each with a ring of outer leaves and petals; likewise on the opposite branch three cups shaped like almond blossoms, each with a ring of outer leaves and petals; and similarly for all six branches extending from the 
EXO.25.34	On the central shaft of the 
EXO.25.35	Where each pair of branches joins the central shaft is to be a ring of outer leaves of one piece with the pair of branches — thus for all six branches. 
EXO.25.36	The rings of outer leaves and their branches are to be of one piece with the shaft. Thus the whole 
EXO.25.37	“Make seven lamps for the 
EXO.25.38	Its tongs and trays are to be of pure gold. 
EXO.25.39	The 
EXO.25.40	See that you make them according to the design being shown you on the mountain.
EXO.26.1	 “You are to make the tabernacle with ten sheets of finely woven linen and with blue, purple and scarlet yarn. You are to make them with 
EXO.26.2	Each one is to be forty-two feet long and six feet wide; all the sheets are to be the same size. 
EXO.26.3	Five sheets are to be joined one to another, and the other five sheets are to be joined one to another. 
EXO.26.4	Make loops of blue on the edge of the outermost sheet in the first set, and do the same on the edge of the outermost sheet in the second set. 
EXO.26.5	Make fifty loops on the one sheet, and make fifty loops on the edge of the sheet in the second set; the loops are to be opposite one another. 
EXO.26.6	Make fifty fasteners of gold, and couple the sheets to each other with the fasteners, so that the tabernacle forms a single unit.
EXO.26.7	“You are to make sheets of goat’s hair to be used as a tent covering the tabernacle; make eleven sheets. 
EXO.26.8	Each sheet is to be forty-five feet long and six feet wide — all eleven sheets are to be the same size. 
EXO.26.9	Join five sheets together and six sheets together, and fold the sixth sheet double at the front of the tent. 
EXO.26.10	Make fifty loops on the edge of the outermost sheet in the first set and fifty loops on the edge of the outermost sheet in the second set. 
EXO.26.11	Make fifty fasteners of bronze, put the fasteners in the loops, and join the tent together, so that it forms a single unit. 
EXO.26.12	As for the overhanging part that remains of the sheets forming the tent, the half-sheet remaining is to hang over the back of the tabernacle; 
EXO.26.13	and the eighteen inches on the one side and the eighteen inches on the other side of that remaining in the length of the sheets forming the tent is to hang over the tabernacle to cover it on each side.
EXO.26.14	“You are to make a covering for the tent of tanned ram skins and an outer covering of fine leather.
EXO.26.15	“Make the upright planks for the tabernacle out of acacia-wood. 
EXO.26.16	Each plank is to be fifteen feet long and two-and-a-quarter feet wide. 
EXO.26.17	There are to be two projections on each plank, and the planks are to be joined one to another. That is how you are to make all the planks for the tabernacle.
EXO.26.18	“Make the planks for the tabernacle as follows: twenty planks for the south side, facing southward. 
EXO.26.19	Make forty silver sockets under the twenty planks, two sockets under one plank for its two projections and two sockets under another plank for its two projections. 
EXO.26.20	“For the second side of the tabernacle, to the north, make twenty planks 
EXO.26.21	and their forty silver sockets, two sockets under one plank and two under another. 
EXO.26.22	“For the rear part of the tabernacle, toward the west, make six planks. 
EXO.26.23	For the corners of the tabernacle in the rear, make two planks; 
EXO.26.24	these are to be double from the bottom all the way to the top but joined at a single ring. Do the same with both of them; they are to form the two corners. 
EXO.26.25	Thus there will be eight planks with their silver sockets, sixteen sockets, two sockets under one plank and two under another.
EXO.26.26	“Make crossbars of acacia-wood, five for the planks of the one side of the tabernacle, 
EXO.26.27	five crossbars for the planks of the other side of the tabernacle, and five crossbars for the planks at the side of the tabernacle at the rear toward the west. 
EXO.26.28	The middle crossbar, halfway up the planks, is to extend from end to end. 
EXO.26.29	Overlay the planks with gold, make gold rings for them through which the crossbars will pass, and overlay the crossbars with gold.
EXO.26.30	“You are to erect the tabernacle according to the design you have been shown on the mountain.
EXO.26.31	“You are to make a curtain of blue, purple and scarlet yarn and finely woven linen. Make it with 
EXO.26.32	Hang it with gold hooks on four acacia-wood posts overlaid with gold and standing in four silver sockets. 
EXO.26.33	Hang the curtain below the fasteners. Then bring the ark for the testimony inside the curtain; the curtain will be the divider for you between the Holy Place and the Especially Holy Place. 
EXO.26.34	You are to put the ark-cover on the ark for the testimony in the Especially Holy Place.
EXO.26.35	“You are to put the table outside the curtain and the 
EXO.26.36	“For the entrance to the tent, make a screen of blue, purple and scarlet yarn and finely woven linen; it should be in colors, the work of a weaver. 
EXO.26.37	For the screen, make five posts of acacia-wood; overlay them with gold; and cast for them five sockets of bronze.
EXO.27.1	 “You are to make the altar of acacia-wood, seven-and-a-half feet long and seven-and-a-half feet wide — the altar is to be square and four-and-a-half feet high. 
EXO.27.2	Make horns for it on its four corners; the horns are to be of one piece with it; and you are to overlay it with bronze.
EXO.27.3	“Make its pots for removing ashes, and its shovels, basins, meat-hooks and fire pans; all its utensils you are to make of bronze. 
EXO.27.4	Make for it a grate of bronze netting; and on the four corners of the netting, make four bronze rings. 
EXO.27.5	Put it under the rim of the altar, so that the netting reaches halfway up the altar. 
EXO.27.6	Make poles of acacia-wood for the altar and overlay them with bronze. 
EXO.27.7	Its poles are to be put into the rings; the poles are to be on both sides of the altar for carrying it. 
EXO.27.8	The altar is to be made of planks and hollow inside. They are to make it just as you were shown on the mountain.
EXO.27.9	“Here is how you are to make the courtyard of the tabernacle. On the south side, facing southward, are to be tapestries for the courtyard made of finely woven linen, 150 feet for one side, 
EXO.27.10	supported on twenty posts in twenty bronze sockets; the hooks on the posts and the attached rings for hanging are to be of silver. 
EXO.27.11	Likewise, along the north side are to be tapestries 150 feet long, hung on twenty posts in twenty bronze sockets, with silver hooks and rings for the posts. 
EXO.27.12	Across the width of the courtyard on the west side are to be tapestries seventy-five feet long, hung on ten posts in ten sockets. 
EXO.27.13	The width of the courtyard on the east side, facing east, will be seventy-five feet. 
EXO.27.14	The tapestries for one side [of the gateway] will be twenty-two-and-a-half feet long, hung on three posts in three sockets; 
EXO.27.15	for the other side there will be tapestries twenty-two-and-a-half feet long on three posts in three sockets.
EXO.27.16	“For the gateway of the courtyard there is to be a screen thirty feet made of blue, purple and scarlet yarn and finely woven linen. It should be in colors, the work of a weaver. It is to be on four posts in four sockets. 
EXO.27.17	All the posts all the way around the courtyard are to be banded with silver and to stand in sockets of bronze. 
EXO.27.18	The length of the courtyard is to be 150 feet and the width seventy-five feet everywhere; with the height seven-and-a-half feet. The tapestries and screen are to be of finely woven linen, and the sockets are to be of bronze.
EXO.27.19	“All the equipment needed for every kind of service in the tabernacle, as well as the tent pegs for the tabernacle and for the courtyard, are to be of bronze.
EXO.27.20	“You are to order the people of Isra’el to bring you pure oil of pounded olives for the light, and to keep a lamp burning continually. 
EXO.27.21	Aharon and his sons are to put it in the tent of meeting, outside the curtain in front of the testimony, and keep it burning from evening until morning before 
EXO.28.1	“You are to summon your brother Aharon and his sons to come from among the people of Isra’el to you, so that they can serve me as 
EXO.28.2	You are to make for your brother Aharon garments set apart for serving God, expressing dignity and splendor. 
EXO.28.3	Speak to all the craftsmen to whom I have given the spirit of wisdom, and have them make Aharon’s garments to set him apart for me, so that he can serve me in the office of 
EXO.28.4	“The garments they are to make are these: a breastplate, a ritual vest, a robe, a checkered tunic, a turban and a sash. They are to make holy garments for your brother Aharon and his sons, so that he can serve me in the office of 
EXO.28.5	They are to use gold; blue, purple and scarlet yarn; and fine linen.
EXO.28.6	“They are to make the ritual vest of gold, of blue, purple and scarlet yarn, and of finely woven linen, crafted by a skilled artisan. 
EXO.28.7	Attached to its front and back edges are to be two shoulder-pieces that can be fastened together. 
EXO.28.8	Its decorated belt is to be of the same workmanship and materials — gold; blue, purple and scarlet yarn; and finely woven linen. 
EXO.28.9	Take two onyx stones and engrave on them the names of the sons of Isra’el — 
EXO.28.10	six of their names on one stone and the six remaining names on the other, in the order of their birth. 
EXO.28.11	An engraver should engrave the names of the sons of Isra’el on the two stones as he would engrave a seal. Mount the stones in gold settings, 
EXO.28.12	and put the two stones on the shoulder-pieces of the vest as stones calling to mind the sons of Isra’el. Aharon is to carry their names before 
EXO.28.13	“Make gold squares 
EXO.28.14	and two chains of pure gold, twisted like cords; attach the cord-like chains to the squares.
EXO.28.15	“Make a breastplate for judging. Have it crafted by a skilled artisan; make it like the work of the ritual vest — make it of gold; blue, purple and scarlet yarn; and finely woven linen. 
EXO.28.16	When folded double it is to be square — a hand-span by a hand-span. 
EXO.28.17	Put in it settings of stones, four rows of stones: the first row is to be a carnelian, a topaz and an emerald; 
EXO.28.18	the second row a green feldspar, a sapphire and a diamond; 
EXO.28.19	the third row an orange zircon, an agate and an amethyst; 
EXO.28.20	and the fourth row a beryl, an onyx and a jasper. They are to be mounted in their gold settings. 
EXO.28.21	The stones will correspond to the names of the twelve sons of Isra’el; they are to be engraved with their names as a seal would be engraved, to represent the twelve tribes.
EXO.28.22	“On the breastplate, make two pure gold chains twisted like cords. 
EXO.28.23	Also for the breastplate, make two gold rings; and put the gold rings on the two ends of the breastplate. 
EXO.28.24	Put the two twisted gold chains in the two rings at the two ends of the breastplate; 
EXO.28.25	attach the other two ends of the twisted chains to the front of the shoulder-pieces of the ritual vest. 
EXO.28.26	Make two gold rings and put them on the two ends of the breastplate, at its edge, on the side facing in toward the vest. 
EXO.28.27	Also make two gold rings and attach them low on the front part of the vest’s shoulder-pieces, near the join, above the vest’s decorated belt. 
EXO.28.28	Then bind the breastplate by its rings to the rings of the vest with a blue cord, so that it can be on the vest’s decorated belt, and so that the breastplate won’t swing loose from the vest. 
EXO.28.29	Aharon will carry the names of the sons of Isra’el on the breastplate for judging, over his heart, when he enters the Holy Place, as a continual reminder before 
EXO.28.30	You are to put the 
EXO.28.31	“You are to make the robe for the ritual vest entirely of blue. 
EXO.28.32	It is to have an opening for the head in the middle. Around the opening is to be a border woven like the neck of a coat of mail, so that it won’t tear. 
EXO.28.33	On its bottom hem make pomegranates of blue, purple and scarlet; and put them all the way around, with gold bells between them all the way around — 
EXO.28.34	gold bell, pomegranate, gold bell, pomegranate, all the way around the hem of the robe. 
EXO.28.35	Aharon is to wear it when he ministers, and its sound will be heard whenever he enters the Holy Place before 
EXO.28.36	“You are to make an ornament of pure gold and engrave on it as on a seal, ‘Set apart for 
EXO.28.37	Fasten it to the turban with a blue cord, on the front of the turban, 
EXO.28.38	over Aharon’s forehead. Because Aharon bears the guilt for any errors committed by the people of Isra’el in consecrating their holy gifts, this ornament is always to be on his forehead, so that the gifts for 
EXO.28.39	“You are to weave the checkered tunic of fine linen, make a turban of fine linen, and make a belt, the work of a weaver in colors. 
EXO.28.40	Likewise for Aharon’s sons make tunics, sashes and headgear expressing dignity and splendor. 
EXO.28.41	With them clothe your brother Aharon and his sons. Then anoint them, inaugurate them, and consecrate them, so that they will be able to serve me in the office of 
EXO.28.42	Also make for them linen shorts reaching from waist to thigh, to cover their bare flesh. 
EXO.28.43	Aharon and his sons are to wear them when they go into the tent of meeting and when they approach the altar to minister in the Holy Place, so that they won’t incur guilt and die. This is to be a perpetual regulation, both for him and for his descendants.
EXO.29.1	 “Here is what you are to do to consecrate them for ministry to me in the office of 
EXO.29.2	also 
EXO.29.3	put them together in a basket, and present them in the basket, along with the bull and the two rams.
EXO.29.4	“Bring Aharon and his sons to the entrance of the tent of meeting, and wash them with water. 
EXO.29.5	Take the garments, and put on Aharon the tunic, the robe for the ritual vest, the vest itself, and the breastplate. Fasten the vest on him with its belt. 
EXO.29.6	Put the turban on his head and attach the holy ornament to the turban. 
EXO.29.7	Then take the anointing oil, and anoint him by pouring it on his head. 
EXO.29.8	Bring his sons; put tunics on them; 
EXO.29.9	wrap sashes around them, Aharon and his sons; and put the headgear on their heads. The office of 
EXO.29.10	“Bring the young bull to the front of the tent of meeting. Aharon and his sons are to lay their hands on the bull’s head, 
EXO.29.11	and you are to slaughter the bull in the presence of 
EXO.29.12	Take some of the bull’s blood, and put it on the horns of the altar with your finger; pour out all the rest of the blood at the base of the altar. 
EXO.29.13	Take all the fat that covers the inner organs, the covering of the liver and the two kidneys with their fat, and offer them up in smoke on the altar. 
EXO.29.14	But the bull’s flesh, skin and dung you are to destroy by fire outside the camp; it is a sin offering.
EXO.29.15	“Take one of the rams: Aharon and his sons are to lay their hands on the ram’s head; 
EXO.29.16	and you are to slaughter the ram, take its blood, and splash it on all sides of the altar. 
EXO.29.17	Quarter the ram, wash the inner organs and the lower parts of the legs, and put them with the quarters and the head. 
EXO.29.18	Then offer up the whole ram in smoke on the altar. It is a burnt offering for 
EXO.29.19	“Take the other ram: Aharon and his sons are to lay their hands on the ram’s head; 
EXO.29.20	and you are to slaughter the ram, take some of its blood, and put it on the lobe of Aharon’s right ear, on the lobes of his sons’ right ears, on the thumbs of their right hands and on the big toes of their right feet. Take the rest of the blood and splash it on all sides of the altar. 
