GEN.1.1	起初，上帝创造天地。 
RUT.4.5	说：“你从
RUT.4.6	那至亲说：“这样我就不能赎了，免得对我的产业有损。你尽管去赎我所当赎的吧，我不能赎了！”
RUT.4.7	从前，在
RUT.4.8	那至亲对
RUT.4.9	对长老和所有在场的百姓说：“你们今日都是证人；凡属
RUT.4.10	我也娶
RUT.4.11	在城门坐着的所有百姓和长老说：“我们都是证人。愿耶和华使进你家的这女子，像建立
RUT.4.12	愿耶和华从这年轻女子赐你后裔，使你的家像
RUT.4.13	于是，
RUT.4.14	妇女们对
RUT.4.15	他必振奋你的精神，奉养你的晚年，因为他是爱慕你的媳妇所生的。有这样的媳妇，比有七个儿子更好！” 
RUT.4.16	接过孩子来，抱在怀中抚养他。 
RUT.4.17	邻居的妇人给孩子起名，说：“
RUT.4.18	这是
RUT.4.19	生
RUT.4.20	生
RUT.4.21	生
RUT.4.22	生
1SA.1.2	他有两个妻子：一个名叫
1SA.1.3	这人每年从本城上到
1SA.1.4	每逢献祭的日子，
1SA.1.5	他给
1SA.1.6	她的对头
1SA.1.7	年年都是如此。每当她上到耶和华殿的时候，
1SA.1.8	她丈夫
1SA.1.9	他们在
1SA.1.10	心里愁苦，就痛痛哭泣，向耶和华祈祷。 
1SA.1.11	她许愿说：“万军之耶和华啊，你若垂顾你使女的苦情，眷念不忘你的使女，赐你的使女一个子嗣，我必使他终生归给耶和华，不用剃刀剃他的头。”
1SA.1.13	心中默祷，只动嘴唇，听不到她的声音，因此
1SA.1.14	对她说：“你要醉到几时呢？不要再喝酒了！” 
1SA.1.15	回答说：“我主啊，不是这样。我是心里愁苦的妇人，清酒烈酒都没有喝，只在耶和华面前倾心吐意。 
1SA.1.16	不要将你的使女看作不正经的女子。我因极其难过和生气，所以一直祷告到如今。” 
1SA.1.17	回答说：“平平安安地回去吧。愿
1SA.1.18	说：“愿你的婢女在你眼前蒙恩。”于是妇人上路，去吃饭，脸上不再带愁容了。
1SA.1.19	他们清早起来，在耶和华面前敬拜，就回去，往
1SA.1.20	时候到了，
1SA.1.22	却没有上去，因为她对丈夫说：“等孩子断了奶，我就带他上去朝见耶和华，让他永远住在那里。” 
1SA.1.23	她丈夫
1SA.1.24	断奶之后，她就带着孩子，连同一头三岁的公牛
1SA.1.25	他们宰了公牛，就领孩子到
1SA.1.26	妇人说：“我主啊，请容许我说，我向你，我的主起誓，从前在你这里站着祈求耶和华的那妇人就是我。 
1SA.1.27	我祈求为要得这孩子，耶和华已将我向他所求的赐给我了。 
1SA.1.28	所以，我将这孩子献给耶和华，使他终生归给耶和华。”
1SA.1.28	他就在那里敬拜耶和华。
1SA.2.1	“我的心因耶和华快乐，
1SA.2.1	我的角因耶和华高举。
1SA.2.1	我的口向仇敌张开；
1SA.2.1	我因你的救恩欢欣。
1SA.2.2	“没有一位圣者像耶和华，
1SA.2.2	除你以外没有别的了，
1SA.2.2	也没有磐石像我们的上帝。
1SA.2.3	不要夸口说骄傲的话，
1SA.2.3	也不要口出狂妄的言语，
1SA.2.3	因耶和华是有知识的上帝，
1SA.2.3	人的行为被他衡量。
1SA.2.4	勇士的弓折断，
1SA.2.4	跌倒的人以力量束腰。
1SA.2.5	饱足的人作雇工求食；
1SA.2.5	饥饿的人也不再饥饿。
1SA.2.5	不生育的生了七个；
1SA.2.5	儿女多的反倒孤独。
1SA.2.6	耶和华使人死，也使人活，
1SA.2.6	使人下阴间，也使人往上升。
1SA.2.7	耶和华使人贫穷，也使人富足；
1SA.2.7	使人降卑，也使人升高。
1SA.2.8	他从灰尘里抬举贫寒人，
1SA.2.8	从粪堆中提拔贫穷人，
1SA.2.8	使他们与贵族同坐，
1SA.2.8	继承荣耀的座位。
1SA.2.8	地的柱子属耶和华，
1SA.2.8	他将世界立在其上。
1SA.2.9	“他必保护他圣民的脚步，
1SA.2.9	但恶人却在黑暗中毁灭，
1SA.2.9	因为人不是靠力量得胜。
1SA.2.10	与耶和华相争的，必被打碎；
1SA.2.10	他必从天上打雷攻击他们。
1SA.2.10	耶和华审判地极的人，
1SA.2.10	将力量赐给所立的王，
1SA.2.10	高举受膏者的角。”
1SA.2.13	这二祭司对待百姓的规矩是这样：凡有人献祭，正煮肉的时候，祭司的仆人就手拿三齿的叉子来， 
1SA.2.14	将叉子往盆里，或锅里，或釜里，或壶里一插，插上来的肉，祭司都拿了去。他们对所有上到
1SA.2.15	甚至在未烧脂肪之前，祭司的仆人就来对献祭的人说：“把肉给祭司，让他烤吧。他不要拿你煮过的肉，要生的。” 
1SA.2.16	献祭的人若说：“他们必须先烧脂肪，然后你才可以随意拿。”仆人就说：“不，你立刻给我，不然我就要抢了。” 
1SA.2.17	这些年轻人的罪在耶和华面前非常严重，因为这些人藐视耶和华的祭物。
1SA.2.18	那时，
1SA.2.19	他母亲每年为他做一件小外袍，同丈夫上来献年祭的时候带来给他。 
1SA.2.20	为
1SA.2.21	耶和华眷顾
1SA.2.23	就对他们说：“你们为何做这样的事呢？我从这众百姓听见了你们的恶行。 
1SA.2.24	我儿啊，不可这样！我听到耶和华的百姓传出你们不好的名声
1SA.2.25	人若得罪人，有上帝
1SA.2.27	有神人来见
1SA.2.28	在
1SA.2.29	你们为何践踏我所吩咐献在我居所的祭物和供物呢
1SA.2.30	因此，耶和华－
1SA.2.31	看哪，日子将到，我要折断你的膀臂和你祖宗家的膀臂，使你家中没有一个老年人。 
1SA.2.32	你在
1SA.2.33	你家中的人，我没有从我坛前剪除的，必使你眼睛失明，心中忧伤。你家中所添的人口都必夭折。 
1SA.2.34	你的两个儿子
1SA.2.35	我要为自己立一个忠心的祭司，他行事必照我的心、如我的意。我要为他建立坚固的家，他必天天行走在我受膏者的面前。 
1SA.2.36	你家所剩下的人都必来叩拜他，求一块银子，一个饼，说：求你给我一个祭司的职分，好使我得点饼吃。’”
1SA.3.1	那孩子
1SA.3.2	那时，
1SA.3.3	上帝的灯还没有熄灭，
1SA.3.4	耶和华呼唤
1SA.3.5	他跑到
1SA.3.6	耶和华又呼唤
1SA.3.7	那时
1SA.3.8	耶和华第三次再呼唤
1SA.3.9	对
1SA.3.10	耶和华来站着，像前几次呼唤：“
1SA.3.11	耶和华对
1SA.3.12	我指着
1SA.3.13	我曾告诉他，我必永远惩罚他的家，因为他知道自己的儿子作恶，亵渎上帝
1SA.3.14	所以我向
1SA.3.16	呼唤
1SA.3.17	说：“他对你说了什么话，你不要向我隐瞒。你若将他对你所说的话向我隐瞒一句，愿上帝重重惩罚你。” 
1SA.3.18	就把一切话都告诉
1SA.3.20	从
1SA.3.21	耶和华又在
1SA.4.2	人向
1SA.4.3	百姓回到营里，
1SA.4.4	于是百姓派人到
1SA.4.5	耶和华的约柜到了营中，全
1SA.4.6	人听见欢呼的声音，就说：“为何
1SA.4.7	人就惧怕，说：“有神明到了他们营中。”又说：“我们有祸了！从来不曾有这样的事。 
1SA.4.8	我们有祸了！谁能救我们脱离这些大能之神明的手呢？从前在旷野用各样灾祸击打
1SA.4.9	人哪，要刚强，要作大丈夫，免得作
1SA.4.10	人进攻，
1SA.4.11	上帝的约柜被掳去，
1SA.4.12	有一个
1SA.4.13	他到了的时候，看哪，
1SA.4.14	听见呼喊的声音就说：“这喧嚷的声音是什么呢？”那人急忙来报信给
1SA.4.15	那时
1SA.4.16	那人对
1SA.4.17	报信的回答说：“
1SA.4.18	他一提到上帝的约柜，
1SA.4.20	她将要死的时候，旁边站着的妇人们对她说：“不要怕！你生了男孩了。”她不回答，也不放在心上。 
1SA.4.21	她给孩子起名叫
1SA.4.22	她又说：“荣耀离开
1SA.5.2	人掳了上帝的约柜，带进
1SA.5.3	次日，
1SA.5.4	又次日，他们清早起来，看哪，
1SA.5.5	因此，
1SA.5.6	耶和华的手重重击打
1SA.5.7	人见这情况，就说：“
1SA.5.8	他们就派人去请
1SA.5.9	运到之后，耶和华的手击打那城，使那城的人非常惊慌，无论大小都生痔疮。 
1SA.5.10	他们就把上帝的约柜送到
1SA.5.11	于是他们派人去请
1SA.5.12	没有死的人都受痔疮的折磨。城里的哀声上达于天。
1SA.6.1	耶和华的约柜在
1SA.6.2	人召了祭司和占卜的来，说：“我们向耶和华的约柜应当怎样做呢？请指示我们要用什么方法把约柜送回原处。” 
1SA.6.3	他们说：“若要将
1SA.6.4	人说：“应当用什么献为赔罪的礼物呢？”他们说：“当按照
1SA.6.5	当制造你们痔疮的像和毁坏田地老鼠的像，并要将荣耀归给
1SA.6.6	你们为何硬着心，像
1SA.6.7	现在你们应当造一辆新车，把两头未曾负轭，还在哺乳的母牛套在车上，赶牛犊离开母牛，回家去。 
1SA.6.8	你们要把耶和华的约柜放在车上，把所献赔罪的金器装在匣子里，放在柜旁，送走柜子，让它去。 
1SA.6.9	你们要观察：车若直行过
1SA.6.11	把耶和华的约柜和装金老鼠以及金痔疮像的匣子都放在车上。 
1SA.6.12	牛直行大路，在往
1SA.6.13	那时，
1SA.6.14	车到了
1SA.6.15	人将耶和华的约柜和柜子旁边装金器的匣子拿下来，放在大磐石上。当日
1SA.6.16	人的五个领袖看见了，当日就回
1SA.6.18	金老鼠的数目是按照
1SA.6.19	耶和华击杀
1SA.6.20	人说：“谁能在耶和华这位圣洁的上帝面前侍立呢？这约柜可以从我们这里上到谁那里去呢？” 
1SA.6.21	于是他们派使者到
1SA.7.2	从约柜留在
1SA.7.4	人就除掉诸
1SA.7.6	他们就聚集在
1SA.7.7	人听见
1SA.7.8	人对
1SA.7.9	就把一只吃奶的羔羊献给耶和华作全牲的燔祭，为
1SA.7.10	正献燔祭的时候，
1SA.7.11	人从
1SA.7.13	因此，
1SA.7.14	人所夺取
1SA.7.16	他每年巡行到
1SA.7.17	随后他回到
1SA.8.2	他的长子名叫
1SA.8.3	他的儿子不行他的道，贪图财利，收取贿赂，屈枉正直。
1SA.8.5	对他说：“看哪，你年纪老了，你的儿子又不行你的道。现在请你为我们立一个王治理我们，像列国一样。” 
1SA.8.6	不喜悦他们说“立一个王治理我们”，他就向耶和华祷告。 
1SA.8.7	耶和华对
1SA.8.8	自从我领他们出
1SA.8.9	现在你只管听从他们的话，不过要严厉警告他们，告诉他们将来王会用什么方式管辖他们。”
1SA.8.11	他说：“管辖你们的王必用这样的方式：他必派你们的儿子为他驾车，赶马，在他的战车前奔跑。 
1SA.8.12	他要为自己立千夫长、五十夫长；耕种他的田地，收割他的庄稼；打造他的兵器和车上的器械。 
1SA.8.13	他必叫你们的女儿为他制造香膏，作厨师与烤饼的， 
1SA.8.14	也必取你们最好的田地、葡萄园、橄榄园，赐给他的臣仆。 
1SA.8.15	你们的粮食和葡萄园所出产的，他必征收十分之一给他的官员和臣仆， 
1SA.8.16	又必叫你们的仆人婢女，健壮的青年和你们的驴为他做工。 
1SA.8.17	你们的羊群，他必征收十分之一，你们自己也必作他的仆人。 
1SA.8.18	那日，你们必因自己所选的王哀求耶和华，但那日耶和华却不应允你们。”
1SA.8.19	百姓却不肯听
1SA.8.20	使我们像列国一样，有王治理我们，率领我们，为我们争战。” 
1SA.8.21	听见百姓这一切话，就禀告给耶和华听。 
1SA.8.22	耶和华对
1SA.9.1	有一个
1SA.9.2	他有一个儿子名叫
1SA.9.4	走过
1SA.9.5	到了
1SA.9.6	仆人对他说：“看哪，这城里有一位神人，受人敬重，凡他所说的全都应验。现在让我们到他那里去，或者他能指示我们当走的路。” 
1SA.9.7	对仆人说：“看哪，我们若去，送什么给那人呢？我们袋子里的食物都吃完了，也没有礼物可以送给神人，我们还有些什么呢？” 
1SA.9.8	仆人又回答
1SA.9.9	从前
1SA.9.10	对仆人说：“好主意！来，我们去吧。”于是他们往神人所住的城里去了。
1SA.9.11	他们上坡要进城，遇见几个少女出来打水，就问她们说：“先见有没有在这里呢？” 
1SA.9.12	她们回答说：“有的，看哪，他就在你们前面。快！他今日正来到城里，因为今日百姓要在丘坛献祭。 
1SA.9.13	你们一进城，他还没有上丘坛吃祭物之前，就会遇见他。因为他没有到，百姓不能吃，必须等他先为祭物祝谢，然后受邀的人才可以吃。现在就上去吧，因为这时候你们会遇见他。” 
1SA.9.14	他们就上到那城，进入城中的时候，看哪，
1SA.9.16	“明日这时候，我必使一个人从
1SA.9.17	看见
1SA.9.18	在城门中走到
1SA.9.19	回答扫罗说：“我就是先见。你在我前面先上丘坛去，因为你们今日必跟我同席。明日早晨我送你走，会把你心里一切的事都告诉你。 
1SA.9.20	至于你前三日所丢失的几匹母驴，你心里不必挂虑，都已经找到了。
1SA.9.21	回答说：“我不是
1SA.9.23	对厨师说：“我交给你的那一份祭肉，吩咐你收存的，现在可以拿来。” 
1SA.9.24	厨师就举起祭肉的腿和腿上的部分
1SA.9.24	当日，
1SA.9.25	他们从丘坛下来进城，
1SA.9.26	次日他们清早起来。黎明的时候，
1SA.9.27	二人下到城边，
1SA.10.2	你今日离开我之后，会在
1SA.10.3	你从那里往前走，到了
1SA.10.4	他们会向你问安，给你两个饼，你就从他们手中接过来。 
1SA.10.5	然后你要到上帝的山去，在那里有
1SA.10.6	耶和华的灵必大大感动你，你就与他们一同受感说话，转变成另一个人。 
1SA.10.7	这征兆临到你，你就要趁机做该做的事，因为上帝与你同在。 
1SA.10.8	你要在我以先下到
1SA.10.10	他们来到那座山，看哪，有一队先知遇见
1SA.10.11	所有先前认识
1SA.10.12	那地方有一个人说：“这些人的父亲是谁呢？”因此就有一句俗语说：“
1SA.10.13	受感说完了话，就上丘坛去了。
1SA.10.15	的叔叔说：“告诉我
1SA.10.16	对他的叔叔说：“他明明告诉我们，驴子已经找到了。”至于
1SA.10.18	他对
1SA.10.19	你们今日却厌弃救你们脱离一切灾祸和患难的上帝，对他说：‘求你立一个王治理我们。’现在你们应当按支派和宗族站在耶和华面前。”
1SA.10.20	于是，
1SA.10.21	然后，他叫
1SA.10.22	就再问耶和华说：“那人来到这里了没有？”耶和华说：“看哪，他藏在物品堆中。” 
1SA.10.23	众人就跑去从那里领他出来。他站在百姓中间，比众百姓高出一个头。 
1SA.10.24	对众百姓说：“你们看到了耶和华所拣选的人吗？众百姓中没有人可以与他相比。”众百姓就欢呼说：“愿王万岁！”
1SA.10.26	也往
1SA.10.27	但有些无赖之辈说：“这人怎么能救我们呢？”他们就藐视他，不送礼物给他。
1SA.11.2	人
1SA.11.3	的长老对他说：“求你宽容我们七日，等我们派人到
1SA.11.4	使者到了
1SA.11.5	看哪，
1SA.11.6	听见这些话，就被上帝的灵催逼，大发怒气。 
1SA.11.7	他把一对牛切成小块，吩咐使者传送到
1SA.11.8	在
1SA.11.9	他们对那些来的使者说：“你们要对
1SA.11.10	于是
1SA.11.11	第二日，
1SA.11.12	百姓对
1SA.11.13	说：“今日耶和华在
1SA.11.14	对百姓说：“来，我们到
1SA.11.15	众百姓到了
1SA.12.2	现在，看哪，有这王行走在你们前面。我已年老发白，看哪，我的儿子都在你们这里。我从幼年直到今日都行走在你们前面。 
1SA.12.3	我在这里，你们要在耶和华和他的受膏者面前为我作证，我夺过谁的牛，抢过谁的驴，欺负过谁，虐待过谁，从谁手里收过贿赂而蒙蔽自己的眼目呢？若有，我必偿还。” 
1SA.12.4	众人说：“你未曾欺负我们，虐待我们，也未曾从任何人手里收过任何东西。” 
1SA.12.5	对他们说：“你们在我手里没有找着什么，有耶和华在你们中间作证，也有他的受膏者今日作证。”他们说
1SA.12.7	现在你们要站住，让我在耶和华面前，以耶和华向你们和你们祖先所行一切公义的事来和你们争辩。 
1SA.12.8	从前
1SA.12.9	他们却忘记耶和华－他们的上帝，他就把他们交给
1SA.12.10	他们呼求耶和华说：‘我们离弃了耶和华去事奉诸
1SA.12.11	耶和华就差遣
1SA.12.12	你们见
1SA.12.13	现在，看哪，这就是你们所选的、你们所求的王。看哪，耶和华已经为你们立王了。 
1SA.12.14	你们若敬畏耶和华，事奉他，听从他的话，不违背耶和华的命令，你们和治理你们的王也都跟从耶和华－你们的上帝就好了。 
1SA.12.15	倘若不听从耶和华的话，违背他的命令，耶和华的手必攻击你们，像从前攻击你们祖先一样。 
1SA.12.16	现在你们要站住，看耶和华在你们眼前要行的一件大事。 
1SA.12.17	这不是割麦子的时候吗？我求告耶和华，他必打雷降雨，让你们知道并且看出，你们为自己求立王的事在耶和华眼前是犯大罪了。” 
1SA.12.18	于是
1SA.12.19	众百姓对
1SA.12.20	对百姓说：“不要惧怕！你们虽然行了这恶，却不要偏离耶和华，只要尽心事奉他。 
1SA.12.21	不可偏离去随从那没有益处、不能救人的虚无的神明
1SA.12.22	耶和华必因他大名的缘故不撇弃他的子民，因为耶和华喜悦你们作他的子民。 
1SA.12.23	至于我，我如果停止为你们祷告，就得罪耶和华了，我绝不会这样做。我必以善道正路指教你们。 
1SA.12.24	但你们要敬畏耶和华，诚诚实实地尽心事奉他，因你们要留意，他向你们所行的事何等大。 
1SA.12.25	你们若不断作恶，你们和你们的王必一同灭亡。”
1SA.13.3	攻击
1SA.13.4	众人听见
1SA.13.6	人见自己危急，军队被围攻，百姓就藏在山洞、丛林、岩隙、地窖和深坑中。 
1SA.13.7	有些
1SA.13.9	于是
1SA.13.10	他刚献完燔祭，看哪，
1SA.13.11	说：“你做了什么事啊？”
1SA.13.12	我说：‘现在
1SA.13.13	对
1SA.13.14	现在你的国度必不长久。耶和华已经寻着一个合他心意的人，立他作百姓的君王，因为你没有遵守耶和华所吩咐你的。” 
1SA.13.15	就起来，从
1SA.13.16	和他儿子
1SA.13.17	有突击队从
1SA.13.18	一队往
1SA.13.19	那时，
1SA.13.20	众人要磨锄、犁、斧、铲，就各自下到
1SA.13.21	磨锄或犁的价钱是三分之二舍客勒，磨斧或修整刺棒的价钱是三分之一舍客勒。 
1SA.13.22	所以到了战争的日子，所有跟随
1SA.13.23	人的一队驻军出来，到
1SA.14.1	有一日，
1SA.14.2	在
1SA.14.3	在那里有
1SA.14.4	要从隘口过到
1SA.14.5	一座向北，对着
1SA.14.7	拿兵器的对他说：“随你的心意做吧。你上去，看哪，我一定跟随你，与你同心。” 
1SA.14.8	说：“看哪，我们要过去到那些人那里，在他们那里展现我们自己。 
1SA.14.9	他们若对我们这么说：‘站住，等我们到你们那里去’，我们就站在原地，不上他们那里去； 
1SA.14.10	但他们若这么说：‘上到我们这里来吧’，我们就上去，因为耶和华把他们交在我们手里了。这就是我们的凭据。” 
1SA.14.11	二人就让
1SA.14.12	站岗的士兵对
1SA.14.13	手脚并用爬上去，拿兵器的人跟随他。
1SA.14.14	和拿兵器的人第一次击杀的约有二十人，都在一亩
1SA.14.15	于是在军营、在田野、在众百姓中，人心惶惶，驻军和突击队都战兢；地也震动，这是从上帝那里来的惊恐
1SA.14.16	在
1SA.14.17	就对跟随他的百姓说：“你们去数点人数，看是谁从我们这里出去。”他们一数点，看哪，
1SA.14.18	那时上帝的约柜
1SA.14.19	正与祭司说话的时候，
1SA.14.20	和所有跟随他的百姓都集合，来到战场，看哪，
1SA.14.21	那先前由四方来跟随
1SA.14.22	那藏在
1SA.14.23	那日，耶和华使
1SA.14.24	那日，
1SA.14.25	所有的百姓
1SA.14.26	百姓进了树林，看哪，有蜜流出来，却没有人敢用手取蜜入口，因为百姓怕那誓言。 
1SA.14.27	没有听见他父亲叫百姓起誓，所以他伸出手中的杖，以杖头蘸在蜂房里，用手取回送入口内，他的眼睛就明亮了。 
1SA.14.28	百姓中有一人对他说：“你父亲曾叫百姓严严地起誓说，今日吃东西的人必受诅咒；因此百姓就疲乏了。” 
1SA.14.29	说：“我父亲给这地添麻烦了。你们看，我尝了这一点蜜，眼睛就明亮了。 
1SA.14.30	今日百姓若随意吃了从仇敌夺来的东西，现在击杀的
1SA.14.31	这日，
1SA.14.32	就急着扑向掠物，夺取牛羊和牛犊，宰于地上，连肉带血吃了。 
1SA.14.33	有人告诉
1SA.14.34	又说：“你们分散到百姓中，对他们说，你们各人把牛羊牵到我这里来宰了吃，不可吃带血的肉得罪耶和华。”那夜，所有的百姓把自己手中的牛
1SA.14.35	为耶和华筑了一座坛，这是他开始为耶和华筑的坛。
1SA.14.37	求问上帝说：“我可以下去追赶
1SA.14.38	说：“百姓中的众领袖，你们都要近前来到这里，查明今日这罪是怎样发生的。 
1SA.14.39	我指着拯救
1SA.14.40	对
1SA.14.41	向耶和华－
1SA.14.42	说：“你们再抽签，看是我，还是我儿子
1SA.14.44	说：“
1SA.14.45	百姓对
1SA.14.46	上去，不追赶
1SA.14.48	奋勇作战，击败
1SA.14.50	的妻子名叫
1SA.14.51	的父亲
1SA.15.2	万军之耶和华如此说：‘
1SA.15.3	现在你要去攻打
1SA.15.4	于是
1SA.15.5	到了
1SA.15.6	对
1SA.15.7	攻打
1SA.15.8	生擒了
1SA.15.9	和百姓却怜惜
1SA.15.10	耶和华的话临到
1SA.15.11	“我立
1SA.15.12	清早起来，去见
1SA.15.13	到了
1SA.15.14	说：“我耳中听见有羊叫、牛鸣的声音，又是什么呢？” 
1SA.15.15	说：“这是百姓从
1SA.15.16	对
1SA.15.18	耶和华差遣你，吩咐你说：‘你去除灭那些犯罪的
1SA.15.19	你为何没有听从耶和华的话呢？你为何急着扑向掠物，行耶和华眼中看为恶的事呢？” 
1SA.15.20	对
1SA.15.21	百姓却从掠物中取了牛羊，是当灭之物中最好的，要在
1SA.15.22	说：
1SA.15.22	“耶和华喜爱燔祭和祭物，
1SA.15.22	岂如喜爱人听从他的话呢？
1SA.15.22	看哪，听命胜于献祭，
1SA.15.22	顺从胜于公羊的脂肪。
1SA.15.23	悖逆与占卜的罪相等，
1SA.15.23	顽梗与拜偶像的罪孽相同。
1SA.15.23	因为你厌弃耶和华的命令，
1SA.15.23	耶和华也厌弃你作王。”
1SA.15.25	现在求你赦免我的罪，同我回去，我好敬拜耶和华。” 
1SA.15.26	对
1SA.15.27	转身要走，
1SA.15.28	对他说：“今日耶和华使
1SA.15.29	的大能者必不说谎，也不后悔，因为他不是世人，绝不后悔。” 
1SA.15.30	说：“我有罪了。现在求你在我百姓的长老和
1SA.15.31	于是
1SA.15.33	说：“你既用刀使妇人丧子，你母亲在妇人中也必照样丧子。”于是，
1SA.15.35	直到死的日子，再没有见
1SA.16.1	耶和华对
1SA.16.2	说：“我怎么能去呢？
1SA.16.3	你要请
1SA.16.4	遵照耶和华的话去做，来到
1SA.16.5	他说：“为平安来的，我来是要向耶和华献祭。你们要使自己分别为圣，来跟我一同献祭。”
1SA.16.6	他们来的时候，
1SA.16.7	耶和华却对
1SA.16.8	叫
1SA.16.9	又叫
1SA.16.10	叫他七个儿子都从
1SA.16.11	对
1SA.16.12	就派人去叫他来。他面色红润，双目清秀，容貌俊美。耶和华说：“起来，膏他，因为这就是他了。” 
1SA.16.13	就用角里的膏油，在他的兄长中膏了他。从这日起，耶和华的灵就大大感动
1SA.16.14	耶和华的灵离开
1SA.16.15	的臣仆对他说：“看哪，有邪灵从上帝那里来扰乱你。 
1SA.16.16	我们的主可以吩咐你面前的臣仆，去找一个善于弹琴的来。上帝那里来的邪灵临到你身上的时候，他用手弹琴，你就会感觉爽快。” 
1SA.16.17	对臣仆说：“你们给我找一个善于弹琴的，带到我这里来。” 
1SA.16.18	仆人中有一个回答说：“看哪，我曾见
1SA.16.19	于是
1SA.16.20	把几个饼和一皮袋酒，以及一只小山羊，驮在驴上，由儿子
1SA.16.21	到了
1SA.16.22	派人到
1SA.16.23	从上帝那里来的邪灵临到
1SA.17.2	和
1SA.17.3	人站在这边的山上，
1SA.17.4	从
1SA.17.5	他头戴铜盔，身穿铠甲，甲重五千舍客勒铜。 
1SA.17.6	他腿上有铜护膝，两肩之中背负铜矛。 
1SA.17.7	他的枪杆粗如织布机的轴，枪头的铁重六百舍客勒。有一个拿盾牌的人走在他前面。 
1SA.17.8	站着，对
1SA.17.9	他若能与我决斗，把我杀死，我们就作你们的奴隶；我若胜了他，把他杀死，你们就作我们的奴隶，服事我们。” 
1SA.17.10	那
1SA.17.11	和
1SA.17.13	最大的三个儿子跟随
1SA.17.14	是最小的，最大的三个儿子跟随
1SA.17.15	有时离开
1SA.17.16	那
1SA.17.18	再拿这十块奶饼，送给他们的千夫长，并要问你哥哥好，向他们要个凭据回来。”
1SA.17.20	早晨起来，把羊交托一个看守的人，照
1SA.17.21	人和
1SA.17.22	把东西留在看守物件的人手中，跑到战场，问他哥哥好。 
1SA.17.23	他与他们说话的时候，看哪，那挑战的人，就是
1SA.17.25	人说：“这上来的人你看见了吗？他上来是要向
1SA.17.26	对站在旁边的人说：“若有人杀这
1SA.17.27	百姓照同样的话对他说：“若有人杀了那人，必这样待他。”
1SA.17.29	说：“我现在做了什么呢？只是问一句话也不可以吗？” 
1SA.17.30	离开他转向别人，问了同样的事，百姓也照先前的话回答他。
1SA.17.31	有人听见
1SA.17.32	对
1SA.17.33	对
1SA.17.34	对
1SA.17.35	我就追赶它，击打它，把羔羊从它口中救出来。它起来攻击我，我就揪它的胡子，打死它。 
1SA.17.36	你仆人曾打死狮子和熊，这未受割礼的
1SA.17.37	又说：“耶和华救我脱离狮子和熊的爪，他必救我脱离这
1SA.17.38	把自己的战衣给
1SA.17.39	佩刀在战衣上，试着走走看。因
1SA.17.40	他手中拿杖，又在溪中挑选了五块光滑的石子，放在袋里，就是牧人带的囊里，手里拿着甩石的机弦，迎向那
1SA.17.41	那
1SA.17.42	人观看，见了
1SA.17.43	人对
1SA.17.44	人又对
1SA.17.45	对
1SA.17.46	今日耶和华必将你交在我手里。我必杀你，砍下你的头，今日我要把
1SA.17.47	又使这里的全会众知道，耶和华使人得胜，不是用刀用枪，因为战争全在乎耶和华。他必将你们交在我们手里。”
1SA.17.48	那
1SA.17.49	伸手入囊中，从里面掏出一块石子来，用机弦甩去，击中
1SA.17.50	这样，
1SA.17.51	跑去，站在那
1SA.17.52	人和
1SA.17.53	人追赶
1SA.17.54	拿着那
1SA.17.56	王说：“你可以问问那孩子是谁的儿子。” 
1SA.17.57	打死那
1SA.17.58	问他说：“年轻人，你是谁的儿子？”
1SA.18.2	那日
1SA.18.3	爱
1SA.18.4	从身上脱下外袍，给了
1SA.18.5	无论差遣
1SA.18.7	众妇女欢乐唱和，说：
1SA.18.7	“
1SA.18.9	从这日起，
1SA.18.10	次日，从上帝来的邪灵紧抓住
1SA.18.11	把枪一掷，心里说：“我要将
1SA.18.13	所以
1SA.18.14	所做的每一件事都精明，耶和华也与他同在。 
1SA.18.15	见
1SA.18.16	但
1SA.18.18	对
1SA.18.19	的女儿
1SA.18.21	心里说：“我把这女儿嫁给
1SA.18.22	吩咐臣仆：“你们暗中对
1SA.18.23	的臣仆照这话说给
1SA.18.24	的臣仆回奏说，
1SA.18.25	说：“你们要对
1SA.18.26	的臣仆把这话告诉
1SA.18.27	和跟随他的人起来前往，杀了二百
1SA.18.28	见耶和华与
1SA.18.29	就更怕
1SA.18.30	每逢
1SA.19.2	告诉
1SA.19.3	我会出去，到你所藏的田里，站在我父亲旁边，与父亲谈论到你。我看情形怎样，会告诉你。” 
1SA.19.4	向他父亲
1SA.19.5	他拚了命杀那
1SA.19.6	听了
1SA.19.7	叫
1SA.19.8	此后又有战争，
1SA.19.9	从耶和华来的邪灵又降在
1SA.19.10	想要用枪刺透
1SA.19.12	于是
1SA.19.13	把家中的神像放在床上，头枕在山羊毛的枕头上，用衣服盖起来。 
1SA.19.14	派一些使者去捉拿
1SA.19.15	又派一些使者去看
1SA.19.16	使者进去，看哪，神像在床上，头枕在山羊毛的枕头上。 
1SA.19.17	对
1SA.19.19	有人告诉
1SA.19.20	派一些使者去捉拿
1SA.19.21	有人把这事告诉
1SA.19.22	然后
1SA.19.23	他就往那里去，到了
1SA.19.24	他也脱了衣服，也在
1SA.20.2	对他说：“绝无此事！你必不至于死。看哪，我父做事，无论大小，没有不告诉我的。我父亲为什么要隐瞒我这件事呢？不会这样的！” 
