MAT.1.1	LIOAR Sheeloghe Yeesey Creest, Mac Ghavid, Mac Abraham.
MAT.7.8	Son ta dy chooilley annane ta gearree, geddyn; as y fer ta shirrey, feddyn: as eshyn ta aignagh fosley gheddyn, bee eh er ny osley da.
MAT.7.9	Ny quoi’n dooinney nyn mast eavish, ver clagh da e vac, 
MAT.7.10	my hirrys e eeast, der e ardnieu da?
MAT.7.11	My ta toiggal er‐y‐fa shen eavish ta olk, kys dy choyrt giootyn mie da nyn gloan, cre‐woad smoo nee’n Ayr eu tayns Niau reddyn mie y choyrt dauesyn te janoo aghin huggey.
MAT.7.12	Shen‐y‐fa dy chooilley nee cre‐erbee balliuish deney dy yanoo riuish, jeanjee shiuish myr shen roosvn: son shoh yn leih as ny phaderyn.
MAT.7.13	¶ Gow‐jee stiagh er y yiat coon; son liane ta’n giat, as moar tan raad ta leeideil gys tort-mou, as shimmey ta goll er:
MAT.7.14	Er‐y‐fa dy nee chion tan giat, as coon ta’n raad ta leeideil gys bea, as schiark ta dy gheddyn magh eh
MAT.7.15	Cur‐jee twoai jeh phaderyn foalsey, ta cheet hiu ayns coamraghyn keayragh, agh cheu‐stie ta’d nyn moddee‐oaldey jollyssagh.
MAT.7.16	Ver shiu enney orroo liorish nyn mess: vel mess y villey‐feeney er ny heiy jeh drinyn, ny mess y villey figgagh jeh onnanyn?
MAT.7.17	Myr shen ta dagh billey mie tilgey mess mie, agh ta drogh villey tilgey drogh vess.
MAT.7.18	Cha vod billey mie drogh vess y chur magh, ny drogh villey mess mie.
MAT.7.19	Ta dy chooilley villey, nagh vel gymmvrkey magh mess mie, dy ve giarit sheese as tilgit ayns yn aile.
MAT.7.20	Shen‐y‐fa liorish nyn mess ver shiu enney orroo.
MAT.7.21	¶ Cha nee dy chooilley annane jir rhyms, Hiarn, Hiarn, hed stiagh ayns reeriaght niau: agh eshyn ta janoo aigney m’ayrey t’ayns Niau.
MAT.7.22	Jir ymmodee rhyms ’sy laa shen, Hiarn, Hiarn, nagh vel shin er nianoo phaderys ayns dt’ennyms? as ayns dt’ennym er hilgey magh drough spyrrydyn? as ayns dt’ennym er nianoo ymmodee obbraghyn Yyndyssagh?
MAT.7.23	As eishtagh focklyms magh daue, Cha ren mee rieau goall riu, immee‐jee voym, ghrogh yantee.
MAT.7.24	¶ Quoi‐erbee er‐y‐fa shen ta clashtyn ny goan shoh ayms, as ta janoo ymmyd mie jeu, soyllee ym e gys ddooinney creeney hrog e hie er creg:
MAT.7.25	As haink y fliaghey neose, as dhatt ny tuillaghyn, as heid ny geayghyn, as chaeu ad er y thie shen. As cha huitt eh, son dy row yn undin echey er creg.
MAT.7.26	As bee dy chooilley annane ta clashtyn my ghoan shoh, as nagh vel janoo ymmyd mie jeu, er ny hoyllagh gys dooinney ommijagh, hrog e hie er y gheinnagh:
MAT.7.27	As huitt y fliaghey, as dhatt ny tuillaghyn, as heid ny geayghyn, as chaeu ad er y thie shen: as huitt eh, as moar va’n toyrtmou echey.
MAT.7.28	As haink eh gy kione, tra va Yeesey erreish ny goan shoh y livrey, dy ghow yn pobble yyndyss moar jeh’n ynsaghey echey.
MAT.7.29	Son dynsee e ad, myr fer va pooar echey, as cha nee myr ny scruderyn.
MAT.8.1	TRA ve er jeet neose jeh’n clieau, deiyr earrooyn moar dy leih er.
MAT.8.2	As cur‐my‐ner haink lourane as hug e ooaishley da, gra, Hiarn, my she dt’aigney eh, foddee oo mish y yanoo glen.
MAT.8.3	As hug Yeesey magh e laue as venn e rish, gra m’aigneys eh, bee er dty ghlenney. As chelleeragh va’n louranys echey er ny ghlenney.
MAT.8.4	As doort Yeesey rish, Jeagh nagh ninsh oo shoh da dooinney erbee, agh gow, as jeagh oo hene da’n taggyrt, as cheb yn gioot doardee Moses, dy ve, son fenith daue.
MAT.8.5	¶ As tra va Yeesey er gholl stiagh ayns Capernaum, haink captan‐keead huggey guee er,
MAT.8.6	As gra, Hiarn, ta my er‐mooinjerey ny lhie ec y thie, ching jeh’n chingys‐cra, ayns stayd feer treih.
MAT.8.7	As doort Yeesey rish, Higgyms as neem e y leiy‐ys.
MAT.8.8	As dreggyr y captan‐keead gra, Hiarn, Cha vel mee feeu, oo dy heet stiagh fo my chlea: agh ny lomarcan loar y fockle, as bee my er‐mooinjerey er ny leiy‐ys.
MAT.8.9	Son ta mish mee hene my ghooinney ta fo pooar, as ta sidooryn aym foym: as ta mee gra rish fer elley, Tar, as te cheet: as rish my harvaant, Jean shoh, as te dy yanoo eh.
MAT.8.10	Tra cheayl Yeesey shoh, ghow e yyndyss, as ddoort e roosyn va geyrt er, Dy firrinagh ta mee gra riu, Leid y credjue lajer shoh, cha vel mee er gheddyn ayns Israel hene.
MAT.8.11	As ta mee gra riu, dy jig ymmodee veih’n Niar as yn Neear, as dy soie ad sheese marish Abraham as Isaac as Jacob, ayns reeriaght Niau.
MAT.8.12	Agh bee cloan y reeriaght er nyn dilgey magh gys y dorraghys sodjey mooie: ayns shen vees keaney as snaggeraght feeacklyn.
MAT.8.13	As doort Yeesey rish y captan‐keead, Immee royd, as ’naght myr tow er chredjal, myr shen dy jig oo jeh. As va e er‐mooinjerey er ny leiy‐ys ayns yn oor keddyn.
MAT.8.14	¶ As tra va Yeesey er jeet stiagh ayns thie Pheddyr, honnick e Moir y Ven echey ny lhie as ching ayns y chiassaghey.
MAT.8.15	As venn e rish y laue eck, as daag y chiassaghey ee: as hug ee e heyddagh y mee, as ren ee ad y hirveish.
MAT.8.16	¶ Tra va’n fastyr er‐jeet, hug ad lieu huggey ymmodee va drough spyrrydyn ayndoo, as deiyr e magh ny spyrrydyn lesh fockle, as laanee e ooilley ny va ching.
MAT.8.17	Dy voddagh shen ve cooilleenit va loarit liorish Esaias y Phadeyr, gra, Ghow e hene er nyn aslaintyn, as dymmyrk e nyn jingyssyn.
MAT.8.18	Nish tra honnick Yeesey earrooyn moarey dy leih my‐geartey mish, hug e sarey dy gholl gys y cheu elley.
MAT.8.19	As haink scrudere dy row huggey, as doort e rish, Vainshter, eiyryms ort raad erbee dy jeu.
MAT.8.20	As doort Yeesey rish, Ta tuill ec ny shynnee, as idd ec eeanlee’n aer, agh ec Mac y dooinney cha vel boal dy chur e chione ayn.
MAT.8.21	As doort fer elley, jeusyn va sheer geyrt er, rish, Hiarn, cur kied dou hoshiaght goll thie, dy oanluckey my ayr
MAT.8.22	Agh doort Yeesey rish, Eiyr orryms, as lig da ny merriu nyn merriu y oanluckey.
MAT.8.23	¶ As tra ve er ghoall luingys, hie yn vooinjer va sheer geyrt er, marish.
MAT.8.24	As cur‐my‐ner, dirree sterrym moor ayns y cheayn, ayns wheesh as dy row yn long coodit rish ny tonnyn; agh ve eshyn ny chadley.
MAT.8.25	As haink adsyn va sheer geyrt er huggey, as ghooisht ad e, gra, Hiarn saue shin, bee mad callit.
MAT.8.26	As doort e roo, cre’nfa ta shiu agglagh, shiuish dy chredjue moal? Eisht dirree e seose, as smaghtee e ny geayghyn as y faarkey, as va kuiney woar ayn.
MAT.8.27	Agh ghow ny deney yyndyss, gra cren keint dy ghooinney e shoh, dy vel ny eer geayghyn as y faarkey cur bialys da!
MAT.8.28	¶ As tra ve er jeet gys y cheu elley gys cheer ny Gergesenee, haink daa ghooinney va drogh spyrrydyn ayndoo, magh ny whail, veih mastey ny hoiaghyn, as cha keoie shen vad, nagh by loys da dooinney erbee goll shiaghey yn raad shen.
MAT.8.29	As cur‐my‐ner deie ad, gra, Cre’n eie t’ayd orrin, Yeesey Vac Yee? vel oo er‐jeet dy nyn dorchaghey roish y tra?
MAT.8.30	As va foddey vow gri‐agh moar dy vuckyn fo bochillyn.
MAT.8.31	As ghuee ny drogh spyrrydyn er, gra, My eiyrys oo shin magh, cur kied dooin goll stiagh ayns ny muckyn.
MAT.8.32	As doort e roo, Gow‐jee reue, as tra vad er jeet ass ny deney, hie ad stiagh ayns y ghriagh dy vuckyn, as cur‐my‐ner, roie yn slane ghriagh gouyr nyn mullee, lesh yn ughtagh gys y cheayn, as vad baiht ayns ny ushtaghyn.
MAT.8.33	As roie ny bochillyn rowe, as haink ad gys yn ardvalley, as dinsh ad dy chooilley nee, as mychione ny deney va ny drogh spyrrydyn ayndoo.
MAT.8.34	As cur‐my‐ner, haink y slane ardvalley magh quail Yeesey, as tra honnick ad e, ghuee ad er, e dy gholl roish ass ny ardjyn oc.
MAT.9.1	AS ghow e luingys, as hioil e harrish, as haink e gys e ard‐valley hene.
MAT.9.2	As cur‐my‐ner hug ad lieu huggey dooinney va ching jeh’n chingys‐cra, ny lhie er liabbee: as hug Yeesey tastey da’n chredjue oc, as doort e rishyn va ching jeh’n chingys‐cra, Vac, bee dy yien mie, ta dty pheccaghyn er nyn leih dhyt.
MAT.9.3	As cur‐my‐ner, doort shiartance jeh ny scruderyn roo hene, Te shoh loart goan mollaghtagh.
MAT.9.4	As hooig Yeesey ny smooinaghtyn oc, as doort e, cre’n fa ta drogh smooinaghtyn ayns ny creeaghyn eu?
MAT.9.5	Son quoi sassey dy ghra, Ta dty phecaghyn er nyn leih dhyt? ny dy ghra, Irree seose as shooil?
MAT.9.6	Agh dy vod fys y ve eu, dy vel pooar ec mac y dooinney er y talloo, dy leih peccaghyn (eisht doort e rishyn va ching jeh’n chingys‐cra) irree, trog liat dty lhiabbee, as gow royd gys dty hie.
MAT.9.7	As dirree e seose, as jimmee e gys e hie.
MAT.9.8	Agh tra honnick y pobble shoh, ghow ad yyndyss, as hug ad moylley da Jee, v’er choyrt leid y phooar da deney.
MAT.9.9	¶ As tra va Yeesey er gholl veih shen, honnick e dooinney va enmyssiit Mian, ny hoie ec board y cheesh: as doort e rish, Eiyr orryms. As dirree e seose as deiyr e er.
MAT.9.10	¶ As haink eh gy kione, myr va Yeesey ny hoie ec bee ayns y thie, cur‐my‐ner, haink ymmodee publicanee as peccee, as hoie ad sheese marishyn as marish y vooinjer va sheer geyrt er.
MAT.9.11	Tra honnick ny Phariseyn shoh, doort ad roosyn va sheer marish, Crenfa ta’n mainshter eu gee marish publicanee as peccee?
MAT.9.12	Agh cheayl Yeesey ad, as doort e roo, Cha vel feme ocsyn ta slane er y lhee, agh ec sleih chingey.
MAT.9.13	Agh gow‐jee shiuish as ynsee‐jee cre ta dy ve toiggit liorish y raa shoh, Ta mee ny sbooie er myghin ny oural: son cha daink mish dy emagh er y vooinjer chairagh, agh er peccee gys arrys.
MAT.9.14	¶ Eisht haink huggey adsyn va sheer geyrt er Ean, as ddoort ad, Cre’n fa ta shinyn as ny Phariseyn trostey dy mennick, agh cha vel adsyn ta geyrt orts trostey?
MAT.9.15	As doort Yeesey roo, Vod ny caarjyn ta marish dooinney’n phoosee ayns e hiamyr ve er drogh yien, choud as ta dooinney’n phoosee mâroo, agh hig ny laghyn, tra vees dooinney’n phoosee er ny ghoal ersooyl vow, as shen y tra nee ad trostey.
MAT.9.16	Cha vel dooinney erbee cur peesh dy eddagh lajer er shen gharmad, son ta’n pheesh goal y laane ass y gharmad, as te rapit ny smessey ny ve.
MAT.9.17	Cha moo ta sleih coyrt feeyn noa ayns shen voteilyn
MAT.9.18	¶ Choud as ve loart ny goan shoh roo, cur‐my‐ner, haink fer‐reil as hug e ooashley da, gra, Ta m’inneen nish er gheddyn baase: agh tar as cur dty laue urree, as bee ee bio reesht.
MAT.9.19	As dirree Yeesey as deiyr e er, as myr shen ren yn vooinjer va sheer geyrt er.
MAT.9.20	(As cur‐my‐ner haink ben chen‐y‐choolloo, va doghanit rish roih‐folley choud as daa vlein jeig, as venn ce rish oirr e gharmad.
MAT.9.21	Son doort ee cheu‐stie jee hene, my oddym agh bentyn rish e gharmad, beeym er my leihys.
MAT.9.22	Agh hyndaa Yeesey my‐geart, as tra honnick e ee, ddoort e, Inneen bee dy yien mie; ta dty chredjne er dy luanaghey. As van ven er ny leiyys veigh yn oor shen.)
MAT.9.23	As tra va Yeesey er‐jeet stiagh ayns thie yn ser‐reil as tra honnick e yn vooinjer va janoo kiall, as y cheshaght ooilley bun rish kyn.
MAT.9.24	Doort e roo, scugh‐jee as y raad, son cha vel y ven‐aeg marroo, agh ny cadley, As hie ad son craidey mish.
MAT.9.25	Agh tra va’n sleih er nyn eyrt magh, hie e stiagh, as ghow e ee er laue as dirree yn ven‐aeg seose.
MAT.9.26	As hie goo magh jeh shoh, trooid ooilley’n cheer.
MAT.9.27	¶ As tra va Yeesey er gholl veih shen, deiyr daa ghooinney doall er, gemagh as gra, Jean chymmey orrin vac Ghavid.
MAT.9.28	As tra ve erjeet stiagh ayns y thie haink ny deney doall huggey: as doort Yeesey roo, Vel shiu credjal dy vel mish able shoh y yanoo? Doort adsyn rish, Ta Hiarn.
MAT.9.29	Eisht venn e rish ny sooyllyn oc, gra, Cordail rish nyn gredjue, dy row nyn aghin eu.
MAT.9.30	As va ny sooyllyn oc er nyn vosley, as hug Yeesey currym geyr daue, gra, Jeagh‐jee nagh vow dooinney e’rbee fys er.
MAT.9.31	Agh tra var adsyn er gholl rowe, hug ad magh yn goo echey trooid ooilley’n cheer shen.
MAT.9.32	¶ Erreish daue shoh ver gholl ersooyl, cur-my‐ner hug ad lieu huggey dooinney balloo, va drogh spyrryd ayn.
MAT.9.33	As tra va’n drogh‐spyrryd er ny eyrt ass, ren y balloo loart: as ghow yn poble yyndyss, gra, Cha row rieau leid shoh er ny akin ayns Israel.
MAT.9.34	Agh doort ny Phariseyn, Liorish prince ny drogh spyrrydyn te tilgey magh drogh spyrrydyn.
MAT.9.35	As hie Yeesey my‐geart ooilley ny ard‐valjyn as ny baljyn beggey oc, gynsaghey ayns ny kialteenyn oc, as preacheil sushtal yn reeriaght, as leihys dy chooilley hingys as dy chooilley ghogh an mastey’n pobble.
MAT.9.36	¶ Agh tra honnick e yn chaglym moar dy leih, ve er ny veyghey lesh chymmey orroo, er-yn‐oyr dy row ad ass cree, as nyn lhie noon as noal, myr kirree fegooish bochilley.
MAT.9.37	Eisht doort e roosyn va sheer geyrt er, Ta’n fouyr dy jarroo palchey, agh ny labree‐yn beggan.
MAT.9.38	Guee‐jee shiuish er‐y‐fa shen er Chiarn y fouyr, e dy chur magh labreeyn gys y four echey.
MAT.10.1	AS tra ve er nemagh er e ghaa ostyl jeig huggey, hug e daue pooar harrish spyrrydyn niau‐ghlen, dyn eyrt magh ad, as dy chooilley ghoghan.
MAT.10.2	As shoh va enmyn yn daa ostyl yeig; yn chied er, Simon ta enmyssit Peddyr, as Andreays e vraar. Jamys mac Zebedee, as Ean y braar echyssyn,
MAT.10.3	Philip as Bartholomew, Thomas, as Mian yn publican, Jamys mac Alpheus, as Lebbeus va slennooit Thaddeus.
MAT.10.4	Simon yn Canaanite, as Yuase Iscariot, ren myrgeddyn e y vrah.
MAT.10.5	Yn ghaa yeig shoh hug Yeesey magh, as doardee e daue, gra, Ny gow‐jee ayns raad ny Ashoonyn quaagh, ny gys ard‐valjyn ny Samaritanee.
MAT.10.6	Agh gow‐jee hoshiaght gys kirree cailjey thie Israel.
MAT.10.7	As myr vees shiu goll, jean‐jee preacheil, gra, Ta reeriaght Niau er‐gerrey.
MAT.10.8	Slanee‐jee sleih chingey, glen‐jee ny louranee, jean‐jee ny merriu y vioghey, tilg jee magh drogh‐spyrrydyn: nastee ta shiu er gheddyn, as dy nastee cur jee veu.
MAT.10.9	Ny cur‐jee lieu aer, ny argid ny prash ayns ny sporranyn eu:
MAT.10.10	Ny stoyr dy vee son y raad, ny daa chooat, ny braagyn ny luirg (son ta’n obbree feeu e veaghey,)
MAT.10.11	As ard valley ny balley erbee dy jed shiu stiagh ayn, fenee‐jee quoi ayn ta feeu, as marish yn furree‐jee, derrey hed shiu reue.
MAT.10.12	As tra vees shiu goll stiagh ayns thie, bannee‐jee daue.
MAT.10.13	As my vees y thie feeu, lig da’n shee eu cheet er: agh mannagh bee eh feeu, lig da’n shee eu chyndaa hiu hene reesht.
MAT.10.14	As quoi‐erbee nagh jean nyn mea y oltaghey, as nagh der geill da ny goan eu: tra aagys shiu yn thie ny’n ard‐valley shen, crie‐jee yn joan jeh ny cassyn eu.
MAT.10.15	Dy firrinagh ta mee gra riu, dy vow cheer Sodom as Gomorrah ny smoo dy foar, ec laa ny briwnys, ny yiow yn ard‐valley shen.
MAT.10.16	¶ Cur‐my‐ner ta mish dyn goyrt shiu magh, myr kirree mastey moddee oaldey. Beejee er‐y‐fa shen creeney myr ard‐nieughyn, as gyn loght myr calmanyn.
MAT.10.17	Agh cur‐jee twoai jeh deney, son livrey‐ee ad shiu seose gys ny coonceilyn as custee ad shiu ayns ny kialteenyn oc.
MAT.10.18	As bee shiu er nyn goyrt fenish kianoortyn as reeaghyn er y choontey ayms, dy vod oyr y ve eu, fenish y gymmyrkey
MAT.10.19	Agh tra livreys ad shiu seose, ny bee‐jee imneagh kys ny cre nee shiu y loart, son bee eh er ny choyrt diu ayns yn oor keddyn, cre nee shiu y loart.
MAT.10.20	Son cha nee shiuish ta loart, agh spyrryd yn ayr eu to loart ayndiu.
MAT.10.21	As livrey‐ee yn derrey vraar yn braar elley gys baase, as yn ayr y lianoo; as nee cloan girree seose noi nyn ayr as nyn moir, as eiyree ad ad gys baase.
MAT.10.22	As ver dy chooilley ghooinney feoh diu, kyndagh rish yn ennym ayms: agh eshyn nee fannaghtyn gys y jerrey, bee e er ny hauail.
MAT.10.23	Agh tra vees ad janoo tranlaase erriu ’sy derrey ard‐valley, roih jee shiuish er‐chea gys ardvalley elley: son dy firrinagh ta mee gra riu, dy bee mac y dooinney er‐jeet
MAT.10.24	Cha vel yn scoyllar erskyn e vainshter, ny’n chiarvaant erskyn e hiarn.
MAT.10.25	Slioyr da’n scoyllar dy ve myr e vainshter, as da’n chiarvaant myr e hiarn: my ta’d er chaeu Beelzebub er mainshter y thie, cre woad smoo nee ad e vooinjer y oltooan?
MAT.10.26	Ny gow‐jee er‐y‐fa shen aggle rowe: son cha vel nee erbee follit, nagh jig gys soilshey, ny nee erbee kellit nagh jig magh.
MAT.10.27	Shen ta mish dy insh diu ayns y dorraghys, loar‐jee shiuish jeh ayns y toilshey, as ny ta shiu er chlashtyn ayns y chleash eu voyms, jeanjee y phreacheil er mullagh ny thiyn.
MAT.10.28	As ny bee‐jee agglagh rowesyn varrys y corp, agh nagh jiarg er yn annym y varroo: agh bee‐jee ayns aggle smoo roishyn, oddys corp as annym neesht y stroie ayns Nivrin.
MAT.10.29	Nagh vel daa sparrow er nyn greck son farling? as cha duitt annane oc marroo er y talloo fegooish oardaghey’n ayr eu.
MAT.10.30	Agh ta eer renaigyn nyn ging ooilley er nyn earroo.
MAT.10.31	Ny bee‐jee shiuish er‐y‐fa shen ayns aggle, ta ny smoo dy ve soit jiu, ny jeh ymmodee sperriu.
MAT.10.32	Quoi‐erbee er‐y‐fa shen ghoys rhyms kiongoyrt rish deney, goyms rishyn myrgeddyn kiongoyrt rish my ayr t’ayns niau.
MAT.10.33	Agh quoi‐erbee obbys mish kiongoyrt rish deney, eshyn neems myrgeddyn y obbal kiongoyrt rish my ayr t’ayns niau.
MAT.10.34	Ny smooinee‐jee dy daink mish dy chur liam shee gys y talloo, cha daink mee dy chur liam shee, agh cliwe.
MAT.10.35	Son ta mish er‐jeet dy scarrey dooinney veih e ayr, as yn inneen veih e moir, as y ven chlewn veih e moir ’sy leigh.
MAT.10.36	As noidjyn dooinney vees adsyn jeh’n lught‐thie echey hene.
MAT.10.37	Eshyn ta ny sgraihee er ayr ny moir ny orryms, cha vel e feeu jeem: as eshyn ta ny sgraihee er mac ny inneen ny orryms, cha vel e feeu jeem.
MAT.10.38	As eshyn nagh jean e chrosh y ymmyrkey as geyrt orryms, cha vel e feeu jeem.
MAT.10.39	Eshyn nee e vioys y hauail, caillee e eh, agh eshyn chaillys e vioys er my ghraih’s, nee e eh y hau‐ail.
MAT.10.40	Eshyn ta soiaghey jiuish, te soiaghey jeems, as eshyn ta soiaghey jeems, te soiaghey jehsyn t’er my choyrt.
MAT.10.41	Eshyn ta cur oltaghey bea da phadeyr ayns ennym phadeyr, yiow e leagh phadeyr, as eshyn ta cur oltaghey‐bea da dooinney cairagh ayns ennym dooinney cairagh, yiow e leagh dooinney cairagh.
MAT.10.42	As quoi‐erbee ver cappan dy ushtey feayr da annane jeh’n vooinjer veggey shoh dy iv, ayns ennym annane jeuson ta eer geyrt orryms dy firrinagh ta mee gra riu, nagh jean e er aght erbee e leagh y choall.
MAT.11.1	AS haink eh gy kione, tra va Yeesey erreish saraghyn y choyrt da e ghaa ostyl jeig, dy jagh e veigh shen dy ynsaghey as dy phreacheil ayns ny kialteenyn oc.
MAT.11.2	Nish tra va Ean er chlashtyn ayns y phryssoon jeh obbraghyn Chreest, hug e jees jeusyn v’er ny ve sheer marish er chaghteraght huggey,
MAT.11.3	Dy ghra rish, Nee uss e
MAT.11.4	Dreggyr Yeesey as doort e roo, Immee‐jee as soilshee‐jee da Ean ny reddyn ta shiu dy chlashtyn as dy akin:
MAT.11.5	Ta ny doall geddyn nyn soilshey, as ny croobee gimmeeaght, ny louranee er nyn ghlenney, ny beuyr clashtyn, ny merriu er nyn mioghey, as y sushtal er ny phreacheil da ny boughtyn.
MAT.11.6	As bannit ta eshyn nagh gow oyr dy huittym ayns peccah, my my‐chiones.
MAT.11.7	¶ As myr va’d goll rowe, ren Yeesey toshiaght dy ghra rish y pobble my‐chione Ean, Cre hie shiu magh gys yn aasagh dy akin a cuirtlagh criht rish y gheay?
MAT.11.8	Agh cre hie shiu magh dy akin? Dooinney coamrit ayns sheedey? Cur‐my‐ner, tar adsyn ta caen sheedey ayns thiyn reeaghyn.
MAT.11.9	Agh cre hie shiu magh dy akin? Phadeyr? Dy jarroo, ta mee gra riu, as fer syrjey ny phadeyr.
MAT.11.10	Son shoh e, jeh te scruit, Cur‐my‐ner ta mee cur my haghter magh royd, dy yanoo aarloo jeh’n raad er dty hon.
MAT.11.11	Dy firrinagh ta mee gra riu, nyn mastey ocsyn ter nyn mreh jeh mraane, cha vel fer syrjey ny Ean‐bashtey er nirree seose: ny yei ta’n fer
MAT.11.12	As er dy laghyn Ean bashtey derrey nish, ta sleih chionney stiagh gys reeriaght niau, as tar adsyn ta cheet lesh jeeanit cosney stiagh ayn.
MAT.11.13	Son ren ooilley ny phaderyn as y leih pha derys derrey Ean.
MAT.11.14	As my ta shiu booiaght y chlashtyn eh, shoh Elias va ry hoi cheet.
MAT.11.15	Eshyn ta cleashyn echey dy chlashtyn, lig e clashtyn.
MAT.11.16	¶ Agh cre gys nee’m yn cheeloghe shoh y holaghey? Tad goll rish cloan ta nyn soie ayns ny margaghyn, as gemagh da ny sheshaghyn oc,
MAT.11.17	As gra, Ta shin er nianoo bingys diu, as cha vel shiu er ghonsin ta shin er nianoo kiaull hrimshagh diu, as cha vel shiu er cheaney.
MAT.11.18	Son cha daink Ean, gee ny giv, as ta’d gra, Ta drogh‐spyrryd ayn.
MAT.11.19	Haink yn mac dooinney gee as giv, as ta’d gra, Cur‐my‐ner dooinney jollyssagh, as ivder-feeney, carrey dy phublicanee as dy pheccee: Agh ta creenaght er ny seyrey liorish e cloan hene.
MAT.11.20	¶ Eishtagh ren e toshiaght dy gheddyn foill da ny ard‐valjyn, ayndoo va’n chooid smoo jeh e obbraghyn yyndyssagh er nyn nianoo, er-yn‐oyr nagh ghow ad arrys.
MAT.11.21	Smerg dhyts Chorazin, smerg dhyts Vethsaida: son dy beagh ny obbraghyn yyndyssagh er ny ve jeant ayns Tyre as Sidon, te’r ve jeant ayndivish, veagh ad er ghoall arrys foddey er dy henney, ayns aanrit sack as leoai.
MAT.11.22	Agh ta mee gra riu, dy bee kerraghey s’eddrymmee er ny choyrt er Tyre as Sidon ec laa ny briwnys, ny vees er ny choyrt erriuish.
MAT.11.23	As uss Capernaum, ta dt’ooashley roshtin gys niau, bee oo er dy hilgey sheese gys nivrin; son dy beagh ny obbraghyn yyndyssagh er ve jeant ayns Sodom, t’er ve jeant aynyds, veagh eh er ve ermayrn gys y laa t’ayn jiu.
MAT.11.24	Agh ta mee gra riu, dy bee kerraghey s’eddrymmee er ny choyrt er talloo Sodom ec laa ny briwnys, ny vees orts.
MAT.11.25	¶ Ec y tra shen, dreggyr Yeesey as doort e, Ta mee cur booise dhy’t O Ayr, Hiarn niau as talloo, er‐yn‐oyr dy vel oo er chieltyn ny reddyn shoh vowsyn ta creeney as tush‐tagh, as dy vel oo er hoilshaghey ad da ooikanyn.
MAT.11.26	Shen dy jarroo myr te Ayr, son shen myr ve mie ayns dty hilleys.
MAT.11.27	Ta dy chooilley nee er ny livrey doos liorish my Ayr: as cha nione da dooinney erbee yn mac, agh yn Ayr: cha moo shione da dooinney erbee yn Ayr, agh y mac, as eshyn da nee yn mac e y hoilshaghey.
MAT.11.28	¶ Tar‐jee hyms ooilley shiuish ta laboragh as ta laadit dy trome, as neems shiu y ooraghey.
MAT.11.29	Gow‐jee my whing erriu, as ynsee‐jee voyms, son ta mee meen as imlee ayns spyrryd: as yiow shiu fea da nyn an meenyn.
MAT.11.30	Son ta my whing aashagh, as my errey eddrym.
MAT.12.1	EC y tra shen, hie Yeesey trooid arroo er y doonaght, as var adsyn va sheer geyrt er accryssagh, as ren ad toshiaght dy phluckey jeeasyn jeh’n arroo, as dy ee.
MAT.12.2	Agh tra honnick ny Phariseyn ad, doort ad rish, Cur‐my‐ner ta’n vooinjer ta kinjagh geyrt ort, janoo red nagh vel lowit dy ve jeant er y doonaght.
MAT.12.3	Agh doort eshyn roo, Nagh vel shiuish er lhaih, cre ren David, tra ve hene as e heshaght accryssagh,
MAT.12.4	Kys hie e stiagh ayns thie Yee, as die e yn arran casherick, nagh row lowit dashyn ny da’n vooinjer va marish dy ee, agh da ny saggyrtyn ny lomarcan.
MAT.12.5	Ny, nagh vel shiu er lhaih ayns y leih, kys er laaghyn y doonaght ta ny saggyrtyn ayns y chiamble brishey’n doonaght, as foast cha vel peccah er ny choyrt nyn lieh.
MAT.12.6	Agh ta mish gra riu, dy vel ayns shoh fer syrjey ny’n chiamble.
MAT.12.7	Agh dy beagh fys er ve eavish, cre ta dy ve toiggit liorish y raa shoh, Ta mee ny sbooie er myghin ny oural, cha beagh shiu er gheyrey yn vooinjer niau‐chyndagh.
MAT.12.8	Son ta mac y dooinney ny Hiarn, er y doonaght hene.
MAT.12.9	As tra ve er gholl veih shen, hie e stiagh ayns y cheell oc.
MAT.12.10	¶ As cur‐my‐ner va dooinney ayns shen va’n laue echey er shyrgaghey, as, dy voddagh oyr y ve oc dy loart noi Yeesey, denee ad jeh, gra, Vel eh lowal dy leihys er laghyn y doonaght?
MAT.12.11	As doort e roo, Quoi’n dooinney nyn mast eavish, vees ynn cheyrrey echey, as my huittys ee ayns jeeg er y doonaght, nagh daar e greme urree, as nagh drog e ass ee?
MAT.12.12	Nagh vel dooinney eisht foddey shaare ny keyrrey? Shen‐y‐fa te lowal dy yanoo mie er y doonaght.
MAT.12.13	Eishtagh doort e rish y dooinney, sheen magh dty laue, as heen e magh ee, as va’n laue echey er ny leihys myr y laue elley.
MAT.12.14	¶ Eishtagh hie ny Phariseyn magh, as hug ad nyn goyrle dy cheiley noi, mychione yn aght oddagh ad e y stroie.
MAT.12.15	Agh tra va fys ec Yeesey er, jimmee e veih shen: as deiyr earrooyn moarey dy leih er, as ren e ad ooilley y leiy‐ys.
MAT.12.16	As hug e currym daue, gyn ad dy vrah e.
MAT.12.17	Dy voddagh ve cooilleenit ny va loarit liorish Esaias y phadeyr, gra,
MAT.12.18	Cur‐my‐ner, my harvaant ta mee er ny reih, my er‐ghraihagh je ta mee dy moar soiaghey ayns m’annym; nee yn spyrryd aym vaghey ayn, as soilshee e briwnys da ny ashoonyn.
