MAT.1.1	Quemënga imnamna Jesucristbe bëts taitanga: Jesucristna Rey David y Abrahámbents̈ana ents̈á inamna.
MRK.12.41	Jesús jabuátambama tojanpochocá ora, tojanótbema Bëngbe Bëtsabe bëts yebnents̈e, chë crocénana quëcjnayëtema ndirichiñe; y chë crocénana quëcjnayënga yojtsë́nÿaye. Bëtscá bomnëngna becá crocénana imojtsequëcjnaye. 
MRK.12.42	Chora, canÿe viudá ndbomnëjémnaca yojobeconá y nÿe uta crocénana chëtémiñe yojaftsesegóra. 
MRK.12.43	Chora Jesús chabe uatsjéndayënga tojánachembo chamobéconama, y mënts̈á tojanë́yana: “Ndegombre cbë́yana, quem viudá ndbomnëjema, Bëngbe Bëtsabiama nÿetscangbiama más tonjëftsesegorá. 
MRK.12.44	Chë bomnëngna chë yojtsóyents̈jaments̈ana tmonjëftsesegorá, y cabá bomnana imotsóbomñe; y chë viudana tonjëftsesegorá lempe ntsachets̈á yobomncá; masque ts̈a ndbomnëjema, chë vida jtsebomnama lempe ntsachets̈á yobomncá tonjëftsesegorá ca.”
MRK.13.1	Jesús Bëngbe Bëtsabe bëts yebnents̈ana tojë́ftsanbocna ora, canÿe chabe uatsjendayá tbojaniyana: —Buatëmbayá, minÿe, ¡ts̈a bëts ndëts̈benga, y ts̈a botamana bëts yebnënga ca!
MRK.13.2	Chora Jesús tbojaniyana: —Ts̈abá cochjinÿe ts̈a botamana bëts yebnënga. Pero muents̈e ndoñe queochaisoquéda ni mo canÿe ndëts̈bé inÿebé juatsboye. Lempe mochantsepochóca ca.
MRK.13.3	Chents̈ana, Olivos tjashoye chënga tmojána. Bëngbe Bëtsabe bëts yebnents̈a ndirichiñe yojamna; y Jesús tojanótbema ora, Pedro, Santiago, Juan y Andrés iytëcana tmojantjá, 
MRK.13.4	nts̈amo cha tojanayancá ntseco yochjanopásama, y chca jopásama ya tojtsobecuama ents̈anga chamotsetats̈ëmbuama, ndayá Bëngbe Bëtsá yochjanma ca.
MRK.13.5	Chora Jesús tojanë́jua: “Cuedado s̈mochtsebomna ndocná chacmondáingñema. 
MRK.13.6	Banga mochanjabo y mochantsabíchamo chënga Jesús imomna ca. Mochántsichamo: ‘Ats̈e chë Cristo sëndmëna ca’, y chca, ba ents̈anga mochanjáingñaye.
MRK.13.7	“Ents̈anga tmojtsentsjanama y nderado mochjentsjámnaca ts̈ëngaftanga chas̈mojouena ora, ndoñe s̈mattsauatja; er chca chaochnënguama entsemna, pero masque chca, chora chë quem luare jopochócama tempo cabá ndoñe queochátsmëna. 
MRK.13.8	Canÿe luarents̈a ents̈anga inÿe luaroca ents̈ángaftaca mochántsentsjanaye, y canÿe amëndayábents̈a ents̈anga inÿe amëndayábioca ents̈angaftácnaca; ba luarënguenache fshantse echanjuangmë́mana y bëts shëntsana echanjóshjango. Masque chca jasúfriase, más chcoye cabá más mochanjatssúfria.
MRK.13.9	“Pero ts̈ëngaftangna cach ts̈ëngaftangbiama s̈mochtsantjes̈na; ents̈anga cmochanjíshëche y amë́ndayëngbe cucuats̈iñe cmochanjábashejuana, judiëngbe enefjuana yebnënguenache cmochanjátsets̈enaye. Ats̈be ústonënga bétsemna causa, mandadë́ngbioye y reyë́ngbioye cmochanjunatse, choca, chëngbe delante nts̈amo ats̈biama s̈motats̈ëmbcá chas̈muayanama. 
MRK.13.10	Er entseyta, quem luare cabá ndopochóca ora, Bëngbe Bëtsabe ts̈abe noticiënga nÿetsca luarënguents̈a ents̈ángbioye chaóshjanguama. 
MRK.13.11	Y ínÿengbe cucuats̈iñe jabáshejuanama chacmojtsënachá ora, ndoñe s̈mattsenócochinÿena nts̈amo chora s̈mochjayanama. Chora s̈mochjayana nts̈amo Bëngbe Bëtsá yochjamcá ts̈ëngaftanga chas̈muayanama, er ts̈ëngaftanga cánÿenga ndoñe chora ques̈mochátoyebuambnaye, ndayá chë Uámana Espíritu ts̈ëngaftangbiajana echantsóyebuambnaye.
MRK.13.12	“Canÿe cats̈ata cachabe cats̈ata ínÿengbe cucuats̈iñe bochanjáboshjona chamotsóbama, y bëtsë́tsanga cachëngbe básenga mochanjábashejuana chamotsëbáyama; y chë básengna chëngbe bëtsë́tsangbe contra mochántsemna y chamotsëbáyama mochanjábashejuana. 
MRK.13.13	Ats̈be ústonënga bétsemna causa, nÿetsca luarënguents̈a ents̈anga cmochantsë́buayënja; pero nda nÿets tempo áts̈beñe os̈buachiyá totsomñe, atsbocaná echántsemna.
MRK.13.14	“Chë Bëngbe Bëtsabe juabna oyebuambnayá Daniel, chë puerte uabouana soye quem luare jopochócama tojë́ftsanabema. Chë puerte uabouana soye, chca jtsemnama ínÿoca ts̈ëngaftanga chas̈mojinÿe ora (nda tojtsalía, chabosertá), s̈mochántsetats̈ëmbo chë puerte ngménana tempo tojóshjanguama; chorna, chë Judeoca chamojtsemna ents̈anga, batsjabengoye chamotsacheta; 
MRK.13.15	chama, nda cachabe yebnents̈a tsbanánoca chaojtsemna, chocana ndoñe chaondë́tastjango, ni chaondë́tamashëngo tsoicana ndayá jesábocnama; 
MRK.13.16	y nda jajoca chaojtsemna, yebnoye ndoñe chaondë́ta ni mo chabe quëfsaíya jesácñama. 
MRK.13.17	¡Ts̈a lastema chë tempo ngomámanënga o ochóchaye s̈es̈onga chamojtsabamna shembásengbiama! 
MRK.13.18	Bëngbe Bëtsá s̈mochtseimpadana chë ngménana tempo ndoñe chaondóshjango uaftena tempo ora, 
MRK.13.19	er chora puerte ngmenancá echántsemna. Ts̈a jabuache ngmenancá, quem luare jobojáts̈ama orscana y më́ntscoñama y más chcoye, cachcá ngménana ndoñe ntjamnana. 
MRK.13.20	Chë puerte ngménana tempo, yapa bën ndoñe chaondë́tsemnama Bëngbe Bëtsá ndoñe tonjalesenciase, ndocná quentatsbocá; pero cha, chabe ubuáyanënga, chabe bocacánënga corente endábabuanÿeshanayeca, echanjama yapa bën tempo ndoñe chaondë́tsemnama.
MRK.13.21	“Chora nderado nda chacmojáuyana: ‘Minÿe, muents̈e chë Cristo entsemna’, o ‘Choca cha entsemna ca’, chë soyëngama ndoñe s̈mattsayaunana. 
MRK.13.22	Er mochanjábocana ndoñe ndegombre uámana ubuáyanënga, chënga Cristo imomna ca jtsichámëse, y Bëngbe Bëtsabe ndoñe ndegombre juabna oyebuambnayë́ngnaca; y chënga mochanjama bëts soyënga chëngbe obenana jinÿanÿiyama, ents̈anga jáingñama, y tmojobenase, chë Bëngbe Bëtsabe bocacánëngnaca. 
MRK.13.23	¡Cuedado s̈mochtsebomna! Cabá chca ndochnëngo ora, lempe tcbonjabuayená ca” —Jesús tojanë́yana.
MRK.13.24	Mënts̈ánaca Jesús tojanë́yana: “Pero chë tempo, ents̈anga puerte chamojasufrí chents̈ana, shinÿe ndoñe queochátsbuashinÿinÿana, juashcona ndoñe queochátsbinÿnaye, 
MRK.13.25	celocana estrellënga echanjatquë́cjana, y quem luarents̈a tsbanánoca espíritënga obenana bomnënga echanjángmëmana. 
MRK.13.26	Y chora, ents̈anga mochanjinÿe, Bëngbe Bëtsá Ents̈á tbojanbemá jants̈etëshiñe echántsaboye, corente obenánaca y corente buashinÿinÿaniñe. 
MRK.13.27	Chora cha chabe angelënga echanjámëndaye chë Bëngbe Bëtsabe ubuáyanënga júbuajama, nÿets luarëngocana, quem fshantsoca cánÿoica juachoicana, celoca ínÿoica juachóntscoñe.
MRK.13.28	“Chë higo betiyama s̈mochjuatsjinÿe: Tsëm buacuafjënga tojtsebomna ora y tojtsaisë́jotsana, jtsotats̈ëmbuana chë ts̈abe tempo ya tojtsaisobecuama. 
MRK.13.29	Cachcá, chë soyënga ndayama ts̈ëngaftanga tcbonjauyancá chas̈mojinÿe ora, s̈mochántsetats̈ëmbo Bëngbe Bëtsá Ents̈á tbojanbemá ya jésabama yojtsemnama. 
MRK.13.30	Ndegombre cbë́yana, lempe chca echanjochnëngo, morsca ents̈anga cabá ndóbana ora. 
MRK.13.31	Celoca y quem luare echanjopochóca, pero ats̈be palabra ndocna te queochaisopochóca.
MRK.13.32	“Pero Bëngbe Bëtsá Ents̈á tbojanbemá ndayté y ntseco ora yochjésabama, ndocná quenátstats̈ëmbo, ni chë celoca angelënga, ni Bëngbe Bëtsabe Uaquiñá. Nÿe chë Taitá chama yotáts̈ëmbo.
MRK.13.33	“Chíyeca, cuedado s̈mochtsebomna y yejuana s̈mochtsantjes̈na, er ndoñe ques̈mátstats̈ëmbo mocna ora yochtsemna Bëngbe Bëtsá Ents̈á tbojanbemá jésabama tempo. 
MRK.13.34	Echántsemna mo canÿe ents̈acá; chana inÿe luaroye ya jëftsebocnama ora, chabe oservénënga jëftsamë́ndana chabe yebna chamotsinÿenama. Cada ona canÿe trabajo jëftsebónÿiyana, y chë shanÿá jëftsemándana botamana chaotsantjes̈nama. 
MRK.13.35	Chcasna, cuedado s̈mochtsebomna, s̈mochtsantjes̈na, er nts̈amo chë trabajayëngcá chë yebna nduiño ntseco jtashjanguama, ndoñe ntsetats̈ëmbuana, mo nderado jétatana, tsë́ntseto ora, bínÿanoye o cachëse, ts̈ëngaftanga cachcá, Bëngbe Bëtsá Ents̈á tbojanbemá ntseco jésabama ndoñe ques̈mátstats̈ëmbo; 
MRK.13.36	ndoñe cuedado s̈montsebomnëse, nderado cha nÿe ndeolpe nántashjango, ts̈ëngaftanga ndëprontánënga s̈mojtsemna ora, mo ftsomañe cuenta. 
MRK.13.37	Chíyeca, nts̈amo ts̈ëngaftanga cbochanjauyancá, nÿetscanga chanjáuyana: ¡Puerte cuedado s̈mochtsebomna ca!” —Jesús tojánayana.
MRK.14.1	Bashco fiestama uta te yojetsájamna, chë Bëngbe Bëtsá Egiptocana judiëngbe bëts taitanga tojánatsebacama jtenójuaboyama fiesta, chë levadúraca ndëpormana tandës̈e sayora. Chë judiëngbe bachnangbe amë́ndayënga y chë ley abuátambayënga imojtsenguaye nts̈amo Jesús jishachana jtseíngñase, y jtsóbama. 
MRK.14.2	Báseftanga imojtsichamo: “Quem fiestëntscuana ndoñe, er nderado ents̈anga yapa muanjónts̈a enbouenanana ca.”
MRK.14.3	Jesús Betanioca yojtsemna, Simón chë bacna nguayanánaca s̈ocá ca uabobuatmabe yebnents̈e; mesë́shents̈e Jesús yojtsemna ora, canÿe shembása tojánashjango. Chë shembása yojúshjango canÿe alabastro jarrëtema jútjena canÿe becá uámana y botamana uanguëts̈e béjayeca, ena nardana uanguëts̈iye; chana chë jarrëtema yojátsba y chë béjaye Jesusbe bests̈as̈iñe tbojanbues̈cja. 
MRK.14.4	Chca tmojáninÿe ora, báseftanga chents̈e imojtsemnënga tmojanotjayaná y mënts̈á imojtsenatsëtsnaye: —¿Ndáyeca nÿe bonamente chë soye yojtsemna ca? 
MRK.14.5	Chamna, matmënjobenanga chë béjaye unga patse denario crocenánama juiyana, y chánaca ndbomnëjémënga matmënjújabuache ca.
MRK.14.5	Y chë shembásabiama podesca imojtsichamo.
MRK.14.6	Chora Jesús tojanë́yana: —¿Ndáyeca quem shembása ndoñe cachcá s̈mochanjonÿaye ca? ¡Ndocá matatsana! Ats̈biama ts̈abe soye tonjama. 
MRK.14.7	Er ndbomnëjémënga nÿets tempo ts̈ëngaftangbeñe mochanjë́ftsemna, ndayténaca s̈mojábos̈ena ora, s̈matjobenaye ts̈abe soye chëngbiama jamana; er ats̈e ts̈ëngaftangaftaca ndoñe nÿets tempo quicháisemna. 
MRK.14.8	Quem shembása lempe nts̈amo tojobenacá ats̈biama tonjama. Chca tonjama ora, ats̈be cuerpo tonjaprontá ats̈e juatbontsa tescama, cabá ndoñe obaná së́ntsemna ora. 
MRK.14.9	Ndegombre cbë́yana, quem luaroca ndayénts̈naca Bëngbe Bëtsabe ts̈abe noticiënga chamojtsabuayiyná chents̈e, nts̈amo quem shembása tojamámnaca becá mochanjëftsóyebuambaye, chca, ents̈anga chabiama chamotsenójuabnama ca —cha tojanë́yana.
MRK.14.10	Chents̈ana, Judas Iscariote, canÿe chë bnë́tsana uta uatsjendayënguents̈á, tojána chë bachnangbe amëndayë́ngaftaca jencuéntama, Jesús chëngbe cucuats̈iñe jaboshjonama. 
MRK.14.11	Chca tmojanuena ora, chënga imojóyejuaye y tmojans̈buachená crocénana jtabuénayana. Y cach orscana Judas yojtsenguaye nts̈amo jamana y ndëmua ora, Jesús chëngbe cucuats̈iñe jaboshjonana.
MRK.14.12	Chë Bashco fiesta bojats̈enté, chë levadúraca ndëpormana tandës̈e sayté, chë uatsjéndayënga Jesús tmojantjá: —¿Ndë́moca cojtsebos̈e bënga fchaiprontama, Bashco saná chacosama ca?
MRK.14.12	Chca te chë judiënga imojanamana, Bëngbe Bëtsá jëtschuayamna canÿe oveshá jóbana chora jasama, chë Egiptocana chëngbe bëts taitanga Bëngbe Bëtsá tojánatsebacama jtenójuaboyama.
MRK.14.13	As Jesús uta chabe uatsjéndayata tojanichamó y mënts̈á tojanë́yana: —Chë bëts puebloye motsata. Chas̈ojáshjango ora, canÿe bacó cmochanjóbiats̈e, matbajiñe búyeshe echantsabuyambaye; cha s̈ochjuasto y s̈ochtserreparana ndëmuanÿe yebnents̈e yochjámashënguama; 
MRK.14.14	y chë yebna nduiño s̈ochjauyana: “Buatëmbayá tonjayana: ¿Ndayents̈e chë tsañe yojtsemna, Bashco saná ats̈e ats̈be uatsjéndayëngaftaca jasama ca?” 
MRK.14.15	As cha cmochanjínÿanÿiye canÿe bëts tsañe, tsbanana pisoca, lempe prontániñe; chents̈e s̈ochjaprónta bënga mochjasama ca.
MRK.14.16	As chë uatsjéndayata tbojána y tbojáninÿena lempe nts̈amo Jesús tojanëyancá; y chents̈e chë Bashco saná tbojanprontata.
MRK.14.17	Tojanibétata ora, Jesús chë yebnoca tojánashjango, chabe bnë́tsana uta uatsjéndayëngaftaca. 
MRK.14.18	Y mesë́shents̈e imojtsesaye ora, Jesús tojanë́yana: —Ndegombre cbë́yana, canÿa ts̈ëngaftanguents̈á, áts̈eftaca entsesá cha, uayayëngbe cucuats̈iñe s̈ochanjáboshjona ca.
MRK.14.19	Chorna chë uatsjéndayënga ngménaca imojtsemna, y tmojanonts̈é canÿánÿa cha jatjayana: —¿Ats̈e chtsemna ca?
MRK.14.20	Y Jesús tojanë́jua: —Canÿa chë bnë́tsana utatents̈á entsemna. Chabe tandës̈e cach ats̈e sëntsefchecuacná s̈cnenents̈e cha entsefchecuacná. 
MRK.14.21	Ndegombre, Bëngbe Bëtsá Ents̈á tbojanbemáftaca echanjopása nts̈amo chabiama Bëngbe Bëtsabe uabemana palabrënguiñe endayancá. Pero, ¡ts̈a lastema chë bochjáboshjonabiama! Chabiama más ts̈abá manjamna ndoñe ntjónÿnana ca —Jesús tojánayana.
MRK.14.22	Imojtsesantscuana, tandës̈e tojanca, Bëngbe Bëtsábioye chama tbojtanchuá, tojanjataye y chabe uatsjéndayënga tojanëjatá, y mënts̈á tojánayana: “Mocñënga, mosënga, ats̈be cuerpo entsemna ca.”
MRK.14.23	Chents̈ana, canÿe coptema vínoyeca tojanaca, Bëngbe Bëtsábioye tbojtanchuá, chabe uatsjéndayënga tojanëfs̈as̈é, y nÿetscanga tmojanofs̈é. 
MRK.14.24	Mënts̈á tojánayana: “Quem vínoye ats̈be buiñe entsemna. Ats̈be buiñe echanjuábuashana ents̈anga chamotsetats̈ëmbuama nts̈amo Bëngbe Bëtsá ents̈anga tojas̈ebuachenacá ndegombre yochjochnënguama. Chë buiñe bëtscá ents̈angbe ts̈abiama echanjuábuashana. 
MRK.14.25	Y ndegombre cbë́yana, morscana ya ndoñe más chë uvasës̈ents̈ana obocniye quichaisofs̈iye. Chë tsëm vínoye ts̈ëngaftangaftaca chanjofs̈iye, Bëngbe Bëtsabe amë́ndayoca chamojtsemna ora ca” —tojánayana.
MRK.14.26	Bëngbe Bëtsábioye jëtschuayama tmojancantá chents̈ana, Olivos tjashoye tmojë́ftsanbocana. 
MRK.14.27	Jesús tojanë́yana: —Nÿetsca ts̈ëngaftanga quem ibeta áts̈beñe os̈buáchiyana s̈mochantsobuets̈e y s̈mochántsacheta, er Bëngbe Bëtsabe uabemana palabrënguiñe, cha mënts̈á tojánayana: “Chë oveshënga abuajë́nÿa chanjóba y chë oveshënga mochantsáshana ca.” Chca ts̈ëngaftangaftaca echanjopása, uayayënga chas̈mojishache ora. 
MRK.14.28	Pero obanënguents̈ana chaitayenents̈ana, ts̈ëngaftangbe natsana Galileoye chanjá ca —cha tojanë́yana.
MRK.14.29	Chora Pedro tbojaniyana: —Masque nÿetscanga ácbeñe os̈buáchiyana chamotsobuets̈e y chamotsacheta, ats̈e nÿa ndocna te ca.
MRK.14.30	Chora Jesús tbojaniyana: —Ndegombre cbëyana, cam ibeta, ngallo cabá uta soye ndëcánta ora, aca unga soye cochanjayana ndoñe s̈conduabuatma ca.
MRK.14.31	Pero Pedro más yojtsichamo: —Masque chas̈otsemna ácaftaca jóbanama, ats̈e ndoñe quichátayana ndoñe cbonduabuatma ca.
MRK.14.31	Y nÿetscanga cachcá imojtsichamo.
MRK.14.32	Chents̈ana, canÿe luare Getsemaní ca uabáinoye tmojána. Chocna Jesús tojanë́yana: “Muents̈e motbiama, chëntscuana ats̈e choye chanjá, Bëngbe Bëtsáftaca jencuéntama ca.”
MRK.14.33	Y tojë́ftsanëbiats̈e Pedro, Santiago y Juan. Choca cha yojónts̈a puerte ngménaca jtsemnama y corente cochtsets̈enaná. 
MRK.14.34	Chë́ngbioye tojanë́yana: “Ats̈be ainana puerte ngménaca entsemna, mo jobanamcá. Muents̈e moquedanga y s̈mochtsefs̈na ca.”
MRK.14.35	Chents̈ana, Jesús más natsanoye tojána, tojanoshëntsaments̈é y fshantsóntscoca tojanotsejbéna y Bëngbe Bëtsábioye tbojanimpadá, jopódianëse, chë ts̈a japadésa ora ndoñe chaondóshjanguama. 
MRK.14.36	Mënts̈á yojtsichamo: “Ats̈be Taitá, aca lempe jamama condobena; tojopodese, cochjama ats̈e japadésama ndoñe chas̈ondë́tsemnama. Pero nts̈amo ats̈e stsebos̈cá ndoñe chaondë́tsemna, sinó nts̈amo aca cojtsebos̈cá ca.”
MRK.14.37	Chents̈ana, chabe unga uatsjéndayëngbioye tojtanabo, y chëngna imnétsomañe. Chca tojánanÿena ora, Pédrëbioye tbojaniyana: “Simón, ¿cotsomañe? ¿Ni mo nÿe canÿe hora jtsefs̈nama ndoñe tconjobená? 
MRK.14.38	S̈mochtsefs̈na y Bëngbe Bëtsáftaca s̈mochtsencuéntaye, bacna soye jamama ndoñe chacmondócochënguama. Ts̈ëngaftanga ndegombre s̈montsebos̈e espíritoca Bëngbe Bëtsá joyeunayana, pero cuerpiñe ndoñe añemo ques̈mátsbomna ca.”
MRK.14.39	Jesús cachiñe tojesaná y Bëngbe Bëtsáftaca tbojanencuentá, cach palabrënga jayanëse. 
MRK.14.40	Yojtabo orna, chë uatsjéndayënga cachiñe imnétsomañe; chënga imojtsefshétana ocnaye causa, y ndoñe imontsobena nts̈amo jojuana.
MRK.14.41	Chents̈ana, tojtesaná y tojtanabo ora tojanë́yana: “¿Cabá s̈motsomañe y s̈motsochnañe? Nÿe nÿets̈á; hora tocjobuache, Bëngbe Bëtsá Ents̈á tbojanbemá bacna soye amëngbe cucuats̈iñe mochanjáboshjona. 
MRK.14.42	Motsbananga, cuajna. Minÿënga, ats̈e boshjuaná ya entsebeconá ca.”
MRK.14.43	Jesús cabá yojtsóyebuambnantscuana, Judas, canÿe chë bnë́tsana uta uatsjendayënguents̈á, tojánashjango y cháftaca ba ents̈anga espadë́jangaca y ngarotbéngaca prontánënga. Chënga imojamna chë bachnangbe amë́ndayënga, ley abuátambayënga y judië́ngbeñe bëtsëjemëngcá mándayëngbe ichmónënga. 
MRK.14.44	Judas, chë boshjuaná, tojanjuabó nts̈amo jamana ents̈anga jinÿanÿiyama ndëmua Jesús bétsemnana. Chíyeca, yojáuyana: “Nda chaijauámocho, cha echántsemna; s̈mochjishache y cuedádoca s̈mochjuánatse ca.” 
MRK.14.45	Chcasna, Judas Jesúsbioye tojanobeconá y tbojaniyana: “¡Buatëmbayá ca!”
MRK.14.45	Y tbojanámocho. 
MRK.14.46	Chora chë ents̈anga tmojánishache y tmojanánatse.
MRK.14.47	Pero canÿa chents̈e Jesúseftaca yojtsemná, chabe espadëja yojenosëngbotë́nts̈ena, y chë bachnangbe más uámana amëndayabe oservená canÿe matscuas̈e tbojtsanë́stjango.
MRK.14.48	Y Jesús chë ents̈anga tojanatjá: “¿Ndáyeca s̈mojabo espadë́jangaca y ngarotbéngaca ats̈e jishachama, mo ats̈e canÿe bacá uamana ents̈á cuaftsemncá ca? 
MRK.14.49	Ats̈e cada te ts̈ëngaftangbeñe sëndétsemna Bëngbe Bëtsabe bëts yebnoca abuátambaye, y ndocna te choca ches̈mátanishache. Pero ts̈ëngaftanga chca áts̈eftaca s̈montsama, cachcá nts̈amo Bëngbe Bëtsabe uabemana palabrënguiñe endayancá chaotsemnama ca” —tojánayana.
MRK.14.50	Chorna, nÿetsca uatsjéndayënga tmojtsanëuatjaná y tmojtsanacheta, y Jesús cachcá chë uayayë́ngaftaca tmojesanonÿá. 
MRK.14.51	Canÿe bobontse Jesúsbioye ibojtsë́stona, nÿe canÿe uafjantse ents̈ë́jua uichëtjoná. Cha chë ents̈anga tmojánishache, 
MRK.14.52	pero chëngbe cucuats̈iñe chë ents̈ë́jua jesáboshjonëse, chë bobontsna enas̈á yojtsachá.
MRK.14.53	Chents̈ana, Jesús tmojanánatse chë bachnangbe más uámana amëndayábioye; y chocna, nÿetsca chë bachnangbe amë́ndayënga, bëtsëjemëngcá amë́ndayënga y ley abuátambayënga tmojánenefjna. 
MRK.14.54	Pedro bënocana Jesús tbojanasto, chë bachnangbe más uámana amëndayabe yebnents̈a chashjóntscoñe; y chents̈e tojanoquedá. Chë Bëngbe Bëtsabe bëts yebnoca josticië́ngaftaca yojtsetbemana; iñe juachaca yojtses̈bonena.
MRK.14.55	Chë bachnangbe amë́ndayënga y chë judiëngbe uámana mándayënga imojtsenguaye canÿa, nda ndayánaca Jesusbe contra cháuayana, as jobenayama cha chaóbana ca jayanama; pero ndoñe montsaninÿana. 
MRK.14.56	Er masque banga Jesusbe contra uayátsenaye soyënga imojtsichamo, nÿetscanga ndoñe cachca soye montsanichamo.
MRK.14.57	Báseftanga imojotsaye y mënts̈á Jesusbe contra, ndoñe ndegombre betsemncá tmojánayana: 
MRK.14.58	“Bënga cha fsënjoyeuná mënts̈á: ‘Ats̈e quem Bëngbe Bëtsabe bëts yebna, ents̈angbe pormana yebna, chantsepochóca; y unga tese inÿe Bëngbe Bëtsabe bëts yebna, ents̈ángbeyeca ndëpormana yebna chanjëtsjebo ca.’ ”
MRK.14.59	Pero masque chca imojtsichamo, nÿetscanga ndoñe cachca soye montsanichamo.
MRK.14.60	Chorna, chë bachnangbe más uámana amëndayá yojotsbaná, nÿetscangbe tsëntsaca yojotsaye, y Jesúsbioye tbojantjá: —¿Ndocá cochanjayana? ¿Ndayase yojtsemna chë acbe contra montsichamo soye ca?
MRK.14.61	Pero cha nÿe iytëca yojtsemna y ndocá ibontsëjuana. Chë bachnangbe más uámana amëndayá cachiñe tbojtëtantjá, mënts̈á: —¿Aca chë Cristo icomna, Bëngbe Bëtsá chë nda fsëndadoranabe Uaquiñá ca?
MRK.14.62	Y Jesús tbojanjuá: —Arseñor, ats̈e cha sëndmëna; y ts̈ëngaftanga s̈mochanjinÿe, ats̈e, Bëngbe Bëtsá Ents̈á tbojanbemá, chë nÿets obenana bomnabe cats̈bioica chantsetbemana, y celoca jants̈etëshiñe chántsaboye ca.
MRK.14.63	Chora, chë bachnangbe más uámana amëndayá chabe uichëtjonëjuangá yojtsenánts̈ajatanëca, puerte ibojtsetna causa, y tojánayana: —¿Ndayama más ents̈anga s̈ochjátëjaboto Jesusbe contra chamuayanama ca? 
MRK.14.64	Ts̈ëngaftanga s̈monjouena nts̈amo chë ents̈á entsichamcá, y chca Bëngbe Bëtsabiama entsemna mo cha cuafjoyenguangcá, chë chabe Uaquiñá yomna ca cha tonjayana ora. ¿Nts̈amo ts̈ëngaftanga s̈matjayana ca? —cha tojanë́yana.
MRK.14.64	Y nÿetscanga tmojánayana, cha ndegombre bacna soye yojtsebomna y jóbanama ibojtsemna ca.
MRK.14.65	Chorna báseftanga tmojanonts̈é Jesús buashëtjnayana; jubiá imojútsbotse, imojtsejants̈etaye y imojtsetjanaye: “¡Momalisiá nda tcmënjajants̈etá ca!” Y chë Bëngbe Bëtsabe bëts yebnoca josticiëngna imojtsajuebjants̈etaye.
MRK.14.66	Pédrëna, tsmanoca yojtsemna chashjoca. Chora, canÿe shembása, chë bachnangbe más uámana amëndayabe oservená yojáshjango; 
MRK.14.67	y Pédrëbioye tbojáninÿe ora, cha iñe juachaca yojtsans̈bonena, yejuana ibojonÿinÿiye y tbojaniyana: —Acnaca, Jesús Nazaretocáftaca conjánana ca.
MRK.14.68	Pero Pedro tojánayana chábioye ndoñe bonjanabuátma ca; y mënts̈á tojánayana: —Ndayama cojtsichámuama ndoñe quetsátstats̈ëmbo, ni ques̈nátësertana ca.
MRK.14.68	Y shjoye, amashjuanóntscoñe yojábocna; y chora canÿe ngallo yojacánta. 
MRK.14.69	Chë oservená cachiñe Pédrëbioye tbojáninÿe y tojanonts̈é chë ínÿenga jauyanana: —Muánaca Jesusbe uatsjendayënguents̈á entsemna ca.
MRK.14.70	Pero chana cachiñe tojánayana Jesúsbioye ndoñe bonjanabuátma ca. Chents̈ana, chë chents̈e imojtsemnënga Pedro tmojátaniyana: —Ndegombre aca chënguents̈á contsemna; ácnaca Galileocá contsemna ca.
MRK.14.71	Pero Pedro tojanonts̈é ichámuana: —¡Bëngbe Bëtsá chas̈otsecastigá ndoñe ndegombre soye stsichámëse ca! —y yojónts̈a júrayana— ¡Ats̈e chë ents̈á ndoñe quetsatabuatma, ndabiama ts̈ëngaftanga s̈montsatsëtsná ca!
MRK.14.72	Y cachora chë ngallo uta soyama yojacánta, y Pedro yojenójuaboye nts̈amo Jesús tbojaniyanama: “Ngallo cabá uta soye ndëcánta ora, aca unga soye cochanjayana ndoñe s̈conduabuatma ca.” Y tojanonts̈é enóbos̈achiyana.
MRK.15.1	Tojanbinÿna ora, chë bachnangbe amë́ndayënga, chë judië́ngbeñe bëtsëjemëngcá amë́ndayënga y ley abuátambayënga cánÿents̈e tmojánenefjna, nÿetsca chë luarents̈a más uámana mandayë́ngaftaca, jenóyeunayama nts̈amo jamëse Jesús jóbama. Jesús tmojanëcuébatsëca y tmojanánatse, y Pilato, chë Judeoca mandadbe cucuats̈iñe tmojánboshjona.
MRK.15.2	Pilato Jesúsbioye tbojantjá: —¿Aca chë judiëngbe rey cojtsemna ca?
MRK.15.2	Y Jesús tbojanjuá: —Aíñe, aca ndegombre yomncá tcjayana ca.
MRK.15.3	Chë bachnangbe amë́ndayënga bëtscá soyënga Jesusbe contra imojtsichamo; 
MRK.15.4	chíyeca Pilato cachiñe Jesúsbioye tbojantjá: —¿Ndocá s̈cochanjojuá ca? Minÿe; bëtscá soyënga acbe contra montsichamo ca.
MRK.15.5	Pero Jesús ndoñe más tbonjanjuá; chë causa, Pilato ndoñe yontsetáts̈ëmbo nts̈amo jajuaboyana.
MRK.15.6	Cada Bashco fiesta ora, Pilato yojanamana canÿe utamená jëtsboshjonana, ndánaca ents̈anga tmojuabuayaná. 
MRK.15.7	Chë tempo yojamna canÿa Barrabás ca uabainá; cárceloye inautámena chabe enutë́ngaftaca. Chëngna ents̈anga tmojtsanëbaye, mandadëngbe ents̈ángaftaca imojentsjaná ora. 
MRK.15.8	Chora, ents̈anga tmojánashjajna y tmojanonts̈é Pilátbioye jauyanana, nts̈amo Bashco fiesta ora jamama yojanamancá chaomama. 
