GEN.1.1	起初，上帝創造天地。 
2SA.11.17	城裏的人出來和
2SA.11.18	於是，
2SA.11.19	又吩咐使者說：「你把戰爭的一切事對王說完了， 
2SA.11.20	王若發怒，對你說：『你們打仗為甚麼挨近城呢？豈不知敵人會從城牆上射箭嗎？ 
2SA.11.21	從前擊殺
2SA.11.22	使者就去，照著
2SA.11.23	使者對
2SA.11.24	弓箭手從城牆上射你的僕人，射死幾個王的僕人，你的僕人
2SA.11.25	向使者說：「你對
2SA.11.27	居喪的日子過了，
2SA.12.1	耶和華差遣
2SA.12.2	富翁有極多的牛群羊群； 
2SA.12.3	窮人除了所買來養活的一隻小母羊之外，一無所有。小羊在他家裏和他兒女一同長大，吃他所吃的，喝他所喝的，睡在他懷中，在他看來如同女兒一樣。 
2SA.12.4	有一客人來到這富翁那裏，富翁捨不得從自己的牛群羊群中取一隻招待來到他那裏的旅客，卻取了窮人的小母羊，招待來到他那裏的人。」 
2SA.12.5	就非常惱怒那人，對
2SA.12.6	他必須償還小母羊四倍，因為他做這事，沒有憐憫的心。」
2SA.12.8	我將你主人的家業賜給你，將你主人的妃嬪交在你懷裏，又將
2SA.12.9	你為甚麼藐視耶和華的命令，做他眼中看為惡的事呢？你用刀擊殺
2SA.12.10	現在刀劍必永不離開你的家，因你藐視我，娶了
2SA.12.11	耶和華如此說：『看哪，我必從你家中興起災禍攻擊你；我必在你眼前把你的妃嬪賜給你身邊的人，他要在光天化日下與你的妃嬪同寢。 
2SA.12.12	你在暗中做那事，我卻要在
2SA.12.13	對
2SA.12.14	只是在這事上，你大大藐視耶和華
2SA.12.15	就回家去了。
2SA.12.15	耶和華擊打
2SA.12.16	為這孩子懇求上帝。
2SA.12.17	他家中的老臣來到他旁邊，要把他從地上扶起來，他卻不肯，也不同他們吃飯。 
2SA.12.18	到第七日，孩子死了。
2SA.12.19	見臣僕彼此低聲說話，就知道孩子死了。他問臣僕說：「孩子死了嗎？」他們說：「死了。」 
2SA.12.20	就從地上起來，沐浴，抹膏，換了衣服，進耶和華的殿敬拜。然後他回宮，吩咐人為他擺飯，他就吃了。 
2SA.12.21	臣僕對他說：「你所做的是甚麼事呢？孩子活著的時候，你為他禁食哭泣；孩子死了，你卻起來吃飯。」 
2SA.12.22	說：「孩子還活著，我禁食哭泣，因為我想，或許耶和華憐憫我，會讓孩子活下來。 
2SA.12.23	現在孩子死了，我何必禁食呢？我能使他回來嗎？我必往他那裏去，他卻不能回到我這裏來。」
2SA.12.25	就藉
2SA.12.27	派使者到
2SA.12.28	現在你要召集其餘的軍兵，安營圍攻這城，攻佔它，免得我攻佔這城，人就以我的名叫這城。」 
2SA.12.29	於是
2SA.12.30	他也奪了
2SA.12.31	把城裏的百姓拉出來，叫他們用鋸，用鐵耙，用鐵斧做工，派他們在磚窯中服役；
2SA.13.1	後來發生了一件事。
2SA.13.2	為他妹妹
2SA.13.3	有一個密友，名叫
2SA.13.4	他對
2SA.13.5	對他說：「你躺在床上裝病，等你父親來看你，就對他說：『請讓我妹妹
2SA.13.6	於是
2SA.13.8	就到她哥哥
2SA.13.9	拿了鍋子，在他面前把餅倒出來，他卻不肯吃。
2SA.13.10	對
2SA.13.11	上前去給他吃，他就拉住
2SA.13.12	對他說：「哥哥，不可以！不要玷辱我！
2SA.13.13	我蒙受恥辱，該往那裏去呢？至於你，你在
2SA.13.14	但
2SA.13.15	隨後，
2SA.13.16	對
2SA.13.17	就叫伺候自己的僕人來，說：「把這女子從我這裏趕出去！她一出去，你就閂上門。」 
2SA.13.18	那時
2SA.13.19	把灰塵撒在頭上，撕裂所穿的彩衣，以手抱頭，一面走一面哭喊。
2SA.13.20	她胞兄
2SA.13.21	王聽見這一切的事，就非常憤怒。
2SA.13.22	卻不和
2SA.13.23	過了二年，有人在靠近
2SA.13.24	來到王那裏，說：「看哪，有人正為你的僕人剪羊毛，請王和王的臣僕與你的僕人同去。」 
2SA.13.25	王對
2SA.13.26	說：「王若不去，請讓我哥哥
2SA.13.27	再三求王，王就派
2SA.13.29	的僕人就照
2SA.13.30	他們還在路上，就有風聲傳到
2SA.13.31	王就起來，撕裂衣服，躺在地上。王的臣僕全都撕裂衣服，站在旁邊。 
2SA.13.32	的長兄
2SA.13.33	現在，我主我王，不要把這事放在心上，以為王所有的兒子都死了。其實，只有
2SA.13.35	對王說：「看哪，王的兒子都來了，正如你僕人所說的，事情就這樣發生了。」 
2SA.13.36	話剛說完，看哪，王的兒子都到了，放聲大哭。王和他的眾臣僕也都號咷痛哭。
2SA.13.38	逃到
2SA.13.39	王想要出去對付
2SA.14.2	他派人往
2SA.14.3	你到王那裏，對王如此如此說。」於是
2SA.14.5	王對她說：「你有甚麼事呢？」她說：「我實在是個寡婦，我丈夫死了。 
2SA.14.6	婢女有兩個兒子，二人在田間打架，沒有人從中勸解，一個擊殺另一個，把他打死了。 
2SA.14.7	看哪，全家族都起來攻擊婢女，說：『把那打死兄弟的交出來，我們好處死他，為他所打死的兄弟償命，滅絕那承受家業的。』這樣，他們要把我剩下的炭火滅盡，不給我丈夫留名或留後在地面上。」 
2SA.14.8	王對婦人說：「你回家去吧！我必為你下個命令。」 
2SA.14.9	婦人又對王說：「我主我王，願這罪孽歸我和我的父家，與王和王的位無關。」 
2SA.14.10	王說：「有人說話難為你，你就帶他到我這裏來，他必不再攪擾你。」 
2SA.14.11	婦人說：「願王對耶和華－你的上帝發誓，不許報血仇的人施行毀滅，免得他們滅絕我的兒子。」王說：「我指著永生的耶和華起誓：你的兒子連一根頭髮也不致落在地上。」 
2SA.14.12	婦人說：「求我主我王容許婢女再說一句話。」王說：「你說吧！」 
2SA.14.13	婦人說：「王為何起意做這事，要害上帝的百姓呢？王不使那逃亡的人回來，王說這話就證實自己錯了！ 
2SA.14.14	我們都必死，如同水潑在地上，不能收回。上帝不會讓人不死，但仍設法
2SA.14.15	現在我來將這話告訴我主我王，是因百姓使我懼怕。婢女想：『不如告訴王，或者王會成就使女所求的。 
2SA.14.16	人要把我和我兒子從上帝的地業上一同除滅，王必應允救使女脫離他的手。』 
2SA.14.17	婢女想：『我主我王的話必安慰我』；因為我主我王能辨別是非，如同上帝的使者一樣。惟願耶和華－你的上帝與你同在！」 
2SA.14.18	王回答婦人說：「我問你一句話，你一點也不可瞞我。」婦人說：「我主我王，請說。」 
2SA.14.19	王說：「這一切莫非是
2SA.14.20	王的僕人
2SA.14.21	王對
2SA.14.22	臉伏於地叩拜，為王祝福，說：「王既應允僕人這件事，僕人今日知道在我主我王眼前蒙恩寵了。」 
2SA.14.23	於是
2SA.14.24	王說：「讓他回自己的家去，不要來見我的面。」
2SA.14.25	全
2SA.14.26	他的頭髮很重，每到年底剪髮一次，所剪下來的，按王的秤稱一稱，重二百舍客勒。 
2SA.14.27	生了三個兒子，一個女兒。女兒名叫
2SA.14.29	派人去叫
2SA.14.30	於是
2SA.14.31	於是
2SA.14.32	對
2SA.14.33	於是
2SA.15.1	此後，
2SA.15.2	常常早晨起來，站在城門的路旁，任何人有爭訟要去求王判決，
2SA.15.3	就對他說：「看，你的案件合情合理，無奈王沒有委派人聽你申訴。」 
2SA.15.4	又說：「恨不得我作這地的審判官！
2SA.15.5	若有人近前來要拜
2SA.15.6	中，凡到王那裏求判決的，
2SA.15.7	過了四年
2SA.15.8	因為僕人住在
2SA.15.9	王對他說：「你平安地去吧！」
2SA.15.10	派密使走遍
2SA.15.11	在
2SA.15.12	獻祭的時候，派人去把
2SA.15.13	報信的人來到
2SA.15.14	就對
2SA.15.15	王的臣僕對王說：「我主我王所決定的一切，看哪，僕人都願遵行。」 
2SA.15.16	於是王出去了，他的全家都跟隨他，但留下十個妃嬪看守宮殿。 
2SA.15.17	王出去，眾百姓都跟隨他；到了最後一座屋子
2SA.15.18	王的眾臣僕都在他旁邊過去。
2SA.15.19	王對
2SA.15.20	你昨天才到，我今日怎好叫你與我們一同流亡，而我卻要到處飄流呢？回去吧，你帶你的弟兄回去吧！願主用慈愛信實待你
2SA.15.21	回答王說：「我指著永生的耶和華起誓，又敢在王面前起誓：無論生死，王在哪裏，你的僕人也必在哪裏。」 
2SA.15.22	對
2SA.15.23	眾百姓過去時，當地的人全都放聲大哭。王過了
2SA.15.24	看哪，
2SA.15.25	王對
2SA.15.26	倘若他說：『我不喜愛你』；我在這裏，就照他眼中看為好的待我！」 
2SA.15.27	王對
2SA.15.28	看，我在曠野的渡口那裏等，直到你們來報信給我。」 
2SA.15.29	於是
2SA.15.31	有人告訴
2SA.15.32	到了山頂，敬拜上帝的地方，看哪，
2SA.15.33	對他說：「你若與我一同過去，必拖累我； 
2SA.15.34	你若回城去，對
2SA.15.35	和
2SA.15.36	看哪，
2SA.15.37	於是，
2SA.16.2	王對
2SA.16.3	王說：「你主人的兒子在哪裏呢？」
2SA.16.4	王對
2SA.16.6	又向
2SA.16.7	這樣咒罵說：「你這好流人血的，你這無賴，滾吧！滾吧！ 
2SA.16.8	你流了
2SA.16.10	王說：「
2SA.16.11	又對
2SA.16.12	或者耶和華見我遭難
2SA.16.13	於是
2SA.16.14	王和跟隨他的眾百姓來了，非常疲乏，就在那裏歇息。
2SA.16.16	的朋友
2SA.16.17	對
2SA.16.18	對
2SA.16.19	再者，我當服事誰呢？豈不是前王的兒子嗎？我怎樣服事你父親，也必照樣服事你。」
2SA.16.21	對
2SA.16.22	於是他們為
2SA.16.23	那時
2SA.17.2	我必趁他疲乏手軟的時候追上他，使他驚惶。跟隨他的眾百姓必都逃跑，我就只殺王一個人。 
2SA.17.3	我必使眾百姓都歸順你，正如眾人歸順你所追殺的人一樣
2SA.17.4	這話在
2SA.17.6	到了
2SA.17.7	對
2SA.17.8	又說：「你知道，你父親和他的人都是勇士，他們心裏惱怒，如同田野中失去小熊的母熊一樣；而且你父親是個戰士，必不和百姓一同住宿。 
2SA.17.9	看哪，他現今或藏在一個坑中或在別處，若我們
2SA.17.10	雖有勇士膽大如獅子，他的心也必定融化，因為全
2SA.17.11	依我之計，要把如同海邊的沙那樣多的
2SA.17.12	我們到他那裏，在任何地方遇見他，就突然臨到他，如同露水滴在泥土上。這樣，他和所有跟隨他的人，一個也不留。 
2SA.17.13	他若撤退到一座城，
2SA.17.14	和
2SA.17.16	現在你們要急速派人去告訴
2SA.17.17	和
2SA.17.18	然而有一個僮僕看見他們，就去告訴
2SA.17.19	那家的婦人用蓋蓋上井口，又在上頭鋪上碎麥，事情就沒有洩漏。 
2SA.17.20	的僕人來到婦人的家，說：「
2SA.17.21	他們走後，二人從井裏上來，去告訴
2SA.17.22	於是
2SA.17.23	見他的計謀不被接納，就備上驢，動身歸回本城，到了自己的家。他留下遺囑給他的家，就上吊死了，葬在他父親的墳墓裏。
2SA.17.25	立
2SA.17.26	和
2SA.17.28	帶著被褥、盆、瓦器，還有小麥、大麥、麥麵、烤熟的穀穗、豆子、紅豆、炒豆、 
2SA.17.29	蜂蜜、奶油、綿羊、奶餅，供給
2SA.18.2	把軍兵分為三隊
2SA.18.3	軍兵卻說：「你不可出戰。若是我們逃跑，敵人不會把心放在我們身上；我們陣亡一半，敵人也不會把心放在我們身上。但現在你一人抵過我們萬人，所以你最好留在城裏支援我們。」 
2SA.18.4	王對他們說：「你們看怎樣好，我就怎樣做。」於是王站在城門旁，所有的軍兵成百成千地挨次出戰去了。 
2SA.18.5	王囑咐
2SA.18.6	軍兵出到田野迎戰
2SA.18.7	在那裏，
2SA.18.8	戰爭蔓延到整個地面，那日被樹林吞噬的軍兵比被刀劍吞噬的更多。
2SA.18.10	有個人看見，就告訴
2SA.18.11	對報信的人說：「看哪，你既看見了，為甚麼不當場把他擊殺在地呢？我必賞你十個銀子和一條帶子。」 
2SA.18.12	那人對
2SA.18.13	我若冒著生命危險做這傻事
2SA.18.14	說：「我不能在你面前這樣耗下去！」
2SA.18.15	給
2SA.18.17	他們拿下
2SA.18.18	活著的時候，曾在
2SA.18.20	對他說：「你今日不可作報信的人，改日再去報信；因為今日王的兒子死了，所以你不可去報信。」 
2SA.18.21	對
2SA.18.22	的兒子
2SA.18.23	他說：「無論怎樣，我要跑去。」
2SA.18.25	守望的人就大聲告訴王。王說：「他若獨自來，必是報口信的。」那人跑得越來越近了。 
2SA.18.26	守望的人又見一人跑來，就對守城門的人喊說：「看哪，又有一人獨自跑來。」王說：「這也是報信的。」 
2SA.18.27	守望的人說：「我看前面那人的跑法，好像
2SA.18.29	王說：「年輕人
2SA.18.30	王說：「你退去，站在這裏。」他就退去，站著。
2SA.18.31	看哪，
2SA.18.32	王對
2SA.18.33	王戰抖，就上城門的樓房去痛哭，一面走一面說：「我兒
2SA.19.1	有人告訴
2SA.19.2	那日眾軍兵聽說王為他兒子悲傷，他們得勝的日子變成悲哀了。 
2SA.19.3	那日軍兵暗暗地進城，如同戰場上逃跑、羞愧的士兵一般。 
2SA.19.4	王蒙著臉，大聲哭號說：「我兒
2SA.19.5	進了宮到王那裏，說：「你今日使你眾臣僕的臉面羞愧了！他們今日救了你的性命和你兒女妻妾的性命， 
2SA.19.6	你卻愛那些恨你的人，恨那些愛你的人。今日你擺明了不以將帥、臣僕為念。我今日看得出，若
2SA.19.7	現在你要起來，出去安慰你臣僕的心。我指著耶和華起誓：你若不出去，今夜必沒有一人跟你在一起了。這禍患比你從幼年到如今所遭受的更嚴重！」 
2SA.19.8	於是王起來，坐在城門口。有人告訴眾軍兵說：「看哪，王坐在城門口。」眾軍兵就都到王的面前。
2SA.19.8	那時，
2SA.19.9	眾支派的百姓都議論紛紛，說：「王曾救我們脫離仇敵的手，又救我們脫離
2SA.19.10	我們所膏治理我們的
2SA.19.12	你們是我的弟兄，是我的骨肉，為甚麼最後才請王回來呢？』 
2SA.19.13	你們要對
2SA.19.14	這樣，他挽回了
2SA.19.15	王回來了，到
2SA.19.16	來自
2SA.19.17	跟從
2SA.19.18	渡船就渡王的家眷過河
2SA.19.18	王過
2SA.19.19	對王說：「我主我王離開
2SA.19.20	僕人明知自己有罪，看哪，
2SA.19.21	的兒子
2SA.19.22	說：「
2SA.19.23	於是王對
2SA.19.25	他來迎接王的時候
2SA.19.26	他說：「我主我王啊，我的僕人欺騙了我。那日僕人想要備驢騎上，與王同去，因為僕人是瘸腿的。 
2SA.19.27	他卻在我主我王面前毀謗僕人。然而我主我王如同上帝的使者一樣，你看怎樣好，就怎樣做吧！ 
2SA.19.28	因為我祖全家的人，在我主我王面前不過是該死的人，王卻使僕人列在王的席上吃飯的人當中，我現在還有甚麼權利能向王請求呢？」 
2SA.19.29	王對他說：「你何必再提你的事呢？我說，你與
2SA.19.30	對王說：「我主我王既然平安地回宮，甚至讓
2SA.19.32	年紀老邁，已經八十歲了。王住在
2SA.19.33	王對
2SA.19.34	對王說：「我還能活多少年日，可以與王一同上
2SA.19.35	今日我已八十歲了，還能辨別美醜嗎？僕人還能嘗出飲食的滋味嗎？還能聽男女歌唱的聲音嗎？僕人何必拖累我主我王呢？ 
2SA.19.36	僕人護送王過
2SA.19.37	請讓我回去，死在我本城，葬在我父母的墓旁。看哪，這裏有
2SA.19.38	王說：「
2SA.19.39	於是眾百姓過了
2SA.19.40	王渡過去
2SA.19.41	看哪，
2SA.19.42	眾人回答
2SA.19.43	人回答
2SA.20.1	在那裏恰巧有一個無賴，名叫
2SA.20.1	「我們與
2SA.20.1	與
2SA.20.2	於是
2SA.20.4	王對
2SA.20.5	就去召集
2SA.20.6	對
2SA.20.7	的人和
2SA.20.8	他們到了
2SA.20.9	對
2SA.20.10	沒有防備
2SA.20.11	有
2SA.20.12	渾身是血，躺在路中間。那人見眾百姓都站住，就把
2SA.20.13	屍體從路上移走之後，眾人就都跟隨
2SA.20.15	跟隨
2SA.20.16	一個有智慧的婦人從城上呼叫：「聽啊，聽啊，請你們告訴
2SA.20.17	就近前到她那裏，婦人對他說：「你是
2SA.20.18	婦人說：「古時有話說，當在
2SA.20.19	我在
2SA.20.20	回答說：「不，我絕不吞滅和毀壞！ 
2SA.20.21	話不是這麼說的，只是因為有一個
2SA.20.22	婦人憑她的智慧去勸眾百姓，他們就割下
2SA.20.24	管理勞役的人；
2SA.20.25	作書記；
2SA.20.26	人
2SA.21.2	王召了
2SA.21.3	對
2SA.21.4	人對他說：「我們和
2SA.21.5	他們對王說：「那謀害我們、要消滅我們、使我們不得住
2SA.21.6	請把他的子孫七人交給我們，我們好在耶和華面前，把他們懸掛在
2SA.21.7	王顧惜
2SA.21.8	王卻把
2SA.21.9	交在
2SA.21.11	有人把
2SA.21.12	就去，從
2SA.21.13	把
2SA.21.14	他們將
2SA.21.16	巨人族的後裔
2SA.21.17	但
2SA.21.18	後來，在
2SA.21.19	他們又在
2SA.21.20	又有一次，他們在
2SA.21.21	他向
2SA.21.22	這四個人是
2SA.22.1	當耶和華救
2SA.22.2	他說：
2SA.22.2	耶和華是我的巖石、我的山寨、我的救主、
2SA.22.3	我的上帝、我的磐石、我所投靠的。
2SA.22.3	他是我的盾牌，是拯救我的角，
2SA.22.3	是我的碉堡，是我的避難所，
2SA.22.3	是我的救主，救我脫離兇暴的。
2SA.22.4	我要求告當讚美的耶和華，
2SA.22.4	我必從仇敵手中被救出來。
2SA.22.5	死亡的波浪環繞我，
2SA.22.5	毀滅的急流驚嚇我，
2SA.22.6	陰間的繩索纏繞我，
2SA.22.6	死亡的圈套臨到我。
2SA.22.7	我在急難中求告耶和華，
2SA.22.7	向我的上帝呼求。
2SA.22.7	他從殿中聽了我的聲音；
2SA.22.7	我的呼求進入他的耳中。
2SA.22.8	那時，因他發怒地就搖撼震動；
2SA.22.8	天的根基也戰抖搖撼。
2SA.22.9	他的鼻孔冒煙上騰；
2SA.22.9	他的口發火焚燒，連煤炭也燒著了。
2SA.22.10	他使天下垂，親自降臨；
2SA.22.10	黑雲在他腳下。
2SA.22.11	他乘坐基路伯飛行，
2SA.22.11	在風的翅膀上顯現。
2SA.22.12	他以黑暗和聚集的水、
2SA.22.12	天空的密雲為四圍的行宮。
2SA.22.13	因他發出光輝，
2SA.22.13	火炭都燒著了。
2SA.22.14	耶和華在天上打雷；
2SA.22.14	至高者發出聲音。
2SA.22.15	他射出箭來，使仇敵四散；
2SA.22.15	發出閃電，擊潰他們。
2SA.22.16	耶和華的斥責一發，鼻孔的氣一出，
2SA.22.16	海底就顯現，大地的根基也暴露。
2SA.22.17	他從高天伸手抓住我，
2SA.22.17	把我從大水中拉上來。
2SA.22.18	他救我脫離我的強敵，
2SA.22.18	脫離那些恨我的人，
2SA.22.18	因為他們比我強盛。
2SA.22.19	我遭遇災難的日子，他們來攻擊我；
2SA.22.19	但耶和華是我的倚靠。
2SA.22.20	他領我到寬闊之處，
2SA.22.20	他救拔我，因他喜愛我。
2SA.22.21	耶和華必按我的公義報答我，
2SA.22.21	按我手中的清潔賞賜我。
2SA.22.22	因為我遵守耶和華的道，
2SA.22.22	未曾作惡離開我的上帝。
2SA.22.23	他的一切典章在我面前，
2SA.22.23	他的律例我也未曾丟棄。
2SA.22.24	我在他面前作了完全人，
2SA.22.24	我也持守自己遠離罪孽。
2SA.22.25	所以耶和華按我的公義，
2SA.22.25	在他眼前按我的清潔賞賜我。
2SA.22.26	慈愛的人，你以慈愛待他；
2SA.22.26	完全的人，你以完善待他；
2SA.22.27	清潔的人，你以清潔待他；
2SA.22.27	歪曲的人，你以彎曲待他。
2SA.22.28	困苦的百姓，你必拯救；
2SA.22.28	但你的眼目察看高傲的人，使他們降卑。
2SA.22.29	耶和華啊，你是我的燈；
2SA.22.29	耶和華必照明我的黑暗。
2SA.22.30	我藉著你衝入敵軍，
2SA.22.30	藉著我的上帝跳過城牆。
2SA.22.31	至於上帝，他的道是完全的；
2SA.22.31	耶和華的話是純淨的。
2SA.22.31	凡投靠他的，他就作他們的盾牌。
2SA.22.32	除了耶和華，誰是上帝呢？
2SA.22.32	除了我們的上帝，誰是磐石呢？
2SA.22.33	上帝是我堅固的保障，
2SA.22.33	他為我開完全的路。
2SA.22.34	他使我的腳快如母鹿，
2SA.22.34	使我站穩在高處。
2SA.22.35	他教導我的手能爭戰，
2SA.22.35	我的膀臂能開銅造的弓。
2SA.22.36	你賜救恩給我作盾牌，
2SA.22.36	你的庇護
2SA.22.37	你使我腳步寬闊，
2SA.22.37	我的腳踝未曾滑跌。
2SA.22.38	我追趕我的仇敵，消滅他們；
2SA.22.38	若不將他們滅絕，我總不歸回。
2SA.22.39	我滅絕了他們，
2SA.22.39	打傷了他們，使他們站不起來；
2SA.22.39	他們都倒在我的腳下。
2SA.22.40	你曾以力量束我的腰，使我能爭戰；
2SA.22.40	也曾使那起來攻擊我的，都服在我以下。
2SA.22.41	你又使我的仇敵在我面前轉身逃跑，
2SA.22.41	使我能殲滅那恨我的人。
2SA.22.42	他們仰望，卻無人拯救；
2SA.22.42	就是呼求耶和華，他也不應允。
2SA.22.43	我搗碎他們，如同地上的灰塵；
2SA.22.43	踐踏壓碎他們，如同街上的泥土。
2SA.22.44	你救我脫離我百姓
2SA.22.44	保護我作列國的元首；
2SA.22.44	我素不認識的百姓必事奉我。
2SA.22.45	外邦人要向我投降，
2SA.22.45	一聽見我的名聲就必順從我。
2SA.22.46	外邦人要喪膽，
2SA.22.46	戰戰兢兢地出營寨。
2SA.22.47	耶和華永遠活著。
2SA.22.47	願我的磐石被稱頌，
2SA.22.47	願上帝－救我的磐石受尊崇。
2SA.22.48	這位上帝為我伸冤，
2SA.22.48	使萬民服在我以下。
2SA.22.49	他救我脫離仇敵，
2SA.22.49	又把我舉起，高過那些起來攻擊我的人，
2SA.22.49	救我脫離殘暴的人。
2SA.22.50	耶和華啊，因此我要在列國中稱謝你，
2SA.22.50	歌頌你的名。
2SA.22.51	耶和華賜極大的救恩給他所立的王，
2SA.22.51	施慈愛給他的受膏者，
2SA.22.51	就是給
2SA.23.1	以下是
2SA.23.1	「
2SA.23.1	得居高位的，
2SA.23.2	耶和華的靈藉著我說話，
2SA.23.2	他的言語在我的舌頭上。
2SA.23.3	『那以公義治理人，
2SA.23.3	以敬畏上帝來治理的，
2SA.23.4	他必像晨光，
2SA.23.4	如無雲清晨的日出，
2SA.23.4	如雨後的光輝，
2SA.23.4	在嫩草地上。』
2SA.23.5	我的家在上帝面前不是如此嗎？
2SA.23.5	上帝與我立永遠的約，
2SA.23.5	這約既全備又穩妥。
2SA.23.5	我的一切救恩和我一切所想望的，
2SA.23.5	他豈不成全嗎？
2SA.23.6	但無賴全都像被丟棄的荊棘；
2SA.23.6	它們不能用手去拿；
2SA.23.7	碰它們的人必須用鐵器和槍桿，
2SA.23.7	它們必在那裏被火燒盡。」
2SA.23.9	跟隨
2SA.23.10	他起來擊殺
2SA.23.11	再其次是
2SA.23.12	卻站在那田的中間，防守那田，擊敗了
2SA.23.13	開始收割的時候，三個
2SA.23.14	那時
2SA.23.15	渴想著說：「但願有人從
2SA.23.16	這三個勇士就闖過
2SA.23.17	說：「耶和華啊，我絕不做這事！這三個人冒生命的危險，這不是他們的血嗎？」
2SA.23.19	他在這三個
2SA.23.21	他又殺了一個魁梧的
2SA.23.22	這些是
2SA.23.23	他比那三十個勇士
2SA.23.24	三十個勇士中有
2SA.23.25	人
2SA.23.26	人
2SA.23.27	人
2SA.23.28	人
2SA.23.29	人
2SA.23.30	人
2SA.23.31	人
2SA.23.32	人
2SA.23.33	人
2SA.23.34	人
2SA.23.35	人
2SA.23.36	人
2SA.23.37	人
2SA.23.38	人
2SA.23.39	人
2SA.24.1	耶和華的怒氣又向
2SA.24.2	對跟隨他的
2SA.24.3	對王說：「願耶和華－你的上帝使百姓的數目增加百倍，使我主我王親眼得見。我主我王何必要做這事呢？」 
2SA.24.4	但王堅持他對
2SA.24.5	他們過
2SA.24.6	他們來到
2SA.24.7	他們來到
2SA.24.8	他們來回走遍全地，過了九個月又二十天，就回到
2SA.24.9	向王報告百姓的總數：
2SA.24.11	早晨起來，耶和華的話臨到
2SA.24.12	「你去告訴
2SA.24.13	於是
2SA.24.14	對
2SA.24.15	於是，耶和華降瘟疫給
2SA.24.16	天使向
2SA.24.17	看見那在百姓中施行毀滅的天使，就向耶和華說：「看哪，我犯了罪，行了惡，但這群羊做了甚麼呢？願你的手攻擊我和我的父家。」
2SA.24.18	當日，
2SA.24.19	就照著
2SA.24.20	觀看，看見王和臣僕向他走過來。
2SA.24.21	說：「我主我王為何來到僕人這裏呢？」
2SA.24.22	對
2SA.24.23	王啊，這一切，
2SA.24.24	王對
2SA.24.25	在那裏為耶和華築了一座壇，獻燔祭和平安祭。耶和華垂聽了為那地的祈求，瘟疫就在
1KI.1.2	臣僕對他說：「不如為我主我王找一個年輕的少女，侍立在王面前，照顧王，睡在王的懷中，好使我主我王得暖。」 
1KI.1.3	於是他們在
1KI.1.4	這少女極其美貌，她照顧王，伺候王，王卻沒有與她親近。
1KI.1.5	那時，
1KI.1.6	他父親從來沒有責怪他，說：「你為何這麼做？」他非常俊美，生在
1KI.1.7	與
1KI.1.8	但
1KI.1.9	在
1KI.1.10	但他沒有邀請
1KI.1.12	現在，來，我給你出個主意，好保全你和你兒子
1KI.1.13	你去，進到
1KI.1.14	看哪，你還在那裏與王說話的時候，我會隨後進去，證實你的話。」
1KI.1.16	向王屈身下拜，王說：「你要甚麼？」 
1KI.1.17	她對王說：「我主啊，你曾向使女指著耶和華－你的上帝起誓：『你兒子
1KI.1.18	現在，看哪，
1KI.1.19	他獻許多牛羊、肥犢為祭，請了王的眾兒子和
1KI.1.20	但你
1KI.1.21	若不然，我主我王與祖先同睡的時候，我和我兒子
1KI.1.22	看哪，
1KI.1.23	有人奏告王說：「看哪，
1KI.1.24	說：「我主我王，你果真說過『
1KI.1.25	他今日下去，獻了許多牛羊、肥犢為祭，請了王的眾兒子和軍官們，以及
1KI.1.26	至於我，就是你的僕人，和
1KI.1.27	這事果真出於我主我王嗎？王卻沒有告訴僕人們，在我主我王之後誰坐你的王位。」
1KI.1.29	王起誓說：「我指著救我性命脫離一切苦難的永生的耶和華起誓。 
1KI.1.30	我既然指著耶和華－
1KI.1.31	於是，
1KI.1.33	王對他們說：「要帶領你們主的僕人，讓我兒子
1KI.1.34	在那裏，
1KI.1.35	你們要跟隨他上來，使他坐在我的王位上，他要接續我作王。我已立他作
1KI.1.36	的兒子
1KI.1.37	耶和華怎樣與我主我王同在，願他照樣與
1KI.1.38	於是，
1KI.1.39	祭司從帳幕中取了盛膏油的角來，膏
1KI.1.40	眾百姓跟隨他上來，吹著笛，大大歡呼，地被他們的聲音震裂。
1KI.1.42	他正說話的時候，看哪，
1KI.1.43	回答
1KI.1.44	王派
1KI.1.45	祭司和
1KI.1.46	也已經登上國度的王位了。 
1KI.1.47	王的臣僕也來為我們的主
1KI.1.48	王也這樣說：『耶和華－
1KI.1.50	懼怕
1KI.1.51	有人告訴
1KI.1.52	說：「他若作賢明的人，連一根頭髮也不致落在地上；他若作惡，必要死亡。」 
1KI.1.53	於是
1KI.2.2	「我要走世人必走的路了。你當剛強，作大丈夫， 
1KI.2.3	遵守耶和華－你上帝所吩咐的，照著
1KI.2.4	耶和華必成就他所說關於我的話，說：『你的子孫若謹慎自己的行為，盡心盡意憑信實行在我面前，就不斷有人坐
1KI.2.5	你也知道
1KI.2.6	所以你要照你的智慧去做，不讓他白髮安然下陰間。 
1KI.2.7	你當恩待
1KI.2.8	看哪，在你這裏有來自
1KI.2.9	但現在你不要以他為無罪。你是有智慧的人，必知道怎樣待他，使他白髮流血下陰間。」
1KI.2.11	作
1KI.2.12	坐他父親
1KI.2.14	他又說：「我有話對你說。」
1KI.2.15	說：「你知道這國原是歸我的，全
1KI.2.16	現在我有一件事求你，請你不要推辭。」
1KI.2.17	他說：「求你請
1KI.2.18	說：「好，我必為你對王提說。」
1KI.2.19	於是，
