MAT.1.1	Kyeka mankombo ma ɓankɔkɔ ɓa Yesu-Klisto: Yesu ali nkɔkɔ wa Davidi, na nkɔkɔ wa Abalayama.
MAT.23.21	Okokate seleka na nkombo ya Tempelo, aekati na nkombo ya Tempelo na ná nkombo ya Ŋwaphongo okozale omɔ. 
MAT.23.22	Na okokate seleka na nkombo ya ikolo, aekati na nkombo ya eziye ya Ŋwaphongo, na ya Ŋwaphongo okozale miyango.
MAT.23.23	Ngɔngɔ ya ɓɛ̀ɛ, ɓateye ɓa Miɓeko na Ɓafalisayi, ɓanyamaɓɔlɛ! Komanyisa Ŋwaphongo iyalo sɔnɔsɔ onte ya maalo iko ma maakyi maa solo elaa. Kasi koɓungye miɓeko miilekyi minɛnɛ ɓooli: Ikyela ɓato ɓolaa, iyokyela ɓato ngɔngɔ, na iɓaa ɓato ɓawɔ phɛlɛ. Mɛna eli maphɔɔ masengyesi ɓɛ̀ɛ ikyela, kasi sa bunga maayɔkɔ. 
MAT.23.24	Ɓato ɓaaphɔlɔ miyo ɓateyee ɓa nzela! Kokonde maleku ma ɓɛ̀ɛ phɔ ya imanya esala omokyikyi, kasi komine shamo oomunɛnɛ!
MAT.23.25	Ngɔngɔ ya ɓɛ̀ɛ, ɓateye ɓa Miɓeko na Ɓafalisayi, ɓanyamaɓɔlɛ! Kokunyole ɓa kɔphɔ na ɓalako o ikolo kasi o motema itondi na mbolo ya iiɓa na maphowa maɓe. 
MAT.23.26	Mofalisayi owa phɔlɔ miyo! Kunyola kɔphɔ o motema phanza emba o iɓanda wamokunywa mɛ.
MAT.23.27	Ngɔngɔ ya ɓɛ̀ɛ, ɓateye ɓa Miɓeko na Ɓafalisayi, ɓanyamaɓɔlɛ! Waulana na malita mainga ɓɛ́ɛ mumpɛmbɛ, mawɛnɛnɛ malaa o iɓanda, kasi o motema matonda na mpee ya ɓato ɓawaa na ná sɔkɔtɔ ndengye na ndengye. 
MAT.23.28	Na ɓɛ̀ɛ o iɓanda kowɛnɛnɛ ndokolo ɓato ɓalaa o ɓoo pha Ŋwaphongo. Kasi o motema watonda na ɓɔɔlɛ na ná ɓoɓe.
MAT.23.29	Ngɔngɔ ya ɓɛ̀ɛ, ɓateye ɓa Miɓeko na Ɓafalisayi, ɓanyamaɓɔlɛ! Kotongyele ɓaimosi ɓa Ŋwaphongo malita malaa, koɓɔngya na malita ma ɓato ɓa ɓosembo. 
MAT.23.30	Kombe na wɔ oɓokye: “Ɓato ɓaaɓaka o imbɛlɛ sa ɓankɔkɔ ɓa ɓanga, nde toloangana na ɓɛ́ɛ phɔ ya iɓoma ɓaimosi ɓa Ŋwaphongo.” 
MAT.23.31	Ɓaaɓona, ɓɛ̀ɛ mampenza koanole oɓokye oli ɓankɔkɔ ɓa ɓato ɓaɓomaka ɓaimosi ɓa Ŋwaphongo. 
MAT.23.32	Uŋwaŋwa eye, emba unva etoma eya tataka ɓankɔkɔ ɓa ɓɛ́ɛ ikyela! 
MAT.23.33	Ɓɛ̀ɛ manzɔɔ, ɓoso imɛlɛ! Wa mokyela ndengye'ye phɔ olote etumbu eya lifelo? 
MAT.23.34	Yango mɛna, okyemela: Na moetomela ɓaimosi ɓa Ŋwaphongo na ɓato ɓaa malondo na ɓateye ɓa Miɓeko ɓaalaa. Kasi wa moɓoma ɓakyi na masɛngu na ná maɓanga, ɓaayɔkɔ wa ɓaɓoma o ikolo sa ekulusu, wa mobinda ɓayɔkɔ na phimbo o mangambi ma makyita ma ɓɛ̀ɛ, wa mokyɛ mi ɓawiinya o nkyisi isɔ iinɛnɛ. 
MAT.23.35	Yango mɛna, konyanya ngambo ya malongo ma ɓato ɓasɔ ɓa ɓosembo ɓaɓomaka ɓɛ̀ɛ, tata oka Abɛlɛ tee nɔnɔ oka Zakaliya ŋwana wa Balasi, owa ɓomamaka onte ya Tempelo na o etumbelo. 
MAT.23.36	Nde phɛlɛ na wɔ na ɓɛ̀ɛ ngakye: Ɓɛ̀ɛ wa mozwa etumbu phɔ ya maphɔɔ masɔ mamana!»
MAT.23.37	«Yelusalɛmɛ, Yelusalɛmɛ, iwɛ moto ookoɓome ɓaumosi ɓa Ŋwaphongo, koɓome na ɓato ɓaa etomele Ŋwaphongo na maɓanga! Kasi ingaa, mbala na mbala na mekakyi eyeyangyinya wali nga, ɓokoangyinya soo ɓana ɓɛ́ɛ o se ya mapapusa mɛ, kasi ɓɛ̀ɛ toika anola! 
MAT.23.38	Kyeka, ingambi sa wɛ sa moikala nde phaa. 
MAT.23.39	Na wɔ na ɓɛ̀ɛ ngakye: Tata nde uŋwaŋwa ye, otokule nvɛnɛ tee nɔnɔ wa mo wɔ ɓɛ̀ɛ oɓokye: “Okoye na nkombo ya Nkolo apambolame.”»
MAT.24.1	Waaɓa Yesu katɔlɔ o Tempelo, ɓaekosi ɓɛ́ɛ ɓamba yaa wa li yo, ɓamba ya wɔ ɓɛkye: «Taakyeka ɓowa tonga ɓɛ́ɛ Tempelo eye!» 
MAT.24.2	Emba Yesu amba ya ɓabuyisa yokye: «Oewɛni yango esɔ te? Nde phɛlɛ na wɔ ɓɛ̀ɛ ngakye: Iɓanga na sɔnɔsɔ etesiikale o ikolo sa siyɔkɔ, masɔ ma munyangwa.»
MAT.24.3	Ɓoɓɛlɛ Yesu amba ya kyɛ zala o ikolo sa ngomba ya Ɓaolive. Ɓaekosi ɓɛ́ɛ ɓamba yaa ɓɛ́ɛ mampenza waali yo, ɓamba ya motuna ɓɛkye: «Taloimola maphɔɔ maawɔ wɛ, mamokyela imɓɛlɛ ye? Tomba na eɓa na ye, oɓokye imɓɛlɛ sa iyaa sa wɛ na saa suka ya mokyisi sikokyi?»
MAT.24.4	Yesu amba ya ɓabuyisa yokye: «Nde koeɓe, moto sa ekosa. 
MAT.24.5	Phɔ ɓato ɓaikye ɓamoyaa, na nkombo ya nga, ɓamowɔɔ ɓɛkye: “Inga nali Masiya!” Ɓamokosa ɓato ɓaikye. 
MAT.24.6	Wamooka oɓokye mabita maeyelele na masimo ma mabita mali bisuu, ɓɛ̀ɛ sa ilaa. Esengyesi oɓokye maphɔɔ mɛ makyelame, kasi mɛna teetaa ɓaa suka ya mokyisi. 
MAT.24.7	Ekolo yɔnɔyɔ ya muŋwana na ekolo eeyɔkɔ, ɓokonzi ɓɔnɔɓɔ pha muŋwana na ɓokonzi ɓooyɔkɔ, zilo sikusi sa moɓaa, na manyɛtɛ mamunyingana bilele biikye. 
MAT.24.8	Maphɔɔ masɔ mamana ma moɓa ndokolo etatele ya eswɛtɛ ya iɓota.
MAT.24.9	Emba, ɓato ɓamotata iyeyungya, phɔ ya iyewɛninya ɓolɔsi na iyeɓoma. Maɓota masɔ ma moeyina phɔ ya nkombo ya nga. 
MAT.24.10	O nkɔlɔ mɛ, ɓato ɓaikye ɓamolɛɛ ianola sa ɓɛ, ɓamungyana na iyinana ɓɛ́ɛ na ɓɛ. 
MAT.24.11	Ɓaimosi ɓaɓɔlɛ ɓaikye ɓamotɔkɔlɔ, ɓamokosa ɓato ɓaikye. 
MAT.24.12	Phɔ ɓoɓe pha moleka o mokyisi, ɓato ete ɓakule zingana. 
MAT.24.13	Kasi owa moititala nɔnɔ o suka, amobika. 
MAT.24.14	Simo Elaa ya ɓokonzi pha Ŋwaphongo yamoteyama o munse munsɔ munsɔ, phɔ nkyisi isɔ ɓaeyokye. Emba suka yaamba yaa.»
MAT.24.15	«Wamowɛnɛ ookoɓangye ɓɛ̀ɛ mɔɔti owa inganga, ɓo wa wɔ moimosi Daniɛlɛ. Amotɛmɛ o elele esantu. Motangyi wa maphɔɔ mama amasɔsɔlɔ! 
MAT.24.16	Ɓaamoɓaa o Yuda ɓɛ́ɛ elotaka o mangomba. 
MAT.24.17	Owamoɓaa o iɓanda, yo sakula nyɔlɔ o ingambi ikyɛ kpa mbolo yɛ. 
MAT.24.18	Na owa moɓa o manzabi, yo sakula butwa o lombo phɔ ya ikyɛ kpa etobu yɛ. 
MAT.24.19	O nkɔlɔ mɛ, ngɔngɔ ya moɓaa na ɓaɓasi ɓaaekama na ná malekyele! 
MAT.24.20	Ɓɔndɛlɛ Ŋwaphongo, phɔ mokɔlɔ ŋwa molota ɓɛ̀ɛ, nwɛ sa ɓaa imbɛlɛ sa mambula naa mokɔlɔ ŋwa saɓata! 
MAT.24.21	Phɔ nkɔlɔ mɛ, yamoɓaa ya malɔsi maikye, mali naino ɓato sa wɛnɛ uta waetatele ya mokyisi ɓowamokyela Ŋwaphongo tee nɔnɔ lɔlɔ eye. Malɔsi mamoulana na mango ete makule na wɛnɛnɛ. 
MAT.24.22	Kasi ɓo Ŋwaphongo tabukolaka nkɔlɔ ya malɔsi mɛ phe, moto na mɔnɔmɔ nde tabikyi. Kasi Ŋwaphongo abukola nkɔlɔ mɛ phɔ ya ɓato ɓaunva yo ɔlɔ.
MAT.24.23	O imɓɛlɛ mɛ, ɓo moto awɔ na ɓɛ̀ɛ yokye: “Kyeka, Masiya ali wawa!” Naa oɓokye: “Ali owo!” Ɓɛ̀ɛ samoanolela. 
MAT.24.24	Phɔ ɓamasiya ɓaaɓɔlɛ na ɓaimosi ɓaaɓɔlɛ ɓamoya ɓaikye, ɓamokyela bilekyesako binɛnɛ na maphɔɔ ma ikamwa phɔ ya ikosa ɓato ɓaaunva ɔlɔ Ŋwaphongo. 
MAT.24.25	Okyemela! Nambo ekyebisa na maphɔɔ masɔ maamoya.
MAT.24.26	Yango mɛna, ɓo ɓawɔ na ɓɛ̀ɛ ɓɛkye: “Kyeka ali o bokye!” Sakyɛndɛ. Na ɓo ɓawɔ na ɓɛ̀ɛ ɓɛkye: “Kyeka, amiɓombi wawa!” Saɓaanolela. 
MAT.24.27	Phɔ ɓookyele munkakasi o ikolo, uta biitɔkɔlɔ moo na biikyɛ milangya ŋwango, Ŋwana wa Moto amoya nde ɓomɔ. 
MAT.24.28	Waaɓe eɓembe, biwawanga biikye biangane nde wa mɔ.»
MAT.24.29	«Ɓo nkɔlɔ ya malɔsi mɛ yumboo, malɔsi masuu maalekyi mamoya. Moo ŋwa mobutwa enzɔmbi, ɓokombe eteɓokule ngala, ɓanyasɛɛsi ɓamobiya, isɔ iili o ikolo ya munyingana. 
MAT.24.30	Emba elembo ya Ŋwana wa Moto yamowɛnɛnɛ o ikolo, o imbɛlɛ mɛ, ɓato ɓa nkyisi isɔ iili o munse, ɓaamiima, waamowɛnɛ ɓɛ́ɛ Ŋwana wa Moto iyaa o mampata na mwiya na ná nkyɛmɔ iikye. 
MAT.24.31	Indulɛ sinɛnɛ samokaa, amotoma ɓanze ɓɛ́ɛ mbɔmbɔ isɔ ya munse, ɓamoangyinya ɓato ɓasɔ ɓaunva yo ɔlɔ.»
MAT.24.32	«Sɔsɔlɔ na ɓolaa ete ya ŋwete ŋwa fige. Ɓo molɛɓɔsi, ɓɛ̀ɛ koeɓe oɓokye imbɛlɛ siikyɛtɛ mbuma sikokyi. 
MAT.24.33	Nde ɓɔmɔ, waamowɛnɛ ɓɛ̀ɛ maphɔɔ masɔ maamana makyelame, wa moeɓa oɓokye iyaa sa Ŋwana wa Moto sikokyi. 
MAT.24.34	Nde phɛlɛ na wɔ na ɓɛ̀ɛ ngakye: Maphɔɔ mama mamokyelama naino ɓato ɓaayɔkɔ ɓali na ɓanga lɔlɔ sataa waa. 
MAT.24.35	Ikolo na munse ya molekana kasi maloɓa ma nga etemalekane.»
MAT.24.36	«Moto na mɔnɔmɔ taaeɓe na mokɔlɔ naa imbɛlɛ saamokyelama maphɔɔ mamana, eɓe na ɓanze o ikolo, eɓe na ona Ŋwana taeɓe. Kyeeɓe nde Tata yo mampenza. 
MAT.24.37	Mokɔlɔ ŋwaamoyaa Ŋwana wa Moto, maphɔɔ mamokyelama nde ɓo wakyelamaka wɛɛ o imɓɛlɛ saaka Nowa. 
MAT.24.38	O ɓoo pha maa izinza mokyisi munsɔ, ɓato ɓaɓaka ɓazee, ɓanywe, ɓalonganaka tee nɔnɔ mokɔlɔ ŋwaanyɔlɔ Nowa o masuwa. 
MAT.24.39	Teɓaɓaka ɓaumunya na ekpele yɔnɔyɔ, tee nɔnɔ waa yaa zinza maa mokyisi munsɔ. Imbɛlɛ saamoya Ŋwana wa Moto ya moɓa nde ɓomɔ. 
MAT.24.40	Ɓampele ɓaɓale ɓamoɓa o inzabi, ɓamokpa mɔnɔmɔ, ɓamoika mɔnɔmɔ. 
MAT.24.41	Ɓaɓasi ɓaɓale ɓamoɓa ɓatwakye o oomba yɔnɔyɔ, ɓamokpa mɔnɔmɔ, ɓamoika mɔnɔmɔ. 
MAT.24.42	Kyɛngyɛ na ɓolaa, phɔ mokɔlɔ ŋwaamoya Nkolo wa ɓɛ̀ɛ toomoeɓe. 
MAT.24.43	Umunya na ɓolaa lowɔ lolo: Ɓo nkolo wa ingambi aeɓakyi imbɛlɛ ye saamoya mwibi na mokɔlɔ, nde talasi, phɔ ya ikyɛngyɛ oɓokye mwibi sanyɔlɔ o ingambi sɛ. 
MAT.24.44	Yango mɛna, ɓɛ̀ɛ ɓaka na ɓokyɛngyi imɓɛlɛ sisɔ. Phɔ Ŋwana wa Moto amoyaa o imɓɛlɛ site sieɓe ɓɛ̀ɛ.»
MAT.24.45	«Ɓaka ndokolo moto wa etoma owa ɓosembo na ná malondo. Mokonzi nwɛ amotɛyɛ kapita ya ɓɛbi nɛ, phɔ aɓaphɛkyɛ ntoma o imbɛlɛ siikokyi. 
MAT.24.46	Nkyisa ɓoikye na kapita mɔna, ɓo mokonzi nwɛ aesi ya motakana kakyele etoma mɛ. 
MAT.24.47	Nde phɛlɛ na wɔ na ɓɛ̀ɛ ngakye: Mokonzi mona aamophɛ ɓokonzi pha mbolo yɛɛ isɔ. 
MAT.24.48	Kasi ɓo kapita mɛ tali na ɓosembo, aambi miwɔlɛ yokye: “Mokonzi ŋwa nga taaye zele”, 
MAT.24.49	ambi tata iwanda ɓɛbi nɛ, abuto izaa na inywa elele yɔnɔyɔ na ɓalangyi ɓa malɛku. 
MAT.24.50	Emba, mokonzi nwɛ amoyaa mokɔlɔ ŋwaamoɓa yo samoziya, naa o imbɛlɛ siite sieɓe yo. 
MAT.24.51	Aamowiinya, aamba mophɛ etumbu enɛnɛ, aamunyɔsa ooli ɓanyamaɓɔlɛ, o elele ekyelele ɓɛ́ɛ na ekye twe ɓɛ́ɛ mino.»
MAT.25.1	«Ɓokonzi pha ikolo phamoulana na ete ya ɓangɔndɔ iko ɓaakpaka ɓatala ɓa ɓɛ́ɛ phɔ ya ikyɛ vana na moloo wa ɓolonga. 
MAT.25.2	Onte ya ɓɛ, ɓatano ɓaɓaka bibubusi, ɓatano ɓayɔkɔ ɓaɓaka ɓamalondo. 
MAT.25.3	Ɓaa bibubusi ɓaphilaka nde ɓatala, kasi iphila mautaa maikye phe. 
MAT.25.4	Kasi ɓaamalondo ɓaphilaka ɓatala ɓa ɓɛ́ɛ na ndangyi ya mauta. 
MAT.25.5	Waɓaa moloo wa ɓolonga saya izele, ɓɛ́ɛ ɓasɔ ɓaokyi ebu ɓalasi.
MAT.25.6	Waamolengyela, moto mɔnɔmɔ aesi ya aŋwana yokye: “Kyeka moloo wa ɓolonga, tɔkɔlɔ okyɛ moyamba!” 
MAT.25.7	Emba ɓangɔndɔ ɓaɓana ɓaesi ya umwa, ɓatati iɓɔngya ɓatala ɓa ɓɛ. 
MAT.25.8	Ɓangɔndɔ ɓaa bibubusi ɓamba ya wɔ na ɓɛbi na ɓɛ́ɛ ɓaa malondo ɓɛkye: “Olophɛ ndambo ya mauta, ɓatala ɓa ɓanga ɓazime.” 
MAT.25.9	Ɓaa malondo ɓamba ya ɓabuyisa ɓɛkyɛ: “Phe, ɓo toephɛ, mauta ma ɓanga ete maakokye. Kyɛndɛ omba maɓɛ o zando.” 
MAT.25.10	Waakyɛ ɓaa bibubusi ikyɛ omba mauta, nde o sina imbɛlɛ mɛ, moloo wa ɓolonga aesi o sima. Ɓatano ɓaa malondo ɓaamilɛngyɛlɛkyɛ, ɓaesi ya nyɔlɔ na moloo wa ɓolonga o ingambi sa esɛlɛkɔ. Ɓamba kanga ekomba na iphungola. 
MAT.25.11	O sima, ɓangɔndɔ ɓatano ɓaa bibubusi ɓaesi ya koma, ɓaaŋwanaka ɓɛkye: “Nkolo, Nkolo, oloziɓole!” 
MAT.25.12	Kasi moloo wa ɓolonga amba yaɓabuyisa yokye: “Nde phɛlɛ na wɔ na ɓɛ̀ɛ ngakye: Sieyeɓe.”»
MAT.25.13	Yesu amba sukya ɓoɓo: «Yango mɛna, nde kokyɛngyɛ phɔ toeɓe na mokɔlɔ na ngonga.»
MAT.25.14	«Ŋwaphongo amokyela ndokolo moto mɔnɔmɔ kalukye ikyɛndɛ o imbanga, aɓangyi ɓato ɓɛ́ɛ ɓaetoma, aesi ya ɓakaɓela ɓaphalanga ɓɛ́ɛ phɔ ɓa ɓakolisa. 
MAT.25.15	Aesi ya phɛ moto na moto ɓookokyi na malondo mɛ. Owa eɓandele amophɛ biɓende ɓa ɓaphalanga bitano, owa iɓale biɓende ɓa ɓaphalanga biɓale, emba owa iyato eɓende ya phalanga yɔnɔyɔ. 
MAT.25.16	Moto wa etoma owa zwaka biɓende ɓa ɓaphalanga bitano, akyɛ ɓakyela na mumbongu, amba kula zwa biɓende bitano bisuu. 
MAT.25.17	Owa zwaka biɓende biɓale, akyɛ kyela nde ɓɔmɔ amba zwa biɓende ɓa ɓaphalanga biɓale bisuu. 
MAT.25.18	Kasi owa zwaka eɓende yɔnɔyɔ, akyɛ tima iɓela o manyɛtɛ, aɓombi ɓaphalanga ɓaamophɛkyɛ nkolo wɛ.»
MAT.25.19	«Nkɔlɔ nzikye ya lekanaka, nkolo wa ɓato ɓa etoma aesi ya butwa, amba ya ɓanga ɓato ɓɛ́ɛ ɓa etoma phɔ ɓamoteya ɓo wakyelela ɓɛ́ɛ ɓaphalanga ɓɛ. 
MAT.25.20	Moto wa etoma owa zwaka biɓende ɓa ɓaphalanga bitano, aesi ya moteya bitano bisuu yokye: “Nkolo, wampɛkyɛ biɓende ɓa ɓaphalanga bitano, kyeka nakuli ɓakya biɓende bitano bisuu o ikolo.” 
MAT.25.21	Nkolo wɛ amba ya wɔ nɛ yokye: “Ɓolaa, moto wa etoma o molaa na owa ɓosemɓo. Oli na ɓosembo o mbolo iinkyikyi naamoephɛ ɓokonzi pha mbolo iinzikye. Yaka ya kumbe na nga elɔngɔ.” 
MAT.25.22	Moto wa etoma owa zwaka biɓende ɓa ɓaphalanga biɓale aesi nɛ ya moteya, amba ya wɔ yokye: “Nkolo, wampɛkyɛ biɓende ɓa ɓaphalanga biɓale, kyeka, nakuli ɓakya biɓale bisuu o ikolo.” 
MAT.25.23	Nkolo wɛ amba ya wɔ nɛ yokye: “Ɓolaa, oli moto wa etoma o molaa na owa ɓosembo. Oɓakyi na ɓosembo o mbolo iinkyikyi, na moephɛ ɓokonzi o mbolo inzikye. Yaka ya kumbe na nga elɔngɔ.” 
MAT.25.24	O suka moto wa etoma owa phɛkyɛ ɓɛ́ɛ eɓende ya ɓaphalanga yɔnɔyɔ aesi nɛ, amba ya wɔ yokye: “Nkolo, nga naeɓe oɓokye iwɛ oli moto mɔnɔmɔ wa nkamba, konɔkɔ mbuma o elele eteyaikaka phika wɛ. 
MAT.25.25	Nailaka, namba kyɛ ɓomba ɓaphalanga ɓa wɛ o se ya manyɛtɛ, kyeka ɓaphalanga ɓa wɛ ɓɛ́ɛ ɓaɓa.” 
MAT.25.26	Nkolo wɛ amba ya mobuyisa yokye: “Moto wa etoma moɓe na wa ɓokɔɔ! Waeɓaka oɓokye nga nanɔkɔ mbuma o elele ete yaikaka nga phika. 
MAT.25.27	Kasi iwɛ nga nde wa kyɛkyɛ ɓomba ɓaphalanga ɓanga o banki, wa iyaa nga nde naesi ya ɓazwa na ɓanaa matabisi. 
MAT.25.28	Omoɓɔlɔlɔ eɓende ya phalanga mɛna, oephɛ ooli na biɓende ɓa ɓaphalanga iko. 
MAT.25.29	Phɔ ooli ná ɓanaa mbolo nzikye ɓamokula moɓakyisela, kasi ooli pha, ɓaamoɓɔlɔlɔ na ŋwana ndambo ooɓakyi nɛ. 
MAT.25.30	Vaka moto wa etoma ootoli na ntina o iɓanda, o enzɔmbi, o elele ekyelele ɓɛ́ɛ na ekye twe ɓɛ́ɛ mino.”»
MAT.25.31	«Mokɔlɔ ŋwaamoya Ŋwana wa Moto na nkyɛmɔ yɛ, elele yɔnɔyɔ na ɓanze ɓasɔ, amozala o eziye yɛ eya ɓokonzi. 
MAT.25.32	Ɓato ɓasɔ ɓaa munse, ɓamoyaangana o ɓoo phɛ, aaɓakaɓa ndokolo waakaɓe mɔɔkɔsi mampate na mambosi. 
MAT.25.33	Amotɛyɛ mampate o ɓoloo phɛ, mambosi o ɓowɛɛ phɛ. 
MAT.25.34	Emba mokonzi amba ya wɔɔ na ɓali o ɓoloo phɛ yokye: “Ɓɛɛ yaka, ɓato ɓapambola Tata, ya nyɔlɔ o ɓokonzi phaa eɓɔngyisela ɓɛ, uta o etatele ya mokyisi. 
MAT.25.35	Phɔ naɓaka na nzala, wampɛkyɛ ntoma ya izaa, naɓaka na phowa ya maa, wampɛkyɛ maa mainywa, naɓaka mobutu, wanzambaka o mangambi ma ɓɛ̀ɛ. 
MAT.25.36	Naɓaka ɓolumbu, wamba ya mpɛ bitobu ɓa ilata, naɓaka na ɓolɔsi, wansalisaka, naɓaka o bɔlɔkɔ, wayakaka ya nkyeka.” 
MAT.25.37	Ɓato ɓaɓosembo ɓamba ya mobuyisa ɓɛkye: “Nkolo, imbɛlɛ ye saaewɛnɛkyɛ ɓanga na nzala tomba ya ephɛ ntoma ya izaa, na ná phowa ya maa, tomba yaa ephɛ maa mainywa? 
MAT.25.38	Imbɛlɛ ye saaɓaka wɛ mobutu oka ɓanga tomba eyamba o mangambi ma ɓanga, na ɓolumbu tomba ephɛ bitobu ɓa ilata? 
MAT.25.39	Imbɛlɛ ye saaewɛnɛkyɛ ɓanga naa ɓolɔsi naa o bɔlɔkɔ, tomba ya kyɛ ekyeka?” 
MAT.25.40	Mokonzi amba ya ɓabuyisa yokye: “Nde phɛlɛ nawɔ na ɓɛ̀ɛ ngakye: Mbala isɔ yaaɓaka ɓɛ̀ɛ kokyele na mɔnɔmɔ na ɓaakyɛ onte ya ɓanaa mama, mɛna waɓaka kokyelele nde nga.”»
MAT.25.41	«O sima mokonzi amba ya wɔ na ɓaali o ɓowɛɛ phɛ yokye: “Mana o miyo ma nga, ɓɛ̀ɛ ɓato ɓaalaka ɓɛ́ɛ na ɓoɓe! Kyɛndɛ o ŋwenya mote mozime, ŋwa ɓɔngya ɓɛ́ɛ phɔ ya Zabulu na ɓakonga ɓɛ! 
MAT.25.42	Phɔ naɓaka na nzala, toikaka ya mpɛ ntoma ya izaa, naokaka phowa ya maa, toikaka mpɛ maa mainywa. 
MAT.25.43	Naɓaka mobutu toikaka nzamba, naɓaka ɓolumbu, toikaka mpɛ etobu ya ilata, naɓaka na ɓolɔsi na o bɔlɔkɔ, toikaka nsunga.” 
MAT.25.44	Emba ɓɛ́ɛ ɓamba ya motuna ɓɛkye: “Nkolo, imbɛlɛ ye saa ewɛnɛkyɛ ɓanga na nzala naa na phowa ya maa naa mobutu naa ɓolumbu naa na ɓolɔsi naa o ɓɔlɔkɔ tomba lɛ iesunga?” 
MAT.25.45	Mokonzi amba ɓabuyisa yokye: “Nde phɛlɛ nawɔ na ɓɛ̀ɛ ngakye: Mbala isɔ yaalɛkyɛ ɓɛ̀ɛ ikyelela mɔnɔmɔ na ɓaakyɛ onte ya ɓanaa mama, mɛna walɛkyɛ ikyelela nde nga.” 
MAT.25.46	Emba ɓato mɛ ɓaamba zwa etumbu eteyunve, kasi ɓato ɓaaɓosembo ɓamozwa ɓomɔɔ pha ɓoɓɛlɛ.»
MAT.26.1	Waaunva Yesu iwɔ maphɔɔ masɔ mamana, amba ya wɔ na ɓaekosi ɓɛ̀ɛ yokye: 
MAT.26.2	«Ɓɛɛ koeɓe oɓokye iikasi nkɔlɔ iɓale phɔ ya esɛlɛkɔ ya Ilekana, ɓamoungya Ŋwana wa Moto phɔ ɓamoɓakye o ekulusu.»
MAT.26.3	Nde o sina imɓɛlɛ mɛ, ɓakonzi ɓa ɓanganga ɓa Ŋwaphongo na ɓankumu ɓa Ɓayuda ɓakyɛkyɛ angana o ingambi sa Kayafa, mokonzi ŋwa ɓanganga ɓa Ŋwaphongo. 
MAT.26.4	Emba ɓamba wangya iyakya Yesu miiɓombo phɔ ya imoɓoma. 
MAT.26.5	Ɓamba wɔ ɓɛkye: «Tolokokyi imoakya mokɔlɔ ŋwa esɛlɛkɔ phɔ ɓato nde ɓatɔmbi.»
MAT.26.6	Mokɔlɔ mɔnɔmɔ Yesu aɓaka o Betani o ingambi sa Simo, moto owaɓaka na ɓolɔsi pha maɓaa. 
MAT.26.7	Waaɓa yo kazee, ŋwaŋwasi mɔnɔmɔ aesi wali yo, na molangyi o maɓɔkɔ ŋwa kyela ɓɛ́ɛ na ná iɓanga saa motuya motondi na malasi ma motuya mwikye. Amba ya masweya o moto ŋwa Yesu. 
MAT.26.8	Waawɛnɛ ɓaekosi ɓaɓona, ɓawɛnɛkye ɓoɓe, ɓamba wɔ ɓɛkye: «Ani ɔtɔ malasi mamana phɔ ya'ye? 
MAT.26.9	Nde ɓamaungyakyi na motuya mwikye, ɓambe kpa ɓana ɓaphalanga ɓaɓakaɓele ɓaɓola.» 
MAT.26.10	Yesu aeɓaka maphɔɔ masɔ maaɓaka ɓɛ́ɛ ɓawɔ. Amba ya wɔ na ɓɛ́ɛ yokye: «Phɔ ya'ye ɓɛ̀ɛ kotungyisa ŋwaŋwasi oyo? Lowɔ lokyesi yo phɔ ya nga lolekyi ɓolaa. 
MAT.26.11	Ɓaɓola ɓamoɓa na ɓɛ̀ɛ wawa imbɛlɛ sisɔ. Kasi nga esiiɓe na ɓɛ̀ɛ nkɔlɔ isɔ. 
MAT.26.12	Ambo nzɔlɔlɔ malasi o nzoto, phɔ ya imbɔngya nɔnɔ wa munkunda ɓɛ. 
MAT.26.13	Nde phɛlɛ nawɔ na ɓɛ̀ɛ ngakye: O nkyisi isɔ, na o bilele bisɔ bamoumolaka ɓɛ́ɛ Simo Elaa, ɓamoɓaka ɓawɔ lowɔɔ lookyesi ŋwaŋwasi oyo, ɓaamba na moumunya.»
MAT.26.14	Ɓoɓɛlɛ, mɔnɔmɔ na ɓaekosi iko mbuka ɓaɓale, ookoɓangye ɓɛ́ɛ Yudasi Mosikaliyota, aesi ya kyɛndɛ oka ɓakonzi ɓa ɓanganga ɓa Ŋwaphongo. 
MAT.26.15	Amba ya wɔ na ɓɛ́ɛ yokye: «Wamumpɛ'ye, ɓo naekaɓesi Yesu?» Emba ɓɛ́ɛ ɓamba mophɛɛ biɓende ɓa ɓaphalanga makoo maato. 
MAT.26.16	Uta mokɔlɔ maamuna, Yudasi abutwaka iluka malondo ma iɓaungyisa Yesu.
MAT.26.17	Ya ɓaka mɔkɔlɔ mwa etatele ya esɛlɛkɔ ya mapa maatumbe ɓɛ́ɛ sa munɔ moulole mapa, ɓaekosi ɓaesi ya kyɛ tuna Yesu ɓɛkye: «Kozingye oɓokye tokyɛ elambela ntoma ya esɛlɛkɔ ya Ilekana bi?» 
MAT.26.18	Yesu amba ya wɔ na ɓɛ́ɛ yokye: «Kyɛndɛ o munsɔngɔ ŋwa mokyisi munɛnɛ o ingambi sa songolo, owɔ nɛ ɓoɓo: “Moteye awɔ yokye: Imbɛlɛ sanga sikokyi, nga na mozaa esɛlɛkɔ ya Ilekana o ingambi sa wɛ nga na ɓaekosi ɓa nga.”» 
