MAT.1.1	Dammbe Iisaa 
MAT.15.5	Kaa onon, oɗon mbiya so neɗɗo wii baam mum naa inna mum: «Ko kaannoo-mi wallirde ma koo yo ngeɗu Laamɗo», 
MAT.15.6	ɗum ana heƴa neɗɗo, fotaa ko teddina saaraa mum kasen. Hono non tosirton konngol Laamɗo, faa njokkon neesu mooɗon! 
MAT.15.7	Naafigi'en! Annabi 
MAT.15.8	«Laamɗo wii:
MAT.15.8	Ngol leɲol e haala tan teddinirta kam,
MAT.15.8	kaa e ley ɓerɗe maɓɓe eɓe ngoɗɗi kam.
MAT.15.9	Meere ɓe ndewata kam,
MAT.15.9	sabi ko ɓe tuugii e ley janngingol maɓɓe koo yo jamirooje yimɓe tan.»
MAT.15.10	Oon wakkati, Iisaa noddi jamaa oo, wii ɗum:
MAT.15.10	—Kettinee, paamee: 
MAT.15.11	wanaa ko naatata e hunduko neɗɗo soɓinta ɗum. Ko yaltata e hunduko soɓinta neɗɗo.
MAT.15.12	E oon wakkati, taalibaaɓe ɓee ɓattitii mo, mbii mo:
MAT.15.12	—Tama a anndii 
MAT.15.13	O jaabii, o wii:
MAT.15.13	—Funngo fuu ngo 
MAT.15.14	Accee ɓe, ɓe wumɓe ɗowooɓe wumɓe! So bumɗo ɗowii bumɗo, ɓe ɗiɗon fuu ɓe caaman ley ngaykaare.
MAT.15.15	Piyeer jaabii, wii mo:
MAT.15.15	—Firritan min kaa haala.
MAT.15.16	Iisaa wii:
MAT.15.16	—Onon duu, faa jooni eɗum finkinii on naa? 
MAT.15.17	On paamaali ko naati e hunduko fuu yahan ley reedu, kasen duu ɗum yehete ladde? 
MAT.15.18	Kaa ko yaltata e hunduko koo e ɓernde iwata, ɗum jaati soɓinta neɗɗo. 
MAT.15.19	Sabi e ɓernde neɗɗo miilooji bonɗi iwata so ndunƴa ɗum e ɲaako'aaku e jeenu e faasigaaku e nguyka e kappi, kaɲum e mbonka. 
MAT.15.20	Ɗum woni ko soɓinta neɗɗo. Kaa ɲaamde tawee lootaali juuɗe mum no ɓe mbii nii soɓintaa neɗɗo.
MAT.15.21	Caggal ɗum, Iisaa iwi ɗon fa'i seraaji Tirus e Sidon. 
MAT.15.22	Debbo jeyaaɗo Kanaana koɗuɗo e ndiin leydi wari e makko, wulli, wii:
MAT.15.22	—Moobbo, 
MAT.15.23	Kaa o jaabaaki ɗum fay huunde. Taalibaaɓe makko ɓee ndaardoyi mo, mbii mo:
MAT.15.23	—Ribbu mo dee! Omo nii jokki e meeɗen tan omo wulla.
MAT.15.24	Iisaa jaabii, wii:
MAT.15.24	—E baali suudu 
MAT.15.25	Nii debbo oo saami yeeso makko, sujidi, wii:
MAT.15.25	—Moobbo, wallam!
MAT.15.26	O jaabii, o wii:
MAT.15.26	—Ɓamde ɲaamdu sukaaɓe so tippoo dawaaɗi moƴƴaa.
MAT.15.27	Debbo oo wii:
MAT.15.27	—Goonga, Moobbo, kaa fay dawaaɗi ana ɲaama ɲaamdu joomum'en iwooru e la'al so saama nduu.
MAT.15.28	Nden, Iisaa jaabii mo, wii:
MAT.15.28	—Debbo, hee goonɗinal maa ana mawni! Yo a waɗane no njiɗir-ɗaa nii.
MAT.15.28	E oon wakkati jaati, ɓiyiiko debbo oo selli.
MAT.15.29	Iisaa iwi ɗon, takkii daande weendu 
MAT.15.30	Yimɓe heewɓe ngari to makko, ngaddi laƴooɓe e wumɓe e ɓe terɗe mum'en mbaati e muumɗuɓe, kaɲum e ɲawɓe woɓɓe heewɓe. Ɓe ɓattini ɓeen yeeso makko, o sellini ɓe. 
MAT.15.31	Haaynii yimɓe ɓee sanne nde njiinoo muumɗunooɓe ana kaala, ɓe terɗe mum'en mbaati cellii, laƴannooɓe ana njaha faa gasa, wumnooɓe ana njiya. Hedde eɓe njetta Laamɗo 
MAT.15.32	Iisaa noddi taalibaaɓe mum ɓee, wii ɓee:
MAT.15.32	—Ɓee yimɓe ana njurminii kam, sabi hannde woni balɗe tati ko ɓe ngondi e am, haya duu ɓe ngalaa ko ɓe ɲaama. Mi waawaa yoppitinde ɓe tawee ɓe ɲaamaali, pati ɓe caama yolbere e laawol so eɓe koota.
MAT.15.33	Taalibaaɓe makko ɓee mbii mo:
MAT.15.33	—Hoto fuu keɓaten ko ɲamminen oo jamaa e ley ndee ladde jeereende?
MAT.15.34	O lamndii ɓe, o wii:
MAT.15.34	—Hono foti buuruuje njogi-ɗon?
MAT.15.34	Ɓe njaabii mo, ɓe mbii:
MAT.15.34	—Jeɗɗi, kaɲum e liikoy seeɗa min njogii.
MAT.15.35	Caggal ɗum, o yamiri jamaa oo jooɗoo e leydi. 
MAT.15.36	O ɓami buuruuje jeɗɗi ɗee kaɲum e liikoy koy, o yetti Laamɗo, o taƴi ɗe, o hokki taalibaaɓe ɓee ndokka ɗum jamaa oo. 
MAT.15.37	Ɓe fuu ɓe ɲaami faa ɓe keddi. Taalibaaɓe ɓee ndeentini kedde ɗee, ɗe kebbini cagiije jeɗɗi. 
MAT.15.38	Ɲaamnooɓe ɓee yo ujunaaji nay gorko, ko waldaa e rewɓe e sukaaɓe. 
MAT.15.39	Caggal Iisaa yoppitii yimɓe ɓee, naati laana, fa'i leydi Magadan.
MAT.16.2	O jaaborii ɓe nii:
MAT.16.2	—So on njii kammu ana wojji kiikiiɗe, on mbiyan welan. 
MAT.16.3	Beetee law, so on njii kammu ana wojji ana niɓɓi, on mbiyan toɓan. Oɗon mbaawi seenndude mbaadi kammu, kaa on mbaawaa seenndude taagumansaaji wakkatiiji ɗii! 
MAT.16.4	Jamaanu jooni bonɗo coɓuɗo oo ana ndaara holleede taagumansa, kaa taagumansa fuu o hollataake, so wanaa taagumansa annabi Yuunusa oo.
MAT.16.4	Caggal ɗum, o yoppi ɓe ɗon, o witti.
MAT.16.5	Nde taalibaaɓe ɓee lummbata weendu nduu ndee, njeggiti yooɓaade ɲaamdu. 
MAT.16.6	Iisaa wii ɓe:
MAT.16.6	—Kakkilee, ndeentee e ƴuufinirdi 
MAT.16.7	Taalibaaɓe ɓee ndarii ana mbiyondira:
MAT.16.7	—Ko en njooɓaaki buuru koo o wiiri non.
MAT.16.8	Iisaa anndi ko ɓe kaalata koo, wii ɓe:
MAT.16.8	—Ko waɗi so oɗon kaalda hakkunde mooɗon on njooɓaaki buuru mbiiru-mi non? Onon famɗuɓe hoolaare! 
MAT.16.9	Tama faa jooni on paamaali? Tama on miccitaaki buuruuje joy ɗe njeɗu-mi e ujunaaji njoyon gorko ɗee, e cagiije ɗe kebbin-ɗon kedde ɗee? 
MAT.16.10	Tama on miccitaaki kasen buuruuje jeɗɗi ɗe njeɗu-mi e ujunaaji nay neɗɗo ɗee, e cagiije ɗe kebbin-ɗon kedde ɗee? 
MAT.16.11	Hono waɗi on paamaali wanaa haala buuru kaalanan-mi on? Ndeentee e ƴuufinirdi Farisa'en e Saduki'en ndii.
MAT.16.12	Oon wakkati, taalibaaɓe ɓee paami o wiyaali ɓe ndeentoo e ko ƴuufinta buuru koo, ko o wii dee, ɓe ndeentoo e ko Farisa'en e Saduki'en njannginta koo.
MAT.16.13	Iisaa yehi leydi Kaysariya Filipa. O lamndii taalibaaɓe makko ɓee, o wii:
MAT.16.13	—Homo yimɓe mbiyata 
MAT.16.14	Ɓe njaabii, ɓe mbii:
MAT.16.14	—Won wiyooɓe a 
MAT.16.15	O wii ɓe:
MAT.16.15	—Onon nee, homo mbiyaton ngon-mi?
MAT.16.16	Simon Piyeer jaabii mo, wii:
MAT.16.16	—Aan woni 
MAT.16.17	Nden Iisaa wii mo:
MAT.16.17	—A welii hoore, aan Simon ɓii Yuunusa. Sabi wanaa ɓii-aadama anndin maa ɗum, 
MAT.16.18	Miin duu, miɗo wiye Piyeer (ɗum woni haayre), e dow nden haayre mahan-mi deental am goonɗinɓe ngal. Maayde e heewde semmbe fuu walaa ko waawi e mayre. 
MAT.16.19	Mi hokkete cokitirɗe 
MAT.16.20	Nden, Iisaa daalii taalibaaɓe mum ɓee pati kaalana fay gooto kaɲum woni Almasiihu oo.
MAT.16.21	Gila e oon wakkati, Iisaa fuɗɗi anndinde taalibaaɓe mum ɓee ana tilsi mo yaha 
MAT.16.22	E ley ɗum, Piyeer sawndintini mo hedde ana ɲiŋa mo, wii mo:
MAT.16.22	—Yo Laamɗo dannde Moobbo! Ɗum heɓataa ma!
MAT.16.23	Iisaa yeeccitii, wii Piyeer:
MAT.16.23	—Woɗɗam aan 
MAT.16.24	Caggal ɗum, o wii taalibaaɓe makko ɓe:
MAT.16.24	—Muuyɗo jokkude kam fuu, ŋootta yurmaade hoore mum, ɓama leggal mum bardugal
MAT.16.25	Sabi muuyɗo danndude yonki mum, waasan ki. Kaa baasirɗo ki sabaabu am, hisinan ki. 
MAT.16.26	Koɗum heɓude aduna oo fuu nafata neɗɗo, so waasii yonki mum? Won ko neɗɗo waawi hokkitirde faa soottitoo yonki mum naa? 
MAT.16.27	Sabi 
MAT.16.28	Miɗo haalana on goonga: yoga e wonɓe ɗoo ɓee maayataa tawee njiyaali Ɓii Neɗɗo oo ana wara e ley laamu mum.
MAT.17.1	Balɗe jeegom caggal mum, Iisaa yaadi e Piyeer e rimdaaɓe ɗiɗon Yaakuuba e Yuhanna, o teeldoyi e mum'en dow waamnde haayre toownde. 
MAT.17.2	Noone makko waylitii yeeso maɓɓe. Yeeso makko ana jalba no naange nii, kaddule makko ndawni far hono fooyre. 
MAT.17.3	Muusaa e Iliyaasa ɓanngani ɓe, ana kaalda e makko. 
MAT.17.4	Piyeer wii Iisaa:
MAT.17.4	—Moobbo, gonal amen ɗoo ana moƴƴi. Ɗal mi darna ɗoo buguuji tati: aan wooturu, Muusaa wooturu, Iliyaasa wooturu.
MAT.17.5	O tilaaki haalde, faa luurde jalboore suddi ɓe. Daande iwi ley luurde ndee, wii:
MAT.17.5	—Oo ɗoo yo 
MAT.17.6	Nde taalibaaɓe ɓee nani nden daande ndee, ɓe caami ɓe kippii e leydi, ɓe kuli sanne. 
MAT.17.7	Iisaa ɓattitii ɓe, memi ɓe, wii:
MAT.17.7	—Immee, pati kulee.
MAT.17.8	E ley ɗum, ɓe kunci gite, ɓe njiyaali fay gooto so wanaa Iisaa tan.
MAT.17.9	E ley ko ɓe njippotoo waamnde haayre ndee koo, Iisaa daalii ɓe, wii:
MAT.17.9	—Pati kaalanee fay gooto ko njii-ɗon koo faa wakkati nde 
MAT.17.10	Caggal ɗum, taalibaaɓe ɓee lamndii mo, mbii:
MAT.17.10	—Koɗum waɗi so 
MAT.17.11	O jaabii ɓe, o wii:
MAT.17.11	—Goonga, Iliyaasa adotoo warde moƴƴintina kulle ɗee fuu. 
MAT.17.12	Kaa miɗo wiya on: Iliyaasa ƴaɓɓike, ɓe annditaali ɗum, ɓe ngollii ɗum ko ɓe muuyi fuu. Hono non ɓe torrirta Ɓii Neɗɗo oo duu.
MAT.17.13	Taalibaaɓe ɓee paami ko o haalata haala Iliyaasa koo, haala 
MAT.17.14	Nde ɓe ngarti e jamaa oo ndee, gorko gooto ɓattitii mo, diccii yeeso makko, 
MAT.17.15	wii:
MAT.17.15	—Moobbo, yurma ɓiyam gorko! O kirikiraaɗo omo tampi sanne, wakkatiiji omo saama e yiite naa e ndiyam. 
MAT.17.16	Mi naɓii mo to taalibaaɓe maa ɓee kaa ɓe ndonkii sellinde mo.
MAT.17.17	O ɓattitii, o wii:
MAT.17.17	—Hey yimɓe jamaanu bonɗo ɓe nganaa goonɗinɓe! Faa mande tilotoo-mi e mon? Faa mande keddotoo-mi muɲande on? Ngaddanee kam cukalel ngel ɗoo!
MAT.17.18	O jahii e 
MAT.17.19	Caggal ɗum, taalibaaɓe ɓee teeldi e makko, lamndii mo, mbii:
MAT.17.19	—Koɗum waɗi so min ndonki ittude ndee ladde?
MAT.17.20	Iisaa jaabii ɓe, wii:
MAT.17.20	—Saabe oɗon pamɗi goonɗinal waɗi ɗum. Miɗo haalana on goonga: so goonɗinal mooɗon fotii fay no ngeeƴu buyaage nii, so on mbii ndee ɗoo waamnde haayre: «Sottu ɗoo, njahaa too», nde sottan. Fay huunde on ndonkataa waɗude. [ 
MAT.17.21	]
MAT.17.22	No ɓe njiilortoo e ley 
MAT.17.22	—
MAT.17.23	ɓe mbara mo, kaa e ley ɲalaande majjum tataɓere, o immitoto.
MAT.17.23	Taalibaaɓe ɓee cuŋli sanne.
MAT.17.24	Nde Iisaa e taalibaaɓe mum njottinoo Kafarnahum ndee, nanngooɓe usuru 
MAT.17.24	—Tama moobbo mooɗon oo ana yoɓa usuru Suudu Dewal Mawndu?
MAT.17.25	Piyeer jaabii, wii:
MAT.17.25	—Omo yoɓa.
MAT.17.25	Ko Piyeer naati galle oo koo, fade mum heɓude haala, Iisaa wii:
MAT.17.25	—Simon, koɗum woni miilo maa e ɗum? Kaanankooɓe aduna ɓee, homo ɓe nduuɲata? Homo ɓe njoɓinta lampo? Dugule'en naa honaaɓe?
MAT.17.26	Piyeer jaabii, wii:
MAT.17.26	—Honaaɓe ɓee.
MAT.17.26	Iisaa wii mo:
MAT.17.26	—Ndennoo, dugule'en ɓee kaanaa yoɓude. 
MAT.17.27	Kaa noo, en njiɗaa mettinde ɓerɗe ɓee yimɓe. Yaa to weendu too, tippo-ɗaa yammbuure maa e ley ndiyam ɗam. Liingu fuu adiiɗo moɗude nde pooɗaa, ƴeŋŋinaa ɗum aaraa hunduko mum, a tawan hen kaalisi daneejo kiɓɓinoowo usuru meeɗen. Ittaa njoɓanaa en, enen ɗiɗon.
MAT.18.1	Oon wakkati, taalibaaɓe ɓee ɓattitii Iisaa, lamndii ɗum, mbii:
MAT.18.1	—Homo ɓuri teddude ley 
MAT.18.2	Iisaa noddi cukalel, darni ngel yeeso maɓɓe, 
MAT.18.3	wii:
MAT.18.3	—Miɗo haalana on goonga: so nii on mbaylitaaki faa nanndon e cukaloy, on naatataa e Laamu Laamɗo oo abada. 
MAT.18.4	Ɓurɗo teddude ley Laamu Laamɗo yo leyɗinkiniiɗo faa nanndi e ngel cukalel. 
MAT.18.5	Neɗɗo fuu jaɓɓiiɗo cukalel gootel hono ngel e innde am, miin jaati o jaɓɓii.
MAT.18.6	—Neɗɗo fuu luuttinɗo gootel e koy cukaloy goonɗinkoy kam, ko ɓuri moƴƴande joomum haayre teddunde haɓɓee e daande mum, yoolee ley iduru geeci.
MAT.18.7	Bone woodanii oo aduna saabe kulle gaɗooje yimɓe ley luutti ɗee! Waajibi kulle ɗee ngaɗa, kaa bone woodanii laatiiɗo sabaabu majje! 
MAT.18.8	So tawii junngo maa naa koyngal maa luuttinte, taƴu ɗum tippo-ɗaa to woɗɗi. Naataa e nguurndam nduumiiɗam a ɲakuɗo ɓuri moƴƴande ma diina tippeede e yiite duumiinge a kiɓɓuɗo. 
MAT.18.9	So tawii yitere maa luuttinte, sol nde tippo-ɗaa. Sabi naatude maa e nguurndam nduumiiɗam a ɗokko, ɓuri moƴƴande ma diina tippe-ɗaa e yiite jahannama a kiɓɓuɗo.
MAT.18.10	—Ndeentee e yawde fay gootel e koy cukaloy. Sabi miɗo wiya on: 
MAT.18.11	] 
MAT.18.12	Ko miilaton? So neɗɗo ana jogii baali teemedere majjiraama mbaalu gooto, yoppataa capanɗe jeenay e jeenay ɗii fuu ana ndura ley ferro, tewtoya majjuɗo oo? 
MAT.18.13	Miɗo haalana on goonga: so o yiitii mo, o seyorto oon faa ɓura capanɗe jeenay e jeenay ɗi majjaali ɗii. 
MAT.18.14	Hono non Baabiraaɗo mooɗon gonɗo dow kammu oo yiɗaa fay gootel e koy cukaloy majja.
MAT.18.15	—So sakiike maa tooɲii ma, yaa to mum kollitaa ɗum tooɲannge mum oo tawee onon tan ɗiɗon. So o jaɓanii ma, a hewtii sakiike maa. 
MAT.18.16	Kaa so o jaɓaali kollitaa mo yaadu e neɗɗo gooto naa yimɓe ɗiɗon hono no Binndi ɗii mbiiri nii: «Huunde fuu ko neɗɗo happaa ana hasindini e seedaaku yimɓe ɗiɗon naa taton.» 
MAT.18.17	So o jaɓanaali ma, haalan ɗum deental goonɗinɓe ngal. So o salike jaɓande deental goonɗinɓe ngal, jogora mo keefeero naa 
MAT.18.18	Miɗo haalana on goonga: huunde fuu ko kaɗu-ɗon e leydi, haɗete dow kammu. Huunde fuu ko njaɓu-ɗon e leydi, jaɓete dow kammu. 
MAT.18.19	Miɗo haalana on kasen: e ley aduna, nde ɗiɗon mon kawritii e dow huunde wootere ɲaagike Laamɗo, ko nde waawi laataade fuu, 
MAT.18.20	Sabi nde ɗiɗon naa taton kawriti e innde am fuu, miɗo hakkunde mum'en.
MAT.18.21	Oon wakkati, Piyeer ɓattitii mo, lamndii mo, wii:
MAT.18.21	—Moobbo, cili hono foti kaan-mi yaafaade sakiike am mo ŋoottaali tooɲude kam? Cili jeɗɗi naa?
MAT.18.22	Iisaa jaabii mo, wii:
MAT.18.22	—Mi wiyaali ma cili jeɗɗi, mbii-maa-mi cili capanɗe jeɗɗi faa nde cili jeɗɗi.
MAT.18.23	Iisaa ɓeydi hen wii:
MAT.18.23	—Ɗum 
MAT.18.24	Nde mo fuɗɗi ƴamtude ndee, o waddanaa golloowo gooto mo o rewata miliyooji. 
MAT.18.25	Oon gorko walaa ko yoɓira oon kaalisi. Ɗum nee, kaananke oo yamiri o soottee, kanko e jom suudu makko e sukaaɓe makko e ko o jogii fuu, faa yoɓa ɲamaande ndee. 
MAT.18.26	Golloowo oo diccii yeeso makko, ɲaagii mo, wii: «Muɲanam, mi yoɓete fuu!» 
MAT.18.27	Kaananke oo yurmii mo, yaafii mo ɲamaande ndee, yoppi mo o witti.
MAT.18.28	Golloowo oo yalti tan, hawri e gollidiiɗo mum mo rewata kaalisi seeɗa. O teɓɓii ɗum, o nanngi daande mum, o wii: «Yoɓam kaalisi am!» 
MAT.18.29	Gollidiiɗo makko oo diccii, ɲaagii mo, wii: «Muɲanam, mi yoɓete!» 
MAT.18.30	Kaa oon jaɓaali. O uddoyi ɗum kasu, faa nde yoɓi ɲamaande ndee fuu. 
MAT.18.31	Nde gollooɓe heddiiɓe ɓee njii ɗum ndee, mettaa sanne, njehi kaalanoyi ɗum kaananke oo. 
MAT.18.32	E ley ɗum, kaananke oo noddi golloowo oo, wii ɗum: «Aan a golloowo bonɗo! Nde ɲaagi-ɗaa kam, mi yaafe ko ndewan-maa-mi koo ndee, mi yaafike ma. 
MAT.18.33	Aan duu, a haanaanoo yurmaade jaado maa oo no njurmori-maa-mi nii naa?» 
MAT.18.34	Kaananke oo bilaa sanne, waɗi mo e juuɗe jukkooɓe ɓee, faa nde o yoɓi ɲamaande ndee faa laaɓi.
MAT.18.34	Iisaa ɓeydi hen wii:
MAT.18.35	—Hono non 
MAT.19.1	Nde Iisaa tilii e ɗiin waajuuji ndee, iwi 
MAT.19.2	Yimɓe heewɓe njokki e makko, o sellini ton ɲawɓe mum'en.
MAT.19.3	Yoga e 
MAT.19.3	—Tama ana daganii gorko seerdude jom suudu mum daliili tawaaɗo fuu?
MAT.19.4	O jaabii, o wii:
MAT.19.4	—Tama on njanngaali ko Binndi ɗii mbii? E fuɗɗoode Laamɗo tagii ɓe waɗii ɓe gorko e debbo, 
MAT.19.5	wii: «Ɗum waɗi so gorko yoppan inna mum e baam mum, nanngondira e jom suudu mum, ɓe ɗiɗon fuu ɓe laatoo neɗɗo gooto.»
MAT.19.6	Nii woni ɓe nganaa ɗiɗon kasen, ɓe neɗɗo gooto. Ndennoo, pati neɗɗo seenndu ko Laamɗo reentini.
MAT.19.7	Ɓe lamndii mo, ɓe mbii:
MAT.19.7	—Ko saabii so Muusaa yamiri gorko hokka jom suudu mum talkuru ceergal nde ana seera ɗum?
MAT.19.8	O jaabii ɓe, o wii:
MAT.19.8	—On yoorɓe ɓerɗe, ɗum saabii so Muusaa hokki on no ceerdon rewɓe mooɗon. Kaa e fuɗɗoode, wanaa non worrunoo. 
MAT.19.9	Miɗo wiya on: ceerduɗo jom suudu mum ko wanaa fijirde, so ɓamii debbo goɗɗo, jeenii.
MAT.19.10	Taalibaaɓe makko ɓee mbii mo:
MAT.19.10	—So nii hakkunde gorko e debbo worri, waasude ɓamde ɓuri.
MAT.19.11	Iisaa jaabii ɓe, wii:
MAT.19.11	—Wanaa yimɓe fuu mbaawi jaɓude kaa haala, ɓe Laamɗo hokki ɗum ɓee tan mbaawi jaɓude ka. 
MAT.19.12	Daliiliiji kaɗooji worɓe ɓamde ana ngoodi. Sabi won worɓe rimeteeɓe tawa yo waatoraaɓe. Won ɗereteeɓe. Heddiiɓe ɓee noo, kaɲum'en kaɗi ko'e mum'en ɓamde faa ngollana 
MAT.19.13	Caggal ɗum, won waddanɓe Iisaa cukaloy yalla omo fawa e makkoy juuɗe makko o duwanoo koy, kaa taalibaaɓe ɓee njahii e yimɓe ɓee. 
MAT.19.14	Nden o wii:
MAT.19.14	—Accee cukaloy koy ngara e am, pati kaɗee koy, sabi wa'uɓe no makkoy nii ɓee njey 
MAT.19.15	O fawi junngo makko dow makkoy, o duwanii koy. Nden o iwi ton.
MAT.19.16	Gorko gooto ɓattitii Iisaa, lamndii mo, wii:
MAT.19.16	—Moobbo, honde huunde moƴƴunde kaan-mi waɗude faa mi heɓa nguurndam nduumiiɗam?
MAT.19.17	Iisaa wii mo:
MAT.19.17	—Ko saabii so laamdi-ɗaa kam ko moƴƴi? Laamɗo tan woni moƴƴo! So aɗa yiɗi naatude e nguurndam, jokku sariyaaji ɗii.
MAT.19.18	Gorko oo lamndii Iisaa, wii:
MAT.19.18	—Hoɗi ngoni sariyaaji ɗii?
MAT.19.18	Iisaa jaabii, wii:
MAT.19.18	—Pati ɲaaɗu hoore, pati jeenu, pati wujju, pati seeda fenaande, 
MAT.19.19	teddin inna maa e baam maa, njiɗiraa tanaa maa no njiɗir-ɗaa hoore maa nii.
MAT.19.20	Suka jokolle oo wii mo:
MAT.19.20	—Miɗo haybi ɗum fuu. Koɗum heddii?
MAT.19.21	Iisaa wii mo:
MAT.19.21	—So tawii aɗa yiɗi hiɓɓude, yaa soottoy ko njogi-ɗaa fuu, ndokkaa kaalisi oo misikiina'en. Nden a heɓan jawdi dow kammu. Caggal ɗum, ngaraa njokkaa kam.
MAT.19.22	Nde suka jokolle oo nani ɗiin haalaaji ndee, yaadi e yoomeende, sabi o arsukunte ɲolɗo.
MAT.19.23	E ley ɗum, Iisaa wii taalibaaɓe mum ɓee:
MAT.19.23	—Miɗo haalana on goonga: hee naatugol arsukunte e 
MAT.19.24	Miɗo haalana on kasen ɗum ɗoo: ngelooba ƴaɓɓoroo e wuddere mesalal ɓuri newaade diina naatugol arsukunte e Laamu Laamɗo.
MAT.19.25	Haaynii taalibaaɓe ɓee sanne nde nani ɗiin haalaaji ndee, ɓe mbii:
MAT.19.25	—Ndennoo, homo woni kisoowo?
MAT.19.26	O ƴeewi ɓe, o wii:
MAT.19.26	—Ɗo yimɓe ɗum laatataako, kaa walaa fuu ko Laamɗo waawaa.
MAT.19.27	Piyeer ɓami haala, wii mo:
MAT.19.27	—Minen, min njoppii fuu, min njokkii e maa. Koɗum min keɓoyta?
MAT.19.28	Iisaa wii ɓe:
MAT.19.28	—Miɗo haalana on goonga: so 
MAT.19.29	Neɗɗo fuu joppirɗo saabe am galle mum naa sakiraaɓe mum worɓe naa sakiraaɓe mum rewɓe naa inna mum naa baam mum naa sukaaɓe mum naa gese mum, heɓan ko ɓuri ɗum cowe teemedere, kasen duu heɓan nguurndam nduumiiɗam. 
MAT.19.30	Kaa ardinooɓe heewɓe laatoto caggalaaɓe, caggalaaɓe ɓee laatoto ardiiɓe.
MAT.20.1	—Annii ko 
MAT.20.2	O heɓi gollooɓe, o hawri e maɓɓe o yoɓan ɓe hono ko woowi: ɲalooma fuu mbuuɗu cardi. O naɓi ɓe ngesa makko. 
MAT.20.3	Wakkati ɲawlal, o yalti kasen, o tawi woɓɓe sakoro ɓe keɓaali golle, 
MAT.20.4	o wii ɓe: «Njehee onon duu ngolloyon to ngesa am peguuje too, mi yoɓan on ko haani yoɓeede koo.» 
MAT.20.5	Ɓeen duu njehi ton. Jom ngesa oo waɗi non kasen hakkunde naange e caggal sallifanaa. 
MAT.20.6	Caggal ɗum, o yalti kasen wakkati laasaraa, o tawi woɓɓe ana ndarii to sakoro too, o wii ɗum'en: «Koɗum waɗi so ɲallu-ɗon ɗoo on ngollaali fay huunde?» 
MAT.20.7	Ɓe njaabii mo, ɓe mbii: «Fay gooto ɓamaali min golle.» O wii ɓe: «Njehee onon duu ngolloyon e ngesa am peguuje ngaa.» 
MAT.20.8	Nde hiirnoo ndee, jom ngesa oo wii keƴaaɗo mum oo: «Noddu gollooɓe ɓee njoɓaa ɗum'en. Ardoro-ɗaa sakitiiɓe nanngeede ɓee, cakitoro-ɗaa adiiɓe nanngeede ɓee.» 
MAT.20.9	Nannganooɓe laasaraa ɓee ngari, gooto e mum'en fuu hokkaa mbuuɗu cardi. 
MAT.20.10	Adinooɓe nanngeede ɓee duu ngari, cikki njoɓete ko ɓuri ɗum. Kaa gooto e maɓɓe fuu hokkaa mbuuɗu cardi hono no ɓee too nii. 
MAT.20.11	Nde ɓe njoɓaa ɗum ndee, eɓe ŋermitoo yaade to jom ngesa too 
MAT.20.12	eɓe mbiya: «Ɓee ɗoo gollooɓe ngollaali kinaa wakkati gooto tan, ɓe ponndaama e amen njoɓdi, minen nee min ngollii ɲalooma kuurɗo ley ngee naange wulnge!» 
MAT.20.13	Jom ngesa oo jaabii gooto e maɓɓe, wii: «Giɗam, mi tooɲaali ma. Tama wanaa aan jaɓunoo mi nanngire mbuuɗu cardi ɲalooma? 
MAT.20.14	Ndennoo, ɓam njoɓdi maa njahaa. Miin muuyi hokkude cakitiiɗo oo hono ko keɓu-ɗaa koo. 
MAT.20.15	Tama wanaa ko weli kam ngaɗan-mi e kaalisi am oo? Naa moƴƴuki am kii waddan maa haasidaade?»
MAT.20.16	Iisaa wii:
MAT.20.16	—Hono nii caggalaaɓe ɓee laatoto ardiiɓe, ardiiɓe ɓee laatoto caggalaaɓe.
MAT.20.17	Tawi Iisaa ana ŋabbita faade 
MAT.20.18	—Kettinee, eɗen nii ŋabbita Urusaliima. Ɗon 
MAT.20.19	ɓe ngaɗa mo e juuɗe heeferɓe, ɓeen duu njaayran mo, piya mo dorri, peŋa mo e 
MAT.20.20	Nden, inna ɓiɓɓe Jebede ɓattini sukaaɓe mum Iisaa. Inna oo diccii yeeso Iisaa faa ɲaagoo ɗum ballal. 
MAT.20.21	Iisaa wii mo:
MAT.20.21	—Koɗum njiɗ-ɗaa?
MAT.20.21	Debbo oo jaabii mo, wii:
MAT.20.21	—Miɗo yiɗi podaa ɓiɓɓe am worɓe ɗiɗon ɓee njooɗoo bannge maa so a laamiima, gooto wona bannge maa ɲaamo, goɗɗo oo wona bannge maa nano.
MAT.20.22	Iisaa jaabii, wii:
MAT.20.22	—On anndaa ko ɲaagoto-ɗon. Oɗon mbaawi yarde horde mettunde nde njaran-mi ndee naa?
MAT.20.22	Ɓe njaabii mo, ɓe mbii:
MAT.20.22	—Miɗen mbaawi.
MAT.20.23	O wii ɓe:
MAT.20.23	—On njaran nde jaati. Kaa jooɗagol bannge am ɲaamo naa nano wanaa miin yamirta ɗum. Ɗeen joolle, ɓe 
MAT.20.24	Nde taalibaaɓe sappo heddiiɓe ɓee nani ɗum ndee, mettaa e rimdaaɓe ɗiɗon ɓee. 
MAT.20.25	E oon wakkati, Iisaa noddi ɓe fuu, wii ɓe:
MAT.20.25	—Oɗon anndi laamiiɓe heeferɓe ana kawjorii ɗum'en hawju bonɗo. Mawɓe ɓee duu ana laamorii ɓe laamu boɗeejo. 
