MAT.1.1	耶穌基督——
LUK.3.18	這樣，
LUK.3.19	分封王
LUK.3.20	在這一切事上又加了一件，就是把
LUK.3.21	有一次，當民眾都來受洗的時候，耶穌也受了洗。他正在禱告，天開了，
LUK.3.22	聖靈好像鴿子，有形有體地
LUK.3.22	「你是我的愛子，
LUK.3.22	我喜悅你。」
LUK.3.23	耶穌開始傳道
LUK.3.23	他是
LUK.3.24	是
LUK.3.24	是
LUK.3.24	是
LUK.3.25	是
LUK.3.25	是
LUK.3.25	是
LUK.3.26	是
LUK.3.26	是
LUK.3.26	是
LUK.3.27	是
LUK.3.27	是
LUK.3.27	是
LUK.3.28	是
LUK.3.28	是
LUK.3.28	是
LUK.3.29	是
LUK.3.29	是
LUK.3.29	是
LUK.3.30	是
LUK.3.30	是
LUK.3.30	是
LUK.3.31	是
LUK.3.31	是
LUK.3.31	是
LUK.3.32	是
LUK.3.32	是
LUK.3.32	是
LUK.3.33	是
LUK.3.33	是
LUK.3.33	是
LUK.3.33	是
LUK.3.34	是
LUK.3.34	是
LUK.3.34	是
LUK.3.35	是
LUK.3.35	是
LUK.3.35	是
LUK.3.36	是
LUK.3.36	是
LUK.3.36	是
LUK.3.37	是
LUK.3.37	是
LUK.3.37	是
LUK.3.38	是
LUK.3.38	是
LUK.3.38	是神的兒子。
LUK.4.1	耶穌充滿聖靈，從
LUK.4.2	受魔鬼的試探四十天。在那些日子裡，耶穌什麼也沒有吃，四十天結束的時候
LUK.4.3	魔鬼對他說：「你如果是神的兒子，就吩咐這石頭變成食物吧！」
LUK.4.4	耶穌回答：
LUK.4.5	魔鬼
LUK.4.6	對他說
LUK.4.7	所以，你如果在我面前下拜，這一切就都是你的了。」
LUK.4.8	耶穌回答說：
LUK.4.9	魔鬼又帶耶穌到
LUK.4.10	因為經上記著：
LUK.4.10	『他會為你吩咐他的天使保護你；
LUK.4.11	他們會用手托住你，
LUK.4.11	免得你的腳撞在石頭上。』
LUK.4.12	耶穌回答說：
LUK.4.13	魔鬼用盡種種試探以後，就暫時離開了耶穌。
LUK.4.14	耶穌帶著聖靈的能力
LUK.4.15	他在他們的會堂裡教導人，受到所有人的讚揚。
LUK.4.16	耶穌來到
LUK.4.17	有人就把先知
LUK.4.20	然後耶穌把書捲好，還給會堂助理，坐了下來。會堂裡，眾人的眼睛都注視著他。
LUK.4.21	耶穌開始對他們說：
LUK.4.22	大家都讚許他，對他口裡所發出的恩典的話語感到驚奇，又說：「這不就是
LUK.4.23	耶穌對他們說：
LUK.4.24	耶穌又說：
LUK.4.28	會堂裡的人聽了這些話，都滿腔怒火。
LUK.4.29	他們就起來把耶穌趕出城外，拉到山崖上，要把他推下去。他們的城是建在山上的。
LUK.4.30	但耶穌從他們中間穿過去，走開了。
LUK.4.31	耶穌下到
LUK.4.32	眾人對他的教導都驚嘆不已，因為他的話具有權柄。
LUK.4.33	在會堂裡，有一個被汙穢的鬼魔之靈附身的人。他大聲喊叫：
LUK.4.34	「別管我們！
LUK.4.35	耶穌斥責汙靈說：
LUK.4.35	鬼魔把那個人摔倒在眾人中間，就從他身上出來了，但沒有傷害他。
LUK.4.36	大家都驚訝不已，彼此談論說：「這是什麼事呢？他帶著權柄和能力命令那些汙靈，它們就出來了！」
LUK.4.37	於是耶穌的名聲傳遍了那一帶所有的地方。
LUK.4.38	耶穌起身離開會堂，進了
LUK.4.39	耶穌就站在她旁邊，斥責那高燒，燒就退了。她立刻起來，服事他們。
LUK.4.40	日落的時候，眾人把患有各種疾病的人都帶到耶穌那裡。他按手在他們每一個人身上，使他們痊癒。
LUK.4.41	也有鬼魔從許多人身上出來，喊叫說：「你是
LUK.4.42	天亮的時候，耶穌出去，走到一個荒僻的地方。眾人尋找他，來到他那裡，想留住他，不讓他離開。
LUK.4.43	但是耶穌對他們說：
LUK.4.44	於是耶穌繼續在
LUK.5.1	有一次，當人群擁擠著耶穌，聽神的話語
LUK.5.2	他看見湖邊停著兩條船，漁夫們下了船，正在洗網。
LUK.5.3	有一條船是
LUK.5.4	講完了以後，他對
LUK.5.5	回答說：「老師，我們勞碌了一整夜，什麼也沒有捕到。不過按照你的話，我就下網吧。」
LUK.5.6	他們這樣做了，網住了一大群魚，漁網幾乎要撐破。
LUK.5.7	他們就招呼另一條船上的夥伴來幫忙；他們過來，裝滿了兩條船，甚至兩條船都幾乎要沉下去了。
LUK.5.8	看見，就俯伏在耶穌腳
LUK.5.9	那時，他和所有與他一起的人，都對這一網捕到的魚驚訝不已。
LUK.5.10	的夥伴，就是
LUK.5.10	耶穌對
LUK.5.11	他們把兩條船靠了岸，捨棄一切跟從了耶穌。
LUK.5.12	有一次，耶穌在一個城裡，忽然有個渾身長滿痲瘋的人，看見耶穌就把臉伏在地上，央求他說：「主啊，如果你願意，你就能潔淨我。」
LUK.5.13	耶穌伸出手來摸他，說：
LUK.5.14	耶穌吩咐他不要告訴任何人，說：
LUK.5.15	耶穌的消息反而越發傳開了。有一大群人聚集而來，聽他傳道
LUK.5.16	耶穌卻常常退到曠野去禱告。
LUK.5.17	就在那些日子裡，有一天耶穌在教導人的時候，也有些
LUK.5.18	這時候，有幾個人用床榻抬來一個癱瘓的人，想把他帶進去放在耶穌面前。
LUK.5.19	但由於人多，他們沒有辦法
LUK.5.20	耶穌看見他們的信心，就對癱瘓的人說：
LUK.5.21	那些經文士和
LUK.5.22	耶穌知道他們的意念，就對他們說：
LUK.5.24	耶穌就對癱瘓的人說：
LUK.5.25	那個人立刻在大家面前站了起來，拿起他所躺的床榻回家去，一路上榮耀神。
LUK.5.26	於是大家都驚訝不已，就不住地榮耀神，並且滿懷敬畏之心說：「我們今天看到奇妙的事了！」
LUK.5.27	這些事以後，耶穌出去，看到一個名叫
LUK.5.28	就撇下一切，站起來跟從了耶穌。
LUK.5.29	在自己家裡為耶穌預備盛大的宴席，有一大群稅吏和其他人與他們一同坐席。
LUK.5.30	人和他們的經文士就向耶穌的門徒們抱怨，說：「你們為什麼與那些稅吏和罪人一起吃喝呢？」
LUK.5.31	耶穌對他們說：
LUK.5.33	他們對耶穌說：「
LUK.5.34	耶穌對他們說：
LUK.5.36	耶穌又對他們講了一個比喻：
LUK.6.1	有一次在安息日
LUK.6.2	有一些
LUK.6.3	耶穌回答他們，說：
LUK.6.5	於是耶穌對他們說：
LUK.6.6	在另一個安息日的時候，耶穌進了會堂教導人。那裡有一個人，右手枯萎了。
LUK.6.7	經文士們和
LUK.6.8	耶穌知道他們的意念，就對那手枯萎的人說：
LUK.6.9	耶穌對他們說：
LUK.6.10	他環視周圍所有的人，然後對那個人
LUK.6.11	他們就滿腔怒火
LUK.6.12	就在那些日子裡，耶穌有一次出去到山上禱告；他整夜向神禱告。
LUK.6.13	一到天亮，他就招呼他的門徒，從他們中間揀選了十二個人，稱他們為使徒：
LUK.6.14	——耶穌又稱他為
LUK.6.14	他的弟弟
LUK.6.14	又有
LUK.6.14	、
LUK.6.15	、
LUK.6.15	的兒子
LUK.6.15	稱為激進派
LUK.6.16	的兒子
LUK.6.16	還有那成為出賣者的
LUK.6.17	耶穌與他們一起下了山，站在一塊平地上。那裡有他的一大
LUK.6.18	他們來是要聽他講說，要他們的病得痊癒。那些被汙靈折磨的，都得了痊癒。
LUK.6.19	眾人都想要摸到他，因為有能力從他身上發出，使所有的人得痊癒。
LUK.6.20	耶穌舉目看著他的門徒們，說：
LUK.6.29	把另一邊
LUK.6.39	耶穌又對他們講了一個比喻：
LUK.7.1	當耶穌向民眾
LUK.7.2	有個百夫長所重視的奴僕病得快要死了。
LUK.7.3	百夫長聽說了耶穌的事，就託幾個
LUK.7.4	他們來到耶穌那裡，殷切地求他說：「這人配得你的幫助，
LUK.7.5	因為他愛我們的同胞，還為我們建了會堂。」
LUK.7.6	於是耶穌與他們一起去了。當耶穌離他家不遠的時候，百夫長又託了幾個朋友來對耶穌說：「主啊，不用麻煩了，我實在不配請你進我家，
LUK.7.7	我自己也覺得不配到你那裡去。只要你說一句話，我的僕人就會痊癒的。
LUK.7.8	事實上，我也被放在人的權下，也有士兵在我之下。我對這個說『去』，他就去；對那個說『來』，他就來；對我的奴僕說『做這事』，他就去做。」
LUK.7.9	耶穌聽了這些話，十分感慨，轉過身來對跟隨他的那群人說：
LUK.7.10	那些受託的人回到家裡時，發現那
LUK.7.11	第二天，耶穌往一個叫做
LUK.7.12	當他接近城門口的時候，看哪，有一個死人被抬出來了。這人是獨生兒子，他的母親又是寡婦。一大群城裡的人陪著她。
LUK.7.13	主看見那寡婦，就對她動了憐憫之心，向她說：
LUK.7.14	於是耶穌上前去，按著棺架，抬棺架的人就停住了。耶穌說：
LUK.7.15	那死人就坐了起來，開始說話。耶穌把他交給他的母親。
LUK.7.16	每個人敬畏不已，就不住地榮耀神，說：「我們中間興起了一位偉大的先知！」又說：「神臨到
LUK.7.17	於是有關耶穌的這消息傳遍了整個
LUK.7.18	的門徒們把這一切事都告訴了
LUK.7.19	派他們到主
LUK.7.20	那兩個人來到耶穌那裡，說：「施洗者
LUK.7.21	就在那
LUK.7.22	於是耶穌
LUK.7.24	的使者離開了，耶穌就開始對眾人談起
LUK.7.29	所有已經受過
LUK.7.30	而沒有受過他洗禮的
LUK.7.31	主又說：
LUK.7.36	有一個
LUK.7.37	當時，城裡有一個女人，是個罪人，她知道耶穌在那
LUK.7.38	她站在耶穌後面，在他的腳邊哭泣，開始用淚水沾濕耶穌的腳，再用自己的頭髮擦乾，又親吻他的腳，用香液膏抹。
LUK.7.39	那邀請耶穌的
LUK.7.40	耶穌對他說：
LUK.7.40	說：「老師，請說。」
LUK.7.43	回答說：「我想是債主免債更多的那一個。」
LUK.7.43	耶穌說：
LUK.7.44	於是，他轉向那女人，對
LUK.7.48	接著，耶穌對那女人說：
LUK.7.49	那些與他一同坐席的人就心裡想：「這個人是誰，竟然赦免罪？」
LUK.7.50	但耶穌對那女人說：
LUK.8.1	不久以後，耶穌走遍各個城鎮鄉村，講道、傳神國的福音。與他在一起的有十二使徒
LUK.8.2	還有一些從邪靈和疾病中被解脫出來
LUK.8.3	又有
LUK.8.4	那時，有一大群人聚集，又有人從各城鎮來到耶穌那裡，耶穌就用比喻說：
LUK.8.8	耶穌講完這些話，就大聲說：
LUK.8.9	耶穌的門徒們問他這比喻到底是什麼意思。
LUK.8.10	他說：
LUK.8.19	耶穌的母親和弟弟們
LUK.8.20	有人告訴他：「你母親和弟弟們站在外面，想要見你。」
LUK.8.21	耶穌回答他們，說：
LUK.8.22	就在那些日子裡，有一天耶穌和他的門徒們上了船，耶穌對他們說：
LUK.8.23	船行的時候，耶穌睡著了。這時候，暴風降臨到湖上，他們不斷地被水浸灌，情況危險。
LUK.8.24	門徒們上前來叫醒耶穌，說：「老師，老師，我們沒命了！」耶穌就起來，斥責風和浪，風浪就止息，湖面就變得平靜。
LUK.8.25	耶穌對他們說：
LUK.8.25	他們又懼怕，又驚奇，彼此說：「這個人究竟是誰？他竟然命令風和水，連風和水也聽從他！」
LUK.8.26	他們行船到了
LUK.8.27	耶穌剛上岸，那城裡一個有鬼魔附身的人就迎面而來。這個人已經很長時間不穿衣服，不住在家裡，而住在墓地裡。
LUK.8.28	他一看見耶穌，就喊叫起來，俯伏在耶穌面前，大聲說：「至高神的兒子耶穌，我與你有什麼關係？求求你不要折磨我！」
LUK.8.29	這是因為耶穌吩咐汙靈從那個人身上出來。原來汙靈曾多次抓住那個人，雖然他被鐵鏈和腳鐐捆鎖，被看守著，可是他掙斷鎖鏈，被鬼魔驅逐到曠野去。
LUK.8.30	耶穌問他：
LUK.8.30	他回答說：「軍團。」因為有許多鬼魔進到他裡面。
LUK.8.31	那些鬼魔央求耶穌不要命令它們進無底坑去。
LUK.8.32	當時，那裡有一大群豬正在山上吃食。那些鬼魔就央求耶穌准許它們進入那些豬裡，耶穌准許了它們。
LUK.8.33	鬼魔就從那個人身上出來，進入豬裡面。於是那群豬從山崖衝到湖裡淹死了。
LUK.8.34	那些放豬的人看見所發生的事，就逃跑了，去
LUK.8.35	人們就出來，要看所發生的事，他們來到耶穌那裡，看見鬼魔所離開的那人，穿著衣服，神志清醒地坐在耶穌腳前，他們就懼怕起來。
LUK.8.36	那些看見的人，就告訴大家被鬼魔附身的人怎樣得到救治。
LUK.8.37	一帶的全體民眾請求耶穌離開他們，因為他們十分懼怕。耶穌就上船回去了。
LUK.8.38	鬼魔所離開的那人央求耶穌，要和他在一起，但耶穌
LUK.8.39	於是他就離開了，在全城裡傳揚耶穌為他做了什麼樣的事
LUK.8.40	耶穌回來的時候，一群人來歡迎他，原來大家一直在等候他。
LUK.8.41	這時候，來了一個名叫
LUK.8.42	因為他有一個約十二歲的獨生女兒，快要死了。
LUK.8.42	耶穌去的時候，人群擁擠著他。
LUK.8.43	有一個婦人，患了十二年的血漏病，在醫生那裡花盡了她所有的養生費用，
LUK.8.44	她從耶穌後面過來，摸了一下耶穌的衣服穗子，立刻，她的血漏就止住了。
LUK.8.45	耶穌說：
LUK.8.45	大家都否認。
LUK.8.46	但是耶穌說：
LUK.8.47	那婦人知道瞞不過了，就戰戰兢兢地上前俯伏在耶穌面前，在全體民眾面前說出她是因什麼理由摸了耶穌，以及怎樣立刻得了痊癒。
LUK.8.48	耶穌對她說：
LUK.8.49	耶穌還在說話的時候，有人從會堂主管的家
LUK.8.50	耶穌聽了，就對
LUK.8.51	耶穌來到他的家，除了
LUK.8.52	大家都在為那女孩捶胸哀哭。耶穌說：
LUK.8.53	他們知道女孩已經死了，就譏笑耶穌。
LUK.8.54	但是耶穌
LUK.8.55	於是她的靈魂回來了，她就立刻起來。耶穌吩咐給她吃東西。
LUK.8.56	她的父母十分驚訝，耶穌吩咐他們不要把所發生的事告訴任何人。
LUK.9.1	耶穌召集了十二使徒
LUK.9.2	然後差派他們去宣講神的國，並且使病人痊癒。
LUK.9.3	耶穌對他們說：
LUK.9.6	使徒們就出去，走遍各村莊到處傳福音，使人痊癒。
LUK.9.7	分封王
LUK.9.8	也有些人說：「
LUK.9.9	但
LUK.9.10	使徒們回來，把他們所做的事都告訴了耶穌。耶穌就帶著他們，悄悄地退往一個叫做
LUK.9.11	可是眾人知道了，就跟著他去。耶穌歡迎他們，向他們講說有關神國的事，並且使那些需要醫治的人得痊癒。
LUK.9.12	太陽開始平西的時候，十二使徒前來對耶穌說：「請遣散人群，好讓他們到周圍的村莊和田舍去借宿、找食物，因為我們這裡是個荒僻的地方。」
LUK.9.13	但耶穌對他們說：
LUK.9.13	他們說：「我們只有五個餅和兩條魚，除非我們去為全體民眾買食物。」
LUK.9.14	當時，男人就約有五千。
LUK.9.14	耶穌對他的門徒們說：
LUK.9.15	門徒們就如此行，叫大家都坐下。
LUK.9.16	耶穌拿起這五個餅和兩條魚，抬頭望天，祝福了，然後掰開，不斷遞給門徒們，讓他們分給眾人。
LUK.9.17	大家吃了，並且都吃飽了。他們把剩下的碎塊收拾起來，裝滿了
LUK.9.18	有一次，耶穌獨自禱告的時候，門徒們和他在一起。耶穌問他們，說：
LUK.9.19	他們回答說：「是施洗者
LUK.9.20	耶穌問他們：
LUK.9.20	回答說：「是神的基督！」
LUK.9.21	耶穌告誡他們，吩咐他們不要把這事告訴任何人。
LUK.9.22	又說：
LUK.9.23	耶穌又對大家說：
LUK.9.28	說了這些話以後約八天，耶穌帶著
LUK.9.29	正在禱告的時候，耶穌的相貌改變了，衣服也潔白發光。
LUK.9.30	這時候，忽然有兩個人和耶穌談話——他們是
LUK.9.31	他們在榮光中顯現，談論耶穌離世的事，就是他將要在
LUK.9.32	和他的同伴正在沉睡著。可是他們清醒過來時，看見了耶穌的榮光和同他站著的那兩個人。
LUK.9.33	那兩個人正要離開耶穌的時候，
LUK.9.34	他正說這些話，有一朵雲彩出現，籠罩著他們。他們一沒入雲彩中，門徒們就懼怕起來。
LUK.9.35	有聲音從雲中傳來，說：
LUK.9.35	「這是我的兒子，我所揀選的
LUK.9.35	你們當聽從他！」
LUK.9.36	聲音過後，門徒們發現只有耶穌一個人了。在那些日子裡，他們保持沉默，沒有告訴任何人他們所看到的事。
LUK.9.37	第二天，他們從山上下來，有一大群人迎著耶穌而來。
LUK.9.38	這時候，忽然人群中有一個人呼喊說：「老師，求求你看顧我的兒子吧！因為他是我的獨生兒子。
LUK.9.39	你看，邪靈抓住他，忽然喊叫起來，又使他抽瘋，口吐白沫；邪靈折磨著他，就是不離開。
LUK.9.40	我求過你的門徒們，要他們驅趕那邪靈，可是他們不能。」
LUK.9.41	耶穌回答說：
LUK.9.42	那孩子上前來的時候，鬼魔把他摔倒，使他劇烈地抽瘋。耶穌就斥責那汙靈，使孩子痊癒，把孩子交給他父親。
LUK.9.43	大家都對神的威榮驚嘆不已。
LUK.9.43	正當大家對耶穌所做的一切感到驚奇的時候，耶穌對他的門徒們說：
LUK.9.45	可是他們不明白這話，因為這話的意思對他們是隱藏的，使他們不能領悟。他們也不敢問耶穌這話的意思。
LUK.9.46	門徒之間起了爭論：他們當中到底誰更大。
LUK.9.47	耶穌看出他們心中的意念，就領來一個小孩子，讓他站在自己身旁，
LUK.9.48	然後對他們說：
LUK.9.49	回答說：「老師，我們看見一個人奉你的名驅趕鬼魔，我們就去阻止他，因為他不與我們一起跟從你。」
LUK.9.50	耶穌對他說：
LUK.9.51	耶穌升天的日子快到了，他就堅定地面向
LUK.9.52	他派了幾個使者在他前頭。他們就去了，進到
LUK.9.53	但那裡的人不接受他，因為他是往
LUK.9.54	門徒
LUK.9.55	耶穌轉過身來責備他們
LUK.9.56	於是他們往別的村子去了。
LUK.9.57	他們在路上走的時候，有一個人對耶穌說：「
LUK.9.58	耶穌對他說：
LUK.9.59	耶穌對另一個人說：
LUK.9.59	可是他說：「主啊，請准許我先去埋葬我的父親。」
LUK.9.60	耶穌
LUK.9.61	另有一個人說：「主啊，我要跟從你，但是請准許我先向我家裡的人告別。」
LUK.9.62	耶穌對他說：
LUK.10.1	這些事以後，主另外指定了七十
LUK.10.2	耶穌對他們說：
LUK.10.17	那七十
LUK.10.18	耶穌對他們說：
LUK.10.21	那時候，耶穌
LUK.10.23	耶穌轉過身來，悄悄地對門徒們說：
LUK.10.25	這時候，忽然有一個律法師站起來試探耶穌，說：「老師，我該做什麼才會繼承永恆的生命呢？」
LUK.10.26	耶穌對他說：
LUK.10.27	他回答說：
LUK.10.27	「你要以全心、全靈、全力、全意愛主——你的神，並且要愛鄰如己。」
LUK.10.28	耶穌說：
LUK.10.29	那個人卻要顯示自己為義，就對耶穌說：「那麼，誰是我的鄰人呢？」
LUK.10.30	耶穌回答說：
LUK.10.37	律法師說：「是那個憐憫他的人。」
LUK.10.37	耶穌對他說：
LUK.10.38	他們繼續前行，耶穌進了一個村子，有一個名叫
LUK.10.39	有個妹妹
LUK.10.40	為了很多伺候的事就心裡煩亂，上前來說：「主啊，我妹妹丟下我一個人伺候，你不管嗎？請叫她來幫我的忙吧。」
LUK.10.41	主
LUK.11.1	有一次，耶穌在一個地方禱告。禱告完了，他的一個門徒對他說：「主啊，求你教我們禱告，就像
LUK.11.2	耶穌就對他們說：
LUK.11.5	耶穌又對他們說：
LUK.11.14	有一次，耶穌正在驅趕一個使人成為啞巴的鬼魔。鬼魔一出去，啞巴就說出話來，眾人都感到驚奇。
LUK.11.15	但其中有些人卻說：「他是靠鬼魔的王
LUK.11.16	另有些人試探耶穌，向他要求一個從天上來的神蹟。
LUK.11.17	耶穌知道他們的想法，就對他們說：
LUK.11.27	耶穌正說這些話的時候，人群中有一個婦人高聲對他說：「那懷你胎又哺育你的是蒙福的！」
LUK.11.28	耶穌說：
LUK.11.29	那時，人群越聚越多，耶穌就開始說：
LUK.11.37	耶穌說話的時候，有一個
LUK.11.38	那個
LUK.11.39	主就對他說：
LUK.11.45	有一個律法師對耶穌說：「老師，你說這些話，把我們也侮辱了。」
LUK.11.46	耶穌說：
LUK.11.53	耶穌從那裡出來
LUK.11.54	暗中等機會，要從他的口中抓住把柄
LUK.12.1	那時有上萬的人群聚集，甚至彼此踐踏。耶穌一開始先對他的門徒們說：
LUK.12.13	人群中有一個人對耶穌說：「老師，請吩咐我的哥哥
LUK.12.14	耶穌對他說：
LUK.12.15	接著耶穌對他們說：
LUK.12.16	然後對他們講了一個比喻，說：
LUK.12.22	耶穌又對他的門徒們說：
LUK.12.41	說：「主啊，你這個比喻是對我們說的，還是也對大家說的呢？」
LUK.12.42	主說：
LUK.12.54	然後，耶穌又對眾人說：
LUK.13.1	正在那時候，有些人前來告訴耶穌有關
LUK.13.2	耶穌
LUK.13.6	於是耶穌講了這個比喻：
LUK.13.10	在安息日，耶穌在一個會堂裡教導人，
LUK.13.11	看哪，有一個婦人，被邪靈附身病了十八年，一直彎著腰，完全直不起身來。
LUK.13.12	耶穌看見她，就招呼她，對她說：
LUK.13.13	然後耶穌按手在她身上，她的腰立刻直了，她就不住地榮耀神。
LUK.13.14	因為耶穌在安息日使人痊癒，會堂主管就很生氣，對那群人說：「應該做工的日子有六天，所以你們在那些日子來得痊癒吧！但不要在安息日這一天。」
LUK.13.15	主回答他，說：
LUK.13.17	耶穌說了這些話，所有反對他的人都感到蒙羞，可是眾人都因他所行的一切榮耀的事而感到歡喜。
LUK.13.18	於是耶穌說：
LUK.13.20	耶穌又說：
LUK.13.22	耶穌走遍許多城鎮、鄉村教導人，並繼續往
LUK.13.23	有一個人問他：「主啊，得救的人很少嗎？」
LUK.13.23	耶穌對他們說：
LUK.13.31	就在這時候
LUK.13.32	耶穌對他們說：
LUK.14.1	有一個安息日，耶穌到一個
LUK.14.2	當時，有一個患水腫病的人在他面前。
LUK.14.3	於是耶穌問律法師們和
LUK.14.4	他們都安靜下來。耶穌就扶著那人，使他痊癒，讓他走了。
LUK.14.5	然後耶穌對他們說：
LUK.14.6	他們對這些話不能答辯。
LUK.14.7	耶穌留意到被邀請的人怎樣在那裡挑選上座，就對他們講了一個比喻說：
LUK.14.12	耶穌又對邀請他的人說：
LUK.14.15	一同坐席的有一個人聽了這些話，就說：「將來能在神的國裡吃飯
LUK.14.16	耶穌對他說：
LUK.14.25	有一大群人與耶穌同行。他轉過身來對他們說：
LUK.15.1	當時，稅吏和罪人都接近耶穌，聽他講說。
LUK.15.2	人和經文士抱怨，說：「這個人歡迎罪人，又與他們一起吃飯。」
LUK.15.3	於是耶穌對他們講了這個比喻：
LUK.15.11	耶穌又說：
LUK.16.1	耶穌又對門徒們說：
LUK.16.14	愛錢財的
LUK.16.15	耶穌對他們說：
LUK.17.1	耶穌對他的門徒們說：
LUK.17.5	使徒們對主說：「請你加添我們的信心
LUK.17.6	主說：
LUK.17.11	耶穌往
LUK.17.12	他進了一個村子，有十個痲瘋病人見到他，遠遠地站著，
LUK.17.13	大聲說：「耶穌啊，老師啊，可憐我們吧！」
LUK.17.14	耶穌看見了，就對他們說：
LUK.17.15	其中有一個人看見自己得了痊癒，就回來大聲地榮耀神，
LUK.17.16	並且把臉伏在耶穌腳前，感謝他。這人是個
LUK.17.17	耶穌回答說：
LUK.17.19	然後耶穌對他說：
LUK.17.20	有一次，
LUK.17.22	耶穌又對門徒們說：
LUK.17.37	門徒們問耶穌，說：「主啊，在哪裡呢？」
LUK.17.37	耶穌對他們說：
LUK.18.1	耶穌對他們講了一個比喻，說他們必須常常禱告，不要喪膽。
LUK.18.2	他說：
LUK.18.6	主接著說：
LUK.18.9	耶穌還對某些自以為義而藐視其他人的，講了這個比喻：
LUK.18.15	有些人把嬰孩也帶到耶穌那裡，好讓耶穌摸他們一下。門徒們看見了卻責備那些人。
LUK.18.16	但耶穌把他們叫過來，說：
LUK.18.18	有一個首領問耶穌，說：「良善的老師，我該做什麼才會繼承永恆的生命呢？」
LUK.18.19	耶穌對他說：
LUK.18.21	那個人說：「這一切我從年少就遵守了。」
LUK.18.22	耶穌聽了就對他說：
LUK.18.23	那個人聽了這些話就變得很憂愁，因為他極其富有。
LUK.18.24	耶穌看見他變得很憂愁
LUK.18.26	聽見的人就說：「那麼，誰能得救呢？」
LUK.18.27	耶穌說：
LUK.18.28	說：「看，我們捨棄自己所擁有的
LUK.18.29	耶穌對他們說：
LUK.18.31	耶穌把十二使徒
LUK.18.34	但門徒們一點也不領悟這些話。這話對他們是隱藏的，他們不知道他在說什麼。
LUK.18.35	耶穌快到
LUK.18.36	他聽見人群經過那裡，就問到底是什麼事。
LUK.18.37	有人告訴他：「
LUK.18.38	他就呼喊說：「耶穌啊，
LUK.18.39	走在前頭的人就責備他，要他安靜。可是，他卻更加大聲呼叫：「
LUK.18.40	耶穌就停住，吩咐把他帶到他面前來；那人走近了，耶穌就問他：
LUK.18.41	他說：「主啊，我要重見光明！」
LUK.18.42	耶穌對他說：
LUK.18.43	他立刻重見光明，於是跟隨耶穌，一路上榮耀神。民眾都看到了，就讚美神。
LUK.19.1	耶穌進了
LUK.19.2	看哪，有一個名叫
LUK.19.3	他很想看看耶穌是什麼樣的人，可是因為他身材矮小，從人群中無法看到耶穌。
LUK.19.4	於是他跑到前頭，爬上一棵桑樹，要看耶穌，因為耶穌就要從那裡經過。
LUK.19.5	耶穌來到那地方時，抬頭一看，
LUK.19.6	就急忙下來，快快樂樂地接待耶穌。
LUK.19.7	大家看見，就抱怨說：「他竟然到一個罪人家裡去借宿。」
LUK.19.8	站著對主說：「主啊，請看，我要把我財產的一半分給窮人。我如果勒索過誰的東西，就償還四倍。」
LUK.19.9	耶穌對他說：
LUK.19.11	大家正聽這些話的時候，耶穌再講了一個比喻，因為他已經離
LUK.19.12	他說：
LUK.19.28	說完這些話，耶穌就繼續往前走，上
LUK.19.29	快到
LUK.19.30	說：
LUK.19.32	被差派的人去了，發現事情正如耶穌所告訴他們的。
LUK.19.33	在他們解開驢駒的時候，驢的主人們問他們：「你們為什麼解開這驢駒呢？」
LUK.19.34	他們就說：「主需要牠。」
LUK.19.35	他們牽著驢駒到耶穌那裡，把自己的外衣搭在驢駒上，扶著耶穌騎上去。
LUK.19.36	耶穌前行的時候，人們把自己的外衣鋪在路上。
LUK.19.37	耶穌已經快到
LUK.19.38	說：
LUK.19.38	「奉主名而來的那位君王，
LUK.19.38	是蒙祝福的！
LUK.19.38	在天上有和平，
LUK.19.38	在至高之處有榮耀！」
LUK.19.39	人群中有一些
LUK.19.40	耶穌回答說：
LUK.19.41	耶穌快到
LUK.19.42	說：
LUK.19.45	耶穌進了聖殿，開始把那些
LUK.19.46	對他們說：
LUK.19.47	耶穌天天在聖殿裡教導人。祭司長們、經文士們和民間的首領們想要殺害他，
LUK.19.48	可是他們不知道怎樣下手，因為民眾都傾心聽他。
LUK.20.1	就在那些日子裡，有一天耶穌在聖殿裡教導民眾、傳福音的時候，祭司長們、經文士們和長老們一起上前來，
LUK.20.2	對他說：「請告訴我們：你憑什麼權柄做這些事？是誰給你這權柄的？」
LUK.20.3	耶穌回答他們，說：
LUK.20.5	他們就彼此商量，說：「如果我們說『是來自天上』，他就會問『你們為什麼不相信他呢？』
LUK.20.6	但如果說『是來自人間』，那麼民眾都會用石頭砸我們，因為他們深信
LUK.20.7	於是他們回答：「不知道是從哪裡來的。」
LUK.20.8	耶穌就對他們說：
LUK.20.9	接著，耶穌開始對民眾講這個比喻：
LUK.20.16	大家聽了就說：「絕不可有這樣的事！」
LUK.20.17	耶穌注視著他們，說：
LUK.20.19	經文士和祭司長們知道這個比喻是針對他們而說的，當時就想下手捉拿耶穌，可是又怕民眾。
LUK.20.20	於是，他們密切注意，派了一些奸細裝做好人，要抓耶穌的話柄，好把他交在總督的管理和權柄之下。
LUK.20.21	那些奸細問耶穌，說：「老師，我們知道你所說所教導的都是對的，你也不顧人的情面，而是按真理教導神的道
LUK.20.22	請問：我們向凱撒納稅，可以不可以呢？」
LUK.20.23	耶穌看出他們的詭詐，就對他們說：
LUK.20.24	他們說：「是凱撒的。」
